gene,importance_sum,degree,importance_mean
ACTN4,0.053238314,27,0.001971789394263868
CSNK2A2,0.05304259,55,0.000964410738511519
PTGIR,0.05260282,28,0.0018786721463714326
MAPRE1,0.0525684,33,0.001592981770183101
VAV2,0.052458145,92,0.000570197225264881
UGT1A1,0.052195776,44,0.00118626764213497
BCL2,0.052149102,126,0.000413881762633248
SDHB,0.052110076,42,0.0012407160940624419
CYP2C9,0.05199412,61,0.0008523626039262678
PLA2G4E,0.05199222,34,0.0015291829100426506
SCN1A,0.051789843,10,0.0051789842545986176
HSPB1,0.05170606,33,0.001566850326277993
KIAA1549,0.051274095,37,0.0013857863440706923
ANGPT4,0.0512493,12,0.004270774933199088
RBL1,0.051190097,35,0.0014625741967133113
CD3D,0.051067524,45,0.0011348338590727912
FGF2,0.050906777,125,0.00040725421905517576
HMGCR,0.050602503,48,0.0010542188150187333
GDA,0.050533257,30,0.0016844419141610464
MAP2K4,0.05043019,135,0.00037355696161588033
SLC2A1,0.050300952,50,0.001006019040942192
OGDH,0.05018923,32,0.0015684134559705853
TUBB1,0.05002757,35,0.0014293591891016279
PDK1,0.049972404,27,0.0018508297701676686
SCN5A,0.049652573,61,0.0008139766019875886
FGF5,0.049587283,84,0.000590324800993715
PTGIS,0.049442776,71,0.0006963771203873862
POLR2D,0.0493289,60,0.0008221483478943507
EDNRA,0.049072303,30,0.0016357434292634328
PLD1,0.04883828,56,0.0008721121453813144
GLUD1,0.04877517,53,0.0009202862263850446
RPL23,0.048749406,27,0.001805533551507526
UBE2I,0.048588347,68,0.0007145345101461691
EIF2S2,0.048196252,28,0.0017212947298373496
YES1,0.048189644,64,0.0007529631839133799
HCK,0.04794458,49,0.0009784608014992305
LTA4H,0.047774334,62,0.0007705537662390739
PPP1R12A,0.047698863,27,0.0017666245500246684
SMAD2,0.047674224,80,0.0005959277972579002
EPS15,0.04747366,23,0.0020640722435453663
VKORC1,0.04696077,30,0.0015653590361277261
PTEN,0.046944737,116,0.00040469601236540695
CAMK2D,0.046869323,108,0.000433975209792455
SLC38A4,0.04655785,43,0.0010827407240867615
C3AR1,0.046128258,26,0.0017741637734266429
PPA1,0.046125405,7,0.006589343505246299
TUBB2B,0.046065126,28,0.0016451830576573098
FOSL1,0.04602692,27,0.0017047007050779131
MEF2C,0.04582535,81,0.0005657450744399319
KAT2A,0.045780934,45,0.0010173540976312425
CDC16,0.04564769,44,0.0010374474593184211
MYH9,0.045621265,34,0.0013418019037036335
CXCR2,0.045552507,33,0.0013803790012995403
KIF18A,0.045525655,26,0.0017509867365543658
VEGFA,0.04526524,100,0.0004526523873209953
ADCY8,0.04487665,112,0.0004006843747837203
GSS,0.044850066,30,0.0014950022101402282
EHMT2,0.044827096,24,0.0018677956735094388
GNG7,0.044826955,91,0.0004926038967384087
SYNJ1,0.044720378,26,0.0017200145297325575
JAK1,0.044701185,156,0.0002865460581886463
PLA2G4F,0.044373296,35,0.00126780846289226
ITGB1,0.04424196,125,0.0003539356887340546
CLCNKA,0.04419676,31,0.001425701884492751
PLA2G4A,0.044077523,79,0.0005579433297809166
INSR,0.043962862,70,0.0006280408906085151
IGF1R,0.043798424,74,0.0005918705986963736
ADCY10,0.043775264,37,0.001183115247939084
ARHGEF12,0.0434817,34,0.0012788735330104828
UBE2S,0.043420948,42,0.0010338320973373595
FYN,0.043403085,176,0.0002466084393249317
RIPK1,0.043217253,93,0.00046470164451547846
HSPA1B,0.04302374,34,0.0012654040885322234
WIPF1,0.04295751,24,0.0017898962832987309
RPLP2,0.042906508,27,0.0015891299203590111
BDNF,0.042784035,51,0.0008389026510949229
HSD17B7,0.0427165,38,0.001124118405737375
LPL,0.042699885,36,0.0011861079062024753
SHH,0.042698633,44,0.0009704234755852006
MYH11,0.04262656,23,0.001853328684101934
APC,0.04248534,64,0.0006638334598392248
RIPK2,0.042081557,60,0.0007013592869043351
TIAM1,0.042075437,51,0.0008250085600450927
FURIN,0.042061865,55,0.0007647611878134988
TLN1,0.042028736,51,0.0008240928690807492
CEP290,0.041915257,23,0.0018224024578281071
KCNA5,0.04154251,52,0.0007988944506415954
COL4A3,0.041464373,36,0.0011517881519264644
YAP1,0.041251335,33,0.0012500404634258964
H4C8,0.040993754,94,0.0004361037640495503
HMGB1,0.040907517,30,0.0013635839025179545
KCNQ1,0.040867224,65,0.0006287265282410841
PLA2G6,0.040779427,28,0.0014564080962112971
PNMT,0.040564343,22,0.001843833787874742
CDC27,0.04048134,44,0.000920030457729643
KCNK1,0.040168285,56,0.0007172908101763044
IL6,0.040152937,142,0.00028276716319608014
FABP5,0.040055458,13,0.00308118903866181
YWHAQ,0.039809406,66,0.0006031728152072791
SMO,0.03978076,33,0.0012054775248874319
TAB2,0.039485652,102,0.000387114235291294
SLC12A3,0.039465178,33,0.0011959144789161105
RPL31,0.03942409,26,0.001516311214520381
FBXW11,0.039198738,62,0.0006322377030887912
HSPA1L,0.039182607,22,0.0017810275947505777
DRD1,0.03905976,90,0.00043399731318155923
SH3GL3,0.03901431,22,0.0017733777111226862
BRK1,0.038893517,29,0.0013411557623024645
DCTN2,0.038813904,33,0.0011761789069031224
CKB,0.03873592,24,0.00161399661252896
GCDH,0.038526114,29,0.0013284866922888263
CSNK1A1,0.03844428,45,0.0008543173472086589
AOX1,0.03833164,48,0.0007985758129507303
CCL4,0.03820373,38,0.001005361346822036
GRIN1,0.038129237,111,0.000343506635577829
HTR7,0.038081106,26,0.0014646579153262652
CENPO,0.0380658,21,0.0018126570752688817
JAK2,0.0379516,178,0.0002132112348682425
ARF6,0.037941594,27,0.0014052442102520555
ABCC8,0.037925985,69,0.000549651952325434
PSMD1,0.037873287,38,0.0009966654408919183
FGFR3,0.037713274,79,0.00047738321974307677
ATF6B,0.037685227,30,0.0012561742216348649
WNT9A,0.037623942,33,0.0011401194514650288
SLC3A1,0.03761971,35,0.0010748488562447684
IFNAR1,0.037610024,49,0.0007675515145671611
FGF4,0.037522987,100,0.0003752298653125763
CLASP1,0.03739522,37,0.00101068162837544
ANAPC1,0.037242092,44,0.0008464111861857501
AQP3,0.037132952,35,0.0010609414960656848
TAOK1,0.03713173,23,0.0016144230637861335
GUCY1B1,0.037080303,38,0.0009757974430134422
LEP,0.03703505,29,0.0012770707494225994
KCNE1,0.036956172,55,0.0006719304079359228
CYP11A1,0.036948465,37,0.0009986071570499524
TNNT1,0.03693793,52,0.0007103448017285421
TCF7L1,0.036893167,56,0.0006588065464581762
TLR2,0.03687743,53,0.0006958005844422107
NUP93,0.03685792,79,0.0004665559700018243
MSMO1,0.036752746,36,0.0010209095974763234
GRIN2A,0.036746606,103,0.0003567631672886969
RPLP1,0.036508113,26,0.001404158197916471
IVD,0.03644374,26,0.0014016823126719547
HRH2,0.036425088,36,0.0010118079889151785
AP1B1,0.036418196,20,0.0018209097906947136
EIF3B,0.036343627,15,0.0024229084451993306
STEAP3,0.03634144,24,0.0015142266638576984
CSF1R,0.03628937,57,0.0006366556412295291
CCL3,0.036148123,26,0.001390312440120257
SAP18,0.03605345,19,0.0018975499429200824
FGF10,0.03600187,73,0.000493176281452179
NTRK1,0.03595034,46,0.0007815291376217552
KITLG,0.035782225,43,0.0008321447774421337
DIAPH1,0.03571767,34,0.001050519702189109
CRK,0.035712376,106,0.00033690920978222255
NFATC1,0.03566879,67,0.000532370005080949
RPL17,0.035587393,26,0.0013687458749000842
WASL,0.035569325,60,0.0005928220848242442
CACNA1H,0.03555185,63,0.0005643150754391201
NDUFB6,0.035465814,19,0.0018666217985906098
ACLY,0.03544931,21,0.0016880624351047334
FGF6,0.035074912,79,0.00044398622799523267
TNRC6A,0.03504378,32,0.001095118117518723
MCCC2,0.034991924,27,0.0012959971748016498
CYP2C18,0.034949023,21,0.0016642392036460695
TSHB,0.03490511,31,0.0011259712759525546
SULT1A1,0.034749072,25,0.0013899628818035126
PYGL,0.034699157,22,0.0015772344036535783
ATP2B1,0.034646668,28,0.0012373809835740498
SKA2,0.03457153,18,0.0019206404685974121
LBP,0.034564484,21,0.001645927805276144
HIPK2,0.034532703,22,0.0015696683390574021
GTF2H4,0.03448716,50,0.000689743235707283
MEF2A,0.034437485,54,0.0006377312044302622
BLM,0.034413967,37,0.0009301072238264857
DLD,0.034365594,97,0.00035428447821705614
SYK,0.034331996,96,0.0003576249582692981
WNT11,0.034240264,44,0.0007781878283078021
NFATC2,0.03416886,63,0.0005423628858157567
ATP4A,0.034102228,27,0.0012630454644008918
DYNC1LI1,0.03405809,45,0.0007568464510970646
PHC1,0.034022678,25,0.001360907107591629
LCP2,0.033995543,30,0.001133184755841891
PDIA6,0.033964623,20,0.0016982311382889748
ABCC1,0.033764698,37,0.0009125593949008633
TPM1,0.033724442,59,0.000571600713972318
MAX,0.033409517,28,0.0011931970449430601
ANPEP,0.033165123,20,0.0016582561656832695
BMP2,0.033160992,39,0.0008502818453006255
NCSTN,0.0329666,44,0.0007492408833720467
SERPINA1,0.03291203,25,0.0013164812326431274
COPA,0.032872353,33,0.0009961319014881597
NCOA1,0.03281067,56,0.000585904810577631
PFKFB2,0.03277783,14,0.002341273639883314
KIF2A,0.032729466,27,0.0012122024264600542
KCNJ4,0.032691758,66,0.0004953296685760671
CD14,0.032679144,53,0.0006165876281711291
MCM6,0.032515496,24,0.0013548123339811962
OPRM1,0.03234302,77,0.0004200392051950678
COX6B1,0.032322664,27,0.0011971356968084972
CYP26B1,0.032312363,24,0.0013463484744230907
ACADL,0.032281466,32,0.0010087958071380854
FZD1,0.03228138,56,0.0005764532169061047
TAT,0.032148674,29,0.001108574970015164
UPB1,0.03207029,24,0.0013362620957195759
FGF20,0.03204949,91,0.0003521921788598155
IDH3A,0.031954866,25,0.0012781946361064911
GHRH,0.031902228,21,0.0015191536928926194
CAP1,0.031866875,15,0.002124458303054174
UBA7,0.031774495,20,0.0015887247398495674
ALDH9A1,0.03176102,37,0.0008584059573508597
SMURF1,0.03172888,39,0.000813560990186838
MAP3K7,0.031689987,160,0.00019806241616606712
STAT5B,0.03167643,126,0.0002514002401204336
C1QA,0.031661045,20,0.0015830522403120994
ALDH4A1,0.031600155,31,0.0010193598366552783
ATP6V0A4,0.031555716,23,0.0013719876499279685
RPS6KA2,0.031540684,74,0.000426225464891743
CDKN1C,0.031505346,18,0.001750297016567654
IFNAR2,0.031387813,47,0.0006678258167936447
FSHB,0.03135072,31,0.001011313570122565
TCF7L2,0.031236835,55,0.0005679424513470043
ADCY9,0.0312194,107,0.00029177009780830313
TRHR,0.031206612,11,0.0028369646858085284
CACNA2D2,0.031154426,129,0.00024150717685851017
KLC1,0.031116875,22,0.0014144034040245142
CD247,0.031008884,57,0.0005440155142231992
LPIN2,0.031004608,18,0.0017224782043033177
NFKBIA,0.03092296,200,0.00015461480244994164
DDX58,0.030891797,38,0.0008129420151051722
PTK2B,0.030791521,64,0.00048111751675605774
PCSK2,0.030776788,55,0.0005595779554410414
POLR2B,0.030754363,61,0.0005041698879394375
TRAF2,0.030638305,93,0.0003294441448424452
UBE2D1,0.030569648,66,0.000463176490456769
TXNRD1,0.030523183,26,0.0011739685701636167
H2AC1,0.030507937,19,0.0016056808986161884
SLC22A2,0.030448737,50,0.0006089747324585915
STX4,0.030420844,21,0.0014486115958009446
MEN1,0.03039135,21,0.0014472071613584245
HDAC3,0.03029687,68,0.00044554219964672536
C1S,0.030217161,17,0.0017774800824768404
THBS1,0.030174602,50,0.0006034920364618302
AMPD1,0.030156912,23,0.0013111700992221417
CASP1,0.029940829,54,0.000554459790388743
GMPR,0.029904883,23,0.0013002123197783594
MAP3K2,0.029759971,21,0.0014171414964255832
CHST12,0.029701233,10,0.002970123291015625
CYP2S1,0.029655762,26,0.0011406062314143549
IL1RAP,0.029626437,30,0.000987547884384791
BDKRB2,0.029586881,29,0.0010202372896260228
MAP2K6,0.029550124,144,0.00020520919416513707
ACADS,0.029538658,49,0.0006028297452294097
GNA14,0.029498475,42,0.000702344635058017
FANCD2,0.029448122,19,0.001549901146637766
ADAM17,0.029445387,58,0.0005076790935006635
CEP192,0.029404689,18,0.001633593812584877
PTK2,0.029354993,149,0.00019701337754326377
SDC3,0.029303968,25,0.001172158718109131
GBA,0.029259361,18,0.0016255200737052495
GNAT3,0.02924311,23,0.0012714395542507586
TALDO1,0.029228112,17,0.0017193006899426965
MED1,0.029162379,28,0.001041513535061053
SNAP25,0.029154716,25,0.0011661886423826218
SAA1,0.028989967,19,0.001525787734671643
RUNX2,0.02897102,37,0.0007830005441163037
SPP1,0.028922835,47,0.00061537947584974
MAT2B,0.028867254,33,0.0008747652737480221
GOT2,0.028741874,48,0.0005987890375157198
MAPK11,0.028702976,176,0.00016308509194376794
FZD6,0.028644275,46,0.0006227016287005466
KLC3,0.02862867,20,0.0014314334839582443
HGF,0.028594399,71,0.00040273801226850965
DMGDH,0.028586186,17,0.0016815403805059545
POLR2A,0.02858288,68,0.0004203364746097256
DYNC1I2,0.028576195,54,0.0005291888007411251
CRADD,0.028508281,17,0.0016769577256020378
ZAP70,0.028497813,48,0.0005937044431144992
CAMK2G,0.028492007,108,0.0002638148833756094
DLL1,0.0284188,49,0.0005799755073931753
MMP7,0.028345646,19,0.0014918761229828785
B4GALT1,0.02830504,38,0.000744869491379512
LAMB2,0.028239224,32,0.0008824757533147931
XRCC5,0.028225958,25,0.0011290383338928222
AKR1B1,0.028170444,43,0.0006551266063091367
CCKBR,0.028038554,32,0.0008762048091739416
CYP4F12,0.028004996,22,0.0012729543853889811
CES2,0.027997958,17,0.0016469386789728614
SCARB1,0.027864508,24,0.0011610211804509163
RPN2,0.027808845,11,0.0025280768221074886
ITPR3,0.027767658,112,0.0002479255199432373
AGL,0.027723687,17,0.0016308051040943932
DHFR,0.027698938,34,0.0008146746412796132
NR3C1,0.027676782,55,0.0005032142116264864
ABCB11,0.027643824,17,0.0016261072938933091
KTN1,0.027570324,19,0.0014510696851893475
HSPG2,0.027541379,28,0.0009836206611778056
ESR1,0.027534498,79,0.00034853794812401636
PPBP,0.027533786,20,0.0013766893185675143
GTF2A1,0.027508607,25,0.0011003442853689193
DPYS,0.027448619,23,0.0011934182080237763
SOCS2,0.027419286,22,0.0012463311749425802
FRAT2,0.027411245,17,0.0016124261652722077
SMARCB1,0.027399339,18,0.0015221854878796472
RRM1,0.027322048,41,0.000666391422472349
SOD3,0.02729048,17,0.0016053223653751262
UGT2A1,0.027267527,15,0.0018178351223468781
RPL27,0.027207099,27,0.001007670329676734
BDKRB1,0.027179264,21,0.001294250644388653
IL11,0.027148297,25,0.00108593188226223
MAN2A2,0.027097879,14,0.0019355627841183118
RAB4A,0.027049102,19,0.0014236369415333396
LPAR3,0.027045008,17,0.0015908828114762025
KCNMB1,0.027024323,15,0.0018016215413808822
CEP152,0.026949925,16,0.0016843703342601657
LPIN3,0.026932757,18,0.0014962642971012327
AGPAT1,0.026910376,19,0.0014163355686162647
CEP250,0.026843484,17,0.00157902849947705
RRAS2,0.026806857,21,0.0012765170208045415
LDLR,0.026795683,41,0.0006535532543571984
CAV1,0.026733201,75,0.0003564426799615224
NT5E,0.026683794,28,0.0009529926548046726
IGF2,0.026551783,32,0.0008297432214021683
WNT2B,0.02651199,40,0.0006627997383475304
POM121C,0.026511705,56,0.0004734232955213104
ACTN2,0.02651087,31,0.000855189357553759
NDC80,0.026453588,20,0.0013226794078946113
POU2F1,0.026392806,20,0.0013196403160691261
ADRB2,0.026352657,49,0.000537809326636548
YWHAZ,0.026316766,83,0.00031706946621458214
CYFIP2,0.026305625,31,0.0008485685553281538
HAL,0.0262276,12,0.0021856334060430527
DUSP6,0.026219886,46,0.0005699975173110547
SCTR,0.026219817,17,0.001542342169319882
GRK6,0.026217686,20,0.0013108843006193638
GBP4,0.026134897,5,0.005226979404687882
IFNG,0.026127923,97,0.0002693600338144401
IL2,0.026125824,76,0.00034376084314365133
ASNS,0.026112378,18,0.0014506876468658447
POLR2E,0.026108976,79,0.00033049337282965453
INCENP,0.02607168,22,0.001185076395896348
ACER1,0.026059797,15,0.0017373198022445043
TNIP2,0.026044035,32,0.0008138761040754616
BCKDHB,0.026007306,32,0.000812728307209909
KCNE2,0.025985807,54,0.00048121865148897523
BCL10,0.025961185,35,0.0007417481392621994
CBX4,0.025960915,26,0.0009984967227165515
GCK,0.025944881,49,0.0005294873702282808
MLLT1,0.02594331,6,0.004323884844779968
DBH,0.025929913,22,0.0011786324056712065
SELP,0.025903715,16,0.001618982176296413
TFRC,0.02589192,40,0.0006472980137914419
ALOX5,0.025822772,85,0.0003037973142722074
GML,0.025766276,7,0.0036808965461594717
GPR37,0.025700744,13,0.001976980326267389
SMAD3,0.025680164,105,0.00024457298928783056
CYP2J2,0.02567249,69,0.0003720650692348895
ITPR2,0.025639888,99,0.0002589887666581857
SMARCA4,0.025608739,39,0.0006566343303674307
NCF4,0.025596064,32,0.00079987698700279
NGFR,0.02548781,46,0.0005540828342023103
THBS3,0.025455564,13,0.0019581203277294454
PSMD5,0.025451016,25,0.0010180406272411347
NDUFB1,0.025444219,19,0.0013391694152041485
ACADSB,0.025432171,40,0.0006358042825013399
GRIN3A,0.025418678,68,0.00037380409262636127
FUS,0.025383653,42,0.0006043726933144388
NR3C2,0.025365707,44,0.0005764933302998543
HDAC4,0.025363311,48,0.0005284023160735766
CSF2,0.025274776,55,0.000459541380405426
LDHC,0.025236543,17,0.0014845025451744303
PFKP,0.025167855,23,0.001094254543599875
SIAH1,0.025110835,17,0.0014771079534993453
GRIN2B,0.025091328,63,0.00039827504328319004
RPL10L,0.025083665,25,0.0010033465921878814
GRIN3B,0.025046669,15,0.0016697779297828673
CHMP4B,0.024961121,18,0.0013867289655738408
MFN1,0.024952382,15,0.0016634921232859293
PANK1,0.024945518,19,0.0013129220001007382
PROC,0.024927933,22,0.001133087853139097
TP53,0.024917545,225,0.00011074464354250166
DYNC1I1,0.024864972,41,0.0006064627228713617
INHBB,0.02484604,17,0.001461531747789944
SULT2A1,0.024831453,19,0.0013069185967508115
MAD2L1,0.024813253,34,0.0007298015715444789
NTF3,0.024752496,29,0.0008535343382892938
