gene_i,gene_j,pair_importance,n_shared_pathways
AKT3,PIK3CD,9.983203985119411e-05,80
PPP2CA,SCN1A,9.97266179183498e-05,1
CYP2C8,GGT1,9.906298857753626e-05,44
CYP4A11,GGT1,9.842821864047835e-05,44
ABCC8,KCNH2,9.839452038216647e-05,441
ATP1B2,KCNJ11,9.707776124123768e-05,51
CALM3,RYR2,9.59575588841547e-05,100
CYP4F3,LTA4H,9.49873783380184e-05,184
KCNH2,KCNJ11,9.494351818132667e-05,147
KCNH2,TNNT1,9.486676837131312e-05,441
CALM3,KCNJ11,9.481135661554979e-05,49
PPP2R5E,SCN1A,9.462408343097195e-05,1
CYP2B6,PTGS1,9.36321618422215e-05,45
CALM3,KCNJ5,9.356825433483144e-05,53
ADCY1,ADCY5,9.321198030942668e-05,108
ABCC8,TNNT1,9.276364292534447e-05,441
GNB4,GNG4,9.23931737796535e-05,44
ADCY5,ADCY7,9.21812289554633e-05,162
ABCC8,ATP1B1,9.208825870254955e-05,150
ADCY3,ADCY7,9.190446500363426e-05,324
ATP1B2,KCNH2,9.189439492686875e-05,147
ABCC8,KCNA5,9.178271090304173e-05,1617
ITPR1,KCNH2,9.127428906704749e-05,441
ITPR1,KCNA5,9.093968642245472e-05,1617
ABCC8,ITPR1,9.090433029880496e-05,459
CALM3,KCNQ1,9.071155471581673e-05,50
CYP4A11,LTA4H,9.048462545102609e-05,90
ABCC8,ATP1B2,9.011443454270962e-05,150
HCN4,KCNJ11,9.000553314564286e-05,49
KCNJ5,SCN1A,8.986585453385487e-05,1
KCNA5,KCNK1,8.94781106231981e-05,2156
CRK,IQGAP1,8.941361053338426e-05,3
H2AZ2,H3C11,8.937859754318267e-05,27
ADCY1,ADCY8,8.91542435914567e-05,1888
ATP1B2,KCNA5,8.91436845004378e-05,539
ADCY1,ADCY3,8.890320502294435e-05,216
GGT1,LTA4H,8.887089037656892e-05,94
ABCC8,KCNK1,8.882997040059182e-05,588
CYP2C8,CYP4F2,8.852730417152621e-05,50
CCND1,PIK3CD,8.842188073760642e-05,64
H2BC11,H2BC4,8.809437857265623e-05,330
TUBAL3,TUBB2B,8.792980295162125e-05,11
ADCY7,ADCY8,8.785263909455116e-05,2592
CALM1,ITPR1,8.783800064064323e-05,225
ABCC8,SCN5A,8.7746818649635e-05,294
PIK3R1,SRC,8.758209128034711e-05,288
ADCY1,PRKACG,8.735359583095237e-05,110
KCNH2,KCNK1,8.682103452975025e-05,588
COPB1,DYNC1LI1,8.660340865690452e-05,4
ITPR1,TNNT1,8.605994476619099e-05,441
ATP1B1,SLC8A1,8.589650100203789e-05,954
CYP2C8,CYP4F8,8.583310303708993e-05,54
KCND3,KCNJ11,8.539818811881261e-05,49
ATP1B2,TNNT1,8.530693687625046e-05,147
KCNK1,TNNT1,8.522775838176733e-05,588
KCNJ11,SLC8A1,8.512583960973696e-05,900
HCN4,KCNA5,8.464201488218185e-05,539
KCNH2,SCN5A,8.457255533460301e-05,294
H2BC13,H2BC4,8.444068479801503e-05,110
BRAF,PRKCB,8.418438275804027e-05,26
F13B,FGB,8.378688909333582e-05,58
PPP1R1B,SCN1A,8.367405825993046e-05,2
SLC3A1,SLC7A6,8.367162740924305e-05,58
ATP1B2,ITPR1,8.364268895741378e-05,162
BRAF,SRC,8.351958896812839e-05,70
RAC1,SRC,8.34711137351462e-05,236
GDA,XDH,8.342795779404945e-05,168
FGA,FGG,8.33623712709064e-05,112
RAP1B,SRC,8.324987749674939e-05,48
H2AZ2,H2BC4,8.318075094737587e-05,76
CACNA2D2,KCNJ11,8.299130439869236e-05,510
ATP1B1,KCNJ5,8.284111403655814e-05,50
CEP290,NME7,8.267730245851458e-05,5
ATP1B1,DRD1,8.2447990956928e-05,364
CKAP5,NME7,8.23506172860797e-05,5
MAPK3,PIK3R1,8.22180399755245e-05,408
HCN4,TNNT1,8.209245202802269e-05,147
KCNA5,SCN5A,8.165442511859106e-05,1078
CYP4F2,CYP4F3,8.16392704418023e-05,110
ITPR1,KCNK1,8.145773219009427e-05,588
PTGS1,PTGS2,8.138074850049043e-05,124
CLCNKA,SLC7A6,8.122810970689898e-05,28
ATP1B1,PCSK2,8.113833882400917e-05,260
ATP1B1,KCNH2,8.098532197442498e-05,147
CYP1A2,PTGS1,8.060853976132876e-05,10
ABCC8,HCN4,8.00694779334125e-05,147
DYNC1LI1,GOSR2,7.981575185390943e-05,6
BTRC,CRY2,7.980782889376731e-05,2
CALM3,MYLK,7.974288853680137e-05,52
ATP1B2,KCNK1,7.958696616125471e-05,196
ATP1B2,SCN5A,7.952240835512603e-05,98
HCN4,KCNH2,7.924382786161921e-05,147
INPP5K,PLEKHA6,7.910894083535509e-05,2
CYP4F3,CYP4F8,7.901397415682043e-05,102
CREB3L2,SCN1A,7.872734211863038e-05,3
HRAS,SRC,7.85442093880404e-05,1344
KCNH2,SLC8A1,7.826801911138408e-05,2646
HCN4,KCNK1,7.824256118660333e-05,196
F13B,FGG,7.813777011733691e-05,28
CALM3,PRKAR1A,7.805739161325924e-05,124
HSD3B1,HSD3B2,7.801892192826898e-05,29
CYP4A11,CYP4F8,7.795627294096411e-05,49
SCN5A,TNNT1,7.794111287123123e-05,294
NR3C2,SLC7A6,7.787996454204915e-05,140
PLEKHA6,SYNJ1,7.768799961616057e-05,2
PTGIS,PTGS1,7.7649365729878e-05,104
H2BC3,H3-3A,7.761411857565292e-05,30
DRD2,SCN1A,7.755080878268927e-05,6
PIK3CD,TGFA,7.751010538014757e-05,44
KCNA5,SLC8A1,7.725612262981001e-05,9702
AQP3,SLC7A6,7.698851744719626e-05,56
ATP1B2,HCN4,7.694908458333316e-05,49
PIK3CB,PIK3R1,7.634577234570126e-05,368
ABCC8,SLC8A1,7.632890712990142e-05,2646
ATP1B1,ITPR1,7.611884876797259e-05,162
CACNA2D2,KCNA5,7.59166067645058e-05,5390
SLC8A1,TNNT1,7.591083815063642e-05,2646
ATP1B1,SCN5A,7.55497264204319e-05,98
NFKBIA,RELA,7.54228934654698e-05,8262
CYP4F2,GGT1,7.485450741029354e-05,46
BTRC,PER2,7.438602102986802e-05,2
KCNH2,RYR2,7.435848234754912e-05,294
FGG,VKORC1,7.434187973842654e-05,24
ITPR1,SLC8A1,7.414909683513915e-05,2808
HRAS,MAPK3,7.412009559071312e-05,2128
CALML5,SCN1A,7.402391929645091e-05,1
ADCY1,GNAS,7.388910522108938e-05,152
ATP1B1,KCNK1,7.378880335773275e-05,196
HCN4,ITPR1,7.359343465155432e-05,147
KCNJ11,SCN5A,7.349934464384589e-05,98
CYP2B6,CYP4F3,7.321995867079511e-05,96
GNAS,SCN1A,7.321052044062526e-05,2
ATP1A4,ATP1B2,7.318155479071886e-05,148
ABCC8,CACNA2D2,7.317564802114205e-05,1680
AKT3,PFKP,7.317473759060119e-05,6
CCNE1,TUBAL3,7.315797394646939e-05,6
FGG,PLG,7.212902063580273e-05,32
CCNH,POLR2H,7.195731663471132e-05,99
KCNK1,SLC8A1,7.181985901192185e-05,3528
KCNK1,SCN5A,7.172647509698891e-05,392
ADCY5,ADCY8,7.164577148069992e-05,896
ATP1B2,SLC8A1,7.146046670016161e-05,954
E2F3,PIK3CD,7.136496302345192e-05,77
SLC22A2,SLC7A6,7.131225505609961e-05,140
KCNJ11,RYR2,7.075839002945727e-05,102
PIK3CB,SHC2,7.04951010008178e-05,34
COL5A2,COL6A6,7.0481130967909e-05,3
ABCC8,KCND3,7.023611560456426e-05,147
HRAS,PIK3CD,7.018058405555758e-05,272
FGB,RAP1B,7.013770011498471e-05,26
ATP1A4,ATP1B1,7.005999624133674e-05,148
ITPR1,SCN5A,7.001590391140708e-05,294
ADCY3,ADCY5,6.995850073454601e-05,108
ARNTL,SCN1A,6.995103528121642e-05,6
CALM1,KCNA5,6.986840824801432e-05,539
CALM1,KCNH2,6.95436147110882e-05,147
BRAF,MAPK3,6.948034121796601e-05,128
BAK1,PIK3CD,6.93056742094443e-05,150
HCN4,SCN5A,6.908006389616528e-05,98
MAP2K1,SRC,6.882123318052713e-05,108
CDK5RAP2,NME7,6.847756891254376e-05,5
GTF2F1,MNAT1,6.845047069406474e-05,23
HRAS,PIK3R1,6.840880844148834e-05,2160
CACNA2D2,KCNH2,6.826604606351456e-05,1470
KCNA5,RYR2,6.806986510767564e-05,1078
CYP4F8,GGT1,6.806897349807925e-05,45
ATP1B2,CALM1,6.806577613405196e-05,52
SLC12A3,SLC7A6,6.80157834986872e-05,28
FGB,VKORC1,6.791210298251663e-05,48
ATP1B1,HCN4,6.77551144385724e-05,49
EGFR,PIK3CD,6.774227207396418e-05,57
PIK3CB,SRC,6.768141112960691e-05,92
SCN5A,SLC8A1,6.764392341584123e-05,1764
CACNA2D2,TNNT1,6.75405970520999e-05,1470
NUP160,SEH1L,6.751786254422147e-05,1720
DRD1,PCSK2,6.747705986598991e-05,1820
HCN4,KCND3,6.746380872613145e-05,49
ABCC8,RYR2,6.735625902072808e-05,300
KCND3,KCNH2,6.719861623255552e-05,150
KCNA5,KCND3,6.69515358906671e-05,550
MAPK10,PIK3CD,6.685230369385398e-05,12
CYP4A11,CYP4F2,6.668416488597728e-05,54
ABCC8,CALM1,6.665369687985691e-05,147
ATP1B1,RYR2,6.660925671192475e-05,104
DRD1,SCN1A,6.642719336014125e-05,7
KCND3,KCNK1,6.635403059401801e-05,196
H2BC6,H3-3A,6.613433893676302e-05,30
CYP1A1,CYP1A2,6.573666410059076e-05,64
CALM1,SCN5A,6.513787393465365e-05,98
MLLT1,POLR2H,6.502363410361943e-05,3
ITPR1,RYR2,6.500105268796682e-05,312
MAP2K1,PIK3CD,6.47338615245574e-05,33
ADCY7,PRKACG,6.47175275562938e-05,126
KCNJ11,KCNJ5,6.468071985565871e-05,51
PLA2G4A,PTGS1,6.451793774792797e-05,32
CACNA2D2,ITPR1,6.450675484635729e-05,1530
CYP2B6,CYP4A11,6.444691533163396e-05,48
PIK3CB,PIK3R2,6.444278626773398e-05,616
CYP4F2,LTA4H,6.43533416915254e-05,94
ATP1B1,HTR1A,6.434204449178671e-05,728
MAPK1,MAPK3,6.433082898780119e-05,1040
EPHB4,PIK3CD,6.430400899137823e-05,2
ADCY3,ADCY8,6.418273837671031e-05,1728
PPP2R5D,PPP2R5E,6.368361052722094e-05,22
F2,PTGS1,6.350726289383601e-05,2
CDC16,CDC27,6.341166167132581e-05,56
GNAO1,SCN1A,6.335960520686967e-05,2
NME7,TUBGCP3,6.326057750053794e-05,10
ACADM,ACADSB,6.317919859988308e-05,102
PIK3CD,STAT5B,6.30365184302641e-05,30
CACNA2D2,KCNK1,6.277878620279732e-05,1960
CALM3,KCNJ3,6.257611319040162e-05,312
CDK9,MLLT1,6.257168625953616e-05,3
KCNK1,RYR2,6.235697090101189e-05,392
ATP1B2,PCSK2,6.231656144015468e-05,260
HCN4,SLC8A1,6.230907383944618e-05,882
RYR2,TNNT1,6.221869952442265e-05,294
ADCY1,ADCY2,6.221537869682825e-05,108
CYP2B6,CYP2C8,6.220648727195393e-05,65
BRAF,MAP2K1,6.205454736203306e-05,58
KCNJ11,TPM1,6.202025896995256e-05,49
CALM1,TNNT1,6.201850164463951e-05,147
ATP1B2,RYR2,6.200626072019877e-05,104
RYR2,SLC8A1,6.197635714298022e-05,1980
F13A1,F13B,6.193017959810199e-05,135
KCND3,TNNT1,6.189668675678679e-05,147
ITPR1,KCND3,6.177569976372095e-05,147
H2BC11,H3-3A,6.162943663926927e-05,90
F13A1,FGG,6.153438829095136e-05,145
H2BC13,H3-3A,6.140885804684082e-05,30
EIF3B,EIF3H,6.132971754270111e-05,77
KIAA1549,SRC,6.11176464522245e-05,44
DERL1,SEC61G,6.102383584523826e-05,3
CCNH,TAF6,6.10123966176044e-05,36
H2BC3,H3C11,6.0919898279609974e-05,31
FGB,TLN1,6.0833762803393955e-05,26
KRT32,PIK3CB,6.080372364891673e-05,2
ATP1B2,KCND3,6.076073276339855e-05,49
CALM1,KCNJ11,6.0748903011331734e-05,49
SLC38A4,SLC7A6,6.071595549972386e-05,30
CYP2C8,PTGS2,6.0430459432088066e-05,100
CACNA2D2,SCN5A,6.037434092902381e-05,1000
RFC5,RPA3,6.030657923004196e-05,92
HSD17B7,MSMO1,6.0292775418191447e-05,64
PEDS1,UBE2N,6.024462560105803e-05,22
NUP62,SEH1L,6.021570817362071e-05,720
CACNA2D2,PCSK2,6.020102596136703e-05,2600
ATP1B2,DRD1,5.998182328646541e-05,364
FGB,PLG,5.9753063063118294e-05,64
CALM1,KCNK1,5.973551790524473e-05,196
PIK3CD,SRC,5.9715742135209304e-05,22
H2AZ2,H4C8,5.9499944071971295e-05,190
F13A1,FGB,5.948214460740671e-05,290
CACNA2D2,SLC8A1,5.9381635131287366e-05,9720
ALMS1,NME7,5.921523061900094e-05,5
CSNK2A2,CSNK2B,5.9104238809837284e-05,69
SLC22A2,SLC3A1,5.908727629154037e-05,300
AQP3,CLCNKA,5.893096337483694e-05,56
POLR2E,POLR2H,5.887126642186232e-05,567
CLCNKA,NR3C2,5.880635660906464e-05,140
HCN4,MYLK,5.873092851821707e-05,49
CLCNKA,SLC3A1,5.8677489369843294e-05,56
PIK3CD,SHC2,5.867011558671753e-05,15
FGB,SRC,5.8621935316178694e-05,60
CALM1,HCN4,5.859517543993498e-05,49
MNAT1,POLR2H,5.850958757136482e-05,33
JAK2,STAT3,5.846398893410499e-05,2961
ABCC8,MYLK,5.832725316719708e-05,147
PRKCA,SHC3,5.823295058649761e-05,5
CYP4F8,LTA4H,5.820621883455038e-05,90
MYLK,TNNT1,5.819291093809668e-05,147
AQP3,SLC3A1,5.8173232854986934e-05,112
CDC42,RAC1,5.786281867473011e-05,116
EHMT2,PRKAG2,5.7807224948192015e-05,1
ANGPT4,PIK3R1,5.7789544136460647e-05,6
NR3C2,SLC3A1,5.746934614257459e-05,280
KCNA5,KCNJ5,5.735514424452669e-05,539
ATP1B1,SLC7A6,5.726670432082415e-05,29
F13B,PLG,5.72566719601042e-05,27
GNAI1,GNAI2,5.698819015884868e-05,405
CACNA2D2,HCN4,5.6969431317384494e-05,490
KCND3,MYLK,5.692308521670908e-05,49
NFKB1,RELA,5.687940084412452e-05,172
ADCY2,ADCY7,5.674358575532187e-05,162
AQP3,NR3C2,5.671290388243877e-05,280
HCN4,RYR2,5.66453631312136e-05,98
KCNH2,KCNJ5,5.651071535518748e-05,147
PIK3CD,SOCS2,5.649423332865222e-05,4
CACNA2D2,DRD1,5.623592064776164e-05,3640
GNB4,GNG2,5.608290559226218e-05,132
BRAF,KIAA1549,5.598323455391352e-05,29
PRKAG2,RHEB,5.591240732769759e-05,13
ATP1B2,SLC7A6,5.5787813622032445e-05,29
NUP62,POM121C,5.577499262478247e-05,72
HCN4,KCNJ5,5.555214600949654e-05,49
AGTR1,CALM3,5.549741370444728e-05,102
ATP1B2,KCNJ5,5.540530146319611e-05,50
MAPK14,MAPK3,5.538526610046364e-05,252
JUN,PIK3CB,5.529744228172471e-05,28
KCNJ11,MYLK,5.524497460543398e-05,49
DCTN2,DYNC1LI1,5.5182882939736055e-05,6
AKT3,MAP2K1,5.515849925158715e-05,60
KCNJ5,TNNT1,5.515258582004338e-05,147
COPA,DYNC1LI1,5.5146672664485585e-05,4
CCNH,MLLT1,5.493652112453437e-05,9
FOS,SCN1A,5.481602111956363e-05,4
KCND3,SLC8A1,5.472155046664696e-05,882
NR3C2,SLC22A2,5.4670043499684964e-05,700
CYP4F2,CYP4F8,5.465969376530354e-05,51
PIK3CD,RASSF1,5.459555359266233e-05,2
F13B,VKORC1,5.444909514551455e-05,24
SLC38A4,SLC3A1,5.430930095780273e-05,60
FGF20,FRS2,5.428604018768551e-05,952
MAPK3,SHC3,5.418947008170284e-05,38
CYP4F8,PTGS1,5.410483923910993e-05,46
CACNA2D2,RYR2,5.402430092241537e-05,1080
CCNH,GTF2F1,5.401859280845337e-05,69
DYNC1LI1,SPTBN5,5.3983626344233926e-05,3
CYP1A2,CYP2C8,5.397357729552965e-05,50
ANGPT4,TIE1,5.3920502978144214e-05,1
CYP2C8,CYP2C9,5.389426674407005e-05,38
AQP3,SLC22A2,5.355118006931114e-05,280
HTR1A,PCSK2,5.346385379382075e-05,3640
CCL4,IL18,5.341634094094931e-05,20
ATP1B1,GRIN2A,5.328634771026372e-05,364
POLR2H,TAF6,5.317187421601747e-05,12
GNG4,SCN1A,5.3168772865319625e-05,1
CSK,SRC,5.3166295586493106e-05,38
ACADSB,MCEE,5.3121841986580876e-05,57
DRD1,GRIN2A,5.306919448092141e-05,2842
CLCNKA,SLC22A2,5.3048373976261055e-05,140
KCNJ11,KCNJ3,5.300220762639689e-05,306
NEDD1,NME7,5.297638030451388e-05,70
DRD1,HTR1A,5.281581652523881e-05,5292
ACADSB,IVD,5.273362636160073e-05,66
KCNJ11,KCNJ4,5.267815929761721e-05,100
PIK3R1,PLCD3,5.2666913704174645e-05,4
ITPR1,KCNJ5,5.258541270823885e-05,165
PRKAG2,TSC1,5.25633449019805e-05,12
CTDP1,GTF2F1,5.255828270762236e-05,54
CALM3,KCNJ4,5.254235502274128e-05,98
CLASP1,NME7,5.250090535220773e-05,5
SRC,UBC,5.2494300223027146e-05,52
AGTR1,KCNJ11,5.24153380441969e-05,98
F13A1,VKORC1,5.235006992594382e-05,120
MAPK3,RAC1,5.2287474788981604e-05,232
ATP1B1,SCN10A,5.216335556141975e-05,104
ITPR1,ITPR3,5.210180961986961e-05,882
GTF2F1,NELFE,5.204335733402293e-05,36
EGFR,SRC,5.1785907982003034e-05,228
DYNC1H1,DYNC1LI1,5.174954948675668e-05,21
CACNA1H,KCNJ11,5.168055981395747e-05,100
NR3C2,SLC12A3,5.1630279266712266e-05,140
RYR2,SCN5A,5.1533464834574785e-05,196
TNNT1,TPM1,5.1521388212195006e-05,153
GTF2A1,MNAT1,5.1465931967781264e-05,11
AGTR1,KCNH2,5.1418446279380836e-05,294
EGFR,PIK3CB,5.1238519340352874e-05,132
ATP1B1,NR3C2,5.123004972489298e-05,145
PLCG1,SHC3,5.122780389324954e-05,11
KCND3,SCN5A,5.121867336112251e-05,98
FGG,SRC,5.120696435767513e-05,30
AQP3,SLC12A3,5.1007072824849065e-05,56
RPL23,RPLP2,5.0977800373885884e-05,18
GNAS,GNB1,5.0862960273893865e-05,96
CHP2,ITPR1,5.0857530292584365e-05,3
AGTR1,KCNA5,5.072112706934876e-05,1078
CYP4A11,PTGS2,5.067843599068471e-05,88
CEP192,NME7,5.0623756092297786e-05,5
CYP2B6,LTA4H,5.062321093150216e-05,86
IVD,MCEE,5.0505922061461206e-05,18
PLG,VKORC1,5.04967113554855e-05,24
H2BC6,H3C11,5.047263848187433e-05,31
KCNA5,MYLK,5.035928554855576e-05,539
KCNJ5,KCNK1,5.0217634312871295e-05,196
GRIN2A,PCSK2,5.007660487637391e-05,1820
KCNH2,KCNJ4,4.99840593931993e-05,294
PSMD1,TUBAL3,4.995565541321412e-05,1
PTPN11,SRC,4.981283328100882e-05,546
NUP85,SEH1L,4.979423764499399e-05,860
SLC12A3,SLC3A1,4.9714395924414095e-05,56
BTRC,NR1D1,4.963759219962782e-05,2
ATP1B1,KCND3,4.9610781771569634e-05,49
CSNK2B,TUBAL3,4.957517433012981e-05,2
ANGPT4,MMP2,4.953537791152485e-05,2
HRAS,MAP2K1,4.947751734010348e-05,888
GOSR2,SERPINA1,4.947154486393585e-05,16
KCNE1,KCNJ11,4.944484061939619e-05,49
ADCY5,GDA,4.9427382722150304e-05,2
KCNA5,KCNJ4,4.937412061384858e-05,1078
COPA,COPB1,4.9286010142868264e-05,23
KCNH2,MYLK,4.928190242008135e-05,147
GNB4,GNG12,4.927248951756141e-05,88
ATP1B1,OPRM1,4.925170167268485e-05,312
KIAA1549,MAP2K1,4.920411776410116e-05,16
DYNC1LI1,TMED10,4.918131677637003e-05,16
ABCC8,AGTR1,4.91244105587332e-05,294
ADCY7,GNAS,4.903280162256556e-05,168
ADCY5,GNAS,4.9026843275512544e-05,70
RAC1,RHOA,4.900801155172281e-05,126
ATP1B1,CALM1,4.899116154366556e-05,52
KCND3,RYR2,4.8859297382519706e-05,98
PPP2CA,PPP2R5D,4.882100660651145e-05,34
KCNK1,MYLK,4.881466313001612e-05,196
SLC12A3,SLC22A2,4.8725893512235885e-05,140
PDK1,PTGS1,4.861057459493168e-05,1
CACNA2D2,KCND3,4.8582708525253594e-05,490
KCNA5,KCNE1,4.8571224136193864e-05,539
GNAI2,GNAO1,4.852574003474016e-05,78
CTDP1,MLLT1,4.851064251755755e-05,9
PPP2R1B,PPP2R5D,4.8505209427007756e-05,36
ATP1B1,CACNA1A,4.840808216188819e-05,52
CYP4F3,PTGS2,4.838660114614066e-05,184
ABCC8,KCNJ5,4.835031968337724e-05,150
ATP1B1,KCNJ4,4.834426692593152e-05,98
F5,FGB,4.834320088729758e-05,124
AGTR1,TNNT1,4.830651904498876e-05,294
ADCY2,ADCY5,4.828460908323784e-05,54
INCENP,KIF2A,4.8164156565870066e-05,54
NUP160,POM121C,4.8113910140798466e-05,144
ATP1B2,HTR1A,4.8112674073103903e-05,728
HCN4,KCNE1,4.809965363671703e-05,50
FRS2,PTPN11,4.802410724007659e-05,504
PTEN,SYNJ1,4.8022012555845756e-05,108
GNB1,GNB4,4.794431115207054e-05,44
AGTR1,HCN4,4.780012956955796e-05,98
CACNA1H,CALM3,4.775948074147546e-05,102
ABCC8,KCNJ3,4.775198217939709e-05,900
CALM1,SLC8A1,4.7704158551602534e-05,882
HSPA1L,PIK3CB,4.763315443767624e-05,4
F13B,FGA,4.757214339368154e-05,56
ACADSB,MCCC2,4.7557843127895204e-05,60
ATP1A4,CALM3,4.7549961231723586e-05,52
KCNA5,KCNJ3,4.754214774460683e-05,3234
CLCNKA,SLC12A3,4.7536044730733806e-05,28
DYNC1I1,DYNC1LI1,4.74702117365517e-05,63
MAP2K1,PIK3R1,4.743981703321607e-05,142
GRIA4,SCN1A,4.743487329506024e-05,2
CCNH,GTF2A1,4.7397274858752024e-05,33
ADCY10,GUCY1B1,4.7393499839287756e-05,42
MAPK3,PIK3CB,4.738720879359082e-05,192
LTA4H,PTGS2,4.735828535434947e-05,196
PAK2,PIK3CD,4.7347870435032746e-05,6
KCNH2,KCNJ3,4.729325505180995e-05,882
KCNE1,KCNH2,4.729232287377863e-05,150
GRB2,PIK3R1,4.725924289238981e-05,306
HMGCR,HSD17B7,4.7247486629320434e-05,27
BTRC,PPARGC1A,4.723938445749809e-05,6
FRS2,SRC,4.720832605453751e-05,68
CSNK2A2,TUBAL3,4.715534475015678e-05,6
ATP1B2,GRIN2A,4.7147801235710816e-05,364
ADCY5,PRKACG,4.714760295770892e-05,48
ACAT2,HSD17B7,4.701755763580895e-05,26
RPL17,RPL23,4.7016583270220735e-05,18
MAP2K1,NGFR,4.698082265295443e-05,12
SLC22A2,SLC38A4,4.693526763256961e-05,150
NME7,TPTEP2-CSNK1E,4.693456097971141e-05,5
KCNJ4,TNNT1,4.691646418940378e-05,294
ABCC8,KCNJ4,4.689507148646077e-05,300
CACNA1H,KCNA5,4.686403355731574e-05,1078
GNAI1,GNAO1,4.685684256063244e-05,78
OPRM1,PCSK2,4.6844814911309034e-05,1560
ITPR1,KCNJ3,4.6781571713534693e-05,990
MYLK,SCN5A,4.6770820440319646e-05,98
IVD,MCCC2,4.676497026423476e-05,22
ADCY8,GNAS,4.675931457983934e-05,992
MAPK14,SCN1A,4.675510126617155e-05,2
AGTR1,ATP1B2,4.672016979041186e-05,100
BTRC,NRIP1,4.658493645739641e-05,23
ATP1A4,CACNA2D2,4.6567863604016414e-05,1020
GGT1,PTGS2,4.655546750954864e-05,94
ATP1A4,KCNJ11,4.6485102999260786e-05,51
DHCR24,IDI1,4.6475532901951765e-05,27
KCNJ4,KCNK1,4.646087561205065e-05,400
KCNJ3,TNNT1,4.642312256891114e-05,882
DRD4,SCN1A,4.641672973377808e-05,10
ATP1B2,SLC3A1,4.637399623878824e-05,56
