gene,degree,importance_sum,importance_mean,n_nodes
VARS1,8,0.011803649,0.0014754562,1
CLDN23,40,0.01178759,0.0011787589,4
UGP2,128,0.011782982,0.0003682182,4
SRGAP1,14,0.01177659,0.000841185,1
CD22,11,0.011752896,0.001068445,1
FRAT1,26,0.011752308,0.00045201185,1
GABRA6,52,0.011729368,0.0009022591,4
XCL2,33,0.011724316,0.0010658469,3
SPATA13,9,0.011701699,0.0013001888,1
GLP2R,15,0.011699102,0.0007799401,1
VDAC1,140,0.011691849,0.00033405283,4
HGF,142,0.011677673,0.00016447427,2
IYD,6,0.011662271,0.0019437118,1
ALDH18A1,32,0.011647718,0.0014559648,4
CDC42EP5,126,0.011631144,0.001661592,18
SMARCE1,280,0.011624856,0.0005812428,14
C5,31,0.01162043,0.0003748526,1
CRK,106,0.011613378,0.00010956017,1
SNX5,6,0.011610688,0.0019351146,1
NXT1,18,0.01159113,0.0012879033,2
UBAP1,24,0.0115790125,0.0009649177,2
MARK3,34,0.011572117,0.00068071275,2
RHOF,8,0.011569059,0.0014461324,1
MLKL,9,0.011567401,0.0012852667,1
TACC3,18,0.011561818,0.0012846466,2
SLC5A12,32,0.011560808,0.001445101,4
STX18,7,0.011559818,0.0016514026,1
RPL21,130,0.011557529,0.00044452032,5
DLK1,18,0.011556432,0.001284048,2
PSMB7,36,0.011556365,0.00032101013,1
ARHGAP26,30,0.011542699,0.0007695133,2
BBS4,9,0.011541725,0.001282414,1
ITPR2,396,0.011535425,0.00011651944,4
TRPM7,9,0.011533544,0.001281505,1
TRIM27,45,0.011530512,0.0007687008,3
SLC26A3,504,0.011527301,0.0005489191,24
SCN3A,9,0.011512339,0.0012791487,1
CPSF6,14,0.01151008,0.001644297,2
NCAPD2,7,0.011503569,0.001643367,1
BRD7,7,0.011487277,0.0016410396,1
SLC5A9,7,0.0114841,0.0016405856,1
CCN1,13,0.011443836,0.00088029506,1
TGFBR3,135,0.011435609,0.0012706232,15
CDC5L,5,0.011425005,0.002285001,1
NEDD4,29,0.011413003,0.00039355183,1
IL15RA,320,0.011407806,0.00071298785,20
HSD17B12,30,0.011385873,0.0007590582,2
SLC1A2,30,0.011374825,0.00075832166,2
COL11A1,70,0.011366655,0.0011366655,7
ELOVL4,30,0.011359724,0.0011359724,3
POLD1,52,0.0113463625,0.00021819927,1
IL1F10,7,0.011345799,0.0016208284,1
SUMO3,23,0.011344273,0.00049322925,1
C4BPB,7,0.011333536,0.0016190766,1
SF3B4,7,0.011327907,0.0016182725,1
ATP6V1G3,696,0.011302748,0.00047094782,29
GLYATL3,7,0.011283217,0.0016118882,1
HSD17B7,38,0.011264363,0.0002964306,1
ARHGAP25,5,0.011262964,0.002252593,1
ARHGAP15,35,0.011259546,0.0016085065,5
DYNC1LI1,45,0.011241595,0.00024981322,1
H6PD,6,0.011223755,0.0018706258,1
FABP5,13,0.011217847,0.0008629113,1
THBS2,20,0.011206871,0.00056034356,1
CAP1,15,0.011194576,0.00074630504,1
JARID2,119,0.011194238,0.0015991769,17
COG3,22,0.011184698,0.0010167907,2
RNPS1,15,0.011162803,0.00074418687,1
EIF3B,15,0.011159747,0.00074398314,1
XYLT1,84,0.01115563,0.00079683075,6
SMUG1,11,0.011154198,0.001014018,1
ATP8B2,7,0.011150837,0.0015929767,1
SLC5A8,26,0.011140328,0.0008569483,2
SELP,32,0.0111380555,0.00069612847,2
IL17RB,3,0.01113783,0.00371261,1
H1-3,9,0.01111682,0.0012352023,1
PF4,23,0.011111557,0.00048311116,1
EXOC6,40,0.011106214,0.0013882767,5
TLL1,40,0.011098567,0.0013873209,5
FAN1,6,0.011088674,0.0018481123,1
ARHGAP42,10,0.011074292,0.0011074292,1
NUP88,76,0.011058771,0.00014551014,1
RAB44,12,0.0110509675,0.001841828,2
CH25H,56,0.011039777,0.0007885555,4
NARS2,16,0.011024624,0.001378078,2
PDCD1LG2,18,0.011017981,0.0018363303,3
CD36,45,0.010993679,0.00024430398,1
COL4A4,38,0.010992594,0.0002892788,1
PPP6R3,39,0.010988501,0.0008452693,3
ITSN2,7,0.010982688,0.0015689554,1
RARS1,22,0.010975041,0.000997731,2
PIK3C2G,22,0.010975008,0.000498864,1
MAG,17,0.0109746065,0.0006455651,1
IGFBP4,7,0.010919158,0.0015598797,1
UROC1,7,0.010915087,0.0015592981,1
ACSL3,39,0.0109119555,0.00027979372,1
SOST,10,0.010907483,0.0010907484,1
MIA2,8,0.010905986,0.0013632482,1
SV2C,24,0.010884163,0.0013605204,3
TAC1,32,0.010877309,0.00067983184,2
GABBR1,175,0.01087016,0.0004348064,7
SLC1A3,112,0.010780095,0.00067375595,7
PCDH7,80,0.010769127,0.0010769127,8
C7,51,0.010764622,0.0006332131,3
ALPL,36,0.010764459,0.00059802545,2
PDE7A,20,0.010741255,0.0010741255,2
PPA2,14,0.01073313,0.0015333043,2
MAPK4,17,0.010732783,0.0006313402,1
MOCS1,12,0.010730792,0.0017884653,2
RPTOR,112,0.0107286535,0.0001915831,2
CLCA2,14,0.010727407,0.0015324868,2
HSPA4L,5,0.010724632,0.0021449265,1
SEMA6D,112,0.010721403,0.0013401754,14
KYNU,56,0.010704687,0.0007646205,4
B3GNT2,1066,0.010672489,0.00082096073,82
DHRS9,36,0.010669871,0.00088915596,3
ITPKB,44,0.010662762,0.000969342,4
FGF5,84,0.010658231,0.0001268837,1
SLC36A4,8,0.010655145,0.0013318931,1
ARID3A,7,0.010646809,0.0015209727,1
TARS1,28,0.010629209,0.0015184584,4
CHST1,7,0.010628342,0.0015183345,1
EIF4E,210,0.010624759,0.00015178228,3
IRAK3,7,0.010624418,0.001517774,1
SLC39A6,9,0.010607097,0.0011785664,1
GFRA1,19,0.010604126,0.00055811193,1
IL12RB1,48,0.010602672,0.000441778,2
SERPINA1,50,0.010602041,0.00042408163,2
VANGL2,56,0.010601947,0.0007572819,4
DKK1,72,0.010593673,0.0002942687,2
AMY2A,8,0.010592508,0.0013240635,1
SLC38A1,36,0.010589315,0.0005882953,2
TACR3,33,0.0105880825,0.0009625529,3
NDC1,56,0.010583081,0.0001889836,1
GPLD1,7,0.010573661,0.001510523,1
TNIP2,160,0.010560821,0.00033002565,5
ARHGAP33,8,0.010555525,0.0013194407,1
H2BC5,176,0.01053833,0.00011975375,2
NR4A3,20,0.010536153,0.0010536152,2
ERP29,14,0.010532327,0.00075230905,1
ITGB3,96,0.010526345,0.00010964943,1
SLC5A11,7,0.010524378,0.0015034826,1
PTPN22,6,0.010520356,0.0017533926,1
CD2,280,0.010515633,0.0013144541,35
TAP2,90,0.0105118295,0.00070078863,6
CAP2,8,0.010488395,0.0013110493,1
PTPRF,33,0.010486316,0.0009533015,3
ASB4,7,0.010463263,0.0014947519,1
PDE4D,70,0.010461292,0.00029889407,2
TLE1,312,0.0104601765,0.00043584066,13
CP,15,0.01045943,0.0006972953,1
PTPN2,612,0.01045387,0.0005807705,34
YY1AP1,5,0.010440574,0.0020881149,1
MBIP,12,0.01042216,0.00260554,3
MRPS11,7,0.010417952,0.0014882789,1
GPC1,130,0.010406168,0.00040023722,5
TTC8,16,0.010399045,0.0012998807,2
EED,145,0.010395941,0.00035848073,5
CDON,72,0.010394712,0.0008662261,6
S100A7,7,0.010378785,0.0014826836,1
SCN1A,10,0.010376428,0.0010376428,1
MYO19,5,0.010375852,0.0020751704,1
CIITA,90,0.010361728,0.0010361728,9
FCN2,8,0.010359144,0.001294893,1
ANGPT2,15,0.010359088,0.00069060584,1
CALML6,46,0.010356674,0.0002251451,1
DNAJC6,7,0.010345275,0.0014778964,1
CHRNA5,10,0.010336133,0.0010336132,1
MTHFD1L,15,0.010332539,0.0006888359,1
HAO1,8,0.010313557,0.0012891947,1
KIR2DL4,5,0.010296115,0.002059223,1
PDE8B,11,0.010293813,0.00093580125,1
SLC2A10,14,0.010293245,0.0014704636,2
MARCKS,32,0.010292471,0.0012865589,4
SLC19A1,10,0.010285158,0.0010285157,1
CEBPG,16,0.010282774,0.0012853468,2
PLA2G4C,37,0.010282186,0.0002778969,1
NDUFS4,19,0.010281189,0.00054111524,1
ALOX5AP,14,0.010276775,0.00073405536,1
TPST2,7,0.010266144,0.001466592,1
HCRTR1,22,0.0102551,0.00093228184,2
PAX5,20,0.010248905,0.0010248906,2
CA2,13,0.010241498,0.00078780757,1
PPIF,143,0.010228693,0.0009298811,13
ANKRD27,4,0.010227114,0.0025567785,1
MYLK4,20,0.010217308,0.0010217308,2
IL37,16,0.010215366,0.0012769208,2
ACVR2A,220,0.010195663,0.00050978316,11
CLEC7A,8,0.010186302,0.0012732877,1
PLPPR3,6,0.010182605,0.0016971008,1
RNF144B,24,0.01016266,0.0016937766,4
CDH8,189,0.01015625,0.0014508928,27
PEAK1,6,0.010146582,0.0016910969,1
ATG12,21,0.010099309,0.00048091947,1
HSD17B13,3,0.010088374,0.0033627914,1
FOLH1,7,0.010086904,0.0014409863,1
PLEKHG1,12,0.0100792665,0.0016798778,2
YAF2,6,0.010075149,0.0016791915,1
ACER3,22,0.010074682,0.00091588014,2
NCR2,18,0.010069079,0.0016781798,3
SLC19A3,21,0.01006415,0.0014377357,3
OR8B8,8,0.01006268,0.00251567,2
KRT1,7,0.010041104,0.0014344434,1
CDC42BPA,10,0.0100409025,0.0010040903,1
ARAP2,154,0.010040212,0.000717158,11
DUT,15,0.010032591,0.00066883944,1
KCNQ4,9,0.010012168,0.0011124632,1
NTPCR,7,0.010011347,0.0014301924,1
SLC2A7,7,0.010002328,0.001428904,1
RGS4,104,0.010000768,0.0007692898,8
GUCA1B,14,0.009998015,0.001428288,2
RSPO4,5,0.00997393,0.001994786,1
OTUB1,5,0.009971407,0.0019942815,1
ARHGAP40,12,0.009965656,0.0016609428,2
UCK2,20,0.009965144,0.0009965143,2
GML,7,0.009959724,0.0014228177,1
KCTD3,25,0.009945805,0.0019891611,5
FSTL1,24,0.0099398345,0.0012424793,3
MAPKAPK5,48,0.009935576,0.0004139823,2
LRP5,108,0.009933229,0.00027592303,3
SLC6A9,35,0.009928042,0.0014182918,5
CTPS1,18,0.009916682,0.0005509268,1
SALL4,20,0.009906035,0.0009906035,2
SLC26A4,8,0.009895665,0.0012369581,1
NLN,6,0.009893175,0.0016488625,1
HMGCLL1,30,0.009892804,0.0009892804,3
ATP10A,32,0.009892203,0.0012365254,4
USP13,9,0.009888185,0.0010986873,1
AP4B1,6,0.009886257,0.0016477095,1
GALNT3,60,0.009880232,0.0006586821,4
LIFR,48,0.009874569,0.00041144041,2
ST6GALNAC1,9,0.009874513,0.0010971682,1
RAB32,7,0.009873238,0.0014104627,1
HLA-DOA,1247,0.009865347,0.0003401844,43
WDR77,7,0.009857205,0.0014081721,1
CDC42EP1,11,0.009845223,0.0008950203,1
KIR3DL2,18,0.009826155,0.0016376926,3
AP2A1,56,0.009787685,0.0001747801,1
CDH3,90,0.009785505,0.0010872784,10
CBLB,406,0.009783985,0.0003373788,14
TFAP2D,21,0.0097762635,0.0013966091,3
FPR3,42,0.009776088,0.000698292,3
ENPP2,36,0.009774552,0.0016290919,6
SLC2A13,112,0.009767718,0.0013953883,16
CNDP1,12,0.009756334,0.00081302784,1
AHCYL1,24,0.009734655,0.00081122125,2
MTNR1B,44,0.009728603,0.00088441843,4
DPYSL4,5,0.009709688,0.0019419376,1
TP63,243,0.009698087,0.00035918842,9
STK24,4,0.009692129,0.0024230322,1
BLK,414,0.009680662,0.00042089832,18
SLC25A20,16,0.009671904,0.000604494,1
GJA1,324,0.009663676,0.00026843545,9
DGKB,52,0.009660276,0.0007430981,4
SEC16B,24,0.009659151,0.0012073938,3
CRLF1,6,0.009651228,0.001608538,1
IRF4,756,0.009646615,0.00053592306,42
FPGS,13,0.009635779,0.0007412138,1
MMP24,5,0.009630418,0.0019260837,1
PLEK,273,0.009625973,0.001375139,39
XCR1,429,0.009607456,0.00073903514,33
SGK2,7,0.009605922,0.0013722746,1
SLC6A5,7,0.009604606,0.0013720866,1
CISH,22,0.009601859,0.00043644814,1
PSAP,20,0.009596224,0.0004798112,1
FCER1G,22,0.009595238,0.00043614718,1
SLC36A1,11,0.009584324,0.0008713022,1
GLYCTK,19,0.009581438,0.0005042862,1
GALNT14,16,0.009575096,0.001196887,2
SLC2A9,21,0.009567709,0.0013668155,3
SSC5D,3,0.009566886,0.0031889621,1
MAPKAPK3,48,0.009566468,0.00019930142,1
SEMA3A,32,0.009558294,0.0011947867,4
DLC1,24,0.009535878,0.0007946565,2
NOTCH2,32,0.00953458,0.00029795562,1
SLC19A2,9,0.009531165,0.0010590183,1
NKD1,96,0.009515,0.00079291663,8
OR10A4,4,0.009509896,0.002377474,1
CLEC4E,12,0.009506112,0.001584352,2
RPL30,28,0.009496218,0.00033915063,1
MAF,187,0.009492136,0.00055836095,11
MT1X,7,0.0094919335,0.0013559905,1
AKAP13,22,0.009489771,0.00043135323,1
EIF2AK2,34,0.009485962,0.00027899886,1
RAB38,45,0.009474161,0.0010526846,5
GP6,49,0.009467152,0.0013524502,7
SLC16A7,96,0.009457944,0.001182243,12
OSBP,5,0.00945136,0.0018902721,1
ADRB1,78,0.0094377715,0.00012099707,1
PDP2,6,0.009409359,0.0015682265,1
AK3,56,0.009401434,0.000671531,4
CCR4,391,0.009399067,0.0005528863,23
ESPN,4,0.009394183,0.0023485457,1
ATIC,112,0.009392547,0.00033544813,4
RRAGD,24,0.00939111,0.00039129626,1
RUFY1,6,0.009387289,0.0015645482,1
IL26,12,0.009380644,0.0015634408,2
PRKG1,34,0.009378221,0.00027583004,1
SMARCD3,84,0.009377837,0.00044656364,4
TUFM,6,0.009366751,0.0015611252,1
AK5,22,0.009344286,0.00084948057,2
PDE4A,126,0.009329557,0.0006663969,9
TRIM3,4,0.009326825,0.0023317062,1
RPN1,11,0.009318116,0.00084710144,1
IQGAP2,48,0.009310754,0.0005819221,3
OR14A16,3,0.00931003,0.0031033435,1
ATN1,5,0.009303483,0.0018606966,1
SPEN,10,0.009268051,0.0009268051,1
GABRA1,20,0.009267464,0.0004633732,1
DDX17,7,0.009260444,0.0013229206,1
LCLAT1,10,0.009251699,0.0009251699,1
CYTH1,12,0.009246822,0.00077056856,1
SH3D19,4,0.0092459675,0.0023114919,1
MED16,6,0.009243226,0.0015405376,1
MX1,13,0.009242304,0.00071094645,1
TOM1,5,0.009221976,0.0018443952,1
CCR3,900,0.009169004,0.0003056335,30
BATF3,5,0.009168372,0.0018336743,1
ACOT13,4,0.009161881,0.0022904703,1
CDH9,60,0.009154905,0.0015258174,10
TCF12,13,0.00914425,0.00070340384,1
TLR10,21,0.009142238,0.001306034,3
AGT,81,0.009140409,0.00011284455,1
CADM1,184,0.009135757,0.0011419696,23
GPR39,14,0.009134589,0.0006524706,1
ETV6,60,0.009128945,0.0009128945,6
CRY2,5,0.009104842,0.0018209685,1
LRP6,84,0.009100566,0.00021668014,2
DOK5,42,0.00909588,0.0012994115,6
SEPSECS,14,0.009091545,0.0012987922,2
AKR1D1,74,0.009084813,0.0002455355,2
PTPRS,6,0.009084783,0.0015141304,1
UGT2B4,112,0.009084447,0.00032444455,4
HRH1,14,0.009083018,0.00064878695,1
TNS3,49,0.0090696905,0.00129567,7
CYB5B,4,0.009057466,0.0022643665,1
MCM7,27,0.009053942,0.0003353312,1
LMO1,25,0.00904548,0.001809096,5
RBCK1,28,0.009019035,0.0006442168,2
HPGDS,18,0.009012196,0.00050067756,1
KEAP1,208,0.009007187,0.0003464303,8
TNRC6C,96,0.009002671,0.00028133346,3
RGS1,720,0.008996945,0.00059979636,48
IFNL1,10,0.008995613,0.00089956133,1
IFNGR2,108,0.008984086,0.00024955795,3
ST6GAL2,50,0.008968614,0.0008968614,5
ASB2,14,0.008960786,0.0012801123,2
ACVRL1,13,0.008956167,0.0006889359,1
PLXNC1,18,0.008951939,0.0014919898,3
CNR1,40,0.0089414995,0.00044707497,2
ETNPPL,18,0.008940195,0.0014900326,3
CDCA8,19,0.008922529,0.0004696068,1
SLC11A1,48,0.008920086,0.00074334047,4
ARHGEF10L,30,0.008905984,0.0005937323,2
ARHGAP23,12,0.008903209,0.0014838683,2
FRS3,32,0.008902096,0.0002781905,1
TCF4,20,0.008893235,0.00044466174,1
MRPS21,7,0.008891777,0.0012702539,1
E2F6,5,0.008886064,0.0017772128,1
GBP2,6,0.0088858465,0.0014809744,1
SLU7,18,0.008876782,0.000986309,2
ZDHHC7,15,0.008876054,0.0017752108,3
IL18RAP,132,0.008875176,0.00073959795,11
CWC15,5,0.008868306,0.0017736612,1
SLC2A12,8,0.008867542,0.0011084428,1
CPNE8,8,0.008866489,0.0011083111,1
DLG5,30,0.008862719,0.00088627194,3
CHURC1-FNTB,9,0.0088590775,0.000984342,1
MAP2K5,76,0.008841818,0.00023267942,2
SLC1A4,36,0.008830783,0.000490599,2
DERL1,16,0.008815373,0.00055096083,1
RPS20,180,0.008813047,0.00029376821,6
IL36G,14,0.008798694,0.0012569564,2
SLC39A8,176,0.008776753,0.00079788663,16
FAR1,20,0.00877253,0.0017545058,4
CSNK1G3,45,0.00876747,0.0009741633,5
NLGN1,28,0.008746362,0.0012494803,4
PAG1,75,0.008739059,0.00058260385,5
GSC,10,0.008724406,0.0017448813,2
IDI2,11,0.008721711,0.0007928828,1
KLHL11,7,0.008720811,0.0012458302,1
ARRB2,77,0.008719592,0.00011324146,1
MDM4,28,0.008710957,0.0003111056,1
MCOLN2,5,0.008704088,0.0017408176,1
FKBP5,34,0.00869642,0.0005115541,2
SNRPB2,16,0.008677504,0.001084688,2
ZNF423,21,0.008669223,0.0012384603,3
IL20,40,0.008669049,0.0010836311,5
FRK,36,0.008638271,0.0009598079,4
ADRA1A,152,0.008626168,0.00011350221,2
KMT2B,10,0.00862023,0.000862023,1
CLDN10,30,0.008620144,0.0008620144,3
FCGR2B,13,0.008618839,0.00066298764,1
USH1C,15,0.008615435,0.001723087,3
SUMF1,18,0.008613627,0.00095706974,2
TSC22D1,8,0.008612424,0.002153106,2
IL17RC,4,0.008609309,0.0021523272,1
CLASP2,46,0.008608768,0.00037429426,2
RAB23,7,0.008605171,0.0012293102,1
MOCS3,6,0.008604257,0.0014340429,1
KIF20B,9,0.008594588,0.00095495424,1
POFUT1,7,0.008592605,0.0012275149,1
CHID1,4,0.008587255,0.0021468138,1
TRHR,22,0.008586595,0.00078059954,2
RAB3IL1,5,0.008581606,0.0017163211,1
IRS2,704,0.008578571,9.748376e-05,8
HLA-DOB,493,0.0085559245,0.00029503187,17
DEFB123,5,0.0085470695,0.001709414,1
SLC25A2,24,0.008535492,0.000711291,2
DSC2,10,0.00853546,0.0017070919,2
DDHD1,15,0.008522923,0.0017045845,3
SYT9,14,0.008513953,0.0012162789,2
OTUB2,4,0.008506922,0.0021267305,1
PCNT,22,0.008491651,0.00038598414,1
GSTA4,34,0.008488378,0.0004993163,2
PPM1B,35,0.008487903,0.0012125575,5
IL36A,12,0.008487796,0.0014146327,2
STX1B,10,0.008473744,0.0008473744,1
BABAM2,17,0.008464277,0.0004978986,1
KLK5,3,0.008445764,0.0028152547,1
GMPS,35,0.008444737,0.00024127819,1
EIF3H,112,0.00844233,0.00052764564,7
CDH12,30,0.008433535,0.0014055892,5
PTPRR,15,0.008432854,0.0016865708,3
ADRA2A,63,0.008420786,0.00040098978,3
RGS14,39,0.008416572,0.0006474286,3
DGKI,13,0.008406493,0.0006466533,1
WNT3,138,0.008379685,0.00018216704,3
ABO,32,0.008378524,0.0010473155,4
CYB5A,7,0.008378447,0.001196921,1
RPTN,3,0.008367223,0.0027890743,1
LCE1D,4,0.00836464,0.00209116,1
UGT2B10,56,0.00836226,0.00029865213,2
LEPR,120,0.008352218,0.0004176109,6
ELAVL1,34,0.0083522145,0.0004913067,2
ALDH1L2,6,0.008338906,0.0013898177,1
MTF2,150,0.008323733,0.0013872889,25
SLC27A3,14,0.008319395,0.001188485,2
FERMT3,6,0.008314757,0.0013857927,1
BHMT2,7,0.008313895,0.0011876993,1
TNFRSF8,6,0.008312369,0.0013853948,1
PIK3R5,82,0.008312167,0.00020273577,2
SPRY2,92,0.0082961265,0.00036070115,4
NPAS2,35,0.008289365,0.0011841949,5
ANK3,30,0.008285738,0.0005523825,2
ADAMTS16,12,0.008271517,0.0013785863,2
TBC1D4,33,0.008267558,0.00075159624,3
CTH,230,0.008261847,0.00017960538,5
PI3,6,0.008254669,0.0013757781,1
NUBPL,6,0.00825282,0.00137547,1
CD58,63,0.008250709,0.0011786727,9
RIC1,7,0.008249471,0.0011784958,1
CACNA1C,206,0.008242418,8.0023485e-05,2
CACNA1B,20,0.008229293,0.00041146466,1
CDK6,74,0.008224221,0.00011113812,1
MZT1,99,0.008220187,0.00091335416,11
IVL,20,0.008215626,0.0016431251,4
DEFB124,5,0.008208004,0.0016416007,1
SCN9A,9,0.008200173,0.00091113034,1
CTDSP1,24,0.008192325,0.0013653875,4
LMBRD1,5,0.008191882,0.0016383764,1
SAR1B,17,0.008185992,0.00048152893,1
ASB18,7,0.008178967,0.0011684239,1
KLF4,304,0.008178079,0.00043042516,16
ANO6,42,0.008175778,0.0013626296,7
CLCNKB,4,0.008174472,0.002043618,1
PLRG1,5,0.0081625935,0.0016325187,1
DYNC2I1,16,0.008148205,0.0010185256,2
TRIM24,88,0.00814587,0.00037026682,4
FANCI,22,0.008121547,0.0007383225,2
RCN1,5,0.008116225,0.001623245,1
CFB,13,0.008104895,0.00062345347,1
CRP,40,0.008104448,0.0008104448,4
GRIP1,11,0.008087149,0.00073519535,1
ANP32A,12,0.008072425,0.0013454041,2
SLC22A11,12,0.008070856,0.0013451427,2
TNFSF4,119,0.008067191,0.0011524559,17
STIM1,16,0.008061378,0.00050383614,1
KIFC1,48,0.00805957,0.0010074462,6
MYB,125,0.008050041,0.00032200167,5
SORBS1,36,0.0080462545,0.0008940283,4
FZD10,72,0.008045653,0.00022349038,2
NDUFB4,38,0.008044101,0.00042337374,2
RGS5,52,0.008033128,0.00061793294,4
FXYD4,33,0.008002559,0.00072750525,3
FILIP1,10,0.007989031,0.0015978063,2
SLC24A4,20,0.00798475,0.0015969499,4
FCN1,9,0.007983896,0.00088709954,1
DOCK4,39,0.007978447,0.0006137267,3
ATP8B4,18,0.007971998,0.0013286663,3
MUC21,90,0.007963491,0.00088483235,10
TRAPPC11,20,0.007962381,0.0015924762,4
MME,36,0.007958428,0.0006632023,3
PIK3R6,42,0.0079564145,0.00018943843,1
IWS1,15,0.007954717,0.0015909434,3
SLC8A3,25,0.007954374,0.00031817495,1
COL9A1,26,0.007952857,0.0003058791,1
ATP8B1,14,0.007943386,0.0011347694,2
LY6G6F,4,0.007942395,0.0019855988,1
ITGA11,21,0.0079359785,0.00037790375,1
RAG2,6,0.007934914,0.0013224856,1
ST8SIA2,60,0.007927932,0.00052852876,4
HS3ST4,168,0.007922193,0.0009902741,21
RNF43,6,0.0079203015,0.0013200502,1
FXN,12,0.00791855,0.0013197584,2
GSTO2,23,0.00791845,0.00034428044,1
RHPN2,9,0.007905332,0.00087837025,1
SH2B2,32,0.007901608,0.0004938505,2
PHIP,6,0.0078914985,0.0013152497,1
FER,18,0.007882042,0.00087578245,2
WNT9B,102,0.007870303,0.00023147948,3
LAMB1,36,0.007870115,0.00021861431,1
SLC1A7,11,0.007859125,0.0007144659,1
GGA1,14,0.007857259,0.0011224656,2
NPFFR2,20,0.007850571,0.0007850571,2
POLR3A,28,0.007845443,0.0005603888,2
EPS15L1,20,0.007844977,0.0007844977,2
GRIK2,110,0.007815052,0.00078150514,11
AP3B1,9,0.007810884,0.000867876,1
H4C5,94,0.0078105615,8.309108e-05,1
TBPL2,18,0.007808794,0.0013014657,3
KCNK2,120,0.0078073386,0.0007807338,12
BRD4,5,0.00780595,0.00156119,1
F3,41,0.007802862,0.00019031372,1
SKI,42,0.007802841,0.00037156383,2
CYSLTR2,84,0.0078017097,0.00027863248,3
CDK12,30,0.007800121,0.0015600241,6
PINK1,30,0.0077961395,0.00051974267,2
SDCBP,23,0.0077941353,0.00033887546,1
ABCC11,4,0.0077840122,0.0019460031,1
TBC1D1,20,0.007780678,0.0015561357,4
GDI2,8,0.0077804485,0.00097255607,1
HFE,5,0.0077801114,0.0015560223,1
PEX13,12,0.0077776965,0.0006481414,1
TRIOBP,4,0.0077677434,0.0019419359,1
RPL18,26,0.007767707,0.00029875798,1
NSUN2,4,0.0077673835,0.0019418459,1
FYB1,12,0.007767367,0.0006472806,1
LTF,55,0.0077542462,0.0007049315,5
TTC5,14,0.0077477237,0.0011068177,2
MRM1,8,0.0077440566,0.0019360142,2
MRPL33,7,0.0077328635,0.0011046948,1
TUSC3,36,0.007731693,0.000859077,4
ALDOB,30,0.0077247825,0.00025749273,1
SEC24C,17,0.0077188076,0.0004540475,1
CHST8,24,0.0077159368,0.0009644921,3
MYF6,4,0.007707801,0.0019269503,1
SKA1,18,0.0077045844,0.00042803248,1
POP4,20,0.007694467,0.0015388933,4
CD2BP2,6,0.0076927245,0.0012821207,1
MVK,38,0.007690353,0.0002023777,1
COL6A6,19,0.007684112,0.00040442694,1
MRPL9,7,0.0076646786,0.0010949541,1
KIF26A,16,0.00765503,0.00095687876,2
VCAM1,627,0.007654675,0.00023195983,19
OAS3,16,0.0076376246,0.00047735154,1
ISG20,12,0.007629752,0.001907438,3
MECOM,39,0.007629408,0.0005868776,3
PAX8,6,0.007626983,0.0012711638,1
DEFB112,5,0.007614796,0.0015229592,1
CYP7B1,24,0.0076139006,0.00031724587,1
NCK2,126,0.0076135336,0.0001812746,3
OR10A2,8,0.0076111965,0.0019027991,2
IDUA,11,0.007608366,0.00069166964,1
PRXL2B,48,0.0076078996,0.0001584979,1
CRYBA4,7,0.0076013324,0.0010859047,1
LGALS9,65,0.007598016,0.0015196032,13
ESD,6,0.0075951,0.00126585,1
SMURF1,78,0.007578854,0.0001943296,2
MLLT3,90,0.007576687,0.0012627811,15
BARD1,70,0.0075764693,0.00021647054,2
CBLL1,5,0.0075741443,0.0015148289,1
GRIK1,27,0.007573227,0.0008414697,3
VAC14,12,0.007573095,0.00063109124,1
CNEP1R1,12,0.0075703654,0.0012617275,2
NCAM1,23,0.0075701443,0.0003291367,1
FOXO6,38,0.007568176,0.00039832506,2
CACNG2,18,0.00756777,0.00042043166,1
ME1,44,0.007561031,0.0003436832,2
GTF2A1,25,0.007560322,0.0003024129,1
GCLC,42,0.007557276,0.00017993514,1
NBAS,50,0.007554141,0.0015108282,10
SALL1,55,0.0075472533,0.0015094505,11
PHLPP1,40,0.0075313463,0.0009414183,5
KCNK9,135,0.0075274194,0.00083637994,15
IL12RB2,480,0.007526878,0.00037634387,24
CHST12,10,0.0075111417,0.00075111416,1
CXXC4,8,0.0075099706,0.0009387463,1
CXCL5,17,0.007503814,0.00044140083,1
DACT1,24,0.007501632,0.001875408,6
GAS2,7,0.0074980366,0.0010711481,1
OR4A47,3,0.0074936096,0.0024978698,1
SNAPC3,7,0.0074833417,0.0010690488,1
SEMA5A,10,0.007481949,0.00074819487,1
GLRA3,4,0.007478689,0.0018696722,1
DNM2,48,0.007478618,0.00015580455,1
TERF2IP,23,0.0074758837,0.00032503842,1
LGALS1,6,0.0074750567,0.0012458428,1
KIR2DL1,12,0.007473908,0.0012456513,2
ST6GALNAC5,16,0.00747344,0.00093418,2
RAB12,70,0.007466753,0.0010666789,10
SLC2A11,7,0.007463604,0.0010662292,1
MED24,24,0.007456527,0.0012427545,4
GHR,48,0.007452294,0.00031051226,2
LILRB4,170,0.007445672,0.0014891343,34
PEX14,24,0.0074419454,0.0006201621,2
CPE,30,0.0074339584,0.0014867916,6
SLIT3,16,0.007433726,0.00092921575,2
ELK3,8,0.007433053,0.0018582633,2
STAT2,48,0.0074282885,0.00015475601,1
ATP6V0A1,182,0.007420001,0.00028538465,7
