gene_i,gene_j,pair_importance,n_shared_pathways
CTSL,MMP10,1.8701887682937013e-07,2
PTK2,TNS1,1.8701054038672282e-07,6
FOS,UBE3A,1.8700874689544142e-07,12
GNA14,PRKAR2A,1.8700457604225312e-07,12
IPMK,TGS1,1.8699683696373562e-07,637
IDI1,PTGIS,1.8698804993277918e-07,2
KCNJ4,UGT1A1,1.8698385417792451e-07,2
FGF21,INSIG2,1.8696263633562657e-07,36
AKT3,RASSF1,1.8696043935229056e-07,4
SLC10A6,SLC22A3,1.8695502745913473e-07,2
PLOD3,SETD1A,1.8695484982345079e-07,1
CPM,TECTA,1.8695418901870653e-07,2
AKT3,PCK1,1.869520275771079e-07,24
CALM3,FAS,1.8695092052212203e-07,2
PFKP,SLC37A2,1.8694868009205834e-07,3
FSHR,ZP3,1.8694067360769395e-07,11
GNG12,NFKB1,1.8693696089699952e-07,4
DGKB,ITPR2,1.8691880269267568e-07,32
BTG1,UGP2,1.8690942171772917e-07,4
MAP3K7,TRAF3IP2,1.8690806274602364e-07,644
GPHN,NEO1,1.8690634107088044e-07,2
LIPC,VAPB,1.8690444473065275e-07,14
RAD51B,RBBP8,1.8690441267010982e-07,1100
ALOX5,MAP2K4,1.8690150101659717e-07,6
CD44,ITGAX,1.8689903089619264e-07,10
GRB2,MYOF,1.8689857483877859e-07,1
GNAI3,GRIN2B,1.8688367487830398e-07,18
SC5D,SLC10A2,1.8688278119502888e-07,33
LPL,PPP3CA,1.8687617924229017e-07,10
GNAO1,XPO1,1.8687285602472697e-07,29
GGA3,MON1B,1.8687168790165742e-07,3
GARRE1,RAC2,1.8686041288254462e-07,28
MBP,SP3,1.868581765799663e-07,12
FOXO1,INPP5A,1.8685125217447288e-07,3
C1QA,PROS1,1.868506092073119e-07,4
CBL,KRAS,1.8684957315294966e-07,114
GFI1,IL6,1.868351227063414e-07,8
FGFBP1,PPP2CA,1.8682769198363758e-07,4
CYP2C9,SLCO1B3,1.8682656732771363e-07,3
ACADL,ACOT7,1.8682131575076255e-07,4
ABCA1,DIO3,1.8681196977769302e-07,6
CTBP2,SMAD3,1.86809785418518e-07,4
COL6A3,ITGA2,1.8680308158658399e-07,2
COL6A6,SV2C,1.8679740776406106e-07,3
RPL30,RRAGC,1.8678692044934073e-07,3
DDB2,GORAB,1.8677729940463905e-07,1
BCL2,RPN1,1.8677648232490186e-07,5
HMGB1,PRKCQ,1.8677559481631671e-07,15
CYP3A43,PLA2G4A,1.867742125266636e-07,8
ICOS,RAG2,1.8677324234254537e-07,15
F2RL3,SERPINA5,1.867730503590792e-07,1
HLA-DRB5,PTPN22,1.8676877289180993e-07,4
MFGE8,TP63,1.8676870747371717e-07,27
RIPK3,TP53,1.8676657020932907e-07,1
LPP,PTK2,1.8676618152024815e-07,2
ABCA1,AKR1D1,1.8674366224676517e-07,6
ARRB2,SYK,1.867381173888722e-07,14
RAMP1,WNT9B,1.8673450030703975e-07,6
ABAT,ADCY1,1.8673372892408224e-07,2
CYBRD1,UBC,1.8673184420947564e-07,5
SLC26A3,TRPM6,1.8672025433689546e-07,48
TCF7L2,TRRAP,1.867156473137991e-07,12
FTMT,HFE,1.867028394109127e-07,4
GLB1,ST8SIA2,1.866963805402946e-07,228
ATP8B1,SLC7A10,1.8669589099684636e-07,6
ANKRD27,RABEP1,1.8668706995110065e-07,3
HPR,STAB1,1.866866767841202e-07,1
ATG2B,ATG7,1.866858241328373e-07,1
IL6,VCAM1,1.8668433055322606e-07,152
ALK,PRKCG,1.8667500700786377e-07,4
GNAI3,GRK5,1.8667166479247044e-07,2
ELOC,NUP62,1.8666648138321307e-07,3
CHMP4C,WAPL,1.866596477384519e-07,2
DDC,GABRB2,1.8665681117857602e-07,25
ECHS1,NUP85,1.8665120810057445e-07,2
CYSLTR2,GHRHR,1.866505695372981e-07,12
GORAB,RPRM,1.8664554137158363e-07,7
GCLC,HPGDS,1.866308654285831e-07,4
GNAI2,TJP1,1.866300750978193e-07,12
GRIA1,PTEN,1.86628720190916e-07,36
HSPA1B,PLCB1,1.8662792911072756e-07,1
ETNPPL,SLC44A4,1.8662674013588307e-07,3
EPHB2,SCN10A,1.8662028072879977e-07,2
CHP2,MIR129-1,1.866197791855484e-07,3
AGO2,FKBP5,1.866139314188331e-07,2
ME1,RELA,1.866115693083259e-07,4
GRM1,PRKCQ,1.865918260864537e-07,15
RPN2,SEC24D,1.8657856060144695e-07,1
CCND1,PIAS2,1.8656711706370628e-07,8
PRKCI,TNIK,1.8655514644194682e-07,2
AGAP2,MAPK14,1.865487977426028e-07,4
OGDH,RARS1,1.8654571221077276e-07,2
GP6,PIK3R5,1.8654380389599673e-07,14
EREG,MAPK8,1.8654060640610481e-07,6
DAB2,MARK1,1.8653460220896534e-07,4
ACOT13,ACOT6,1.8653379640909407e-07,1
NFKB1,PAK5,1.8652967526122666e-07,1
TFPI,XRCC3,1.865286947122513e-07,5
GNA14,SYK,1.8652741053313905e-07,7
RAB1A,TRAPPC11,1.8651983934211044e-07,48
DNMT3A,JAK2,1.865169771590262e-07,273
HCLS1,VAV1,1.8651550052576718e-07,3
HS3ST3A1,XYLT1,1.865135983606411e-07,180
PCK1,YWHAB,1.8651113337098124e-07,4
CREBBP,HIPK2,1.86511097677311e-07,4
CYP2C18,ECHS1,1.8650838867761976e-07,3
KCNJ3,PTGS1,1.8650416115188287e-07,6
CSF1R,LAMB1,1.8649312494289916e-07,1
COL4A4,MFGE8,1.8648913524543786e-07,3
AKT3,CDH1,1.8648449057421615e-07,36
EPS15,STAM,1.864808278975727e-07,8
LAMB1,PDIA6,1.8647884081346433e-07,2
EIF4E2,GSK3B,1.8647259029946905e-07,8
GPD2,PLA2G4C,1.8645962196472965e-07,6
COLEC12,SAA1,1.8645194854727265e-07,2
ANXA1,CXCL12,1.8645153190832708e-07,14
FGFR2,FLT1,1.8644181200699742e-07,44
AREG,MAPK3,1.8641481736025867e-07,10
POLD1,PPP5C,1.8641308940914314e-07,2
CISH,IL1B,1.8641252996776103e-07,5
ITPR1,NLK,1.8640045773565816e-07,6
BDNF,RPTOR,1.863998688733659e-07,4
GNB1,PPP2CA,1.8639652621388336e-07,4
ELOVL4,SLC22A5,1.8639521703542328e-07,12
MAPK10,NFIX,1.8639461529801338e-07,1
PRMT6,SMARCE1,1.8639313920470824e-07,28
DDX18,PTMA,1.8639242551450838e-07,75
FSHR,MMP9,1.8638257376711938e-07,143
MMP15,PDE4B,1.8637396240380373e-07,15
CBL,SPRY4,1.8636858082567748e-07,102
MIR132,NCOR2,1.8636748322364838e-07,2
ESR1,ITGBL1,1.8636385685129783e-07,6
CALM1,PDHB,1.8636359136711436e-07,11
AKT3,CDH3,1.8636302109298342e-07,20
KRT2,KRT38,1.863606228225123e-07,2
GCLC,TNF,1.8635784826415147e-07,2
FRK,SALL4,1.8635602606724422e-07,8
FOS,SERPINB5,1.8635183263171484e-07,4
JUN,RAG2,1.8634899845437758e-07,1
DNMT3B,GOT1,1.8634678855544706e-07,18
H3-3A,TET2,1.8631256774407726e-07,3
UBA3,UBE2I,1.8630709715713087e-07,3
NT5M,XDH,1.8630316576812022e-07,140
ACOX2,BAG6,1.8629311338003163e-07,4
FOXO1,NUP85,1.8629291309579799e-07,3
CBL,HGS,1.8628536845727295e-07,18
POLR2B,POLR3F,1.8628509756979383e-07,2
CDA,NUP88,1.8627962106165796e-07,3
ALDOB,SEH1L,1.8627610280617935e-07,40
CAMK2A,CCND3,1.8627395448334028e-07,2
APH1B,TLL1,1.8627142743810056e-07,5
ABCC1,ABCC12,1.8627089559686283e-07,1
ITPR1,NOS2,1.8626688170723707e-07,96
DPM3,TECTA,1.8626409215016793e-07,3
LMAN1,PRKN,1.8626242178261995e-07,6
COL9A1,PTPN11,1.8625421382854494e-07,7
BIN1,SCARB2,1.862526346485538e-07,1
B4GALT1,GXYLT2,1.862443799183211e-07,4
POLR2D,VPS37B,1.8623472068194738e-07,6
GAB1,IQGAP1,1.8623231312631106e-07,1
GNG7,HTR5A,1.8622304320814465e-07,6
ARF6,MYL2,1.862222518411727e-07,1
NOTCH4,SMAD3,1.8622223270832924e-07,36
PDK1,PLCG2,1.8621720343503512e-07,2
CDH5,DOCK1,1.8621149726476215e-07,48
NUP88,VRK1,1.862009038899881e-07,2
CLINT1,DNM2,1.8620004405001112e-07,16
FOLR1,TRAPPC4,1.8619809383224606e-07,3
MAPK1,SPRY2,1.8618620114022147e-07,96
ARF6,SYK,1.8618181624978953e-07,7
CHST10,TRAPPC9,1.8616053499657484e-07,24
OCA2,TYR,1.8614912456841695e-07,12
CCL2,NTN1,1.8614382947483525e-07,27
IDUA,SCARB2,1.8613940255818306e-07,1
NCOA3,POLR2E,1.8613892360440442e-07,18
KRT1,VCAN,1.8613013352819507e-07,2
CASP12,EBF1,1.8612253178673653e-07,15
ANK1,TRAPPC4,1.8611765195686303e-07,2
MYC,NFIB,1.8611575910062092e-07,3
ADRB2,RAB5C,1.8611425533273523e-07,8
PREX1,YKT6,1.861134953820391e-07,8
CHRM3,RXFP1,1.8610068532313235e-07,36
KRT25,LCE4A,1.860849966561773e-07,10
PLB1,SLC44A1,1.860849366171665e-07,12
MME,UTRN,1.860757087178576e-07,9
REL,ZAP70,1.8607161744732537e-07,4
ALOX5AP,ELOVL6,1.8606922793651393e-07,5
PFKFB2,PGM2L1,1.860674352371916e-07,2
ENPP1,KIF3A,1.8606736440496263e-07,2
ADCY2,CHRNA3,1.860600775671628e-07,1
COL7A1,PTPN11,1.8605751471110943e-07,7
CASP12,SEC61G,1.8603521481333178e-07,9
PTPN11,PTPRE,1.8602170908753763e-07,14
MAPK1,PRKAR1A,1.8601197621482855e-07,48
MAP3K14,TNFAIP3,1.8600832918547937e-07,112
IQCB1,PKD2,1.860057636804413e-07,2
FRS2,PROK2,1.8600552997056446e-07,14
CASP10,IL12B,1.8600219285624942e-07,8
PDIA6,UBE2G2,1.8600099949139803e-07,2
ADCY9,SMO,1.8599427065169039e-07,4
ADCY10,DPF3,1.859935456760553e-07,2
CYFIP2,SHC2,1.859866785025588e-07,1
KCNJ6,KRT32,1.859795020209276e-07,1
GLS,NDUFA4,1.8597887644726066e-07,12
NKD1,ROCK2,1.8597846174195354e-07,8
ARFGEF2,TUBB1,1.8597455753166514e-07,4
EIF4E,TYK2,1.8596517784019717e-07,12
LIPC,PLPP1,1.8596486155611986e-07,196
FCGR2A,PIK3R1,1.8595940242879106e-07,124
ARFGAP1,SEC24C,1.8595008577371175e-07,2
APOA4,GPIHBP1,1.85933405769112e-07,12
CREBBP,GNAO1,1.8592983686005482e-07,4
BCO1,UGT2B10,1.8592816538228382e-07,6
GPX3,GSTA3,1.8592424884778563e-07,38
EARS2,SLC38A1,1.8591854455962675e-07,2
CDC37,XPO1,1.8591736921790923e-07,116
APH1B,F2,1.8591673267565056e-07,1
MED30,PPARG,1.8591226833882853e-07,54
F2,RHOA,1.8591150241498156e-07,4
GM2A,SPTLC3,1.8590771451905871e-07,6
ATP6V0A1,CUL1,1.8590680542780405e-07,21
ARAP3,YES1,1.8590609838854887e-07,7
KLF4,SNAI2,1.859031505225075e-07,32
ALDH1B1,DOT1L,1.8589854850407936e-07,12
EEFSEC,FMO2,1.8589696537674172e-07,2
CYP2C9,GNG7,1.8589392336565425e-07,2
DOCK10,VAV2,1.8589296679749623e-07,3
ATP6V1A,GRB2,1.8588895045468234e-07,1
CYP4A11,DNAJB11,1.858766722762084e-07,1
IL1B,NFATC2,1.8587520490553898e-07,10
GGT1,HSD17B12,1.8587391537039366e-07,2
TUBB2B,UBE2G2,1.8584377503572114e-07,2
ACLY,ACOX2,1.8583183170051143e-07,4
H4C4,SIAH1,1.8582035465897206e-07,1
EPS15,PTK2,1.8581909166925925e-07,4
CKAP4,MBTPS1,1.8581850104448794e-07,12
ARHGEF2,SQSTM1,1.8581070626577656e-07,4
CAPZB,RHOF,1.8580631433451344e-07,1
MANEA,TMED10,1.857942490783119e-07,12
MUC5B,ST6GALNAC2,1.8578283356163183e-07,4
ELK3,PIK3CB,1.8578204485919514e-07,4
DLGAP1,GRIA4,1.8577923615354613e-07,14
GADD45G,SERPINE1,1.8577914122630547e-07,5
CDKN2A,SMYD2,1.8577679661291313e-07,4
ELOC,PIK3CB,1.857730396181978e-07,2
LYN,SGK1,1.8576635361654295e-07,57
CDC42,IL1RN,1.8576372913988357e-07,3
CXCL12,PRKACG,1.857615853481257e-07,35
DIO2,RHEB,1.8575700503712747e-07,3
BCHE,CYP3A4,1.8574912200956342e-07,9
COPA,SDHC,1.8573945508236297e-07,29
LEP,PPP2R2A,1.8572748672340822e-07,1
CD3D,FYB1,1.857221434420353e-07,1
DLGAP2,SHANK2,1.857168354455687e-07,66
STAT3,TNIP1,1.8571642931533265e-07,27
CHRM3,HTR3D,1.857148681012117e-07,36
LOXL4,P3H2,1.8571115845134045e-07,1
GNAI1,SLC38A1,1.857109057090689e-07,6
KRAS,SH3GL3,1.8570749058440436e-07,9
LRP2,SELL,1.857003007662191e-07,12
H2BC13,PPP1R12B,1.8569862447748164e-07,1
INHBA,TLE3,1.8569745528307315e-07,77
EIF4E2,PRKCA,1.8569302540072385e-07,1
ROR1,WNT2B,1.8568257142970168e-07,6
POM121C,POP1,1.8568013482322954e-07,4
GNB1,LHCGR,1.8567963877558213e-07,1
PCSK5,SCARB1,1.856767833929851e-07,11
PIK3R6,PIP5K1C,1.856484566076233e-07,4
ALDH2,HARS1,1.8564535686493855e-07,3
FGF14,MAPK3,1.8564216652805499e-07,4
PDE11A,PRKCG,1.8564162473921897e-07,1
ATP6V1G3,SLC1A3,1.8564146330196838e-07,203
NMRK1,TPK1,1.8563752809027298e-07,12
IKBKE,POLR3A,1.8563330695525737e-07,4
ETV5,RNF14,1.8563071169097611e-07,2
KRT27,LCE5A,1.8562128900612151e-07,1
PTPN11,YAP1,1.856206634217158e-07,14
ESR1,SATB2,1.8561599845195654e-07,58
NCOA3,UBA3,1.8560842962565024e-07,4
STX18,STX1B,1.856010811707165e-07,1
EEA1,VAV2,1.8559268373981771e-07,3
DLL1,PPARD,1.8557635300328612e-07,16
ADCY2,PLA2G4F,1.8557412140296492e-07,2
EIF2S2,NFKBIA,1.8557403605635566e-07,51
NFATC2,TEC,1.8557397722200145e-07,6
ADCY1,AKAP11,1.855734817186367e-07,88
FOSB,SRC,1.8557317282841268e-07,2
HCK,PIK3C3,1.855719702348324e-07,6
SULT1E1,UGT1A8,1.8556234525875172e-07,63
PRKG1,STAT3,1.8555138048270692e-07,3
ACTB,GNAI3,1.8554911551671438e-07,2
ADAM15,MMP7,1.8554901259904e-07,1
GSN,PTK2B,1.8554625103028854e-07,8
ATF6B,FKBP5,1.8554253777836038e-07,2
JUN,MDFIC,1.8554129610492964e-07,2
DYNLRB1,MYCBP2,1.8554013910450826e-07,3
IRS2,TYK2,1.8553647818423617e-07,64
PIGP,VNN1,1.8553521385911154e-07,1
PRKCG,VANGL2,1.8553486789973928e-07,12
GLP1R,PRKAR2A,1.8553116772068723e-07,6
CCND1,LHCGR,1.8551381764098096e-07,4
MAP2K4,PIP5K1C,1.8550518069796831e-07,6
ADCY9,DRD2,1.8549129402606335e-07,24
ACOX3,GAD1,1.8548804803231178e-07,1
CDH17,CDH7,1.8548736615414674e-07,32
FXYD3,IFNAR1,1.8548477043189848e-07,6
ALDH7A1,SLC25A21,1.8547525767094916e-07,6
PPARGC1A,TPTEP2-CSNK1E,1.8547382444703922e-07,6
CDK6,MAD2L1,1.854702057120979e-07,3
LMAN1,MAPK8,1.8546925432498065e-07,6
H4C5,KAT2B,1.8546270606757734e-07,18
FZD7,MAPK8,1.8546075233107648e-07,56
GAD1,MAT1A,1.8543492436018383e-07,4
HDAC4,SQSTM1,1.8543487650610202e-07,2
LAMC2,VWF,1.854345087389427e-07,6
CAVIN1,VAV2,1.8542231611019685e-07,22
EIF2S2,PTEN,1.8542039871830624e-07,9
ABCC1,NOS3,1.8541213364642317e-07,1
GSTT2,MGST2,1.8540553360993361e-07,16
FARS2,PPA2,1.8540513946341264e-07,8
IRS2,TP73,1.854041568605247e-07,8
CKAP5,RASA1,1.853949669339272e-07,1
IGFBP1,PDIA6,1.8538909341003773e-07,2
DENND5B,RAB38,1.853869151462184e-07,10
AP2A1,JAK2,1.8538404740228797e-07,63
FOS,SOCS1,1.853797572003824e-07,184
RASGRF1,VAV3,1.8537667576673522e-07,8
MT1X,TP53,1.8537247115091304e-07,1
ARNT,CDKN2A,1.853712063848434e-07,1
ARF6,MON1B,1.853662278487415e-07,3
H3C11,UHRF1,1.8536561441351296e-07,2
PRKCG,SYNJ1,1.8535963874910522e-07,1
ITPR3,TRDN,1.8535844864156888e-07,14
PPP6R1,SERPINA1,1.8535760000146229e-07,6
FSHR,PRKCH,1.8535292323207386e-07,11
ACOX2,RXRG,1.8532889509148553e-07,24
CALM3,MYC,1.8532849610508606e-07,3
CALM3,MTNR1A,1.853271811569357e-07,1
CRK,WASL,1.8532288878839176e-07,16
ACHE,NUP160,1.8531389400777698e-07,2
RXRA,SLC26A4,1.8531081025230378e-07,1
ARHGEF10L,DEPDC1B,1.853107596107382e-07,8
CYP3A4,UGT1A4,1.8530691148292305e-07,34
CBS,TXNRD1,1.8530601586519424e-07,4
CS,IDE,1.8530352317858156e-07,8
CDK6,IL2RB,1.8530205285626087e-07,9
KDR,NTN1,1.8530026335561445e-07,6
LEMD2,NEK7,1.8528909219279942e-07,44
CD3G,FNBP1L,1.8527028089465603e-07,2
CALML5,KRAS,1.8524932651290774e-07,18
GPX7,GSTA3,1.8524325229307692e-07,2
MAPKAPK2,SDC1,1.8524220843745347e-07,168
SLC36A1,SLC7A10,1.8523644955877513e-07,6
H2BC5,MYH9,1.8523629763400606e-07,2
HTR2A,RXFP1,1.8523547279380992e-07,14
AKT3,SALL4,1.8523373557233214e-07,4
ESR1,RSPO3,1.8523359960259425e-07,92
NPR2,PDE4D,1.8523243383583576e-07,4
STX18,STX2,1.8522306000079425e-07,4
CXCR2,MAP2K4,1.8522262064853598e-07,3
GAB2,NTRK3,1.852206725772021e-07,4
COL18A1,COL4A4,1.852164011944754e-07,24
CALML5,GNG4,1.8521236277990738e-07,2
TRAPPC11,TRAPPC9,1.8521178167992444e-07,24
FBXO32,KLF4,1.8521145886632603e-07,64
BLVRA,FBXL17,1.8520928897203247e-07,10
ERG,FGFR3,1.8519497979596622e-07,2
E2F3,MMP2,1.851947550464543e-07,11
CPLANE1,MKKS,1.8518083777507854e-07,1
GRIA1,NREP,1.8516320987593815e-07,4
ERBIN,PIK3CG,1.8515993656838722e-07,6
AEBP2,KMT5A,1.8515925589047012e-07,64
KAT2A,MBIP,1.8515644721143568e-07,3
NUP62,PIAS1,1.85154690690581e-07,5
GRIA1,PDE4C,1.8514252794754604e-07,8
PPP1R14A,TNS1,1.8513904365136113e-07,1
GOT1,PPP2R5D,1.8513781642316553e-07,9
DHX15,TRA2A,1.8513779997952895e-07,2
AP2A1,CPLX3,1.8513700794642318e-07,2
GNG2,TIAM1,1.8513685269561098e-07,12
NINL,TTC30A,1.8511646260321868e-07,1
CHRM2,GNRHR,1.851104744084696e-07,16
CFHR1,PROS1,1.8510747590294585e-07,6
IL3,IL4,1.851037100536756e-07,72
CHMP4C,PPP2R1A,1.8510283313413756e-07,4
ARHGAP26,GRB7,1.850925590574093e-07,8
PPP2CA,RBX1,1.8508914489956396e-07,4
CD36,GNB1,1.8508782773096755e-07,2
ANAPC1,TUBB1,1.8507505417098002e-07,2
CEBPA,LPIN1,1.8506538405442066e-07,3
ATP1B2,PRKD3,1.8506226950876226e-07,2
PRDM16,TSC1,1.8506044341393135e-07,2
PI3,PKP2,1.8505836484571103e-07,16
PLRG1,RNU6-1,1.8505410122789576e-07,3
CYFIP2,TJP1,1.8505122179046651e-07,4
ADCY3,TCF7,1.850498077549112e-07,6
ALDH7A1,OAT,1.850436910522807e-07,12
IL5,RUNX1,1.8502728511923387e-07,156
APC,PPP2R5D,1.8502452281410342e-07,4
DEPDC5,GLUD1,1.850154234261936e-07,2
ADAMTS1,FGFR3,1.850098183147665e-07,16
BAK1,WNT9B,1.8500953140575722e-07,45
CAPN10,COL18A1,1.8500900023088462e-07,8
SLC38A4,SLC7A8,1.8500837930076524e-07,29
NUP160,SATB2,1.8500694823319106e-07,58
NEDD4L,RASGRF1,1.8500478915214346e-07,32
ERBIN,PIK3CD,1.8500394816101107e-07,2
BSND,TRPM3,1.8499791700395582e-07,18
FZD6,GNAS,1.8499072969302421e-07,4
ARNT2,CYP2S1,1.8498913808192205e-07,6
CSNK1G3,SAP18,1.8497749367796246e-07,5
IL6,MTR,1.849770549788854e-07,4
ADRA1A,CALCRL,1.849741755941587e-07,14
SLC52A3,TPK1,1.8497377892353248e-07,12
POLD1,TERF2IP,1.8497119169680332e-07,8
ERBB2,SESN1,1.849693518352069e-07,1
SHH,TP63,1.849667785433187e-07,18
CWC15,TCERG1,1.849660691277677e-07,1
BCR,VANGL1,1.849606361403744e-07,4
FBP2,PLCB2,1.8495366305160132e-07,2
CXCR4,NDRG1,1.8494160867442896e-07,24
FOSL1,PPP3CA,1.8493250641959946e-07,2
EGR1,RRAGC,1.8493188611640794e-07,18
MAPK13,PLA2G4E,1.84927751334385e-07,3
AKT3,PIK3R5,1.8492492745263156e-07,20
CSF2RB,SYK,1.8492062240367205e-07,63
PTCH1,SMARCB1,1.8491823694510856e-07,4
ARC,JUND,1.8491762403261003e-07,6
PIK3R2,PLEKHG5,1.8491186474026144e-07,8
ACHE,ETNPPL,1.8490224244308942e-07,6
PIBF1,TRAPPC11,1.8490087505540487e-07,4
TRPA1,TRPM6,1.848942920194945e-07,24
COL9A1,TNN,1.8488417863338213e-07,4
ABL2,CLASP1,1.8488058017851472e-07,4
CAV1,VAMP3,1.8487401938949329e-07,40
GRB2,LAMA2,1.848732503195727e-07,6
BCL2,DNMT3B,1.8486698389885702e-07,10
CDH23,TMC2,1.8486639152826e-07,3
GNG4,MMP2,1.8486433361886156e-07,1
CALM1,LRP2,1.848635142742694e-07,4
KLK3,MYH10,1.8485575203897042e-07,2
KLK5,KRT80,1.848506343549161e-07,1
RAC1,SMARCE1,1.848490071007811e-07,28
ROBO4,UNC5B,1.848423710981706e-07,5
CDK1,FOXO3,1.848420700233805e-07,8
RGS9,SDC1,1.8483674438067588e-07,24
OTUD3,RRAGC,1.8483358705190246e-07,75
GNB1,LPL,1.848334083121017e-07,5
CEP152,PPP1R12B,1.8482758434856805e-07,3
B9D2,PLK1,1.8482578002798622e-07,10
ARRB2,FCER2,1.8481888219845644e-07,2
DNM3,STX2,1.8481808122805532e-07,8
EEFSEC,FMO1,1.8481218688748413e-07,2
CYP11A1,UGT2A1,1.848110855462437e-07,1
INSIG2,PPARGC1B,1.848084210109846e-07,4
ADAM12,CSK,1.847986510483679e-07,1
PPP3CA,SIK2,1.8479793340020478e-07,2
CDC20B,MRE11,1.8479508412383439e-07,1
PDE11A,PFAS,1.8479066454801796e-07,1
KCNJ5,RBPJ,1.8478502612689066e-07,33
CBS,SERPINE1,1.8477255037119278e-07,4
ARHGEF10L,FMNL2,1.847722075473332e-07,2
PLCB1,PLCH1,1.8477168138645464e-07,27
CXCR4,WNT3A,1.8476898411279308e-07,3
CCR2,S100A7,1.8476627849928207e-07,22
HTR3B,SCNN1A,1.847622980536793e-07,6
BST1,CHRM3,1.8475753496266093e-07,126
CDC27,CLASP1,1.8475545282559125e-07,3
ITGAL,ITGB6,1.8474983320662356e-07,36
LRP5,SALL4,1.8474941734733982e-07,6
DLG2,EPB41L3,1.8474811065705143e-07,4
PCK2,RXRA,1.8474535024015637e-07,4
ENPP1,IGF1R,1.8474090524023268e-07,2
ADCY7,MAP2K5,1.8473643459415712e-07,6
COL21A1,TGFA,1.8473602225732577e-07,4
ADCY7,WNT7A,1.8473516574030797e-07,9
FGF14,HRAS,1.8469404433618664e-07,16
IRS1,TLR9,1.8468901161303349e-07,7
NFKBIA,UBE2V1,1.8468893178614436e-07,765
AEBP2,HDAC2,1.846861289133122e-07,8
ACBD6,ALOX5AP,1.8467913776021305e-07,1
PTPRF,TNFRSF1A,1.8467890007753858e-07,15
CHRD,RGMA,1.846763532401238e-07,22
C4BPA,JUN,1.8466744222678244e-07,1
ARPC2,PIP5K1C,1.8466517576940883e-07,8
ITGA2,TSHR,1.8466474820816314e-07,6
COL7A1,LOXL1,1.8465822502570597e-07,6
CTDSP2,MAPK3,1.846576258568433e-07,8
CDKN2A,KCNIP4,1.846501180106467e-07,6
ACVR2A,CREBBP,1.84646821926694e-07,66
ATP4A,ATP6V1A,1.8464659490291524e-07,2
MBD4,RAD50,1.8464231743564596e-07,1
ARFGEF2,STAT3,1.8463894520722354e-07,18
IFNL1,PRKCA,1.846271260319554e-07,1
COL4A3,ITGAL,1.8462280811556062e-07,9
DERL1,NEFL,1.8462260273910402e-07,5
NRP1,NUMB,1.8461833583421905e-07,8
CCND1,CDC27,1.8461775099279897e-07,12
NPR2,PDE4B,1.8461131436886547e-07,10
IL6ST,STAT4,1.8460741557646543e-07,2
EEPD1,TNRC6A,1.846048762743635e-07,6
DIAPH3,ZWINT,1.8460312030459777e-07,46
EYA2,POLD1,1.846000344807308e-07,2
EGR1,EGR3,1.8459470000712722e-07,9
FYN,NRG1,1.845886484925387e-07,324
EZH2,UHRF1,1.845743486939e-07,2
FGF14,FGF4,1.8457067358275866e-07,6
HGS,TFRC,1.8456047864064592e-07,12
CNEP1R1,KMT5A,1.8454440525728089e-07,8
ADAMTS5,KLK7,1.8452335054375268e-07,8
AKT3,IGF2,1.8452074923569484e-07,8
ACOT7,ALDH3A2,1.8451635047656012e-07,6
INSR,XDH,1.845162217303401e-07,7
CACNA1C,MTNR1A,1.8451550687359486e-07,2
ERCC4,HUS1,1.8451250052957854e-07,36
ALDH1A1,RARS1,1.8451140948450018e-07,4
GRM1,RPS6KA1,1.845104184994284e-07,2
CHRM3,SLC2A2,1.845011483636069e-07,108
H2BC5,NOTCH1,1.8450037578277012e-07,16
COPA,MCFD2,1.84497379596138e-07,4
ACADM,PLIN2,1.8449610195148125e-07,1
GABRA5,TUBGCP5,1.8449557851833257e-07,3
KCNH1,KCNH7,1.8447224192641443e-07,2
PDIA6,UBE2G1,1.8447213416076616e-07,3
P2RY2,ZAP70,1.8446422731429232e-07,6
CSNK1G3,YWHAZ,1.8445721705617757e-07,25
CBL,NFKB1,1.8445392834312568e-07,8
CSNK1A1,TAB2,1.8444961779005378e-07,12
CHMP6,NUP160,1.8444498994796277e-07,8
GPR83,PPARG,1.8443924674575266e-07,12
PIK3CB,PTGS1,1.8443915905663744e-07,2
AP1B1,SCARB2,1.8443726901296031e-07,1
COPB1,KIF21B,1.844371597670147e-07,4
ESD,MAT1A,1.8443577332050154e-07,2
KCNK9,PRKCB,1.8443487519402094e-07,30
GABBR2,KCNJ10,1.8442443651400797e-07,8
BCL2,RAC2,1.8441756608060052e-07,140
AGTR1,EXOC6,1.8441672233748818e-07,10
ADCY9,TCF7,1.8441645082550862e-07,6
CALML5,KRT25,1.844126510164301e-07,5
FOS,PIK3R5,1.8441126929148732e-07,16
ALDH3A2,DBH,1.8440614724113402e-07,1
FRK,PPARG,1.8439205855229576e-07,24
GCLC,TXNRD1,1.8438763049744011e-07,1
AKT3,EIF4E,1.843848459702017e-07,42
VIPR2,WNT9B,1.84384469692489e-07,6
GHR,STAT5A,1.8437944728031536e-07,12
CACNA1C,TCF7L2,1.8437873762693256e-07,24
NFKB1,RASGRF2,1.8437739868204517e-07,1
SLC4A2,UGT1A1,1.8437263804571558e-07,1
PPT1,SUMF1,1.843725980776867e-07,2
DNMT3A,GPX4,1.8436230817026016e-07,143
H4C8,YWHAB,1.8436124715410022e-07,30
