gene_i,gene_j,pair_importance,n_shared_pathways
GTF2H4,POLR2H,8.117703643509364e-05,33
ATP1B1,TNNT1,8.10522356042287e-05,147
PIK3R1,SRC,8.074262860331693e-05,288
KCNJ11,SCN5A,8.030570665550074e-05,98
ABCC8,SCN5A,7.99020198660368e-05,294
ARNT2,HGF,7.91821298450901e-05,6
CACNA2D2,KCNJ11,7.906478748584204e-05,510
ITPR1,KCNH2,7.901181390189153e-05,441
CACNA2D2,TNNT1,7.859841115185137e-05,1470
CACNA2D2,ITPR1,7.74586050729296e-05,1530
ADCY1,ADCY8,7.678568214265096e-05,1888
HCN4,TNNT1,7.640640499525138e-05,147
KCNH2,KCNJ11,7.615329344651545e-05,147
PIP4K2C,SYNJ1,7.570285247204822e-05,12
CALM1,ITPR1,7.55547768941492e-05,225
ABCC8,KCNH2,7.552633041987524e-05,441
CYP4A11,LTA4H,7.49741257468628e-05,90
ATP1B2,KCNJ11,7.460071372837e-05,51
HCN4,ITPR1,7.424474669059412e-05,147
CYP4F3,LTA4H,7.374360249279288e-05,184
HRAS,SRC,7.37162334017851e-05,1344
FGG,PLG,7.338588618210906e-05,32
EGFR,SMAD2,7.320428276571176e-05,60
CYP4F2,GGT1,7.31480872302459e-05,46
RFC5,RPA3,7.258194228521031e-05,92
FGF4,PLCG1,7.251481555262739e-05,60
H2AZ2,H2BC4,7.230598512837638e-05,76
GGT1,LTA4H,7.225723893533598e-05,94
ATP1B2,TNNT1,7.18883738493048e-05,147
NR3C2,SLC7A6,7.147765994695022e-05,140
CALM1,KCNJ11,7.139424476441773e-05,49
RYR2,TNNT1,7.109263168979252e-05,294
SLC8A1,TNNT1,7.106394286491428e-05,2646
AQP3,SLC7A6,7.067144087358201e-05,56
ATP1B1,ITPR1,7.047679870317754e-05,162
NFKBIA,RELA,7.011409631778773e-05,8262
SLC22A2,SLC7A6,7.008961839076733e-05,140
KCNJ11,SLC8A1,6.998945786481381e-05,900
DRD1,GRIN2A,6.986034659576215e-05,2842
KCNK1,TNNT1,6.968904120535635e-05,588
HRAS,MAPK3,6.950525673501541e-05,2128
ADCY7,ADCY8,6.936170624044377e-05,2592
KCNJ11,RYR2,6.925188298923619e-05,102
HCN4,KCNJ11,6.915164475456564e-05,49
ABCC8,HCN4,6.892465416881895e-05,147
ABCC8,ATP1B2,6.88822732114458e-05,150
ADCY1,ADCY3,6.867332125648495e-05,216
ITPR1,SLC8A1,6.815482293776662e-05,2808
ADCY1,GNAS,6.812420768970151e-05,152
MTMR6,SYNJ1,6.809704717625209e-05,4
ABCC8,CALM1,6.731072625663452e-05,147
RUFY1,SYNJ1,6.725718776579015e-05,2
OGDH,PC,6.717617851692559e-05,18
ADCY3,ADCY7,6.709866438584881e-05,324
CACNA2D2,DRD1,6.670516624764566e-05,3640
ABCC8,SLC8A1,6.66974763948411e-05,2646
SOST,WNT4,6.66064837509188e-05,24
ADCY1,ADCY2,6.632416857837997e-05,108
ABCC8,ATP1B1,6.613781866245579e-05,150
KCNJ11,KCNK1,6.607400526519528e-05,196
CYP4F2,LTA4H,6.594817468696945e-05,94
ITPR1,KCNK1,6.566868365033049e-05,588
KCNH2,SCN5A,6.562427839921596e-05,294
ATP1B2,ITPR1,6.544505708947499e-05,162
ABCC8,KCNK1,6.5442484364286e-05,588
SCNN1D,SLC38A4,6.526832367989986e-05,28
ABCC8,RYR2,6.492691799619976e-05,300
EGFR,ERBB2,6.468228422915519e-05,126
MAPK3,PIK3R1,6.465494885747697e-05,408
DRD1,PCSK2,6.445564383706944e-05,1820
PIK3R1,PIK3R2,6.443109011178988e-05,864
CACNA2D2,PCSK2,6.41659417549882e-05,2600
ADCY2,ADCY7,6.409723949562147e-05,162
AGTR1,ITPR1,6.350433090035229e-05,312
CLCNKA,SLC7A6,6.307171360830921e-05,28
CALM1,TNNT1,6.295635670309589e-05,147
HSPG2,SDC3,6.290299768600682e-05,18
SCNN1D,SLC14A2,6.285127607124606e-05,280
ITPK1,SYNJ1,6.277069350169029e-05,12
ATP1B1,KCNJ11,6.257480798453098e-05,51
CACNA2D2,KCNH2,6.215959062524111e-05,1470
CYP2C8,PTGS2,6.151639369338102e-05,100
CACNA2D2,GRIN2A,6.147400373690345e-05,3640
MNAT1,POLR2H,6.139425570816925e-05,33
NUP160,SEH1L,6.127026873126908e-05,1720
ATP1B2,SLC7A6,6.124432637477639e-05,29
ADCY1,PRKACG,6.115054880963928e-05,110
OGDH,SDHB,6.098481646815701e-05,21
CACNA2D2,SCN5A,6.090149551889485e-05,1000
PI4K2B,SYNJ1,6.0897448166397083e-05,10
MTMR2,SYNJ1,6.0531329538093814e-05,8
PPP2R5D,PPP2R5E,6.036787602914373e-05,22
ADCY2,ADCY5,6.032141753264941e-05,54
ATP1B1,DRD1,6.008415178168239e-05,364
EPN1,UBE2D2,6.001197289151605e-05,2
ALG10B,KCNJ11,5.9933255140701254e-05,147
ATP1B1,PCSK2,5.977841302664544e-05,260
GRIN2A,PCSK2,5.965177827255424e-05,1820
CYP4A11,PTGS2,5.939342074413878e-05,88
AQP3,SLC22A2,5.925262236781137e-05,280
CCNH,POLR2H,5.922085137704166e-05,99
F13B,FGG,5.901120619178357e-05,28
CYP4F3,PTGS1,5.8987747069652596e-05,94
ACADM,ACADSB,5.890058640985648e-05,102
SCNN1D,SLC3A1,5.887208785454559e-05,56
EXOC4,SH2B2,5.8816758155444404e-05,2
HCN4,SCN5A,5.876401346815996e-05,98
ATP1B1,KCNH2,5.8689656902287855e-05,147
HCN4,KCNH2,5.858863115341487e-05,147
CACNA1H,ITPR1,5.8533034071107254e-05,318
PTEN,SYNJ1,5.8448490899893225e-05,108
CACNA2D2,SLC8A1,5.831781564721874e-05,9720
ATP1B2,DRD1,5.8245750046188273e-05,364
JAK2,STAT3,5.793067321943095e-05,2961
AQP3,NR3C2,5.778154236146804e-05,280
GTF2H4,POLR2D,5.776119131020718e-05,27
FGF4,FRS2,5.762596514751154e-05,210
FDFT1,MSMO1,5.724652461122637e-05,132
ADCY3,ADCY5,5.723552906319136e-05,108
ATP1B2,KCNH2,5.684740759209772e-05,147
HRAS,PIK3R1,5.6662962122127174e-05,2160
GNB1,GNB4,5.6487626473256114e-05,44
RAP1B,SRC,5.640403451945275e-05,48
AGTR1,TNNT1,5.6317717645496444e-05,294
NR3C2,SLC22A2,5.630515852455886e-05,700
CALM1,KCNH2,5.625610872031043e-05,147
ATP1B2,PCSK2,5.623490011736898e-05,260
CYP4F3,PTGS2,5.6143871802531026e-05,184
ADCY5,ADCY8,5.6078852236014074e-05,896
KCNH2,RYR2,5.552197512390111e-05,294
ADCY10,GUCY1B1,5.538683997574623e-05,42
ATP1B1,RYR2,5.536336149317145e-05,104
KCNA5,TNNT1,5.532159255256994e-05,1617
KCNH2,KCNK1,5.5144382656982516e-05,588
CYP2C8,PTGS1,5.514022981056854e-05,48
KCNH2,SLC8A1,5.510827683381778e-05,2646
RYR2,SCN5A,5.483101648973143e-05,196
FGB,PLG,5.4735189648866256e-05,64
KCNK1,SCN5A,5.45171608388878e-05,392
SCNN1D,SLC1A1,5.447011233953804e-05,728
CACNA2D2,HCN4,5.429136038085396e-05,490
CYP1A1,CYP1A2,5.3672331918996896e-05,64
CCN1,VEGFA,5.336610777335392e-05,9
SCN5A,SLC8A1,5.3195344272929915e-05,1764
F13A1,FGG,5.31145104129771e-05,145
AGTR1,KCNJ11,5.3013571051627184e-05,98
CACNA2D2,RYR2,5.2954574700036476e-05,1080
KCNA5,KCNJ11,5.2454302860961376e-05,539
CSNK2A2,CSNK2B,5.242072329754895e-05,69
DYNC1H1,DYNC1I2,5.218452024741138e-05,128
MAPK3,STAT3,5.212393761461874e-05,276
EGFR,RAC1,5.202571879826161e-05,132
ABCC8,AGTR1,5.1952858570469135e-05,294
ATP1B2,SLC8A1,5.18212223863559e-05,954
FGG,VKORC1,5.1812960480290826e-05,24
MAPK3,RAC1,5.1801457790979794e-05,232
PLA2G4E,PLA2G4F,5.170189766090516e-05,18
GNB4,GNG2,5.1656901618161534e-05,132
ITPR1,KCNA5,5.147585014875397e-05,1617
CLCNKA,SLC22A2,5.1340545258460324e-05,140
CACNA2D2,KCNK1,5.124364274852177e-05,1960
GNB4,GNG4,5.11575064399139e-05,44
H2BC11,H3-3A,5.103652519779725e-05,90
HCN4,SLC8A1,5.072091816124247e-05,882
ABCC8,KCNA5,5.062710999035119e-05,1617
SLC12A3,SLC7A6,5.056065232622586e-05,28
ATP1B2,SCN5A,5.0549425494483824e-05,98
GGT1,PTGS2,5.049261660927673e-05,94
CACNA2D2,CALM1,5.044548537932112e-05,490
CYP2C8,CYP4F8,5.034440542037166e-05,54
HMGCR,MSMO1,5.033907984135222e-05,58
CYP4F2,PTGS1,5.0266469970944305e-05,48
MCM3,MCM6,5.0217378830078964e-05,60
CYP11A1,HSD3B1,5.013630618577736e-05,22
HCN4,KCNK1,5.01328982152327e-05,196
NUP62,SEH1L,5.009031882406839e-05,720
RYR2,SLC8A1,5.008406570994272e-05,1980
ATP1B1,HCN4,5.0077794425673616e-05,49
F13B,FGB,4.990203384138477e-05,58
NUP85,SEH1L,4.987902325427236e-05,860
KAT5,MRE11,4.9769281485367856e-05,22
BRAF,SRC,4.970082885669136e-05,70
MAPK14,MAPK3,4.964894596127349e-05,252
ATP1B2,CALM1,4.9585978845634315e-05,52
ADCY5,GNAS,4.957380705525316e-05,70
ATP1B1,SCN10A,4.9546934066959335e-05,104
CYP4F2,PTGS2,4.9368668088210776e-05,94
H2BC6,H3-3A,4.9318847961110635e-05,30
ADCY7,PRKACG,4.9310868596351224e-05,126
PIK3R1,SYNJ1,4.923630829156006e-05,16
ATP1B2,RYR2,4.9174444734956246e-05,104
H2AZ2,H3-3A,4.9120690225024424e-05,30
ATP1B1,SCN5A,4.9113801663072665e-05,98
GNAI1,GNAI2,4.9092931264202136e-05,405
MAPK1,MAPK3,4.897965780658604e-05,1040
CACNA1A,CACNA2D2,4.89105676543765e-05,600
HCN4,RYR2,4.8902071944356695e-05,98
ATP1B1,SLC8A1,4.880884411171048e-05,954
CLCNKA,NR3C2,4.877777115463999e-05,140
PIK3R2,SYNJ1,4.8724102492070376e-05,16
FGF20,FRS2,4.8163748731416276e-05,952
AQP3,CLCNKA,4.8154876841621785e-05,56
ATRIP,RPA3,4.790216369444933e-05,14
CYP4F3,CYP4F8,4.765775180544385e-05,102
CYP4A11,PTGS1,4.7650031810619886e-05,45
CALM1,RYR2,4.76440267825895e-05,100
ATP1B2,SLC22A2,4.762666956850126e-05,140
F13B,PLG,4.760737265843695e-05,27
DRD1,HTR1A,4.755341200848741e-05,5292
DRD1,SCN10A,4.7485556172954923e-05,728
ADCY5,PRKACG,4.747298870494822e-05,48
H2BC13,H3-3A,4.744328820410759e-05,30
JAG1,UBC,4.742224883713675e-05,15
ATP1B1,KCNK1,4.7370930444684545e-05,196
H2BC3,H3-3A,4.720575054228959e-05,30
ATRIP,KAT5,4.719874178471528e-05,11
ITPR1,KCNJ5,4.718257700462228e-05,165
ATP1B2,HCN4,4.712455056132825e-05,49
KCNK1,SLC8A1,4.703437477588461e-05,3528
ACAT2,MSMO1,4.702540955114909e-05,52
KCNK1,RYR2,4.6987985742832916e-05,392
CALM1,SLC8A1,4.695865096363428e-05,882
SRC,UBC,4.687212851650635e-05,52
CACNA1A,GRIN2A,4.684071563711356e-05,378
PPP2R1B,PPP2R5D,4.6806758361148115e-05,36
ITPR1,KCNJ3,4.678880335054879e-05,990
PTPN11,SRC,4.669296769203467e-05,546
CALM1,KCNK1,4.668577905715676e-05,196
KCNA5,KCNH2,4.640398802979087e-05,1650
CACNA2D2,HTR1A,4.636924520336509e-05,7280
SRC,STAT3,4.631498087307749e-05,156
CACNA1A,DRD1,4.61753254905923e-05,378
AQP3,ATP1B2,4.6124946628367525e-05,56
ATP1B2,NR3C2,4.61216141873777e-05,145
AGTR1,SCN5A,4.606913445358079e-05,196
ATP1B1,SLC7A6,4.580934586329022e-05,29
MAP2K1,MAPK3,4.578842708912302e-05,300
ITPKB,SYNJ1,4.5735343934205045e-05,32
ATRIP,MRE11,4.569102100347722e-05,14
ACADSB,IVD,4.568473099908488e-05,66
PIK3CB,PIK3R1,4.55287783265269e-05,368
CACNA2D2,SCN10A,4.546631320112393e-05,1060
GNB4,GNG12,4.543003457435635e-05,88
ATP1B1,CALM1,4.542233272852858e-05,52
ATP1B2,KCNK1,4.534580165599378e-05,196
PCSK2,SCN10A,4.531740405030737e-05,520
TNNT1,TPM1,4.518002485649301e-05,153
BCAR1,SRC,4.509620141930626e-05,448
FGF20,FGF4,4.509169068468069e-05,2352
H2BC11,KAT5,4.502261027520641e-05,36
CACNA1A,PCSK2,4.501267216578675e-05,260
PTGS1,PTGS2,4.5012385665964966e-05,124
PC,PDHB,4.4997107096881774e-05,264
ATP1A4,ATP1B2,4.4932905911676535e-05,148
RPL31,RPLP2,4.487519787321759e-05,18
ABCC8,KCNJ4,4.453790558584895e-05,300
GGT1,PTGS1,4.450032679559346e-05,47
DVL3,WNT4,4.4474395875314376e-05,60
RPL23,RPS14,4.438337755881816e-05,90
KCNJ3,TNNT1,4.4374654465644675e-05,882
KCNJ5,TNNT1,4.4287910814677645e-05,147
CSK,SRC,4.426932190515487e-05,38
DLL1,JAG1,4.419626703411339e-05,76
ADCY7,GNAS,4.4195241753391956e-05,168
F5,FGA,4.4154360699065476e-05,128
PEDS1,UBE2N,4.395476855023617e-05,22
GNAI2,GNAO1,4.39337335832087e-05,78
RHEB,TSC1,4.38917656566673e-05,19
RPL23,RPLP2,4.385259746442216e-05,18
LTA4H,PTGS2,4.3824972226753564e-05,196
ABCC8,KCNJ3,4.380836071687359e-05,900
CDC16,UBE2S,4.3770441404911153e-05,100
F13A1,FGA,4.373583230428465e-05,290
GRIN2A,SCN10A,4.3700986181312846e-05,728
HTR1A,PCSK2,4.366649346844816e-05,3640
POLR2D,POLR2H,4.358247524312471e-05,44
NFKB1,RELA,4.353082564489963e-05,172
DBH,PNMT,4.3382024884408565e-05,18
KCNJ11,KCNJ3,4.3270228894951174e-05,306
CCKBR,HRH2,4.323042319853698e-05,96
CACNA1H,TNNT1,4.3189067917457726e-05,294
IPMK,SYNJ1,4.318558237008879e-05,343
RCHY1,SERPINE1,4.3109211276259884e-05,2
ATP1A4,ATP1B1,4.305503346027639e-05,148
JAK2,SRC,4.3032592753607825e-05,1092
SLC12A3,SLC22A2,4.286216105677809e-05,140
F13B,FGA,4.28168870596473e-05,56
ATP1B2,CLCNKA,4.275657366470398e-05,28
INPP5A,SYNJ1,4.264453795288503e-05,9
F13A1,FGB,4.257966691250206e-05,290
KCNA5,SCN5A,4.2525709937867056e-05,1078
KCNJ4,TNNT1,4.251753769202171e-05,294
GUCY1B1,PDE10A,4.251745618776351e-05,168
FGA,PLG,4.242174067294285e-05,64
FGG,SRC,4.239255533633468e-05,30
CYP4A11,PTGIS,4.230953537186222e-05,94
ATP1B1,CACNA1A,4.210329342263508e-05,52
ABCC8,TPM1,4.2041757376200715e-05,147
FYN,SRC,4.203904583801078e-05,2268
ADCY2,GNAS,4.1959986702089225e-05,86
AMPD1,GUCY1B1,4.1949625413373326e-05,38
FGA,VKORC1,4.1908805958709716e-05,48
ALG10B,TPM1,4.184576852283318e-05,147
CCN1,SRC,4.179852476227097e-05,2
RAC1,RHOA,4.179190628113738e-05,126
CYP4F3,PTGIS,4.177628069044646e-05,192
AGTR1,KCNH2,4.176166544357304e-05,294
CFLAR,FAS,4.159100938139204e-05,26
GMPR,GUCY1B1,4.154782122589573e-05,38
MAPK3,MAPK8,4.153909246067751e-05,284
AGTR1,HCN4,4.152425663432602e-05,98
RPL23,RPLP1,4.146758393491767e-05,18
EGFR,SRC,4.146757947327712e-05,228
ATP1B1,HTR1A,4.1438345430779445e-05,728
EGFR,PIK3R1,4.127297607538332e-05,282
ACADSB,MCCC2,4.11612511008741e-05,60
PSMA1,PSMD7,4.116106044094181e-05,11
CACNA2D2,KCNA5,4.1113584563428985e-05,5390
GRB2,SRC,4.096345283918667e-05,158
GPR18,HTR7,4.096043630852364e-05,2
GALM,PC,4.089442393068188e-05,8
AQP3,SLC12A3,4.0867418029222335e-05,56
CYP2C8,PTGIS,4.07468684539003e-05,92
RPLP1,RPLP2,4.069627065206305e-05,18
CALM1,HCN4,4.065623513005434e-05,49
ACLY,OGDH,4.061648968090026e-05,5
SHC2,SRC,4.059751137575063e-05,24
F5,FGG,4.0550461144317484e-05,64
CYP2C8,CYP2C9,4.0474302973159126e-05,38
ATP1B2,GRIN2A,4.045065830846305e-05,364
FGB,VKORC1,4.0428028363494184e-05,48
ASS1,CKB,4.0407054748966185e-05,39
PLG,VKORC1,4.040176037634069e-05,24
UBC,UBE2N,4.035445169991991e-05,19
AGTR1,CACNA2D2,4.0239742142019265e-05,980
PIK3CB,PIK3CD,4.019963527236367e-05,126
GUCY1A2,GUCY1B1,4.017484998740384e-05,232
SLC3A1,SLC7A6,4.0158826048575236e-05,58
ADCY7,GNAI2,4.0027459195334116e-05,180
CYP1A2,CYP3A4,3.9842132797840435e-05,84
SLC14A2,SLC7A6,3.978692891223956e-05,280
ABCC8,ALG10B,3.973144821028809e-05,441
PIK3CB,PIK3R2,3.969643973680787e-05,616
DVL3,WNT3A,3.9680306013423206e-05,11
NR3C2,SLC12A3,3.96700796621019e-05,140
IFNA5,STAT1,3.9637150299091925e-05,20
FGFR3,SRC,3.962448608910846e-05,40
CYP4A11,CYP4F8,3.9613144910133347e-05,49
PIK3CD,PIK3R1,3.960370628135548e-05,118
FGB,SRC,3.958792335457054e-05,60
OGDH,SDHC,3.9564640333104726e-05,609
CCN1,JAK2,3.9548769125628625e-05,21
ATP1B2,SCN10A,3.948916536488517e-05,104
MAP2K3,MAPK14,3.944262101950448e-05,82
BUB3,MAD2L1,3.9402467742926293e-05,480
ITPR1,KCNE2,3.9381215282153305e-05,450
ATP1B2,HTR1A,3.9290568670216926e-05,728
H2BC6,H4C8,3.9183301851951347e-05,265
RELA,SRC,3.91831642208261e-05,60
ABCC8,CACNA1H,3.916193408904853e-05,294
GTF2H4,POLR2E,3.914750490322814e-05,297
ALG10B,ITPR1,3.911693149427508e-05,441
DYNC1I2,MAPRE1,3.908671037161637e-05,76
KCNJ11,KCNJ5,3.90268253430148e-05,51
GPR18,OR10A2,3.8950462112552486e-05,4
EPS15,UBE2D2,3.8929490983719006e-05,1
EGFR,TGFA,3.8925667596053326e-05,336
IQGAP1,SRC,3.892495583984745e-05,28
CALM1,KCNA5,3.8736634511952166e-05,539
NUP160,POM121C,3.8703172420398446e-05,144
GRIN2A,HTR1A,3.869926263389439e-05,5096
H2BC11,H3C11,3.868968096224871e-05,93
F13A1,PLG,3.8622891302209085e-05,130
HCN4,KCNA5,3.854516476702262e-05,539
KCNE2,TNNT1,3.849957343673665e-05,441
ATP1B1,GRIN2A,3.846994455197909e-05,364
AGTR1,RYR2,3.8436199376847696e-05,196
RPA3,UBC,3.836316729310951e-05,29
PSMA1,PSMD12,3.8358639727675836e-05,12
GUCY1B1,RRM2,3.8264177019797785e-05,38
POLR2E,POLR2H,3.823106972159247e-05,567
CYP4F8,GGT1,3.820107432694897e-05,45
KCNQ1,TNNT1,3.816115226292401e-05,147
PIK3R1,RAC1,3.8047564559228614e-05,220
AQP3,ATP1B1,3.8016072954061286e-05,56
ABCC8,KCNJ5,3.793945462883993e-05,150
ITPR1,KCNE1,3.782441376842763e-05,147
RHOA,ROCK2,3.7814080603437716e-05,25
ALG10B,ATP1B2,3.779110970056907e-05,147
CYP2C18,CYP2S1,3.778879419513714e-05,24
CALM1,SCN5A,3.768786280933245e-05,98
KCNA5,KCNK1,3.768677813092265e-05,2156
CYP4F2,PTGIS,3.7622167713295684e-05,98
H2BC13,KAT5,3.755101040336939e-05,12
SCN5A,TPM1,3.752639521856227e-05,98
AGTR1,ATP1B2,3.750506135748177e-05,100
AGTR1,CALM1,3.750292922632785e-05,102
LTA4H,PTGS1,3.749698718610861e-05,92
ATP1B1,KCNA5,3.7464378186268915e-05,539
ATP1B2,CACNA1A,3.743524786817276e-05,52
RPL23,RPL31,3.737490269850596e-05,18
CSK,FGB,3.731382766737623e-05,22
H2BC6,UBE2N,3.7207870860811454e-05,11
BRAF,HGF,3.717753988595994e-05,8
KCNA5,SLC8A1,3.710134860025865e-05,9702
NUP62,POM121C,3.704755892136591e-05,72
CLASP1,MAPRE1,3.6986899179081156e-05,20
ACO1,OGDH,3.6975862444110774e-05,22
ATP1B2,KCNA5,3.6941026299274164e-05,539
MNAT1,POLR2D,3.6929949158361064e-05,27
CALM1,CALM3,3.6723287814094396e-05,143
ALMS1,CEP78,3.6713881513605884e-05,11
FDFT1,HMGCR,3.6658571263614714e-05,68
ASS1,GLUD1,3.656521925983943e-05,66
DUSP6,EGFR,3.656488046868134e-05,30
ADCY7,GNB4,3.6561778050743975e-05,36
AGTR1,SLC8A1,3.648172135148209e-05,1764
DYNC1H1,MAPRE1,3.642685796201306e-05,19
CUL1,UBC,3.635338399437214e-05,120
CENPO,KIF18A,3.627871325306842e-05,8
CKAP5,MAPRE1,3.624933653689766e-05,19
AGTR1,KCNK1,3.624137030101512e-05,392
GNAS,GNB1,3.619758073190177e-05,96
FH,OGDH,3.606993949659639e-05,23
KCNJ11,TPM1,3.597481846184976e-05,49
CYP1A2,CYP2S1,3.590708241985041e-05,64
H2BC13,UBE2N,3.5902401561038744e-05,11
CCKBR,GPR18,3.587035462260246e-05,6
GGT1,PTGIS,3.582463988889995e-05,92
GNAO1,GNAS,3.580890548526838e-05,28
KCNA5,RYR2,3.578609567800654e-05,1078
ALG10B,SLC8A1,3.577698226212948e-05,2646
CACNA2D2,OPRM1,3.574766778093863e-05,3120
ADCY1,GNAI2,3.5732926881024606e-05,120
MAPK3,RELA,3.5636707310438866e-05,152
CYP4F8,LTA4H,3.561703666354887e-05,90
F13A1,VKORC1,3.559860289659156e-05,120
ATP1B1,NR3C2,3.559287461882832e-05,145
ALG10B,RYR2,3.556543746090234e-05,294
ADGRF5,GPR18,3.551716599758947e-05,2
F2,FGG,3.5504704159805556e-05,34
CCN1,MAPK8,3.547854177740617e-05,4
ADCY1,GNB4,3.5458626861384346e-05,24
JAG1,PSEN2,3.5448773131330213e-05,68
FRS2,SRC,3.541306970798741e-05,68
CYP2B6,CYP2C8,3.538420379902568e-05,65
ITPR1,KCND3,3.533043069059626e-05,147
FRS2,PTPN11,3.532985859953958e-05,504
H2BC11,UBE2N,3.52902068219881e-05,33
HSPA1B,HSPA1L,3.525797019676702e-05,12
FOS,MAPK3,3.524300157292648e-05,448
MAPK14,MAPK8,3.5219007090824634e-05,256
ABCC8,KCNE2,3.5076770134671903e-05,441
FGG,RAP1B,3.4997662361035964e-05,13
AGTR1,ATP1B1,3.4982666574479016e-05,100
YWHAB,YWHAQ,3.497466648918478e-05,360
F5,FGB,3.477491279491789e-05,124
CACNA2D2,KCNJ5,3.476672796789146e-05,490
HACD4,TECRL,3.4735474215336946e-05,21
CACNA1A,SCN10A,3.469415975166116e-05,104
MAPK8,RAC1,3.4661974092109124e-05,184
FGF4,FGF6,3.4617092707496794e-05,516
MCM6,RPA3,3.460087754092456e-05,13
ADCY5,GNAI2,3.459447174000129e-05,75
FRS2,PIK3R1,3.457680486718823e-05,136
ACAT2,HMGCR,3.455661109619257e-05,29
ATP1B1,SLC22A2,3.45464053257416e-05,145
ACADSB,BCKDHB,3.4540367289719815e-05,189
ATP1B2,TPM1,3.452499885361893e-05,50
CEP78,NEDD1,3.450749416573322e-05,154
FGB,RAP1B,3.4494718055055884e-05,26
C1QA,C1S,3.444111754902224e-05,10
HCN4,KCNJ5,3.443803027369796e-05,49
DYNC1H1,DYNC1I1,3.440096706386342e-05,63
CSK,RAP1B,3.4374620948796064e-05,12
FGF20,FGF9,3.4368701511599746e-05,2394
RPL10L,RPLP2,3.430319748565225e-05,34
SLC22A2,SLC3A1,3.4274608199116874e-05,300
H2BC3,H3C11,3.4259539668846095e-05,31
CYP2B6,CYP4A11,3.417822333126597e-05,48
RPLP1,RPS14,3.416183554843244e-05,90
SLC1A1,SLC7A6,3.4118643435804286e-05,728
MAVS,TBK1,3.4096409137008656e-05,39
KCNH2,KCNJ3,3.408545528514394e-05,882
IVD,MCCC2,3.406991997678688e-05,22
