gene,importance_sum,degree,importance_mean
PRKG1,0.0077108047,34,0.00022678837344488676
TMBIM1,0.0077106543,3,0.002570218096176783
NTNG2,0.007696461,5,0.0015392921864986419
NLRP4,0.0076961145,7,0.0010994449257850647
MARCKS,0.007689967,8,0.000961245852522552
HTR2A,0.007680192,21,0.00036572343448088284
MRPL28,0.0076719425,7,0.0010959917812475137
CNTRL,0.0076646507,22,0.0003483932126652111
HCRTR1,0.0076574823,11,0.0006961347535252571
RPL38,0.0076505262,27,0.00028335282372103795
FNTB,0.0076499013,10,0.0007649901323020458
ARCN1,0.0076378053,31,0.0002463808163039146
SEC16B,0.007626333,8,0.000953291601035744
OR10G4,0.007621593,3,0.002540530947347482
LRP2,0.0076202163,18,0.00042334535262650915
RUNX1,0.0076129916,38,0.00020034188453696276
GALNT3,0.0075967615,15,0.0005064507635931174
HIF3A,0.007585439,10,0.0007585438899695874
IL1RN,0.007584333,12,0.0006320277461782098
ADAM12,0.0075764903,9,0.0008418322540819645
NBEA,0.007572471,22,0.00034420323473486036
RGS9,0.007568036,25,0.00030272144824266433
PAG1,0.007565112,15,0.0005043407902121544
IL10RA,0.007558436,20,0.0003779218066483736
GGA3,0.007557592,8,0.0009446989861316979
SDCBP,0.007554472,23,0.0003284553025403748
DEFB115,0.0075521288,5,0.0015104257501661778
GPX4,0.0075476905,25,0.00030190762132406237
RORC,0.0075440994,12,0.0006286749461044868
ARAP2,0.007540512,14,0.0005386079927640301
HLA-DQA2,0.007533991,43,0.00017520908786113873
DEFA5,0.0075018886,8,0.0009377360693179071
TTC30B,0.007500507,5,0.001500101387500763
SSTR1,0.0074970275,13,0.0005766944243357732
PSMB7,0.0074922843,36,0.00020811900806923708
MIRLET7I,0.007490835,5,0.0014981670305132867
CHRNA7,0.0074794674,16,0.0004674667143262923
PDCD1LG2,0.0074759503,6,0.001245991714919607
IGF2R,0.0074748364,14,0.0005339168876941715
GABRB2,0.0074736276,16,0.0004671017231885344
PDE8B,0.0074644242,11,0.0006785840219394727
RSPO4,0.0074596517,5,0.0014919303357601166
DYNC1LI1,0.007457014,45,0.0001657114260726505
POLD3,0.0074516404,52,0.00014330077773103348
H6PD,0.007446095,6,0.0012410158136238654
MAPKAPK2,0.007445815,81,9.192364221369778e-05
CTH,0.007445101,46,0.00016185002522947997
TLL2,0.007439976,8,0.0009299970115534961
GABRG2,0.007434494,17,0.00043732316835838207
IL18R1,0.0074295714,19,0.00039103007140128235
SOCS7,0.0074256617,4,0.0018564154161140323
CFH,0.0074255997,8,0.0009281999664381146
DCTPP1,0.0074194893,5,0.001483897864818573
SELENOS,0.007418216,6,0.0012363693676888943
GPX6,0.0074143866,17,0.0004361403886886204
TUBG1,0.007407205,18,0.0004115113988518715
GAS2,0.007404321,7,0.0010577601247600146
DHRS3,0.0073965,14,0.0005283214351428407
SULT1B1,0.0073740724,6,0.0012290120745698612
TFAP2C,0.007364387,17,0.0004331992446061443
NSUN2,0.007361386,4,0.0018403464928269386
DEFB136,0.007351338,5,0.0014702675864100457
GC,0.007350441,5,0.0014700882136821746
ELOVL4,0.0073473137,10,0.0007347313687205315
EFNA3,0.00733003,14,0.0005235735859189715
NDUFS4,0.0073277797,19,0.00038567261378231804
PSAT1,0.007321104,21,0.0003486239972213904
SDHC,0.007320139,41,0.00017853997784053407
UTP25,0.0073069544,4,0.0018267385894432664
OR5L1,0.007305681,3,0.0024352269247174263
ATP6V0A1,0.007303167,26,0.0002808910436355151
MMP24,0.007302856,5,0.001460571214556694
REST,0.007298785,21,0.00034756118076897805
TH,0.007290816,29,0.0002514074460185807
DAP3,0.0072843027,7,0.0010406146757304668
WNT2,0.0072810873,43,0.00016932761253312577
MRPS5,0.007280604,7,0.0010400862832154547
IFNGR2,0.0072791944,36,0.00020219984516087506
ARNTL,0.0072774542,13,0.000559804173043141
NRBF2,0.0072683464,10,0.0007268346380442381
SGIP1,0.007268079,4,0.0018170197727158666
SPATA13,0.007263203,9,0.000807022572391563
DLL3,0.0072616255,22,0.0003300738859583031
TRIM6-TRIM34,0.0072583877,4,0.0018145969370380044
NCEH1,0.0072568697,8,0.0009071087115444243
MCOLN3,0.0072562727,5,0.0014512545429170131
STIM1,0.007256235,16,0.0004535146872512996
TRMT61A,0.0072553074,3,0.0024184357995788255
SETD2,0.0072487574,10,0.0007248757407069206
ATG12,0.007240702,21,0.0003447953301171462
PPARA,0.007240557,46,0.0001574034154739069
PRMT6,0.0072380383,10,0.0007238038349896669
DUSP10,0.0072352453,12,0.0006029371094579498
LCE1F,0.007231539,4,0.0018078847788274288
FSTL1,0.0072315256,8,0.0009039407013915479
GABRA1,0.007226827,20,0.0003613413544371724
RIMS1,0.0072146086,13,0.0005549698924789062
AKR1D1,0.0072138533,37,0.0001949690080977775
GNA12,0.0072104363,36,0.00020028989658587508
CD2BP2,0.0072049163,6,0.0012008193880319595
FERMT3,0.007204182,6,0.001200696996723612
MRPS23,0.0072013754,6,0.0012002292399605115
SERPINA4,0.0071888063,4,0.0017972015775740147
RBPJ,0.00718712,45,0.00015971378112832705
AMOTL1,0.0071831336,3,0.0023943778748313584
ITGB3,0.007179325,96,7.478463521692902e-05
PLXNA2,0.0071787215,11,0.0006526110439815304
PLEKHG3,0.0071665547,9,0.0007962838539646731
EXOC5,0.0071665533,8,0.0008958191610872746
TRIM3,0.0071596857,4,0.0017899214290082455
MIR181C,0.0071525956,3,0.0023841985190908113
CFB,0.007149547,13,0.0005499651440634177
CYP27C1,0.0071368567,3,0.0023789522238075733
SNX5,0.0071347933,6,0.00118913222104311
CDC42SE2,0.007131658,5,0.0014263316057622432
CHERP,0.0071280543,5,0.0014256108552217484
DRD4,0.007124209,21,0.00033924804024753117
SLC1A1,0.007120214,41,0.0001736637545613254
CPNE8,0.0071154195,8,0.0008894274360500276
CHRM3,0.0071030525,43,0.00016518726641702097
ARHGEF28,0.007101502,16,0.00044384386274032295
ANP32A,0.0070945187,6,0.0011824197911967833
PPM1E,0.0070818765,5,0.0014163753017783164
USO1,0.0070807985,15,0.00047205323353409766
PLRG1,0.007079556,5,0.0014159112237393857
NRIP1,0.007079007,24,0.00029495862933496636
KIR2DL1,0.0070640296,6,0.0011773382623990376
RPA1,0.0070544775,86,8.202880772567073e-05
SV2B,0.0070533827,9,0.000783709188302358
MCOLN2,0.0070502656,5,0.0014100531116127968
SLC19A3,0.0070476877,7,0.0010068125224539212
LTK,0.0070470306,4,0.0017617576522752643
DLK1,0.007037672,9,0.0007819635793566704
DBNL,0.007017433,15,0.00046782887851198516
LEPR,0.007016367,20,0.00035081834066659213
CCL2,0.0069980086,51,0.00013721585456354945
AHR,0.006997955,16,0.00043737218948081136
TRIM24,0.0069951112,22,0.0003179596017368815
ASB4,0.0069938856,7,0.0009991265168147428
CHRNA5,0.006993139,10,0.0006993139162659645
USP15,0.006990636,11,0.0006355123425071889
RPN1,0.0069906064,11,0.0006355096755379981
CRLF1,0.0069851307,6,0.0011641884533067544
HPR,0.006981518,4,0.0017453795298933983
SHANK3,0.0069811237,11,0.0006346476094966584
GNLY,0.006972263,4,0.001743065775372088
HLA-DOB,0.006966663,29,0.00024022976064990307
GLYATL3,0.0069660256,7,0.0009951465097921236
TRPM8,0.0069641555,5,0.0013928310945630074
CYB5B,0.006946793,4,0.00173669820651412
SMARCA2,0.0069437367,18,0.00038576314950154885
GRM3,0.0069342926,18,0.00038523847858111065
MAP3K5,0.0069305734,53,0.00013076553542940123
TMEM30A,0.0069133416,3,0.0023044471939404807
SLC1A7,0.0069106324,11,0.0006282393058592623
DPYSL4,0.0069090035,5,0.0013818006962537765
AK3,0.0069083963,14,0.0004934568756393024
RAB31,0.006895881,11,0.0006268982860175046
SLC13A3,0.00689123,7,0.0009844614458935602
CYP19A1,0.00689044,33,0.00020880120891061696
CARD8,0.0068900306,9,0.0007655589530865351
CRNKL1,0.006887238,5,0.0013774476014077664
IL37,0.0068843225,8,0.0008605403127148747
PANK3,0.0068631126,7,0.0009804446516292436
CAP1,0.0068602017,15,0.00045734678084651627
SEMA5B,0.0068562226,5,0.00137124452739954
EZH2,0.006844023,35,0.00019554350791232925
TJP2,0.006843187,18,0.0003801770508289337
SSC5D,0.0068386863,3,0.0022795620995263257
FGFBP3,0.0068317684,6,0.001138628072415789
ACSL3,0.00682469,39,0.00017499204916067613
SCRIB,0.006824,20,0.00034119999036192895
MYF6,0.006818822,4,0.001704705529846251
THRB,0.006814482,18,0.0003785823420104053
SPRED1,0.0068136975,13,0.0005241305782244756
NPSR1,0.0068132756,14,0.00048666254484227726
NEIL2,0.0068065664,10,0.0006806566379964352
COL19A1,0.0067979726,6,0.0011329954334845145
ATP6V0A4,0.006788136,23,0.0002951363466032173
OR5B17,0.006783933,3,0.002261310971031586
TMPRSS11D,0.0067747007,1,0.006774700712412596
LPIN1,0.006772153,20,0.00033860765397548677
SRP9,0.0067677274,5,0.0013535454869270324
SYT9,0.0067448104,7,0.0009635443400059428
PARP8,0.006743833,8,0.0008429791196249425
SEPSECS,0.006741809,7,0.0009631155990064144
ZNF568,0.0067400876,4,0.001685021910816431
IQCB1,0.006736866,5,0.0013473732396960258
SLC15A2,0.006733519,5,0.0013467038050293922
ADAMTS16,0.006722744,6,0.0011204573481033246
WDR77,0.006719786,7,0.0009599694583032813
CNTNAP1,0.006715151,6,0.0011191918359448512
SLC25A2,0.0067146462,12,0.0005595538532361388
PPT1,0.0067107305,8,0.0008388413116335869
IDUA,0.0067096623,11,0.0006099692969159646
MAP3K9,0.0067024105,12,0.0005585342102373639
DNM2,0.006691909,48,0.0001394147693645209
ZNF771,0.0066906065,3,0.0022302021582921347
POLG,0.006680268,4,0.0016700669657438993
GPR39,0.0066710683,14,0.0004765048756131104
RCN1,0.0066643637,5,0.0013328727334737777
ADAMTSL3,0.0066589015,4,0.0016647253651171923
SEC23A,0.0066565126,16,0.000416032038629055
ARSA,0.006654321,20,0.00033271606080234053
MFSD2A,0.0066453195,5,0.0013290639035403728
UNC13B,0.006640307,13,0.0005107928568927142
GCNT4,0.0066345134,6,0.0011057522303114335
MYO10,0.0066313962,17,0.00039008213207125664
GLB1,0.0066226823,35,0.00018921949501548495
PTPN12,0.006621043,11,0.0006019130179827863
DHX15,0.006620692,6,0.0011034486815333366
UROC1,0.006618708,7,0.0009455297009221145
TCN2,0.0066182776,8,0.0008272847044281662
CCNG1,0.0066109346,14,0.0004722096158989838
ITGA11,0.0066080233,21,0.0003146677765817869
KDM4B,0.0066057323,11,0.0006005211140621792
PNN,0.0066049686,2,0.0033024842850863934
HAO1,0.0065961895,8,0.0008245236822403967
SSTR3,0.0065695457,15,0.0004379697144031525
SYS1,0.0065675257,4,0.0016418814193457365
LMX1B,0.006567124,5,0.0013134247623384
RBX1,0.0065616826,101,6.49671540549486e-05
IDH1,0.0065611587,26,0.00025235225733083027
MFGE8,0.006557627,10,0.0006557627115398645
ST6GALNAC5,0.006556941,8,0.0008196176495403051
NMNAT3,0.006555634,11,0.000595966735008088
ACER2,0.0065435464,8,0.0008179433061741292
CRY2,0.0065198867,5,0.001303977333009243
FBN1,0.0065151537,13,0.0005011656679786169
IFNL1,0.0065147905,10,0.000651479046791792
PLEC,0.0065092817,14,0.00046494869249207634
LRRTM3,0.00650314,3,0.002167713362723589
RCAN2,0.006501273,4,0.0016253181966021657
CKM,0.0064994902,7,0.0009284986050001212
OR52M1,0.006494112,3,0.002164703949044148
ANG,0.0064827213,8,0.0008103401632979512
RARB,0.0064801155,21,0.0003085769269438017
CPSF2,0.006479106,16,0.00040494411950930953
TMEM186,0.0064755995,5,0.001295119896531105
GPCPD1,0.0064715105,8,0.0008089388138614595
IYD,0.006466678,6,0.0010777796463419993
RNF111,0.0064612604,20,0.0003230630187317729
DDHD1,0.0064567756,5,0.0012913551181554794
CH25H,0.0064482423,14,0.00046058873912053447
HLA-B,0.0064383973,37,0.00017401073883111412
CD68,0.006435822,5,0.0012871644459664822
RAB44,0.006433703,6,0.0010722838342189789
PINK1,0.006422576,15,0.00042817173525691035
RHOJ,0.0064189984,8,0.0008023747941479087
ALDH1L2,0.0064163464,6,0.0010693910686920087
NPHS1,0.0064161373,6,0.0010693562217056751
CDK2,0.00641358,128,5.0106093112844974e-05
CR1,0.0064125387,20,0.0003206269349902868
RAB12,0.0064096246,7,0.0009156606559242521
XYLT1,0.0064019533,14,0.0004572823776730469
LY96,0.0063987947,40,0.0001599698676727712
FANCI,0.006394982,11,0.0005813619883900338
OAZ3,0.0063824374,4,0.0015956093557178974
GABRA6,0.006374989,13,0.0004903837823523924
RHPN2,0.0063739056,9,0.0007082117307517263
SPRR2G,0.006368506,3,0.0021228352561593056
EPS15L1,0.006363585,10,0.0006363585125654936
AGA,0.0063567976,7,0.0009081139495330197
LGMN,0.00635593,8,0.0007944912649691105
PTPN22,0.0063534775,6,0.001058912913625439
CXCR6,0.006353095,12,0.0005294245978196462
BRD4,0.006349473,5,0.0012698945589363574
KMO,0.0063489387,14,0.00045349562008466037
SV2C,0.006346857,8,0.0007933571469038725
LCK,0.006344423,114,5.56528347691423e-05
SRGAP3,0.0063409973,12,0.000528416441132625
KRT27,0.006340576,4,0.0015851439675316215
NKD1,0.0063401004,12,0.0005283417024960121
ERBIN,0.0063327546,29,0.00021837084907396086
STAB2,0.0063312785,8,0.0007914098096080124
DEFB112,0.0063289106,5,0.0012657821178436279
PPP6R3,0.00632853,13,0.0004868100110728007
CHURC1-FNTB,0.0063272514,9,0.0007030279375612736
IRS1,0.006324695,112,5.647049069271556e-05
IL9,0.0063212514,21,0.00030101197106497627
KLHL25,0.006310324,7,0.0009014748835137912
ANLN,0.006304577,9,0.0007005085547765096
ACOT13,0.0063039316,4,0.0015759828966110945
GFPT1,0.006300075,24,0.0002625031241526206
REL,0.006297894,31,0.00020315786523203696
CD9,0.006297273,14,0.00044980522112122605
FBP1,0.0062939106,30,0.00020979701851805052
LAMC1,0.0062835957,40,0.00015708989230915903
ATIC,0.0062811845,28,0.0002243280177935958
CCL16,0.0062739565,11,0.000570359682156281
RPTOR,0.0062710675,56,0.00011198334894808275
FRAT1,0.006269594,26,0.00024113823802998432
BHMT2,0.00626569,7,0.0008950985835066863
PLA2G2E,0.006264553,24,0.00026102303915346664
PIP5K1C,0.0062626638,43,0.00014564334306606028
SP100,0.0062583615,12,0.0005215301256005963
SOCS1,0.006249943,56,0.00011160612172846283
RIPK2,0.0062426077,60,0.00010404346200327078
SP3,0.006241684,12,0.000520140320683519
DLG5,0.0062255603,10,0.0006225560326129198
OR10A2,0.0062182248,4,0.0015545561909675598
TRIM33,0.0062155155,11,0.0005650468678636985
FER,0.0062062265,9,0.0006895807261268297
RAP1A,0.006196652,96,6.454845909805347e-05
ANAPC10,0.0061960467,44,0.00014081924349408257
ASB13,0.0061959964,7,0.0008851423460458006
GADD45G,0.0061896644,36,0.00017193512111488316
WHAMM,0.0061814035,6,0.001030233921483159
MYO19,0.006179169,5,0.0012358337640762328
YEATS2,0.0061755665,3,0.0020585221548875174
TIMM21,0.0061747706,2,0.0030873853247612715
KAT2B,0.0061697257,66,9.348069204751289e-05
CLCA2,0.0061678477,7,0.0008811210947377342
NARS2,0.0061603705,8,0.0007700463174842298
CNEP1R1,0.0061602513,6,0.0010267085550973813
GAN,0.0061543537,7,0.0008791933900543622
ZNF25,0.0061542396,4,0.0015385599108412862
UQCRFS1,0.006148604,18,0.0003415891228036748
OR2Y1,0.0061390065,3,0.0020463354885578156
ACER3,0.0061322753,11,0.0005574795756150376
PERP,0.006131178,15,0.0004087451845407486
SLC2A7,0.006127317,7,0.0008753309957683086
PEAK1,0.006115364,6,0.0010192273184657097
ALDH18A1,0.006114834,8,0.0007643542485311627
RGS10,0.0061124736,13,0.0004701902731679953
ARHGAP23,0.0061095245,6,0.0010182540863752365
EXOC6,0.006106994,8,0.0007633742643520236
PHIP,0.006105403,6,0.0010175671583662431
CD80,0.0061037797,50,0.00012207559309899808
SPSB4,0.006103173,7,0.0008718818426132202
GREB1,0.0061020763,7,0.0008717251808515617
ABCA1,0.006101708,22,0.00027735036035830325
ACTN1,0.0060936958,42,0.0001450879942803156
BLVRA,0.0060936417,16,0.0003808526089414954
UBE2V1,0.0060859364,57,0.00010677081483759378
ULBP3,0.0060858894,4,0.0015214723534882069
IL17RC,0.006083568,4,0.0015208920231088996
SH2B3,0.006082192,17,0.00035777600372538846
NTRK2,0.0060720267,39,0.00015569299172896607
GOLGA5,0.0060698795,5,0.00121397590264678
NDUFV3,0.0060686986,21,0.00028898564743853753
MYH8,0.006068309,3,0.002022769612570604
WASF3,0.0060641645,25,0.0002425665780901909
TLE3,0.0060599116,17,0.0003564653863363406
CD40,0.006056778,35,0.00017305080379758563
OR5AR1,0.006056237,3,0.0020187456781665483
SOCS6,0.006055427,14,0.00043253048456140926
FAM20B,0.00605487,14,0.000432490703782865
ZNF133,0.0060482584,4,0.0015120645985007286
ENGASE,0.0060459683,5,0.001209193654358387
RYR3,0.0060414723,21,0.0002876891577172847
EED,0.006039814,29,0.0002082694514558233
HLCS,0.0060348157,9,0.0006705350759956571
SGCG,0.0060332688,6,0.0010055447928607464
NAT8B,0.0060329963,3,0.0020109987817704678
FCHO2,0.006028116,4,0.0015070290537551045
NCOA2,0.0060206344,49,0.00012287009051259684
ZNF154,0.0060131317,4,0.0015032829251140356
DAB2,0.0060023014,16,0.0003751438343897462
TLE1,0.0059937704,24,0.0002497404348105192
POLD1,0.0059893182,52,0.00011517919707470215
CHRNA1,0.0059769256,13,0.0004597635080034916
VMP1,0.0059742453,2,0.002987122628837824
HOMER2,0.0059728455,5,0.0011945690959692002
ADAMTS3,0.0059651122,7,0.000852158891835383
ARHGAP25,0.0059647136,5,0.0011929427273571491
LMBRD1,0.005963004,5,0.0011926008388400077
VDAC1,0.0059587783,35,0.0001702508090862206
TAF2,0.0059522996,20,0.00029761497862637045
ACTR5,0.005950823,4,0.001487705740146339
IGFBP1,0.0059503163,18,0.0003305731289502647
SLC5A12,0.0059479172,8,0.0007434896542690694
CORO1A,0.005943731,9,0.0006604145487977399
YAF2,0.00593994,6,0.0009899899984399478
EIF4E,0.005937115,70,8.481592605156558e-05
PDE1C,0.005936809,22,0.000269854949279265
ELOVL7,0.0059344163,7,0.000847773759492806
POLN,0.0059337984,5,0.001186759676784277
CLEC4E,0.005931105,6,0.000988517499839266
STK38,0.005926147,8,0.0007407683879137039
BATF3,0.005922961,5,0.0011845922097563743
ITGA2,0.0059108185,44,0.00013433678329668263
SLC26A1,0.005906503,12,0.0004922085984920462
KYNU,0.0059043295,14,0.0004217378196439573
CIDEC,0.0059040785,3,0.0019680261611938477
OR5D14,0.005899687,3,0.001966562277326981
KLK8,0.005894987,4,0.0014737467281520367
SKIV2L,0.0058931895,8,0.0007366486825048923
H4C4,0.0058929734,94,6.269120631065774e-05
KCNA4,0.005891293,5,0.0011782585643231869
TCL1B,0.005889788,3,0.0019632626014451184
ME1,0.0058836835,22,0.00026744015684181994
H4-16,0.0058725197,95,6.181599670334866e-05
AP3B1,0.005866457,9,0.0006518285307619306
FCER2,0.0058561442,9,0.0006506826935542955
ACHE,0.005853732,20,0.0002926866058260202
NEDD4,0.0058456217,29,0.00020157316185790916
MRPL9,0.005844341,7,0.0008349058750484671
GALNT13,0.0058426675,8,0.0007303334423340857
CLEC4G,0.0058343955,4,0.0014585988828912377
SEPHS2,0.005827965,8,0.0007284956518560648
CXCL11,0.0058245542,18,0.0003235863469954994
CSF2RB,0.005823748,32,0.0001819921308197081
MTRR,0.005823746,13,0.0004479804506095556
SQSTM1,0.0058215316,45,0.00012936736974451278
IGFBP4,0.0058202706,7,0.0008314672325338636
E2F7,0.005818598,9,0.0006465108858214484
CHRM5,0.0058174776,18,0.0003231931995186541
SNRPB2,0.0058169942,8,0.0007271242793649435
CRTAP,0.0058134543,4,0.0014533635694533587
HEYL,0.0058101546,16,0.00036313466262072325
BAG5,0.0057980143,4,0.001449503586627543
EPHA1,0.005796276,9,0.0006440306703249613
DERA,0.0057922252,12,0.0004826854371155302
STXBP2,0.0057853702,6,0.0009642283742626508
POLR1A,0.0057698423,16,0.0003606151440180838
FOSL2,0.0057557886,8,0.0007194735808297992
KAT8,0.005755203,4,0.00143880071118474
POLI,0.0057526557,9,0.0006391839641663763
TLR10,0.005752275,7,0.0008217536046036652
LY6G6F,0.0057521546,4,0.001438038656488061
NR4A3,0.0057463096,10,0.0005746309645473957
TBC1D4,0.0057396316,11,0.0005217846906320615
PAX5,0.005739156,10,0.0005739156156778335
PDHA2,0.005738456,21,0.00027325980010486787
PLK1,0.0057379273,66,8.693829207032016e-05
PTCD3,0.0057328837,6,0.0009554806165397167
FBXO5,0.0057302965,15,0.0003820197656750679
FMO3,0.00572881,16,0.00035805063089355826
NEDD1,0.005727945,16,0.00035799655597656965
ASB2,0.0057225935,7,0.000817513359444482
TP63,0.0057190987,27,0.00021181847141296775
APH1B,0.0057115727,37,0.00015436683001147735
ATP8B1,0.005707791,7,0.0008153987250157765
FZD10,0.0056966334,36,0.00015823981569459042
XYLT2,0.005683573,13,0.0004371979202215488
CCR7,0.005680404,16,0.00035502525861375034
UIMC1,0.005680171,18,0.0003155650467508369
LAMB1,0.005669883,36,0.00015749674963040484
SALL4,0.005664252,10,0.0005664252210408449
SCNN1A,0.005663715,35,0.00016182042392236845
SETD6,0.005657249,4,0.001414312282577157
ST8SIA2,0.005655073,15,0.00037700487300753596
SLC8A3,0.005650189,25,0.00022600755095481873
EVC2,0.005643991,8,0.0007054988527670503
OR52J3,0.0056435033,3,0.001881167758256197
NGEF,0.0056425566,26,0.00021702140712967285
SLC2A10,0.0056359735,7,0.0008051390759646893
CFHR1,0.0056163883,5,0.0011232776567339897
OR8B3,0.005614535,3,0.0018715116505821545
HDAC9,0.0056103114,30,0.00018701038012901942
MMP15,0.005605451,7,0.0008007786901933807
ARRB2,0.005592036,77,7.262384494790784e-05
KIF3A,0.005585934,24,0.00023274725147833428
FOXO6,0.0055841673,19,0.0002939035429766304
PAX2,0.0055839363,7,0.0007977051926510674
EPB41L3,0.0055833235,8,0.0006979154422879219
IL2RA,0.0055766874,55,0.00010139431635087186
IDE,0.0055713193,8,0.0006964149069972336
TNFRSF21,0.005567854,10,0.0005567853804677725
GML,0.0055664373,7,0.0007952053232916764
GNRHR,0.0055553215,11,0.0005050292238593102
PLXNC1,0.005548788,6,0.0009247979614883661
RNF43,0.0055381395,6,0.0009230232487122217
COL18A1,0.0055254726,15,0.00036836483826239904
KCNK6,0.00552376,7,0.0007891085531030383
VAPA,0.005518205,11,0.000501654999838634
PPA2,0.0055178897,7,0.000788269963647638
GJA1,0.0055159535,36,0.00015322093127502335
KLRC4,0.005509438,2,0.0027547189965844154
MBOAT1,0.0055092215,11,0.0005008383146063848
SPCS3,0.005502498,9,0.0006113886419269773
SCN1A,0.005496825,10,0.0005496825091540813
SUMF1,0.0054918197,9,0.0006102021887070603
MNDA,0.005491132,3,0.0018303773055473964
DERL1,0.0054899678,16,0.000343122985213995
INPP4B,0.0054825866,15,0.00036550577109058696
AP1M1,0.0054821954,20,0.0002741097705438733
IFNL2,0.005479019,5,0.001095803827047348
AGO2,0.0054714107,33,0.0001658003241049521
HTR3B,0.005468013,5,0.0010936026461422443
TARS1,0.005460202,7,0.0007800288897539888
H4C5,0.005450191,94,5.7980755066618005e-05
SLC1A4,0.0054471367,18,0.00030261870577103563
TNRC6C,0.005443848,32,0.0001701202563708648
ELK3,0.005433135,4,0.001358283800072968
GSC,0.0054249456,5,0.0010849891230463981
OR6P1,0.005423215,3,0.001807738405962785
PRKD1,0.0054215193,20,0.000271075963973999
ECE1,0.0054152063,10,0.0005415206309407949
PRCC,0.0054145353,8,0.0006768169114366174
IL36A,0.005411773,6,0.0009019621647894382
SLC7A5,0.0053983713,44,0.00012269025583836165
GSN,0.005395273,26,0.00020751050816705593
ELAVL1,0.0053937677,17,0.00031728045467068166
KIF4B,0.005388691,13,0.0004145146992344123
CCL11,0.005379783,28,0.00019213510677218437
CYP2R1,0.0053730714,14,0.0003837908152490854
CHST1,0.005367658,7,0.0007668083001460348
DKK2,0.0053641167,19,0.00028232193404906675
IL7R,0.0053626583,29,0.00018491925157863517
DCUN1D5,0.0053626033,3,0.001787534449249506
CCR9,0.0053582643,15,0.00035721762105822563
ZNF135,0.005353297,4,0.0013383242767304182
NDRG1,0.0053500687,13,0.00041154374440128985
CETP,0.005343056,14,0.00038164684415927956
SPP1,0.0053424113,47,0.00011366832644698468
FSHR,0.005335859,26,0.00020522534703979126
SLC23A2,0.005335423,5,0.0010670846328139304
PEDS1-UBE2V1,0.005327516,54,9.865769943981259e-05
ZNF215,0.005327012,3,0.0017756706414123375
ITPKB,0.0053264042,11,0.0004842185669324615
EDN2,0.0053243926,21,0.00025354250378551937
NEK6,0.0053208554,9,0.0005912061573730574
IVL,0.0053158454,5,0.0010631690733134747
SYT7,0.0053138006,3,0.0017712668826182683
SDC4,0.0053056763,31,0.00017115084694758537
DNAJA4,0.0052938764,3,0.0017646254661182563
SOX6,0.005293751,7,0.0007562501622097832
ASH1L,0.0052890526,6,0.0008815087688465913
TTLL12,0.0052840887,3,0.0017613628879189491
PRKCQ,0.0052776886,85,6.209045429440106e-05
FAR1,0.005273414,5,0.001054682768881321
TRIT1,0.005273074,4,0.0013182684779167175
SND1,0.005271769,8,0.0006589711410924792
CES5A,0.005271241,5,0.0010542482137680053
OR51E2,0.0052656922,3,0.0017552307496468227
TMEM132A,0.005265588,4,0.0013163969852030277
GCLC,0.0052571907,42,0.00012517120644804977
THBS2,0.0052511557,20,0.00026255778502672913
HNF1A,0.005249615,13,0.0004038165251796062
ABCG2,0.0052466895,26,0.00020179575165876976
STARD3,0.005243562,8,0.0006554452702403069
MTHFD1L,0.0052432464,15,0.000349549762904644
FBXO7,0.005239584,7,0.0007485120025064264
DEFB123,0.005230042,5,0.0010460084304213524
CBR4,0.005225151,5,0.0010450301691889764
CLDN10,0.005224959,10,0.000522495899349451
ANKRD27,0.0052131712,4,0.0013032928109169006
AK4,0.0052093165,11,0.00047357422723011536
ATP8B4,0.0052074073,6,0.0008679012147088846
ATP6V1A,0.005199197,29,0.00017928266255506155
HAAO,0.005196571,21,0.0002474557564017319
COL21A1,0.0051829335,6,0.0008638222546627125
DNAL4,0.005178471,8,0.0006473088869825006
SERPINA1,0.0051758154,25,0.00020703261718153952
IL1R2,0.0051738676,19,0.00027230881938808844
ZNF773,0.00516735,4,0.0012918375432491302
ACKR3,0.005162238,15,0.0003441492095589638
H2BC5,0.00516205,88,5.865965927527709e-05
GATA4,0.0051602144,22,0.00023455519906499168
CHID1,0.005153091,4,0.0012882727896794677
RPL30,0.005142266,28,0.00018365235467042242
AP2A1,0.0051299618,56,9.160646004602313e-05
OTUB1,0.0051285145,5,0.0010257028974592687
LIPC,0.0051244595,16,0.0003202787193004042
HTR3A,0.0051206416,6,0.0008534402586519718
OR10A6,0.0051178862,3,0.0017059620780249436
TJP1,0.0051087164,29,0.00017616263558638506
TERF2IP,0.0051077656,23,0.00022207676311549932
KSR1,0.005102139,30,0.00017007129887739816
DPM3,0.005096026,9,0.0005662251367337174
SLC2A9,0.0050956085,7,0.0007279440760612488
OR4A47,0.005091601,3,0.0016972003504633904
FIBP,0.0050814757,2,0.002540737856179476
CP,0.0050803395,15,0.0003386892999211947
DGKH,0.0050797323,13,0.00039074863665379013
RAB19,0.005076493,3,0.0016921643788615863
HLA-E,0.005068945,36,0.00014080403424385522
TNFSF14,0.0050671054,9,0.0005630117116702928
ACAN,0.0050648884,12,0.00042207403263698023
DNM3,0.0050566373,22,0.00022984715178608894
PLEKHG1,0.0050561954,6,0.0008426992377887169
RAB3IL1,0.005055475,5,0.0010110950097441673
HSD17B7,0.0050504375,38,0.0001329062506556511
