gene,importance_sum,degree,importance_mean
CACNA1H,0.028031498,63,0.0004449444157736642
ALDH4A1,0.028014218,31,0.0009036844656352073
NFKBIA,0.028008979,200,0.0001400448940694332
NTRK1,0.028000167,46,0.0006086992747757746
WASL,0.027920235,60,0.0004653372491399447
ITPR3,0.02789891,112,0.000249097406465028
RUNX2,0.02786652,37,0.0007531491888535989
ATP2B1,0.027824966,28,0.000993748794176749
LPIN3,0.027789572,18,0.0015438651252124044
GRIN2B,0.027717864,63,0.0004399660974740982
LEP,0.027673397,29,0.0009542550763179516
UBE2D2,0.02766434,32,0.0008645105990581214
SYK,0.02765093,96,0.0002880305207024018
MYH9,0.027529588,34,0.0008096937637995271
UBE2I,0.027506314,68,0.00040450462085359236
GRIN3B,0.027429983,15,0.0018286655346552532
NR3C2,0.02735211,44,0.0006216388534415852
RAD50,0.027326941,47,0.0005814242870249646
XRCC5,0.02730974,25,0.0010923895984888076
PIP4K2C,0.02717824,28,0.0009706513956189156
KCNE2,0.027144283,54,0.0005026719084492436
TALDO1,0.02713005,17,0.0015958853285102284
TGFA,0.02710526,78,0.0003475033415433688
BSG,0.027060147,18,0.001503341520826022
LDHC,0.02705029,17,0.001591193544514039
ATRIP,0.02702001,27,0.0010007410827610227
SIAH1,0.026881948,17,0.0015812910654965568
CRADD,0.026867673,17,0.001580451341236339
CASP1,0.026805058,54,0.0004963899652163187
ALG10B,0.026730696,54,0.0004950128840627494
PHC1,0.026600784,25,0.001064031347632408
MAN1A2,0.026583986,15,0.0017722657571236293
GSTT2,0.026555086,18,0.0014752825308177206
ITGA6,0.02654245,45,0.0005898322082228131
AMPD1,0.026468404,23,0.0011508001581482265
RNF103-CHMP3,0.026413724,19,0.0013901959908635992
PROC,0.026326902,22,0.0011966773732142015
MALT1,0.026243895,33,0.0007952695543115789
MCM8,0.0261997,22,0.0011908954686739228
THEM4,0.026166657,20,0.0013083328492939472
CEBPA,0.026144443,29,0.000901532519994111
IFNG,0.02614152,97,0.0002695002122638152
MAT2B,0.02605175,33,0.0007894469820188754
PSMD3,0.026028588,39,0.0006673997029280051
BDKRB1,0.026006814,21,0.0012384197186856042
RAB4A,0.025996359,19,0.0013682294244828977
ACTN4,0.025886253,27,0.0009587500934247617
LRP6,0.02560984,42,0.0006097580882764998
DLL1,0.025603306,49,0.0005225164397638671
FRAT2,0.025430888,17,0.0014959345845615164
PLCG2,0.025426168,105,0.00024215398090226308
KTN1,0.025388364,19,0.001336229670988886
CCL4,0.025350075,38,0.0006671072425026642
TFRC,0.025162311,40,0.0006290577817708254
