gene_i,gene_j,pair_importance,n_shared_pathways
FXYD7,REST,8.999010359111992e-08,2
NUP210,SIRT1,8.99877088400558e-08,4
NCK2,SHH,8.998434213383644e-08,6
BCL2,PIAS1,8.998243865576683e-08,5
H2AZ2,NUP35,8.998159439776998e-08,6
FANCA,RFC3,8.997952874532488e-08,16
ACADM,UBC,8.997331235605088e-08,1
KAT5,RHOB,8.997210676486844e-08,4
ADCY8,TSC2,8.997142938305244e-08,32
DYNC1LI1,IFT46,8.996961753382493e-08,1
COX10,COX16,8.99645442586916e-08,1
FUT9,ST6GAL2,8.995835353026753e-08,40
DSCC1,FAM91A1,8.995678468792789e-08,4
NEU3,SMPD3,8.995556626939943e-08,39
CNGB1,LRP12,8.99491933036166e-08,18
ATRIP,CCNA1,8.994798167405449e-08,5
ARRB1,PPP2R2A,8.994583289290148e-08,4
IL1R2,PEDS1-UBE2V1,8.99451743197055e-08,30
IL36B,IL36G,8.994357258984564e-08,2
FKBP9,RGS7,8.994307793691592e-08,12
DGKG,MBOAT1,8.99404985726144e-08,42
BRAF,CCNA1,8.993547240265798e-08,2
POLR2D,TRA2B,8.992999780965683e-08,4
NCSTN,PIK3R2,8.992944619014287e-08,4
DNM2,ITGA1,8.992833882247309e-08,4
CXCR2,LARP1,8.992775235583395e-08,1
COLGALT1,MMP9,8.992727639361559e-08,13
CHRM3,KCNN4,8.992311001588784e-08,36
CYP3A43,GSTA4,8.992240241312288e-08,2
CXCL8,NOS3,8.991501587729545e-08,2
INPP5D,NCK2,8.991042637991762e-08,36
GNB1,HTR3E,8.990711464207379e-08,2
FLG,KRT4,8.990411171083679e-08,2
DUSP5,PPP2R5D,8.990061278746353e-08,3
POLE,UBA7,8.990061006741712e-08,3
OSBPL10,PLD1,8.989995592401101e-08,1
CDC37,ESR1,8.989900972949938e-08,16
MAP2K1,PRKAG2,8.989805166947917e-08,3
CERS4,GBA3,8.989762244982333e-08,7
SNRPE,SYMPK,8.989624666888574e-08,4
MIR4491,SHISA5,8.988993727143679e-08,2
SKA1,UBE2I,8.98833166229629e-08,3
PITX2,RELN,8.98758756306961e-08,5
GGT5,MTRR,8.987410460292722e-08,10
SLC16A7,SLC6A19,8.987238290606807e-08,12
KL,UGT1A5,8.986683004501804e-08,24
OXSM,PIK3C2B,8.986191346593841e-08,1
DNMT3A,SMARCB1,8.986004127550154e-08,13
MAPT,NUMB,8.985999500055186e-08,1
CD19,PLCG2,8.985756050350346e-08,4
MYC,TIE1,8.985731625443805e-08,1
CELSR1,SMO,8.985653407456162e-08,8
CXCL8,NFATC1,8.984993726812718e-08,2
KAT2B,PSEN2,8.984961426790821e-08,72
FYN,LRP6,8.984562382028769e-08,54
CTSL,JAK1,8.983338983803435e-08,3
FGF6,TP53,8.983271992946129e-08,4
AP1G1,CTSO,8.983163510833946e-08,5
HDAC3,TBCD,8.982779320376721e-08,1
NECTIN3,PVR,8.98258719628231e-08,18
MMP7,STRN,8.982057408957189e-08,1
GNAI1,PPP2R3C,8.981863430790327e-08,3
ACOT12,PPT1,8.981845667221933e-08,1
DAPK2,MAP2K1,8.981739796354304e-08,2
FANCA,RAD50,8.98164917439992e-08,4
DRD2,PDE9A,8.981375924458727e-08,6
AREG,TACR1,8.981178991618322e-08,10
ERCC2,RNF111,8.981029734136947e-08,6
HGS,SPRY1,8.98084238087904e-08,2
ATP2B2,DNM3,8.98083385436621e-08,1
CDK9,INTS7,8.980530452618041e-08,1
ARRB1,BTRC,8.980493686888691e-08,8
CD247,NUP62,8.98036631724608e-08,1
CDK6,GLI2,8.980340870934356e-08,4
CHRNA7,PDE4C,8.98022178147384e-08,8
NSG1,SERPINE1,8.980023125104708e-08,1
CLIC5,WHRN,8.979705296897379e-08,24
PPP2R5D,VRK2,8.979623331943169e-08,6
HAO1,SLC43A2,8.979591115121366e-08,1
AKT3,NGEF,8.979590093716183e-08,4
ABCB5,ABCF1,8.979217169802212e-08,8
FBXW11,PPARD,8.979202040107839e-08,12
EREG,KHDRBS3,8.97877043718218e-08,18
CALM3,PPP5C,8.978707681517317e-08,2
CHMP4C,CXCR4,8.978674514992235e-08,3
PIK3R6,TNFAIP8,8.977760757034048e-08,1
PROS1,SELE,8.977755072692162e-08,1
FGF2,IL3,8.976129360627194e-08,6
CDH5,NECTIN3,8.976129004122245e-08,36
HERPUD1,MAN1A1,8.976072270646303e-08,6
ELP1,NFKBIA,8.975415961369907e-08,51
GNG4,TIAM1,8.975365794593876e-08,2
KAT2B,NR3C1,8.975317761068696e-08,40
GABRA6,SLC12A5,8.975120863174979e-08,8
ADRA1A,VAV3,8.9750598286642e-08,2
CCL3,IL6,8.975044393326008e-08,12
CCND2,PIK3CD,8.974843979103753e-08,2
KRAS,LRRC7,8.974679405502093e-08,36
SKIL,WT1,8.974398498414378e-08,3
LYPD5,PGAP1,8.974372338475965e-08,9
NT5E,PDE3B,8.974310716780565e-08,2
CTSL,IL6R,8.974216569868076e-08,1
AKR1B1,OSBPL3,8.974158182718794e-08,8
BLK,GPC1,8.97408976617863e-08,90
SAA1,TLR4,8.973999404230752e-08,12
LAMC1,LTBP1,8.973769638487283e-08,2
ERRFI1,MAP2K6,8.97368721388516e-08,27
PDCL,PFDN4,8.973565142475146e-08,8
SDC4,TGFBI,8.973406927892103e-08,80
KRAS,RPTOR,8.973304214368767e-08,60
FBP2,UGP2,8.973254883581916e-08,4
PPP2R5C,TSC2,8.97313066072769e-08,3
DYNC1H1,ST8SIA6,8.972542409058093e-08,4
DGKE,PLCE1,8.972303078280675e-08,1
GALNT2,POFUT1,8.972165232989937e-08,1
HCLS1,LAT,8.972031775300593e-08,5
HSD17B4,SLC25A20,8.971674653190931e-08,4
ADCY2,FCGR3A,8.971498651913887e-08,7
APCS,NCSTN,8.971336606933278e-08,4
CNTN6,IL17RD,8.97123412737157e-08,42
ATP1B1,MYLK4,8.970964682220028e-08,2
RPS14,RRAGD,8.970901532734388e-08,5
KAT5,POLE,8.970411412290158e-08,4
IGF1,PPP2R2A,8.970040591786226e-08,3
GRIK3,PLCB1,8.969185250294147e-08,6
HSCB,HSD17B4,8.969133702407817e-08,2
RNGTT,SFPQ,8.968840914391762e-08,4
ATP6V1C1,NDUFS2,8.968230580386205e-08,2
CALM1,LRAT,8.967965925421595e-08,1
PRKAG2,SLC2A4RG,8.967714393293136e-08,1
ALDH2,SLC22A2,8.967299738316115e-08,20
STOM,WASL,8.967295258492484e-08,16
KCNN2,MYH9,8.967202099844733e-08,12
FGF2,NTN4,8.967009357263578e-08,2
HCK,PTEN,8.966852146599338e-08,9
TRIO,YES1,8.966610698379895e-08,4
POM121C,PPP2R2A,8.966305342639203e-08,4
CREB1,SIK2,8.966291886736144e-08,2
GRIN1,VDR,8.966187792225355e-08,3
DNAJC5,SEC24B,8.966162567958236e-08,1
APOB,SPARC,8.96577314109942e-08,32
BCL2,NOS1,8.965549490812762e-08,10
ADCY9,NPTN,8.965493580870287e-08,2
IL6,TRAF1,8.965416009587557e-08,4
PIK3R2,RING1,8.965376205767594e-08,20
EIF4E,PTPN6,8.965295291337345e-08,3
AQP7,IYD,8.964905262587308e-08,2
CXCL12,MX1,8.964287439334434e-08,7
ATP2A2,LMNA,8.963803743711196e-08,4
NDUFA4,TXN,8.962573927462358e-08,12
CR1,CTLA4,8.962511296089391e-08,111
GSK3B,SOX17,8.96236424230322e-08,48
NFATC2,WIPF1,8.961715014521587e-08,2
EGR1,RRAGC,8.96157711103389e-08,18
ERBB2,GAB1,8.961399337870102e-08,11
ACO1,CLYBL,8.961184150280133e-08,2
ELP1,PHF20,8.961154662756599e-08,1
FXN,UGT1A4,8.960775899069517e-08,4
CACNA1S,HTR1A,8.96062379663173e-08,28
H2BC4,PRKCI,8.96051054674607e-08,8
AMY2B,TREH,8.96016954868295e-08,32
CBL,NGEF,8.960145614356207e-08,2
ABCB1,ATP1B2,8.959750630310737e-08,1
LMX1A,RET,8.959254493845492e-08,7
GRIN2B,PDE1A,8.959203936756113e-08,18
CD36,MAPK8,8.959116293283387e-08,4
FGD3,FGD4,8.95865817640562e-08,4
MYH14,PLXNA4,8.958604606294311e-08,3
MMP15,PRKCG,8.958580906733478e-08,3
ADCY7,CD38,8.958534371677578e-08,24
GNA15,PRKAR1A,8.957642752029094e-08,12
CYP1A2,MYC,8.957156083511109e-08,2
GRIN2B,PDE6A,8.956976819500066e-08,12
HLCS,NMNAT2,8.956220961161183e-08,6
ACOX2,SLC1A4,8.955917080166742e-08,8
CHRNA7,UGT2A2,8.954913122138919e-08,4
TNFRSF11A,TRAF1,8.954836872021588e-08,6
FAS,GSDME,8.954719632470187e-08,2
PPP2R5E,ULK1,8.954173950452098e-08,3
ATP1A4,CAMK1D,8.953673988898458e-08,5
KCNJ5,PIK3CD,8.953548302770287e-08,2
FYN,MUC16,8.952995794385823e-08,54
DNAJC5B,HSP90B1,8.952553565144683e-08,2
IFNGR2,RIPK1,8.95248109996268e-08,6
ADRB1,KCNJ8,8.952473652710998e-08,49
ABCC1,GGT5,8.952029872943967e-08,3
GBE1,GSK3B,8.951643149622777e-08,12
ABCG8,SLC9A1,8.951478758234543e-08,2
AKT3,PRKCH,8.951454333328002e-08,2
FGF23,MAFB,8.951242843375467e-08,14
CCND1,MDM4,8.950958533637636e-08,8
GOT1,PDK1,8.95082644446056e-08,9
GRM5,PPP3CA,8.950681780010387e-08,6
IRS2,SORBS1,8.9501073397176e-08,32
NTN1,ROBO1,8.94945748434554e-08,9
H4C5,MAPK1,8.948929765446867e-08,6
AKAP12,PRKCH,8.948375551653953e-08,1
PLA2G6,SLC44A1,8.948245048638152e-08,3
ERBB4,GRB7,8.948126667754353e-08,48
PLA2G4A,PNLIPRP1,8.94810310292371e-08,4
CYP3A4,GGT5,8.947876839471292e-08,2
GPD1,LPL,8.947721744922977e-08,30
CDK5R1,JUN,8.947564225647575e-08,4
AK9,NTPCR,8.94733078737886e-08,2
CNIH3,COPZ2,8.94708352405793e-08,2
FOXK1,PSMD1,8.946813834628412e-08,7
CCR3,MLXIPL,8.946503237359608e-08,30
ARC,ID3,8.945969279871104e-08,6
SERPINB2,UGT1A1,8.945893625877943e-08,1
BTRC,FBXL7,8.945797191906024e-08,4
MGST3,PLA2G4A,8.945782781211165e-08,4
FSTL1,PARD3,8.945620605647182e-08,21
ORAI1,PTPRC,8.945441097973905e-08,25
GABRB1,HTR2A,8.945034735339887e-08,28
DAPK2,TP53,8.944987506254165e-08,2
APOC3,CAMKMT,8.944769191998603e-08,2
ADRA2C,CHRM5,8.944439107601287e-08,4
ACTN2,NRGN,8.944403928623501e-08,3
GRIN2A,KRAS,8.944198743717564e-08,84
CACNA1D,XIRP2,8.944180122464711e-08,6
CASP10,MAPK11,8.943904017399973e-08,3
PLCG1,RPS6KA1,8.943893452961109e-08,16
ADCY8,GUCY1B2,8.943760904632243e-08,32
GCLC,RRM1,8.943376172965145e-08,1
MAPK8,PEDS1-UBE2V1,8.943281460012387e-08,16
GFPT1,PYGL,8.943129614635836e-08,2
PIK3R2,TBC1D4,8.943072393741147e-08,12
DHFR,PANK4,8.942760842955977e-08,2
NCK2,TIAM1,8.942706301533238e-08,6
MAPRE1,PTPN1,8.942397331512807e-08,5
IL6,ITGA6,8.942269023037852e-08,10
CALM1,MAPT,8.94220452962724e-08,4
GGT1,KDM6B,8.942027562852672e-08,1
CREBBP,NT5E,8.941841933562955e-08,2
CKAP4,UBE2G1,8.941527992097538e-08,6
CCND2,SOCS7,8.941516682625661e-08,1
ACOT6,CYP2C9,8.941289575403744e-08,3
CACNA1B,PIK3R2,8.941152918051642e-08,4
ATP1B1,TG,8.941117357608164e-08,1
ATP1B2,CACNA1D,8.940960394276942e-08,4
POLR2B,TAF3,8.940885339823188e-08,20
BCR,NFATC1,8.940826745629238e-08,1
CD48,TP53,8.940543150259828e-08,2
ABCC3,ABCG8,8.940372420163101e-08,3
IL27,TYK2,8.940209745269065e-08,48
BST1,PLCB1,8.940115053787865e-08,7
BRD4,PARP8,8.939298368204618e-08,1
NET1,TJP2,8.939135653918129e-08,2
GLI3,LAMB2,8.939092629075181e-08,6
INTS1,INTS7,8.939068152358232e-08,1
PRKCE,RASGRF2,8.938653313824337e-08,3
CUL1,SLC40A1,8.93849929258413e-08,3
MAPK1,MAPK11,8.937737635555778e-08,56
COL18A1,COL23A1,8.937555014045667e-08,24
DUSP10,TAB1,8.937261403163532e-08,8
CCNE1,PDCL,8.937068307623974e-08,4
LRP10,SAG,8.936518106998174e-08,3
GCM2,PLD1,8.936503093082138e-08,1
PDE1C,SCNN1B,8.93636116217067e-08,2
FOS,GCLC,8.935751762487176e-08,8
HTR1F,MCHR2,8.935187492294106e-08,10
CYP1A1,MTARC1,8.934815554084707e-08,1
MAP2K1,WNT9B,8.933766978043896e-08,3
FGG,PAPPA,8.933692896562206e-08,1
PPP2R1A,SLC18A1,8.933556878484618e-08,12
EFNA5,EPHB2,8.933382047067913e-08,12
CYFIP2,JUN,8.932480936342524e-08,2
ATG3,TSC2,8.931827966129902e-08,2
ATG7,FGB,8.931779354255827e-08,4
ASIP,FZD6,8.931362316388913e-08,1
RFT1,ST3GAL1,8.930882789419084e-08,36
PGM1,PPP2R5D,8.930769190840238e-08,2
CSF1R,VLDLR,8.930227068937313e-08,4
NELL2,SRGAP3,8.930029989547468e-08,3
GATAD2A,PHF19,8.929791306400148e-08,1
CISH,WNT3A,8.929602302032436e-08,1
DHCR7,NUP93,8.92957293293269e-08,3
H2BC5,TET2,8.929508406770499e-08,6
CTHRC1,WNT7A,8.929478051422635e-08,6
PMAIP1,VDR,8.929047591769924e-08,21
GRIN2A,GUCY1B2,8.928879207432366e-08,14
NRG2,PLCG1,8.928347218842281e-08,7
HGS,SYNJ1,8.92804212782039e-08,2
TIRAP,TRAM1,8.92797069190765e-08,8
MEN1,MYC,8.927919736834156e-08,1
CNR1,GJA1,8.927733857281665e-08,18
GAB2,NEDD4L,8.927509187808824e-08,4
PMAIP1,TCF7,8.927059220593798e-08,21
ADSS2,CTF1,8.92676936814496e-08,1
CATSPER3,H2BC5,8.926537131692669e-08,2
MAN1A1,PRKN,8.925923796384201e-08,6
CASP1,CASP4,8.925294958661567e-08,5
PPP1R3A,PRKAR1A,8.925267766524136e-08,4
ARMC9,IFT27,8.92412828079614e-08,1
CS,SLC13A2,8.924054573089535e-08,2
LAMA4,SDC4,8.92368424450552e-08,12
BMP7,HDAC2,8.922998617696373e-08,11
STK38,TRA2B,8.922859132121097e-08,6
FURIN,NUP88,8.922719322660792e-08,6
GGT5,UGT3A1,8.92266391407302e-08,14
BET1L,VAMP3,8.922431660174368e-08,4
NEDD4,TNKS,8.921916756005683e-08,18
ERP29,TRAM1,8.921667227212993e-08,4
ITPR1,SCRIB,8.92158773524443e-08,3
FZD6,ZNRF3,8.921028182840018e-08,2
HRAS,PRKAR2A,8.921016774110223e-08,128
FMO3,UGT1A5,8.920972549564254e-08,4
IGF1,NOS1,8.920969148581055e-08,3
ADAMTS2,FZD1,8.920694509010711e-08,6
AP1S3,CTSO,8.92053066081644e-08,5
MAPK4,NRG1,8.920441052495676e-08,4
CYP2J2,HTR3A,8.920274208179535e-08,2
CUL1,WNT3A,8.92001176996023e-08,3
ID3,SMAD7,8.919392407037013e-08,4
AHI1,EXOC2,8.919089022458042e-08,38
CLASP1,DYNC2H1,8.918898342091808e-08,6
BRIP1,WRN,8.918317701507908e-08,30
CXCL8,YWHAZ,8.918019392145128e-08,10
KDM4A,TIMELESS,8.917996474622214e-08,4
CUL2,WTIP,8.917714145129096e-08,50
CYP24A1,PRKCB,8.917371370942458e-08,16
BCAT1,E2F3,8.917123535106929e-08,66
ITIH2,SPP2,8.916783130382318e-08,24
PLA2G2A,SLC1A4,8.916241847067852e-08,10
ALDH2,FBP1,8.915565630901456e-08,2
NCOA2,VCAN,8.915564242428786e-08,6
PPP3CA,VAV1,8.915210729260974e-08,12
COL4A2,HNF1A,8.9148642246073e-08,1
CPB2,SLC30A7,8.914848859120639e-08,3
KDR,PRR5,8.913320776535162e-08,18
ACACB,SORBS1,8.91289495541514e-08,4
PTTG1,ZWINT,8.912842847340341e-08,80
IL13,JAK2,8.91279265831687e-08,126
CRYAA,MAN1A1,8.912618120532962e-08,18
GNB4,RGS16,8.912395088600533e-08,1
HHIP,WNT2,8.91115931785554e-08,6
ANO5,TRPC7,8.910954948232463e-08,8
GRIA1,NTRK2,8.910247016342271e-08,40
CHRM2,TGOLN2,8.90999278663207e-08,16
MEF2C,PIK3R2,8.909857895922357e-08,4
SMARCC2,SMARCD3,8.909676705139494e-08,32
SDC3,STRA6,8.909587734251545e-08,1
GNAS,MYC,8.909272963819603e-08,2
CDK2,H4C8,8.909199382718539e-08,40
FCN2,PROS1,8.90904061634501e-08,2
BAK1,FHIT,8.90868821978834e-08,60
EIF4E2,PDGFC,8.908566746512747e-08,5
CTHRC1,MAPK10,8.908156345910356e-08,2
ARRB2,ROR2,8.908128447417328e-08,5
CNTN6,SCN3A,8.907836634589447e-08,14
MTRR,UGP2,8.907256174861544e-08,40
KMT5A,RELA,8.906400061903241e-08,8
FREM1,ITGA1,8.90627329663829e-08,2
FCER1G,LAT2,8.905258397362559e-08,1
ACER2,NUP85,8.905163178521067e-08,4
ADCY1,APBA1,8.9047922813279e-08,2
ATF6B,CDK6,8.904477510895958e-08,1
CREB5,SCN1A,8.904208748106157e-08,2
ANAPC1,POLD3,8.903492050146294e-08,12
ERP29,KCNJ8,8.902480175265737e-08,1
CD36,PIK3CB,8.902183835728626e-08,4
ABAT,IL4I1,8.90171210077284e-08,6
EGFR,LAMA4,8.901043385689533e-08,6
MYH10,NF2,8.90101831006894e-08,18
AMBRA1,ATG4C,8.901008490269646e-08,10
SDCCAG8,TRAF1,8.901004555639247e-08,2
DHRS9,PNLIPRP1,8.900807439241969e-08,6
CYCS,DCC,8.900688812490028e-08,24
DRD4,P2RY13,8.900393844157861e-08,10
ABCC4,FOS,8.899983728003862e-08,12
LAMA4,PDGFB,8.899497218696484e-08,50
BTRC,CDC25B,8.899493320058127e-08,2
CACNA1G,CXCL8,8.89912374901769e-08,2
NOS1,PRKAR1A,8.899113623783705e-08,2
PRORP,TRMT11,8.898889321725297e-08,12
PROC,SMAD7,8.898460498660277e-08,8
GLB1,SPTLC2,8.89822301177157e-08,285
COMT,FURIN,8.898035844453801e-08,6
GRIA1,PLCG1,8.898014058900117e-08,4
ANAPC1,MOS,8.897923617096765e-08,16
MGMT,POLD1,8.897667765535762e-08,6
FYN,MAP3K8,8.897604072628973e-08,1350
GNA14,PPP3CA,8.897319722644959e-08,4
DYRK1A,PSMD1,8.897195158397153e-08,1
KRAS,PDE3B,8.89714249496798e-08,24
ALPL,LY6D,8.897123621176561e-08,2
SMURF1,TEAD1,8.896396008761798e-08,8
HSPA4L,RPTOR,8.896379632972184e-08,2
EXOC6,IGFBP7,8.896005141423302e-08,5
ADCY5,BAAT,8.895881731252331e-08,2
SST,TAP1,8.895855163615352e-08,2
MCM4,MCM7,8.895825039101357e-08,20
NECAP1,SH3GL2,8.895317606116837e-08,16
SLC14A1,SLC30A1,8.894900294098562e-08,2
MGAT4C,ST8SIA6,8.894452858260182e-08,12
ABR,RAB7A,8.89421354344222e-08,2
ADCY7,EIF4E,8.894200268875589e-08,9
CASP2,LRRK2,8.894106933552222e-08,23
ADCY7,MUC7,8.894053227237464e-08,3
FRS3,NGFR,8.893978351021126e-08,6
ACOT12,ADH7,8.893968539425146e-08,3
PEDS1-UBE2V1,TAB2,8.893792774560811e-08,84
LIG4,UBE2V2,8.893547864818885e-08,4
EPS15L1,STAM,8.89336396331375e-08,8
ACACB,FBP2,8.893177443070055e-08,3
CYP3A7-CYP3A51P,SLC5A8,8.892917868763561e-08,2
DUSP5,PPP2R5C,8.892438814929922e-08,3
IL12B,TBX21,8.891380438829043e-08,48
CAMK2G,ERBB2,8.891311820136139e-08,4
PPP2R1A,PRKCG,8.8900053953761e-08,8
MAPK11,PSMD1,8.889957925362069e-08,3
BRD1,DR1,8.889886397393336e-08,6
KATNA1,VLDLR,8.889815372725707e-08,4
ABCD4,TAP2,8.889797922795317e-08,6
GTF2F1,PRPF31,8.889632585606932e-08,2
ATRIP,FANCA,8.889270262935067e-08,3
NCEH1,SOAT2,8.889148981824913e-08,8
APC,FARP2,8.889143998658255e-08,1
RAP1B,UBC,8.888347480251468e-08,1
GGT5,MTR,8.888336111567696e-08,1
MAP1B,MARK1,8.888069430341983e-08,10
GSK3B,MAPK13,8.887916465999401e-08,8
RPL30,SEC11C,8.887830207250415e-08,6
INTS1,POLR2E,8.88765184485708e-08,9
GSK3B,SPDEF,8.88728329377788e-08,64
P2RY2,SRC,8.887274619932366e-08,6
PDE4C,RRM1,8.887268432289375e-08,4
CYB5R3,CYP4F22,8.887219005160318e-08,4
MYF6,NCOA4,8.887072056040779e-08,1
MAPK13,PPP1R1B,8.886989011358537e-08,2
MAPKAPK5,STAT1,8.886966317411122e-08,20
EEF1A2,RPL5,8.886866820212447e-08,6
CCL3,TMPRSS2,8.886256293768231e-08,3
COL4A3,CTLA4,8.886015179907623e-08,37
ECHS1,PTGS2,8.886002004354632e-08,2
BBS4,GABRG3,8.88580924396365e-08,4
CYCS,PSMA1,8.885517477352778e-08,4
H4C5,SMYD2,8.885470392794304e-08,8
CYP3A4,SDF2L1,8.884895434657647e-08,22
FBP1,RPTOR,8.884821234289575e-08,4
POLE,UVSSA,8.884288411024899e-08,8
GFRA2,SPTA1,8.88410554011898e-08,1
CD2BP2,DDX42,8.884056512670213e-08,2
GNA15,TXN,8.883982616225694e-08,1
PPL,XDH,8.883629099010193e-08,14
ADCY10,PAPSS2,8.88360958128942e-08,2
NT5C3A,POLD1,8.882266574102478e-08,3
STK11,TFPI,8.882261745279952e-08,30
PBRM1,SMARCC1,8.882209812099973e-08,2
HRAS,LBR,8.88189431505804e-08,24
AQR,TRA2B,8.88164442269801e-08,6
DCK,ENTPD7,8.881507085334306e-08,1
HMGCR,PFKFB2,8.881259816462261e-08,1
ACADM,GGT5,8.880543589384615e-08,1
ARSB,B3GALNT1,8.880404367417327e-08,4
ADCY7,FZD10,8.880355532407218e-08,6
GRB2,SLC26A4,8.880339663619452e-08,1
CR2,GNAI3,8.880301916036615e-08,3
CAMKMT,EZH2,8.880261703758663e-08,4
FGFR2,PFKP,8.880034598555332e-08,11
PDGFD,PTPN11,8.879294194490303e-08,49
FYN,SEMA4D,8.879195243634443e-08,135
LRP6,RCAN1,8.879003843276223e-08,2
MAN1A2,PPP6R1,8.878740942463992e-08,1
CHRM2,GHRHR,8.878639268239397e-08,16
ARID1B,SMARCA4,8.878535667691118e-08,16
BLNK,STIM1,8.878483548357963e-08,2
IL6,NR3C1,8.878379195363618e-08,20
IRS1,MAPK10,8.878232837794542e-08,4
PDK1,PRKCG,8.878211676943693e-08,3
ABCG8,SOAT1,8.877998070033755e-08,2
EGR1,HDAC2,8.877976338285409e-08,6
ALAD,FABP1,8.877944424057205e-08,2
FH,RAP1A,8.87763675905262e-08,1
CHST3,GPC1,8.87727464732313e-08,5
MAP3K8,XPO1,8.877182416602229e-08,725
NOS3,PRKACG,8.876826007586658e-08,3
CLIC5,KCNMA1,8.876554997749907e-08,36
CDC27,IL6,8.876545187774809e-08,2
TFDP1,TNRC6A,8.876507617827656e-08,4
SNX9,TACR1,8.876419428371918e-08,10
CYP2C9,SLCO4A1,8.875925455731348e-08,12
ACER1,SLC16A9,8.875861134960417e-08,3
CBSL,GGT1,8.875849033529448e-08,2
HLA-A,LCK,8.875619474044658e-08,88
EGFR,KCNJ6,8.87551792801607e-08,3
GPC1,NTN1,8.875044323342074e-08,5
NECTIN2,TLN1,8.874686052706693e-08,2
CR1,RAB1A,8.874519504450025e-08,18
PRKACG,RAG1,8.874347656728787e-08,1
PTPN2,SIRT1,8.874078550994359e-08,34
SQSTM1,TSC2,8.873468715364652e-08,1
FMO6P,PAPSS1,8.872342891486084e-08,5
GCLC,SLC32A1,8.872303780549373e-08,2
PRICKLE2,SFRP2,8.872128013740858e-08,6
LMO4,MAPK11,8.871889178863057e-08,1
HDAC2,IFNGR2,8.87176937724073e-08,6
MAPK12,STAT3,8.87174519033825e-08,6
CCND2,SLC2A1,8.871198531323898e-08,1
MUC2,TFF2,8.870809153904702e-08,1
COL4A2,LAMC1,8.870743517519486e-08,2
RASA1,TRAF2,8.86996645022009e-08,1
GABRA5,GRIA4,8.869826428892225e-08,6
KIRREL3,PTK2,8.869222245522224e-08,2
NKD1,SOX17,8.869096843952308e-08,72
ST3GAL3,ST8SIA6,8.868848118230577e-08,12
CDK1,MARK1,8.868504197678817e-08,4
BRAF,GABRB1,8.868279754992159e-08,4
ACOT12,ACOT6,8.868100564995984e-08,1
PAK5,PRKAR2A,8.867706924320373e-08,2
PTHLH,STAT5B,8.867630930595172e-08,12
H3C6,MAPKAPK2,8.867434518941696e-08,21
MYH14,PLXNC1,8.866772945500163e-08,3
CADM1,KCNJ6,8.866510453378727e-08,23
ITGB3,KDR,8.86640072855829e-08,24
LHCGR,ZP2,8.866397394058367e-08,1
POLR2D,SMNDC1,8.866190936059522e-08,6
DYNC2H1,IQCB1,8.866002794890211e-08,6
LY96,MAPK13,8.865524000108611e-08,6
DOT1L,GCDH,8.865309775174524e-08,2
CITED2,HMOX1,8.865112022249377e-08,1
RPL18,RRAGD,8.865082179454475e-08,1
ARNT,GCLC,8.864981992928733e-08,1
COL4A4,GFRA1,8.864693157306647e-08,2
OTUD3,RNF146,8.864348855768846e-08,50
DKK1,PRICKLE1,8.864234146699346e-08,2
IL6,MTRR,8.864212617254452e-08,20
DENND1A,MADD,8.863230149813717e-08,2
LSR,SOAT1,8.863195288810743e-08,3
DIO1,FOXO1,8.862910893155569e-08,3
CBS,SLC1A4,8.862730194181268e-08,4
EGR3,TCF12,8.862440942225547e-08,3
ERBB4,KLF2,8.86236158172493e-08,36
ANAPC10,NDC80,8.862251482666395e-08,3
ADCY8,ITGA11,8.861814254634837e-08,16
C3,ITGB3,8.861737151496148e-08,3
GPAT3,PLA2G4E,8.861666256354539e-08,4
DNAJC6,STAM,8.86118840526251e-08,1
KAT2B,SAP18,8.860535997620711e-08,6
AKT3,LEP,8.860494449258738e-08,4
CACNA1C,SCN1A,8.860422973100412e-08,4
KRT4,LORICRIN,8.860219935513669e-08,4
CEP250,LIN52,8.860075340066942e-08,2
DIAPH1,ITGA1,8.860048694714351e-08,2
ARSJ,PRKD2,8.859572775509511e-08,7
KMT5A,MAPK1,8.859569565478065e-08,8
INSR,TSHR,8.859317571681864e-08,6
ARFGAP1,MIA2,8.859304934105694e-08,2
GGT5,PTGS2,8.859095102669613e-08,8
GNPDA1,PGM1,8.858732509622401e-08,58
GRIN1,KCNQ3,8.858692357449627e-08,2
RHOA,RPS6KA1,8.858565769907095e-08,10
MYLK,NCL,8.858473998785144e-08,2
SERPINB5,SERPINE1,8.85727367005984e-08,2
CDC25B,RBX1,8.857074362822459e-08,5
ALOX5AP,PTGIR,8.8568327782923e-08,1
PTEN,RPS6KA1,8.856556069859417e-08,36
ADIPOR1,PFKFB2,8.856463296069705e-08,1
PPP2R1B,SLC18A1,8.856442190730007e-08,6
CHRNA1,RIMS1,8.856362576636911e-08,6
PITPNM2,PLA2G4E,8.856270028445579e-08,1
FXYD4,S1PR1,8.855868088946822e-08,6
EGFR,EPAS1,8.855813252856004e-08,12
ATG3,UBE2N,8.855502153792827e-08,2
ADAMTS5,MMP16,8.85544699188284e-08,112
CLCNKA,TRPA1,8.854718605566525e-08,6
GABBR2,SCNN1A,8.854161566892078e-08,6
MED1,UBA3,8.854079669440296e-08,4
FGF20,ZMYM2,8.854025938579664e-08,84
APPBP2,MAPK8,8.854024916016279e-08,2
