gene,degree,importance_sum,importance_mean,n_nodes
ZFHX3,10,0.0047414782,0.0009482957,2
RPAP2,12,0.004732698,0.0015775661,4
RTN4RL2,3,0.0047294176,0.0015764725,1
DCUN1D1,6,0.004729076,0.0015763586,2
ADCYAP1,24,0.0047231177,0.00019679657,1
MMP16,84,0.0047225724,0.00078709546,14
FZR1,31,0.004721366,0.00015230212,1
KIF16B,32,0.0047213216,0.0005901652,4
NCEH1,16,0.00470785,0.00058848126,2
HLA-DMB,348,0.0047071846,0.0001623167,12
OAZ3,4,0.0047067935,0.0011766984,1
PPP1R14C,9,0.0047049588,0.0015683196,3
CPM,6,0.0047003613,0.001566787,2
DNMT3A,273,0.0046987487,0.00022374994,13
NTN1,16,0.004696473,0.00029352956,1
CWC27,12,0.0046935375,0.0011733844,3
TRIM72,2,0.004686987,0.0023434935,1
IL13,204,0.004686301,0.00013783238,6
RHOU,10,0.0046833446,0.00093666883,2
THRAP3,3,0.0046810005,0.0015603335,1
EXT1,44,0.004678622,0.00042532926,4
ITGA2,44,0.004678104,0.00010632055,1
NDUFAB1,24,0.0046745962,0.00019477484,1
S1PR5,52,0.004670239,0.00035924918,4
KAZN,9,0.004667454,0.001555818,3
ABR,20,0.0046665394,0.00023332697,1
OR51V1,3,0.0046618236,0.0015539412,1
MAP3K21,8,0.00466157,0.0011653925,2
CPD,10,0.0046519525,0.00046519525,1
ANO4,9,0.0046501122,0.0015500374,3
LRRFIP2,2,0.0046475,0.00232375,1
UHRF1BP1L,5,0.0046464875,0.00092929753,1
WASF3,150,0.0046456084,0.00018582435,6
C4BPA,8,0.0046439683,0.00058049604,1
ARAP3,91,0.0046429373,0.000357149,7
CFAP298,1,0.004642645,0.004642645,1
DUSP16,15,0.004640617,0.00030937447,1
CHID1,4,0.004634981,0.0011587453,1
HPR,4,0.0046333494,0.0011583373,1
KSR1,30,0.0046325726,0.00015441909,1
SCN1A,10,0.004632391,0.0004632391,1
FBXL3,12,0.004630231,0.00038585256,1
UBR4,24,0.00462692,0.000578365,3
OR5AK2,3,0.0046253353,0.0015417784,1
COL21A1,6,0.0046247803,0.00077079673,1
ARHGAP18,24,0.0046154554,0.00076924264,4
OR11H7,3,0.004608452,0.0015361506,1
ZFPM2,30,0.0046050027,0.0009210005,6
PIGP,5,0.0046031894,0.00092063786,1
GPR18,16,0.0046030264,0.0005753783,2
ETNK2,11,0.0046027927,0.0004184357,1
UBE2D2,32,0.004598192,0.0001436935,1
PPARA,46,0.0045954743,9.990162e-05,1
SPRR2F,3,0.004591384,0.0015304614,1
SIPA1L1,16,0.0045866985,0.0011466746,4
COL7A1,20,0.004586436,0.0002293218,1
TRPC7,56,0.0045860363,0.00032757403,4
MUC5B,12,0.004580671,0.00038172258,1
ADAMTS5,80,0.0045791157,0.00045791158,8
PRNP,80,0.0045770453,0.00028606533,5
MCOLN3,5,0.004574502,0.0009149004,1
GC,25,0.0045711747,0.00091423496,5
OPRK1,144,0.0045700315,0.00025389064,8
OPA1,4,0.0045695747,0.0011423937,1
BRINP1,33,0.004566172,0.0015220575,11
TET3,8,0.0045601446,0.0011400362,2
NKX3-1,15,0.0045565013,0.00091130025,3
MORF4L1,96,0.0045490977,0.0011372744,24
FABP6,14,0.004541721,0.00032440867,1
ADAMTS12,4,0.0045409566,0.0011352391,1
MTTP,9,0.004537322,0.0005041469,1
OR5D14,3,0.0045370087,0.0015123362,1
CNGB3,3,0.004535198,0.0015117327,1
FILIP1,10,0.004535154,0.0009070308,2
CIAPIN1,2,0.00453437,0.002267185,1
SDCCAG8,18,0.0045341784,0.0002518988,1
ZNF678,3,0.004534101,0.001511367,1
TRPM8,5,0.004521474,0.0009042948,1
AQP1,40,0.0045208703,0.00011302176,1
RAB38,45,0.004519626,0.00050218066,5
MUC7,10,0.0045192423,0.00045192422,1
WIPF3,42,0.0045162668,0.00021506034,2
MAP3K8,1375,0.00451539,8.2098006e-05,25
ABLIM2,12,0.004504517,0.00075075286,2
HOXA1,57,0.004503751,0.0015012505,19
NIPBL,5,0.004502463,0.00090049265,1
ZNF563,4,0.0045021484,0.0011255371,1
SLC25A37,4,0.00450126,0.00225063,2
DCLRE1B,2,0.0044782427,0.0022391214,1
ARFGEF2,14,0.004472031,0.0006388615,2
CCR9,15,0.0044668727,0.0002977915,1
WLS,9,0.0044655,0.0014884999,3
RAB19,3,0.0044638715,0.0014879572,1
UVRAG,8,0.0044596647,0.0011149162,2
TTC30B,5,0.0044502295,0.0008900459,1
GPAT3,20,0.0044399234,0.00044399232,2
STARD13,32,0.0044270298,0.0005533787,4
OAS2,17,0.0044191703,0.0002599512,1
PLPPR4,12,0.0044188364,0.0007364728,2
WIF1,36,0.0044161966,0.00024534424,2
NHLRC2,4,0.004413746,0.0011034365,1
PRICKLE1,7,0.004413482,0.0006304974,1
SLC9C2,3,0.004411935,0.001470645,1
ADAMTS7,80,0.0044075567,0.0011018892,20
OSBPL10,5,0.004403412,0.0008806824,1
OLFM4,9,0.004401352,0.0014671172,3
SEMA5B,5,0.0043980596,0.00087961194,1
MYH8,3,0.004397352,0.001465784,1
HTR1F,30,0.004395524,0.00029303497,2
GLRB,8,0.0043918258,0.0010979564,2
ZNF596,12,0.0043861438,0.0010965359,3
TDGF1,66,0.0043779733,0.0007296622,11
ADAMTSL1,16,0.004376144,0.001094036,4
ADORA1,48,0.004374815,0.00018228395,2
CRMP1,5,0.004371953,0.00087439065,1
ARHGEF10L,30,0.004365604,0.00029104028,2
MED13L,111,0.0043646363,0.0014548787,37
GAN,21,0.0043566446,0.00062237773,3
PKP1,24,0.0043554655,0.00036295547,2
NRP2,39,0.00435228,0.00033479076,3
INTS7,3,0.0043521575,0.0014507192,1
FLG,3,0.0043462794,0.0014487598,1
EXOC4,9,0.0043439926,0.00048266584,1
CD84,4,0.0043415544,0.0010853886,1
ARSI,184,0.004338279,0.00054228486,23
CUL2,450,0.0043378924,0.00024099402,25
HACE1,52,0.0043374198,0.0010843549,13
SMYD1,6,0.004332836,0.0014442786,2
RGS7,96,0.0043290085,0.00027056303,6
CYS1,10,0.004325734,0.00086514675,2
CNTN5,78,0.004322423,0.0014408076,26
ACACB,27,0.0043218727,0.00016006936,1
FIG4,16,0.0043202806,0.00027001754,1
KMT2A,14,0.0043173847,0.00030838462,1
SFTPD,18,0.0043168287,0.00071947154,3
RNF182,24,0.004315372,0.001078843,6
RPGRIP1L,12,0.0043077166,0.00071795273,2
PSMD13,39,0.0043043606,0.00011036822,1
PSMB2,33,0.004303878,0.00013042055,1
ROR1,24,0.004298344,0.0003581953,2
STAT2,48,0.004296266,8.950554e-05,1
PRR5,78,0.0042952467,0.0001652018,3
CALU,10,0.0042875158,0.00042875158,1
NAT8B,3,0.0042839814,0.0014279938,1
UGT3A1,56,0.004282765,0.0010706913,14
NUDT7,21,0.0042790337,0.0006112905,3
CLDN5,17,0.0042741294,0.00025141938,1
GLMN,5,0.0042650774,0.00085301546,1
OR13J1,3,0.0042645223,0.0014215074,1
KCNIP1,6,0.004262508,0.0014208358,2
JMJD1C,4,0.004261247,0.0010653117,1
MT1HL1,4,0.004249175,0.0010622938,1
CTNNA2,14,0.0042465013,0.00030332152,1
IGFBP2,5,0.0042436286,0.00084872573,1
KDM4A,11,0.004239418,0.00038540165,1
C1GALT1C1L,2,0.004238423,0.0021192115,1
TNS1,5,0.0042384085,0.0008476817,1
SPARC,34,0.0042313933,0.0002489055,2
CPLX3,2,0.004227146,0.002113573,1
ZNF682,8,0.0042254785,0.0010563696,2
MGAT5,96,0.004224425,0.00052805315,12
MBD4,10,0.0042151543,0.00042151543,1
SRPK1,3,0.0042142337,0.0014047446,1
RDH13,45,0.0042141574,0.00084283145,9
SLC28A3,72,0.004211716,0.00035097633,6
CLCNKB,4,0.004202363,0.0010505908,1
ATIC,112,0.0041953553,0.00014983412,4
ESPNL,4,0.0041938317,0.0010484579,1
STON1-GTF2A1L,44,0.004189287,0.0010473217,11
HLA-DRB5,80,0.0041847443,0.000104618615,2
GFPT1,48,0.0041788863,0.00017412027,2
ELAC2,14,0.0041777138,0.00059681624,2
CRISPLD2,15,0.004176018,0.001392006,5
BPIFB4,3,0.004174757,0.0013915856,1
LMX1B,5,0.0041719945,0.0008343989,1
ST3GAL6,19,0.0041661775,0.0002192725,1
PJA2,16,0.0041650166,0.0010412541,4
ARHGAP9,12,0.0041633155,0.00034694295,1
OSM,144,0.0041621537,0.0002601346,9
MDH1,87,0.0041593895,0.00014342723,3
B4GALT4,14,0.004157041,0.0002969315,1
RNF7,14,0.0041566305,0.00029690217,1
BCL6,40,0.0041561397,0.000207807,2
DNAJA4,3,0.0041463384,0.0013821129,1
MIR129-1,6,0.00414572,0.00207286,3
SLAMF7,40,0.004143272,0.001035818,10
KRT25,20,0.0041417815,0.0010354454,5
B3GAT2,36,0.0041363314,0.00034469427,3
BAMBI,26,0.004132543,0.00031788793,2
CD83,15,0.004131599,0.0013771995,5
PRPF4B,24,0.0041299984,0.0013766661,8
OTUB1,5,0.0041193594,0.0008238719,1
RASA2,26,0.004113582,0.0003164294,2
GPIHBP1,14,0.0041124094,0.00029374353,1
PROS1,22,0.00411037,0.000186835,1
SKIL,63,0.0040989476,0.00019518797,3
YEATS2,3,0.004098473,0.0013661577,1
CAPN14,4,0.0040893536,0.0020446768,2
LCE5A,3,0.0040849466,0.0013616489,1
ATP5MC2,20,0.0040842327,0.00020421164,1
LIPI,10,0.0040799836,0.00081599667,2
SARM1,7,0.0040794513,0.00058277877,1
ARID5B,12,0.0040710196,0.00067850325,2
LRP8,12,0.004065527,0.00033879394,1
CD300LF,3,0.0040647453,0.0013549151,1
AP1M1,20,0.0040633236,0.00020316619,1
PPARGC1B,17,0.0040603173,0.0002388422,1
ARHGAP31,28,0.0040596616,0.0005799517,4
SLC17A1,8,0.004056533,0.0010141332,2
PCSK9,78,0.0040538134,0.0003118318,6
TCL1B,3,0.004048924,0.0013496414,1
EYA2,8,0.004047152,0.001011788,2
CLINT1,40,0.004043657,0.0008087314,8
DBNL,15,0.004043107,0.00026954047,1
EVPL,4,0.0040409486,0.0010102371,1
MON1A,4,0.00404092,0.00101023,1
ULK1,84,0.0040366487,0.00014416603,3
UPF1,6,0.0040362976,0.00067271624,1
MED9,12,0.00403538,0.0013451267,4
AP4E1,6,0.0040346985,0.00067244977,1
SGF29,6,0.0040304344,0.0013434781,2
STXBP4,12,0.0040281634,0.001342721,4
NDUFS8,19,0.004027835,0.00021199133,1
AGBL4,6,0.004027823,0.0013426077,2
PTPRA,28,0.004027445,0.0002876746,2
FMO2,9,0.0040254504,0.00044727226,1
ABCB8,8,0.0040220525,0.0010055131,2
CCNG1,112,0.004017462,0.00028696156,8
ALDOB,30,0.004014112,0.00013380374,1
IQCB1,5,0.004006316,0.0008012632,1
PIGU,5,0.0040015685,0.0008003137,1
LCE4A,6,0.0040002083,0.0013334027,2
MRS2,2,0.00399983,0.001999915,1
KCNG2,9,0.003999194,0.0013330647,3
SSC5D,3,0.003999102,0.001333034,1
KDM1A,34,0.0039946255,0.000117488984,1
ADAMTSL3,4,0.0039942684,0.0009985671,1
PGLYRP3,3,0.00399379,0.0013312633,1
ASAP1,112,0.003989457,0.00028496125,8
HERC4,15,0.0039884527,0.0007976906,3
REG3A,12,0.003983944,0.000995986,3
MBIP,12,0.003976001,0.0009940002,3
KLRF1,87,0.003971628,0.001323876,29
ABLIM1,7,0.003963553,0.00056622183,1
PUM2,8,0.0039602695,0.0019801348,4
GMDS,13,0.0039601033,0.00030462333,1
RBM17,198,0.0039592707,0.0006598784,33
OR52N2,3,0.0039549815,0.0013183272,1
CPA3,18,0.003944881,0.00065748015,3
PTTG1,340,0.0039442857,0.00023201678,20
SULT2B1,13,0.003939797,0.00030306133,1
KCNN1,5,0.003937097,0.0007874194,1
ITGA8,52,0.003935707,0.00015137333,2
SCNN1B,66,0.0039324574,0.00011916537,2
UNC5B,60,0.0039321026,0.0003276752,5
PLPP1,66,0.0039292094,0.00011906695,2
OR2B3,8,0.0039257626,0.0009814407,2
OR7A10,4,0.003922197,0.0009805493,1
RGS8,20,0.0039165067,0.00039165065,2
UBE3A,51,0.00391645,0.0002303794,3
EDIL3,30,0.003908987,0.0013029956,10
OR13A1,6,0.003908914,0.0013029713,2
SERPINA6,5,0.0039055124,0.00078110246,1
RARB,105,0.003900233,0.00018572537,5
ABCA3,7,0.0038982234,0.00055688905,1
PCGF5,6,0.0038952297,0.00064920494,1
SLC24A2,80,0.003894011,0.0007788022,16
COASY,18,0.0038928238,0.00043253595,2
TJP1,116,0.0038884035,0.00013408287,4
HFE,5,0.0038873015,0.0007774603,1
COPS7B,14,0.0038867013,0.00027762153,1
TRIM26,24,0.0038862536,0.0009715634,6
CRBN,28,0.0038860573,0.0009715143,7
TSC22D1,8,0.0038858824,0.0009714706,2
LRFN2,18,0.0038845362,0.0012948454,6
LRRK2,230,0.003883239,0.00038832388,23
FMNL2,9,0.0038792554,0.00043102837,1
MTMR9,304,0.0038767417,0.00048459272,38
BPIFA2,3,0.0038703277,0.0012901092,1
PRSS23,8,0.0038694749,0.0009673687,2
ABI1,33,0.0038659063,0.00011714867,1
AGBL1,24,0.0038654974,0.0012884991,8
DNAH8,8,0.0038630648,0.0009657662,2
FAF1,6,0.0038621766,0.0006436961,1
CST5,15,0.0038619123,0.0012873042,5
LCE3A,15,0.0038581002,0.0012860333,5
CREB5,76,0.003857628,0.00010151653,2
CCL24,12,0.003853158,0.0009632895,3
ULK3,8,0.0038434507,0.0009608627,2
VPS52,4,0.003842154,0.0009605385,1
UQCC1,2,0.0038417275,0.0019208638,1
HPS1,5,0.0038385387,0.0007677077,1
MLXIP,3,0.0038322974,0.0012774324,1
KCNH5,48,0.0038314275,0.0012771426,16
GPR65,28,0.0038284715,0.0005469245,4
POLR3A,28,0.0038283428,0.00027345304,2
ASGR2,4,0.003827674,0.0009569185,1
LORICRIN,6,0.003820397,0.0012734657,2
PROX1,10,0.00381331,0.001906655,5
MEPE,12,0.0038125496,0.0009531374,3
EZH1,3,0.0038109068,0.0012703022,1
SLC17A7,14,0.0038073095,0.00027195067,1
ZNF133,4,0.0038054574,0.00095136435,1
CACNA1D,50,0.0038050057,7.6100114e-05,1
SUFU,51,0.0038045375,0.0002237963,3
TRIM46,8,0.0038017705,0.0009504426,2
PHACTR2,8,0.0037961053,0.0009490263,2
HLCS,9,0.0037949195,0.00042165772,1
KCNG1,6,0.0037924454,0.0012641485,2
GLB1,665,0.0037910342,0.00010831527,19
CHST2,36,0.0037890077,0.00042100082,4
CCL21,140,0.003784553,0.0002703252,10
OR5V1,20,0.0037786863,0.00094467157,5
RNF126,8,0.003766872,0.000941718,2
GTF2A1L,2,0.0037639064,0.0018819532,1
IRF1,377,0.0037615108,0.00012970726,13
IGFBP5,18,0.0037559606,0.00041732896,2
SPSB4,21,0.0037544484,0.0005363498,3
LCE3D,15,0.003751555,0.0012505185,5
NDUFAF2,7,0.0037438227,0.00053483184,1
MATN1,21,0.003741099,0.0012470329,7
PDE4C,28,0.0037370515,0.00026693224,2
STX7,2,0.0037368578,0.0018684289,1
MAP3K14,240,0.0037292885,6.215481e-05,4
ZNF215,3,0.0037232153,0.0012410717,1
PFKFB4,12,0.0037229196,0.0003102433,1
PLEKHG4B,10,0.003721239,0.00074424787,2
SMOX,66,0.003720399,0.0003382181,6
GPX5,16,0.003713842,0.00023211513,1
CACNG8,21,0.0037129058,0.00017680504,1
TRMT9B,27,0.0037123247,0.0012374414,9
SEPTIN8,15,0.0037097954,0.0012365985,5
LPA,6,0.0037070718,0.0006178453,1
SYNE4,1,0.0037055246,0.0037055246,1
OR52J3,3,0.003705431,0.0012351436,1
IZUMO3,45,0.0036976968,0.0012325656,15
MLN,252,0.0036922474,0.00026373196,18
BCO1,30,0.0036899596,0.00036899594,3
ICE1,30,0.0036892619,0.001229754,10
RAB31,22,0.0036876018,0.00033523652,2
PDE4B,80,0.0036872323,0.00023045202,5
GMFG,3,0.0036846818,0.0012282273,1
IL20RA,54,0.0036820844,0.00040912046,6
GIPR,16,0.0036820716,0.00023012947,1
FOXK1,28,0.0036796115,0.0009199029,7
ZNRF3,10,0.0036713213,0.00073426426,2
CPEB1,3,0.0036671853,0.0012223951,1
TRIM10,12,0.0036646929,0.0009161732,3
SLC18A1,90,0.0036595112,0.00024396741,6
WDR41,3,0.0036586355,0.0012195451,1
USP20,4,0.0036573238,0.00091433094,1
TPRKB,3,0.0036570337,0.0012190113,1
CYP19A1,33,0.0036510832,0.00011063889,1
ERO1B,4,0.0036508525,0.0009127131,1
NUB1,12,0.0036456878,0.0012152293,4
SLC27A6,28,0.0036448373,0.00052069104,4
MUCL1,36,0.0036421278,0.00040468085,4
USP12,208,0.0036356433,0.0009089108,52
GALNT11,9,0.0036341925,0.00040379917,1
KCNK5,20,0.0036315904,0.0007263181,4
KCNQ5,25,0.0036312852,0.0007262571,5
SPRR2B,3,0.0036273277,0.0012091092,1
KCNS3,15,0.0036261275,0.0012087091,5
CDH11,180,0.0036176934,0.0004019659,20
NICN1,3,0.003613675,0.0012045583,1
SV2A,9,0.0036116561,0.00040129514,1
COG7,11,0.0036082566,0.00032802334,1
HRNR,6,0.003606428,0.0012021426,2
AGTPBP1,15,0.0036058705,0.0012019568,5
TRIOBP,4,0.003603185,0.00090079627,1
KLF6,12,0.0036025005,0.0012008335,4
OCA2,12,0.0035987147,0.0011995715,4
GALNT16,8,0.00359137,0.00044892126,1
TRAF3IP2,112,0.0035913626,0.00089784065,28
BEGAIN,3,0.0035877896,0.0011959298,1
MAT1A,44,0.0035868702,0.00016303954,2
HGS,47,0.0035831695,7.623765e-05,1
RPP21,228,0.003581861,0.00089546526,57
COL28A1,10,0.003581132,0.0007162264,2
ECI2,14,0.0035793683,0.00025566918,1
FLOT1,18,0.0035778342,0.00019876857,1
KIAA0319,8,0.0035755667,0.0008938917,2
NRXN3,40,0.003570853,0.0007141706,8
HNRNPH1,12,0.003561558,0.0002967965,1
FTO,4,0.0035576778,0.00088941946,1
DSC3,30,0.0035569048,0.001185635,10
ADAMTS18,36,0.003556315,0.0005927192,6
LIMS2,4,0.0035510876,0.0008877719,1
PPP1R3B,4,0.0035458156,0.0017729078,2
POLG,4,0.0035455914,0.00088639784,1
MRPL4,35,0.0035427026,0.00050610036,5
MBTPS1,42,0.0035421657,0.00016867457,2
SLC7A2,30,0.0035411122,0.00023607415,2
MAFB,14,0.0035369757,0.0017684879,7
DDX6,130,0.0035351631,0.0007070327,26
MMP11,5,0.0035324527,0.00070649054,1
BBS9,32,0.0035320283,0.00044150354,4
ASB3,105,0.003530898,0.000504414,15
ZIC2,4,0.0035301,0.000882525,1
KCNV1,15,0.003530023,0.0011766743,5
LAPTM4A,14,0.003529975,0.0017649875,7
PVR,11,0.0035239216,0.0003203565,1
SPATA13,9,0.0035092584,0.0003899176,1
SIRPA,45,0.003508791,0.00023391942,3
RHOBTB3,14,0.003508524,0.0005012177,2
DOCK7,30,0.0035047487,0.00035047485,3
EOMES,296,0.0035001377,0.0004375172,37
VRK2,108,0.0034964914,0.00019424951,6
SCRIB,20,0.0034933928,0.00017466964,1
RBFOX1,156,0.0034871274,0.0005811879,26
RAPGEF5,8,0.003486924,0.000871731,2
ERRFI1,81,0.003484545,0.0011615149,27
S100A10,3,0.0034843106,0.0011614369,1
FBXO45,8,0.0034825988,0.0017412994,4
NT5C3A,42,0.0034781338,0.00024843813,3
SNCA,88,0.00347387,0.00031580636,8
UGT1A3,76,0.0034712262,9.1348054e-05,2
SLC17A3,6,0.0034701594,0.0011567199,2
SIRPG,150,0.0034560107,0.00057600177,25
TAF7,21,0.003453228,0.00016443942,1
CLEC2D,27,0.0034515962,0.0011505322,9
MED12L,1,0.0034500968,0.0034500968,1
MERTK,8,0.0034490544,0.0008622636,2
LDHB,18,0.0034473187,0.0001915177,1
HPSE2,8,0.0034459254,0.00043074068,1
ICOS,300,0.003441005,0.00017205025,15
TSLP,10,0.003434195,0.000686839,2
NDST4,27,0.0034341763,0.00038157517,3
PLEKHG5,15,0.0034301672,0.00022867782,1
RHOH,8,0.0034300494,0.00042875618,1
CTLA4,888,0.0034272699,0.0001428029,37
TRIM9,4,0.0034217124,0.0008554281,1
PRKAR2A,174,0.0034200873,3.9311348e-05,2
CACNB4,18,0.0034192582,0.00018995878,1
OR2V2,9,0.0034177173,0.0011392391,3
CD82,10,0.0034157834,0.0006831567,2
MPP4,1,0.0034147555,0.0034147555,1
IL17RC,4,0.0034146928,0.0008536732,1
TNFRSF18,22,0.003413958,0.0003103598,2
NAGK,40,0.003413687,0.00017068435,2
INTS1,3,0.003407689,0.0011358963,1
PRM1,16,0.0034058741,0.0017029371,8
PROM1,8,0.0033960857,0.0016980428,4
ESAM,4,0.00338749,0.0008468725,1
KLF2,21,0.0033834062,0.00048334376,3
KNTC1,36,0.00337796,0.00018766445,2
TRMT44,6,0.003377245,0.0011257484,2
HYDIN,1,0.0033742515,0.0033742515,1
HAND1,10,0.0033730515,0.00067461026,2
NECTIN2,28,0.0033724243,0.00024088746,2
DNAH11,4,0.003372036,0.000843009,1
ADAM19,9,0.0033706762,0.0011235587,3
SGIP1,4,0.003366882,0.0008417205,1
ARID3A,7,0.0033628577,0.00048040826,1
TRMT61A,3,0.0033606587,0.0011202196,1
COQ6,8,0.003360069,0.0004200086,1
OR2AG2,3,0.0033558428,0.0011186142,1
PLEKHA5,6,0.0033515277,0.00055858796,1
DET1,10,0.0033500653,0.000670013,2
UGT1A8,147,0.0033491917,0.00015948531,7
PTPRM,30,0.0033428236,0.0011142746,10
DYSF,12,0.0033363316,0.0016681658,6
SLC35B4,12,0.0033353474,0.00055589125,2
KPNA7,15,0.0033336014,0.00066672027,3
SLCO3A1,54,0.0033335672,0.00055559457,9
ACOT13,4,0.0033321108,0.0008330277,1
CPEB4,260,0.003331636,0.000832909,65
PSG3,2,0.003330953,0.0016654765,1
CAPN10,6,0.0033283427,0.0011094476,2
OR12D2,42,0.0033260665,0.0011086889,14
IFT27,8,0.0033226674,0.00041533343,1
RPS26,120,0.0033217375,0.00011072458,4
AP3B1,9,0.0033179165,0.0003686574,1
OR10R2,6,0.0033168367,0.0011056121,2
GABRR1,10,0.0033077025,0.00033077024,1
SSTR2,15,0.003306187,0.00022041246,1
OR2S2,12,0.0033033171,0.0008258293,3
SLC26A9,12,0.0033029146,0.00055048574,2
TMOD1,4,0.0032998854,0.00082497136,1
DCK,17,0.0032994547,0.00019408557,1
PLEKHA1,21,0.0032949203,0.0004707029,3
OR10T2,6,0.003293749,0.0010979163,2
HSPA4,10,0.0032913433,0.00032913435,1
CARD9,11,0.003289587,0.00029905338,1
DEPDC5,4,0.0032860783,0.0016430392,2
UNC79,3,0.0032836823,0.0010945607,1
LAIR1,130,0.0032835277,0.0006567056,26
EPHA5,7,0.003282794,0.00046897057,1
KIF1A,96,0.0032776732,0.00040970914,12
LAG3,4,0.003274656,0.000818664,1
SLAMF6,16,0.0032736743,0.0008184186,4
CDSN,6,0.0032715215,0.0010905073,2
SIK2,2,0.0032688081,0.0016344041,1
EIF4E2,14,0.0032663296,0.00023330926,1
GALNT1,105,0.0032641739,0.00015543685,5
GRB14,48,0.003263792,0.000407974,6
CHDH,19,0.0032596919,0.00017156273,1
ATP2C2,10,0.0032543335,0.0006508667,2
CACNA1E,55,0.003252695,0.00029569957,5
MVK,38,0.003249166,8.550437e-05,1
NLRC5,8,0.0032486324,0.0008121581,2
MME,36,0.0032474445,0.00027062037,3
LOXL4,6,0.0032472436,0.00054120726,1
SLC44A4,9,0.0032432692,0.00036036325,1
ADGRG6,3,0.003236508,0.001078836,1
RNLS,78,0.0032301608,0.00053836015,13
KCNJ8,55,0.0032234634,5.8608424e-05,1
KRT32,4,0.0032177896,0.0008044474,1
TRAPPC9,30,0.0032172138,0.0003217214,3
OR52E6,3,0.0032156706,0.0010718902,1
ZNF773,4,0.003214031,0.00080350775,1
MCUB,3,0.003211532,0.0010705107,1
STAP1,2,0.0032078987,0.0016039493,1
MSI2,7,0.0032063979,0.00045805683,1
FMO4,5,0.0032045364,0.00064090727,1
TAS1R2,24,0.0031988847,0.00039986058,3
BBS12,2,0.0031975743,0.0015987871,1
EPB41L3,16,0.0031933011,0.00039916264,2
EPHB1,33,0.0031929484,0.00029026804,3
CPN2,4,0.003190672,0.000797668,1
FZD7,208,0.0031904995,6.135576e-05,4
BCL11B,14,0.0031880978,0.0015940489,7
ABCB5,12,0.0031873854,0.0010624618,4
TNFSF12,8,0.0031853826,0.00039817282,1
TMEM30A,3,0.0031819772,0.0010606591,1
INO80,4,0.0031770705,0.00079426763,1
RNASEL,11,0.003176006,0.0002887278,1
ONECUT1,36,0.0031727091,0.0007931773,9
GAD2,108,0.003171155,0.00011745018,4
ZNF804B,15,0.0031685792,0.0010561931,5
TRPM6,10,0.0031684348,0.00063368696,2
TRIP11,11,0.0031675927,0.00028796296,1
OR2J1,8,0.003167134,0.0007917835,2
CACNA1G,65,0.003164269,4.868106e-05,1
QSOX1,33,0.0031624187,0.0002874926,3
TOR1AIP1,14,0.0031606592,0.00045152273,2
DHX37,4,0.003158663,0.00078966573,1
DYRK1A,9,0.0031522647,0.00035025165,1
ZWINT,36,0.0031444659,0.00017469256,2
KSR2,57,0.0031364716,0.00016507744,3
SYN2,36,0.0031356073,0.0005226012,6
LALBA,16,0.0031344173,0.00039180217,2
RGS16,17,0.0031327452,0.00018427912,1
MZT1,99,0.003131105,0.00034790055,11
MEX3B,4,0.0031285114,0.0031285114,4
LAMA1,66,0.0031275537,9.477436e-05,2
SEMA4D,45,0.0031250387,0.0003472265,5
OR5M1,3,0.0031219586,0.0010406529,1
HNF1B,2,0.0031186535,0.0015593268,1
ATP11A,7,0.003117316,0.00044533084,1
ATP13A4,3,0.0031165646,0.0010388548,1
ARHGAP44,7,0.0031138936,0.00044484195,1
SHANK3,44,0.0031129732,0.00028299756,4
IL16,13,0.0031115965,0.00023935357,1
LSM4,117,0.0031087433,0.00034541593,13
TMEM86B,72,0.0031076355,0.0005179393,12
PCBD1,28,0.0030994045,0.00044277206,4
ZNF668,6,0.0030968746,0.0010322914,2
MIR302E,4,0.0030959388,0.0015479694,2
DR1,6,0.003095885,0.0010319616,2
SBDS,1,0.0030949,0.0030949,1
EN1,8,0.003093637,0.0015468185,4
UFL1,4,0.0030928748,0.0007732187,1
PEMT,45,0.0030926308,0.00020617538,3
AMOTL1,3,0.003091665,0.001030555,1
PDLIM1,1,0.0030904252,0.0030904252,1
LAIR2,105,0.0030881565,0.0010293855,35
PNN,2,0.0030877218,0.0015438609,1
THSD7B,12,0.0030865753,0.0007716438,3
MIR30B,2,0.0030828612,0.0015414306,1
ASIC5,12,0.0030805522,0.00077013805,3
FBP2,15,0.0030790165,0.00020526776,1
ZFP42,18,0.0030788619,0.0015394309,9
IRX5,20,0.0030767445,0.0015383722,10
TNFSF15,204,0.0030757466,0.00051262445,34
IL11RA,26,0.0030733347,0.00023641036,2
ST8SIA1,14,0.0030692318,0.00021923085,1
UQCRC1,19,0.0030670045,0.0001614213,1
CALCR,34,0.0030638375,0.00018022575,2
HDAC11,60,0.0030626908,0.00015313453,3
OR6Y1,9,0.003062672,0.0010208907,3
NRCAM,8,0.0030605998,0.00038257497,1
TCTN2,6,0.0030582887,0.00050971477,1
DCTN4,48,0.0030569118,0.00019105698,3
ERCC4,144,0.0030539678,0.00019087299,9
KCNB1,12,0.0030536354,0.00076340884,3
MUC19,72,0.003049888,0.00033887645,8
USP3,8,0.0030495056,0.0007623764,2
ETV1,16,0.0030476719,0.0015238359,8
ZFP36L2,66,0.0030469252,0.0010156417,22
CHST15,22,0.0030459892,0.0002769081,2
GALNT5,8,0.003045361,0.00038067013,1
