gene_i,gene_j,pair_importance,n_shared_pathways
CACNA2D2,PCSK2,6.528111313367192e-05,2600
KCNH2,KCNK1,6.514641117680298e-05,588
RPL31,RPLP2,6.481240202305116e-05,18
ABCC8,ATP1B2,6.452974942335506e-05,150
ABCC8,ITPR1,6.452886296924317e-05,459
ATP1B1,HCN4,6.432736792538751e-05,49
ADCY1,ADCY2,6.432398946332185e-05,108
CALM1,ITPR1,6.417590490994045e-05,225
AQP3,SLC7A6,6.409735992995991e-05,56
CACNA1H,KCNJ11,6.367102864024421e-05,100
EHMT2,HDAC2,6.339819912781763e-05,4
MAPK14,MAPK3,6.328374069014352e-05,252
PLG,VKORC1,6.305279760354665e-05,24
SLC22A2,SLC7A6,6.304957853231485e-05,140
NFKBIA,RELA,6.299937013753307e-05,8262
FGG,VKORC1,6.26921955846349e-05,24
AQP3,NR3C2,6.237742062729091e-05,280
H2AZ2,H2BC4,6.186454402534736e-05,76
ADCY1,GNAS,6.185002103176185e-05,152
CYP4F3,CYP4F8,6.181841485408679e-05,102
NR3C2,SLC7A6,6.179429940473824e-05,140
CYP4A11,CYP4F8,6.179068450751224e-05,49
CSNK2A2,CSNK2B,6.155193366138197e-05,69
KCNJ11,KCNJ5,6.145152203629323e-05,51
PEDS1,UBE2N,6.144733304935812e-05,22
SCN5A,TNNT1,6.144649044056057e-05,294
ABCC8,HCN4,6.142284062031027e-05,147
ADCY7,PRKACG,6.130544602172179e-05,126
CYP2C8,CYP4F8,6.127599154526209e-05,54
ATP1B2,KCNH2,6.108434967730392e-05,147
ADCY2,ADCY5,6.10542192588659e-05,54
PLA2G4D,PLA2G4E,6.100087666006601e-05,18
MNAT1,POLR2H,6.0729032577810926e-05,33
CDC16,UBE2S,5.986358508980327e-05,100
KCNJ11,KCNJ3,5.981834123515902e-05,306
CACNA2D2,DRD1,5.95067029434489e-05,3640
BRAF,MAPK3,5.941473999609981e-05,128
ATP1B2,PCSK2,5.9276746255736235e-05,260
MAPK3,PIK3CB,5.924574881258191e-05,192
AQP3,SLC22A2,5.9219279052480366e-05,280
F13A1,F13B,5.907045837112434e-05,135
AGTR1,KCNJ11,5.887218264261085e-05,98
POLR2D,POLR2H,5.8870347456108085e-05,44
GNAI1,GNAI2,5.874979671584964e-05,405
HRAS,PIK3R1,5.852989882640954e-05,2160
KCNA5,TNNT1,5.821259453800914e-05,1617
CACNA2D2,KCNK1,5.8124373517779316e-05,1960
NUP85,SEH1L,5.811479455793168e-05,860
ITPR1,KCNH2,5.809918293748819e-05,441
RPL10L,RPL23,5.7752229013274814e-05,34
MAPK3,STAT3,5.7718769385866946e-05,276
ABCC8,SLC8A1,5.739889099084181e-05,2646
CACNA2D2,ITPR1,5.723045197124119e-05,1530
ATP1B1,DRD1,5.719594654740738e-05,364
KCND3,KCNJ11,5.714609254781067e-05,49
RAP1B,SRC,5.713863819134524e-05,48
MAP2K3,MAPK14,5.682362071052216e-05,82
NR3C2,SLC22A2,5.673677143567702e-05,700
PPP2R5D,PPP2R5E,5.652498293784447e-05,22
ABCC8,SCN5A,5.629336780105243e-05,294
ADCY3,ADCY5,5.6245522556952476e-05,108
ADCY5,ADCY8,5.6164044160267524e-05,896
PIK3R1,PIK3R2,5.61490375200922e-05,864
HTR1A,PCSK2,5.604055525459748e-05,3640
BRAF,SRC,5.5722983523021075e-05,70
ADCY5,PRKACG,5.570908803102792e-05,48
FGB,VKORC1,5.558691239781338e-05,48
CALM1,HCN4,5.549333809029555e-05,49
ATP1B2,DRD1,5.531590708252142e-05,364
ADCY10,GMPR,5.529787333458103e-05,19
CALM1,KCNH2,5.518216623539666e-05,147
ITPR1,KCNK1,5.510997044355628e-05,588
ATP1B2,KCNK1,5.510358332044829e-05,196
CALM1,KCNK1,5.508032603905935e-05,196
CYP1A1,CYP1A2,5.4957770384334026e-05,64
KCNJ11,KCNJ4,5.4910930711193906e-05,100
KCNH2,SLC8A1,5.484688733528549e-05,2646
ABCC8,RYR2,5.472815014574232e-05,300
CACNA1H,TNNT1,5.472369763563634e-05,294
CACNA2D2,SLC8A1,5.4662841785485866e-05,9720
HCN4,KCNH2,5.461687543685997e-05,147
DRD1,HTR1A,5.457192931223577e-05,5292
FGF20,FRS2,5.4461397208873377e-05,952
CALM1,CALM3,5.4239214989038054e-05,143
ATP1B2,SLC8A1,5.391189416861409e-05,954
SLC38A4,SLC7A6,5.389575491804299e-05,30
ATP1B1,RYR2,5.373776476402803e-05,104
KCNH2,RYR2,5.371927737396476e-05,294
KCNJ5,TNNT1,5.3654856203788626e-05,147
CACNA2D2,HCN4,5.35280151106773e-05,490
CYP1A2,CYP2C9,5.350091871914042e-05,62
ATP1B2,ITPR1,5.347380171140508e-05,162
KCNE1,KCNJ11,5.3346722154401505e-05,49
CYP1A1,PLA2G4D,5.326558675733395e-05,1
MCM3,MCM6,5.325231663248312e-05,60
CACNA2D2,RYR2,5.317423724284751e-05,1080
F13A1,PLG,5.312456027093682e-05,130
CYP2C8,CYP2C9,5.3102894912893106e-05,38
AQP3,CLCNKA,5.251451187615608e-05,56
NUP62,POM121C,5.2456693063529514e-05,72
MAPK3,RAC1,5.2336967787376844e-05,232
ATP1B2,CALM1,5.213329728270821e-05,52
RPL23,RPLP1,5.207514930871682e-05,18
F13B,FGA,5.172444153120348e-05,56
CYP4F3,PTGS2,5.153810939264453e-05,184
GNB4,GNG2,5.153076386621436e-05,132
CYP2C8,PTGS2,5.1521273349453e-05,100
ATP1B1,KCNJ5,5.151762534838511e-05,50
H2BC11,H3-3A,5.135766965835842e-05,90
CYP4A11,PTGS2,5.12765790611075e-05,88
PLA2G4D,PLA2G4F,5.1167823828898945e-05,19
KCND3,TNNT1,5.0973281004118576e-05,147
KCNH2,SCN5A,5.088342131093678e-05,294
F13A1,VKORC1,5.074442979330629e-05,120
AGTR1,TNNT1,5.064026000521175e-05,294
KCNK1,SLC8A1,5.0623087382488824e-05,3528
HCN4,ITPR1,5.05884231744095e-05,147
ADCY10,AMPD1,5.031408474565069e-05,19
ACADSB,MCCC2,5.023577784276275e-05,60
RPL31,RPLP1,5.0199017439744864e-05,18
HSD3B1,HSD3B2,5.019449522247754e-05,29
GGT1,PTGS2,5.0153183438025883e-05,94
FGA,PLG,5.007410270652102e-05,64
POLR2E,POLR2H,4.994941478780079e-05,567
HCN4,KCNK1,4.9840442221005254e-05,196
ATP1A4,ATP1B2,4.977643953021915e-05,148
CACNA2D2,CALM1,4.972122125844905e-05,490
KCNA5,KCNH2,4.970998385546319e-05,1650
BLM,RPA3,4.968705306751531e-05,36
ABCC8,KCNA5,4.9530338487205294e-05,1617
ADCY10,RRM2,4.94334933041074e-05,19
CLCNKA,NR3C2,4.934451600622225e-05,140
DRD1,GRIN2A,4.932357171928172e-05,2842
GRIN2A,PCSK2,4.93002742302454e-05,1820
CYP1A2,CYP2C8,4.929135412545804e-05,50
CDC16,UBC,4.9187952924856226e-05,40
CLCNKA,SLC22A2,4.915426032781056e-05,140
ATP1B1,SCN5A,4.895304940344403e-05,98
FGA,VKORC1,4.890089994131347e-05,48
DYNC1H1,DYNC1I2,4.8894194829854354e-05,128
HDAC2,POLR1F,4.878398445384846e-05,2
ADCY7,GNAS,4.870289274333181e-05,168
ATP1B1,KCNA5,4.869838033290007e-05,539
CACNA2D2,HTR1A,4.842688780275383e-05,7280
ADCY10,GUCY1B1,4.820928580073769e-05,42
AMPD1,GMPR,4.812743206272785e-05,22
KCNK1,SCN5A,4.803258594453241e-05,392
ATP1B1,KCND3,4.8021622067295766e-05,49
PIK3CD,PIK3R1,4.801804822296418e-05,118
F13A1,FGG,4.796676106491038e-05,145
CALM1,SLC8A1,4.794974346479626e-05,882
SLC12A3,SLC7A6,4.781680805732158e-05,28
ITPR1,SLC8A1,4.765518632739198e-05,2808
PIK3R1,STAT3,4.760565622718982e-05,312
H2AZ2,H3-3A,4.757936709942623e-05,30
CYP2B6,CYP2C8,4.752094305748855e-05,65
KCNH2,KCNJ5,4.749757676060969e-05,147
ATP1B2,RYR2,4.7441091081790177e-05,104
ATP1B2,HCN4,4.738429047856929e-05,49
AQP3,ATP1B1,4.7337751530207584e-05,56
RPL10L,RPL31,4.727630188483545e-05,34
ATP1B1,NR3C2,4.7250572863877235e-05,145
CACNA1A,CACNA2D2,4.7143713982500346e-05,600
ATP1B1,SLC7A6,4.711788478317658e-05,29
KCNK1,RYR2,4.705581158147287e-05,392
ATP1B1,CACNA1H,4.70049211835355e-05,100
CACNA1A,PCSK2,4.695922750364012e-05,260
CSK,SRC,4.679919886357853e-05,38
ABCC8,KCND3,4.669102490684196e-05,147
ITPR1,RYR2,4.662020941050771e-05,312
KCNJ3,TNNT1,4.659860435925933e-05,882
LTA4H,PTGS2,4.657388389107259e-05,196
ABCC8,KCNJ5,4.653208746215517e-05,150
CACNA2D2,SCN5A,4.64528721663796e-05,1000
CYP4F3,PTGS1,4.623613449013242e-05,94
RPL10L,RPLP2,4.6146401217583843e-05,34
SRC,UBC,4.612347077603829e-05,52
SRC,STAT3,4.610787067390228e-05,156
AGTR1,ATP1B1,4.610221375245249e-05,100
HMGCR,MSMO1,4.5947848271055136e-05,58
ABCC8,CACNA1H,4.5879191878282766e-05,294
RPA3,UBC,4.578619287443075e-05,29
GNB4,GNG4,4.573806761865029e-05,44
KCND3,KCNH2,4.571583163824148e-05,150
PLA2G4A,PLA2G4F,4.5671181415574136e-05,76
KCNJ4,TNNT1,4.567055437288784e-05,294
RYR2,SLC8A1,4.559689065556357e-05,1980
ACADM,MCCC2,4.544585580035232e-05,20
ATP1B2,KCNJ5,4.532870956452939e-05,50
ITPR1,SCN5A,4.532152741988562e-05,294
ATP1B1,HTR1A,4.53167846693202e-05,728
ATP1B2,SLC7A6,4.528678021742394e-05,29
GMPR,GUCY1B1,4.52486525581719e-05,38
F5,FGG,4.5240763729248457e-05,64
FRS2,PIK3R1,4.514065495386799e-05,136
ADCY7,GNAI1,4.513280138472209e-05,180
PIK3R1,PTPN11,4.5050829532408636e-05,966
AQP3,SLC38A4,4.4874373840353074e-05,56
NUP62,NUP93,4.484569687512874e-05,58
ADCY5,GNAS,4.478302324939509e-05,70
JAK2,SRC,4.471833981984865e-05,1092
ABCC8,AGTR1,4.465928801929836e-05,294
MAPK14,SRC,4.449242219131677e-05,120
CACNA2D2,KCNA5,4.442922143486184e-05,5390
H2BC13,H3-3A,4.440823608753419e-05,30
NFKB1,RELA,4.43934853639992e-05,172
KCNE1,TNNT1,4.438608094422166e-05,147
AQP3,SLC12A3,4.433036155951364e-05,56
ATP1B2,HTR1A,4.418489737843068e-05,728
PLA2G4D,SCARB1,4.415412331582047e-05,1
KCNJ11,PLCB1,4.41132557931212e-05,53
SLC12A3,SLC22A2,4.406028294678607e-05,140
AGTR1,KCNH2,4.392339671783809e-05,294
NR3C2,SLC12A3,4.388007247655423e-05,140
NUP160,POM121C,4.3877004140754905e-05,144
ACADM,MCEE,4.3874836786361726e-05,25
PIK3CB,SHC2,4.382652145876187e-05,34
F13B,F5,4.3804051419127354e-05,58
DYNC1I2,MAPRE1,4.376093103120038e-05,76
ATP1B1,KCNJ3,4.3760783505523516e-05,294
CLCNKA,SLC7A6,4.3751025188498716e-05,28
HCN4,SLC8A1,4.374313200942209e-05,882
POLR2H,POLR3F,4.3728573229540046e-05,12
SLC22A2,SLC38A4,4.3649565142540867e-05,150
CACNA1H,ITPR1,4.3538828603051e-05,318
CACNA2D2,GRIN2A,4.338219643471304e-05,3640
CYP1A2,CYP3A4,4.328417132004603e-05,84
ATP1B1,GRIN2A,4.328315595219255e-05,364
KCNA5,KCNK1,4.319472035714612e-05,2156
PIK3CB,PLCG1,4.315472556781297e-05,58
RPLP1,RPLP2,4.315088473916262e-05,18
ATP1B2,KCNA5,4.314975522057033e-05,539
CYP4A11,PTGS1,4.311277404189795e-05,45
ABCC8,KCNE1,4.309515184256855e-05,147
F13A1,FGB,4.304920479640921e-05,290
PC,PDHB,4.300173858036564e-05,264
PIK3CB,PIK3R2,4.283711961689164e-05,616
PTPN11,SRC,4.279135877252587e-05,546
CEP78,MAPRE1,4.2775244637027754e-05,11
CYP4F2,PTGS2,4.277519407398789e-05,94
GGT1,PTGS1,4.2748954629856506e-05,47
FRS2,PTPN11,4.25870824112987e-05,504
ABCC8,KCNJ3,4.256968487859367e-05,900
PIK3R1,RAC1,4.2553482062633596e-05,220
ATP1B1,CLCNKA,4.254588257524006e-05,28
ATP1B1,SLC22A2,4.2473276114307625e-05,145
ATP1B2,SCN5A,4.244957076993128e-05,98
FYN,SRC,4.240313921608891e-05,2268
CCNH,GTF2H4,4.2394678590832825e-05,114
MAPK3,MAPK8,4.211185944277417e-05,284
CEP152,CEP78,4.207440235859394e-05,11
CLCNKA,SLC12A3,4.2065546550507094e-05,28
PLA2G4E,PLA2G4F,4.1806097534902165e-05,18
NUP85,NUP93,4.180483703881965e-05,58
CALM1,RYR2,4.1799408244530545e-05,100
KCNE1,KCNH2,4.178148368338963e-05,150
CYP2C8,PTGIS,4.1723708581686836e-05,92
CYP4F2,CYP4F8,4.170905248068735e-05,51
NR3C2,SLC38A4,4.161237699830469e-05,140
KCNJ11,KCNQ1,4.158990367564286e-05,49
PIK3CB,SRC,4.153459434419471e-05,92
CACNA1H,KCNH2,4.13481358022613e-05,294
RHOA,SRC,4.122348536361731e-05,68
NUP160,NUP93,4.115487894959524e-05,116
PIK3CB,PIK3CD,4.114371361427227e-05,126
ATP1B2,GRIN2A,4.111577386240303e-05,364
ADCY1,GNAI1,4.10539834466474e-05,144
ADCY10,PDE10A,4.092113409426279e-05,80
RYR2,SCN5A,4.0889209678159066e-05,196
CYP2C8,PTGS1,4.0870189545350044e-05,48
FOS,MAPK3,4.081515444257487e-05,448
DYNC1H1,MAPRE1,4.069904521486478e-05,19
EGFR,SRC,4.0686862761536316e-05,228
ATP1B1,CACNA1A,4.068340897700473e-05,52
ABCC8,KCNJ4,4.065283767552252e-05,300
ACE,AGTR1,4.060835720648415e-05,56
IVD,MCCC2,4.060500475056017e-05,22
KCNE2,KCNJ11,4.049779228795791e-05,147
CACNA2D2,KCNJ5,4.045132501776349e-05,490
CYP4F8,LTA4H,4.040251987047494e-05,90
ITPR1,KCNA5,4.037795916218186e-05,1617
CACNA1A,DRD1,4.031785699990448e-05,378
BCAR1,SRC,4.021765214573536e-05,448
ATP1B2,NR3C2,4.015931704479669e-05,145
AGTR1,KCNK1,4.014745741727412e-05,392
CEP152,DCTN2,4.0076045349835e-05,11
CYP4F8,GGT1,4.0055845048847516e-05,45
HCN4,SCN5A,4.003685004566604e-05,98
AGTR1,ATP1B2,3.9985302805911616e-05,100
MAPK3,PIK3CD,3.9924054461293323e-05,78
ITPR1,KCNJ5,3.9912735216533074e-05,165
MAPK3,RELA,3.988013781178884e-05,152
ADCY5,PLA2G4D,3.976356656094091e-05,3
RPL23,RPL37,3.960256401214224e-05,18
KIF18A,SKA2,3.9471600985052646e-05,8
KIF18A,PPP2R5E,3.9441703620468616e-05,8
AQP3,ATP1B2,3.93251685074647e-05,56
KCND3,KCNK1,3.923077718848145e-05,196
SRC,YES1,3.922050396110155e-05,60
ATP1B1,SLC12A3,3.921524010885857e-05,28
SLC12A3,SLC38A4,3.9157710829323955e-05,28
ITPR1,KCND3,3.915229898524807e-05,147
CYP2C8,CYP3A4,3.9068835336664165e-05,35
CACNA1H,KCNK1,3.904558865671249e-05,392
AGTR1,CACNA2D2,3.903835330915327e-05,980
ACADM,IVD,3.901136667927574e-05,20
KCNQ1,TNNT1,3.900287714619921e-05,147
ATP1B1,KCNJ4,3.8902934944101686e-05,98
CLCNKA,SLC38A4,3.880987566547145e-05,28
GGT1,PTGIS,3.8809550083118705e-05,92
MAPK3,PIK3R2,3.8804875242373575e-05,408
CEP152,MAPRE1,3.879564891917653e-05,11
CYP11A1,HSD3B1,3.875307671918904e-05,22
CACNA2D2,KCND3,3.874403373480192e-05,490
KCNJ5,KCNK1,3.870879724532372e-05,196
NUP85,POM121C,3.867177349559103e-05,72
HCN4,RYR2,3.86399305695867e-05,98
KCNE2,TNNT1,3.8570581901046755e-05,441
MAPK14,RAC1,3.854765479850003e-05,140
GNAI2,GNAO1,3.8472072431720385e-05,78
KAT5,MRE11,3.839436757768766e-05,22
RFC5,UBC,3.835493499615428e-05,48
KCNH2,KCNJ3,3.832028342433687e-05,882
AMPD1,GUCY1B1,3.827694999447573e-05,38
ATP1B1,SLC38A4,3.82422453204731e-05,28
ACADSB,IVD,3.823755584475563e-05,66
FGF20,FGF6,3.814462830453737e-05,2408
F5,PLG,3.8084483499734034e-05,56
CACNA1H,CALM1,3.805550811476679e-05,102
ATP1B2,KCND3,3.800784795782164e-05,49
ENPP1,GMPR,3.7985373637638986e-05,1
CCNH,CTDP1,3.7948751146426536e-05,117
CCNH,UBC,3.794558322844921e-05,54
F5,FGB,3.794264554148139e-05,124
CALM1,KCND3,3.7900437874716086e-05,49
CEP290,CEP78,3.776709669978118e-05,11
ATP1B1,PLCB1,3.7700300920429086e-05,56
CYP4A11,PTGIS,3.768227434564064e-05,94
ITPR1,KCNE1,3.766996218211698e-05,147
AGTR1,ITPR1,3.762877986533982e-05,312
AQP3,SLC14A2,3.758028489541723e-05,560
PNMT,TAT,3.7564216484042845e-05,22
GMPR,RRM2,3.754684454548851e-05,20
CCKBR,HRH2,3.751328928617662e-05,96
FDFT1,HMGCR,3.748324209862375e-05,68
F5,VKORC1,3.742818166330153e-05,48
IDH3A,PC,3.741103876819807e-05,17
CACNA1H,CACNA2D2,3.7344140228307434e-05,980
ATP1B1,KCNE1,3.728445523520918e-05,49
HCN4,KCNA5,3.72822548840948e-05,539
SPTA1,SPTBN5,3.727092905592144e-05,6
PLCB1,TNNT1,3.725652907167939e-05,147
SCN5A,SLC8A1,3.722493165447284e-05,1764
JAG1,PSEN2,3.7149775982903144e-05,68
PPP2R1B,PPP2R5E,3.7147776431822876e-05,22
MCM6,MCM8,3.710853925742441e-05,14
KCNE1,KCNK1,3.69760585076373e-05,196
H2BC6,H3-3A,3.695577988160892e-05,30
AQP3,SLC3A1,3.695028091282859e-05,112
CYP4F3,PTGIS,3.690100770449914e-05,192
ATF6B,GNAI1,3.679250093395018e-05,12
RPL10L,RPLP1,3.6784250619703585e-05,34
ACADSB,MCEE,3.675984780571184e-05,57
CYP1A2,CYP2S1,3.6721829187014166e-05,64
SLC14A2,SLC7A6,3.670258835886727e-05,280
HRAS,PIK3CB,3.664748996990092e-05,896
OPRM1,PCSK2,3.6644808542945775e-05,1560
KCNA5,SLC8A1,3.65996719348409e-05,9702
F13B,F2,3.6559960506998834e-05,29
GRIN2A,HTR1A,3.6536551034959683e-05,5096
ITPR1,PLCB1,3.65005530619048e-05,234
SLC3A1,SLC7A6,3.6461018489752917e-05,58
FGF20,FGF9,3.642756735055957e-05,2394
CALM1,KCNA5,3.6395322822659846e-05,539
GNB1,GNB4,3.637155059066366e-05,44
FGF6,FRS2,3.63389758264443e-05,216
SLC22A2,SLC3A1,3.623597311976923e-05,300
CENPO,KIF18A,3.6184297869112925e-05,8
ADCY7,GNAI2,3.61631486900629e-05,180
ACAT2,MSMO1,3.6162031117115134e-05,52
TRAF6,UBE2N,3.6153036214736645e-05,40
KCNA5,RYR2,3.61013145558768e-05,1078
ACADSB,BCKDHB,3.606699674851832e-05,189
GUCY1B1,RRM2,3.5911199153471074e-05,38
IGF1,IGF1R,3.587253140654075e-05,87
KCNJ3,KCNK1,3.585188194864318e-05,1176
ATP1B2,SLC22A2,3.584689152762444e-05,140
KCNA5,SCN5A,3.584416357346837e-05,1078
H2BC3,H3-3A,3.583062875645027e-05,30
CACNA2D2,KCNJ3,3.582202926416343e-05,2940
ATP1B2,CACNA1H,3.576598679438936e-05,100
MAPK14,MAPK8,3.571882522179347e-05,256
RPL23,RPL27,3.569849197315733e-05,18
FGB,VWF,3.5695948541220046e-05,102
ITPR1,KCNJ3,3.5634630196132595e-05,990
DCTN2,MAPRE1,3.562007670154799e-05,11
CSK,IQGAP1,3.558642536383161e-05,9
KCNH2,KCNJ4,3.554822058903761e-05,294
POLR2B,POLR2H,3.554738620890896e-05,45
DRD1,OPRM1,3.542610569129723e-05,2226
BRAF,HRAS,3.53832198247319e-05,424
CYP4F2,PTGS1,3.535854248579162e-05,48
RMI2,RPA3,3.532665995513195e-05,204
GMPR,PDE10A,3.525731726473913e-05,76
RHEB,TSC1,3.5218074343035255e-05,19
IQGAP1,SRC,3.520411652868649e-05,28
GRB2,PIK3R1,3.517770438492057e-05,306
CALM1,SCN5A,3.5139202085615606e-05,98
ATP1B2,CACNA1A,3.511241660658637e-05,52
CALM1,KCNE1,3.5030742674302395e-05,49
CALM1,KCNJ5,3.501514364523395e-05,53
CALM3,KCNJ11,3.496249103096538e-05,49
PPP2R5C,PPP2R5E,3.493489126071836e-05,22
CEP78,DCTN2,3.4931415029859636e-05,11
CTDP1,NELFE,3.4910506766146675e-05,108
KCNJ5,RYR2,3.490123749117641e-05,100
FGG,SRC,3.485159567873097e-05,30
CLASP1,MAPRE1,3.481082764267285e-05,20
H2BC13,KAT5,3.474557200888739e-05,12
NR3C2,SLC3A1,3.4737205307328046e-05,280
BRAF,KIAA1549,3.470512395731262e-05,29
F2,PLG,3.4622510934667616e-05,33
ADCY1,GNAI2,3.4611019455936067e-05,120
KCNJ5,SLC8A1,3.454865239596004e-05,882
RPL27,RPLP2,3.4532678355958524e-05,18
ABCC8,PLCB1,3.451706244842848e-05,156
KCNJ11,MYLK,3.448446339837652e-05,49
AGTR1,CALM1,3.440882070565414e-05,102
NR3C2,SLC14A2,3.43606663298909e-05,1400
H2BC6,KAT5,3.4247543496235267e-05,12
CACNA1H,SLC8A1,3.423129729775365e-05,1764
LTA4H,PTGS1,3.422621347023286e-05,92
BRAF,PIK3CB,3.418860394410663e-05,46
CSK,FGB,3.4176954332387766e-05,22
CACNA1H,HCN4,3.414773797815601e-05,98
SLC14A2,SLC22A2,3.4140664664358764e-05,1450
RPL31,RPL5,3.413744568329472e-05,54
PTGS1,PTGS2,3.4102954424381155e-05,124
