gene,importance_sum,degree,importance_mean
PIK3CG,0.05676539,83,0.000683920345751636
CYP1A1,0.056528017,45,0.0012561781538857355
CYP2C9,0.05649619,61,0.000926167078194071
ADCY3,0.05618891,108,0.000520267696292312
RBL1,0.056128684,35,0.0016036766980375562
H3C11,0.055855002,71,0.0007866901725950376
CCNH,0.055726655,71,0.0007848824623604895
GAD1,0.055628844,41,0.0013568010635492279
PRKCB,0.05527964,209,0.0002644958785561283
COPB1,0.055234127,33,0.0016737614165652883
GNG2,0.05523348,104,0.0005310911398667556
IL6ST,0.05510455,42,0.0013120130946238835
EDNRA,0.05473515,30,0.0018245050062735875
POLR2D,0.05467426,60,0.0009112376719713211
HSD3B1,0.054574206,37,0.001474978553282248
PTPN11,0.05445429,199,0.00027363964510922456
SLC2A1,0.054446507,50,0.001088930144906044
PML,0.054276273,46,0.0011799189707507257
ADCY10,0.054189976,37,0.0014645939541829598
YES1,0.053994402,64,0.0008436625357717276
RPL23,0.053924073,27,0.0019971878716239224
MAPRE1,0.053828254,33,0.0016311592224872475
KCNJ5,0.05339238,71,0.0007520053588168722
HSPA1B,0.053285386,34,0.001567217247451053
PARP1,0.05322179,52,0.0010234959280261626
RFC5,0.05306239,62,0.0008558450086462883
GNAI2,0.052984383,99,0.0005351957874466675
FGF2,0.05291748,125,0.00042333984375
PPP1R12A,0.05264131,27,0.0019496781406579194
UBE2I,0.051390044,68,0.0007557359469287536
VKORC1,0.05132537,30,0.001710845654209455
PSMA1,0.051266715,33,0.001553536816076799
FGF9,0.051234484,98,0.0005228008542742048
SIRT1,0.05108132,46,0.0011104634436576264
CYP11A1,0.050894998,37,0.0013755404868641414
CASP10,0.050862253,35,0.001453207220349993
CXCR2,0.050817207,33,0.0015399153485442653
DCTN2,0.050459843,33,0.001529086155421806
MMP2,0.050409712,47,0.0010725470616462383
H2BC4,0.05034265,89,0.0005656477440609022
TSHB,0.050217994,31,0.001619935276046876
CYP2B6,0.049941197,92,0.0005428390982358352
CAMK2A,0.049240425,120,0.00041033687690893806
TPTEP2-CSNK1E,0.049147878,41,0.001198728727858241
IFNAR1,0.04896663,49,0.0009993190059856493
HCN4,0.048894364,55,0.0008889884433963082
GLUD1,0.048775148,53,0.0009202858046540674
KAT2A,0.048767947,45,0.0010837321480115256
IL1B,0.048612002,118,0.0004119661210452096
TUBB1,0.048388865,35,0.0013825389955724988
GSS,0.04828515,30,0.0016095049679279328
CDC16,0.0482037,44,0.001095538620244373
ST3GAL3,0.048014127,34,0.0014121801975895377
CYP4F8,0.04787998,61,0.0007849176887606011
ACAT2,0.04755182,50,0.0009510363638401032
MCEE,0.04754315,35,0.0013583756983280182
F2,0.04751513,89,0.0005338778823948978
HMGCR,0.04735027,48,0.000986463933562239
BRK1,0.04709294,29,0.0016238945054596868
FGF4,0.046840623,100,0.0004684062302112579
EIF2S2,0.0467153,28,0.0016684035903641156
DDB2,0.0465779,51,0.0009132921695709229
LTA4H,0.046538766,62,0.0007506252657021246
MAP2K4,0.046456885,135,0.00034412507105756687
HCK,0.046416316,49,0.0009472717588045159
ATF6B,0.046345714,30,0.0015448571493228277
RPLP2,0.046284042,27,0.0017142237888442145
IGF1R,0.046281423,74,0.0006254246408069456
PTGIS,0.04576744,71,0.0006446118505907731
BDNF,0.04575445,51,0.0008971461040132186
TXNRD1,0.04574686,26,0.0017594945831940724
RIPK1,0.045693472,93,0.0004913276562126733
VEGFA,0.045364983,100,0.0004536498337984085
HSPB1,0.045249227,33,0.0013711887101332347
CSNK2A2,0.04476804,55,0.0008139643479477275
WNT9A,0.044699427,33,0.001354528083042665
YAP1,0.044440683,33,0.0013466873629526658
PPP2R5C,0.04394667,62,0.0007088172339623975
FGF6,0.043861307,79,0.000555206420300882
HRH2,0.043720573,36,0.0012144603663020665
TUBB2B,0.043702647,28,0.001560808824641364
KIF18A,0.043675054,26,0.0016798097640275955
CDKN2A,0.043451488,81,0.0005364381236794554
CREBBP,0.04335634,170,0.0002550372963442522
ARF6,0.043315683,27,0.0016042845392668689
FOSL1,0.043245006,27,0.001601666901950483
JAK1,0.043119714,156,0.00027640842092342867
RPL31,0.042762868,26,0.0016447256963986617
TP73,0.04274848,32,0.001335890032351017
MYH11,0.04259256,23,0.0018518503917300184
DRD1,0.04256268,90,0.0004729186495145162
LAMB2,0.042231333,32,0.00131972914095968
PLD1,0.04219284,56,0.0007534435551081385
PLA2G4E,0.04198723,34,0.0012349185040768456
MCM6,0.04178935,24,0.0017412228820224602
KIAA1549,0.04166033,37,0.0011259548970170923
RRAS2,0.04164559,21,0.001983123343615305
MEF2C,0.041622177,81,0.0005138540341530318
KCNH2,0.041427687,57,0.0007268015229911135
MEN1,0.041306578,21,0.001966979886804308
SULT1A1,0.04087934,25,0.0016351735591888428
SOCS2,0.04084415,22,0.0018565522676164453
COL4A3,0.040827677,36,0.0011341021292739445
SLC38A4,0.040791046,43,0.000948628973822261
PTEN,0.04074143,116,0.0003512192132144139
SCN10A,0.04060164,61,0.0006656006711428283
FURIN,0.040425226,55,0.000735004110769792
KCND3,0.040306043,56,0.0007197507657110691
PRKCG,0.039926894,122,0.00032726962302551897
GTF2F1,0.039896607,53,0.0007527661773393739
APC,0.039886888,64,0.0006232326268218458
GRIN1,0.0398377,111,0.00035889819264411926
CLCNKA,0.03968575,31,0.0012801854360488154
INSR,0.03955796,70,0.0005651137126343591
CEP290,0.039513532,23,0.0017179796553176382
PLA2G4A,0.039243437,79,0.0004967523715164088
FGFR3,0.039194025,79,0.0004961268999908544
NCOA1,0.039048217,56,0.0006972895935177803
UBE2S,0.038677793,42,0.0009208998332420985
ALDH4A1,0.038674884,31,0.001247576888530485
MCCC2,0.03844779,27,0.0014239922165870667
NFATC1,0.03840694,67,0.0005732378852901175
ABCC8,0.038287133,69,0.000554885985194773
CLASP1,0.03825027,37,0.001033791114349623
STAT5B,0.038169798,126,0.0003029349008722911
JAK2,0.038158685,178,0.00021437463465701328
UGT1A1,0.038148582,44,0.0008670132268558849
STX4,0.038117815,21,0.0018151340385278065
LEP,0.038063817,29,0.0013125454043519907
GMPR,0.03803388,23,0.0016536469692769258
GRK6,0.03802225,20,0.0019011124968528748
CKB,0.037991818,24,0.0015829924183587234
PYGL,0.037907694,22,0.0017230769788677042
FYN,0.037860934,176,0.00021511894142763182
CACNA1H,0.03769641,63,0.0005983557138178083
CSNK1A1,0.037672438,45,0.0008371652828322516
CACNA2D2,0.037594095,129,0.00029142709203468735
RAB7A,0.037548084,45,0.0008344018624888526
SH3GL3,0.037438236,22,0.0017017380080439827
EHMT2,0.037351355,24,0.0015563064565261204
CSF1R,0.03729029,57,0.0006542156140009562
PDK1,0.037260298,27,0.001380011025402281
KLC1,0.03683992,22,0.001674541864882816
PSMD1,0.036818158,38,0.0009688988916183773
GUCY1B1,0.036784727,38,0.000968019134904209
TCF7L1,0.03676212,56,0.0006564663989203316
AOX1,0.036755823,48,0.000765746304144462
GHRH,0.036618367,21,0.0017437317541667394
DIAPH1,0.03647042,34,0.0010726594311349532
AP1B1,0.036292713,20,0.001814635656774044
SDHB,0.03628029,42,0.000863816411722274
KCNQ1,0.03609369,65,0.0005552875307890085
HSD3B2,0.036046147,35,0.0010298899241856167
C3AR1,0.03590364,26,0.0013809092342853546
HGF,0.035865664,71,0.0005051502039734746
AKR1B1,0.035846215,43,0.000833632900964382
TLR2,0.03577833,53,0.0006750628071011237
SLC12A3,0.035742454,33,0.0010831046736601627
YWHAQ,0.03554039,66,0.000538490769086462
NFATC2,0.035495114,63,0.000563414501292365
SAA1,0.03547665,19,0.0018671921601420955
STEAP3,0.035390485,24,0.001474603544920683
PTGIR,0.03524637,28,0.0012587988749146461
SHH,0.03523612,44,0.000800820914181796
IL6,0.035224047,142,0.0002480566659024064
MEF2A,0.035212744,54,0.000652087852358818
AQP3,0.035141293,35,0.0010040369416986193
ANPEP,0.03498795,20,0.0017493974417448043
HTR7,0.03495979,26,0.001344607283289616
NUP93,0.0347548,79,0.00043993419672869427
ACADSB,0.03474925,40,0.0008687312714755535
KCNJ4,0.034731764,66,0.0005262388537327448
MSMO1,0.034728937,36,0.0009646926903062396
TAT,0.034646496,29,0.0011947067647144712
LPAR3,0.03439958,17,0.0020235047182616066
PLA2G4D,0.03428259,36,0.0009522941998309559
FBXW11,0.034249682,62,0.0005524142254744807
GNA14,0.03421722,42,0.0008146957095180239
HIPK2,0.03411743,22,0.0015507922931150956
CASP1,0.034109592,54,0.0006316591192174841
LBP,0.034039058,21,0.0016209075138682411
GRIN2A,0.03392242,103,0.00032934387332027396
SMO,0.033905316,33,0.0010274338225523632
HSPA1L,0.033852387,22,0.001538744873621247
CD14,0.033813268,53,0.0006379861876649677
TAB2,0.033802204,102,0.0003313941552358515
ASNS,0.033763777,18,0.0018757654147015677
AMPD1,0.033690616,23,0.0014648094125415969
HMGB1,0.03358955,30,0.0011196516454219819
NTRK1,0.033535294,46,0.0007290281355381012
TRAF2,0.033505585,93,0.0003602751080066927
SDC3,0.03336935,25,0.0013347740471363067
GCDH,0.033305753,29,0.0011484742421528388
KCNE1,0.03323292,55,0.000604234906760129
DUSP6,0.033208534,46,0.000721924654815508
KLB,0.03316243,34,0.0009753655861405766
GNG7,0.03315348,91,0.00036432397562068895
POLR2B,0.033121917,61,0.0005429822524062923
CDKN1C,0.033107042,18,0.001839280128479004
ACLY,0.03302457,21,0.0015725986588568915
COX6B1,0.032994635,27,0.0012220235334502326
HDAC4,0.032885853,48,0.0006851219416906437
GBA,0.032881014,18,0.0018267230027251774
RPLP1,0.032859314,26,0.0012638197781947942
PCSK2,0.03280666,55,0.000596484745090658
SMAD2,0.032801382,80,0.0004100172780454159
UPB1,0.032777913,24,0.00136574637144804
LAMTOR2,0.03277022,27,0.001213711858899505
WIPF1,0.03273297,24,0.0013638737921913464
RPS6KA2,0.03268399,74,0.0004416755526452451
TNRC6A,0.032589428,32,0.0010184196289628744
PLA2G6,0.0325734,28,0.001163335650094918
MYLK,0.03255726,80,0.00040696575306355955
THBS1,0.03255242,50,0.0006510484218597412
RAB4A,0.03245618,19,0.0017082199062171735
PFKL,0.032344073,37,0.0008741641366803968
SMARCB1,0.032242868,18,0.001791270449757576
DBH,0.032221843,22,0.0014646292071450841
PRKAR1A,0.03222106,131,0.0002459622919559479
WASL,0.031936035,60,0.0005322672426700592
CXCR4,0.031907994,54,0.0005908887833356857
CCKBR,0.031893965,32,0.0009966864017769694
TP53,0.03180995,225,0.00014137754837671915
KCNK1,0.03173013,56,0.0005666094699076243
FGF10,0.031646367,73,0.0004335118789378911
POLR2A,0.031624317,68,0.0004650634877821978
PSMD3,0.031505425,39,0.0008078313981875395
EPS15,0.031407677,23,0.0013655511581379435
IVD,0.03136621,26,0.0012063927088792508
OGDH,0.031359658,32,0.0009799893014132977
PDIA6,0.031325497,20,0.0015662748366594315
SIAH1,0.031276997,17,0.001839823363458409
GSTA5,0.031231862,18,0.001735103420085377
GTF2H4,0.031149007,50,0.0006229801476001739
WNT11,0.03110341,44,0.0007068956778808074
TNNT1,0.030838255,52,0.0005930433622919596
SYNJ1,0.030817721,26,0.0011852969630406452
NCSTN,0.030716345,44,0.000698098743503744
SCARB1,0.030590378,24,0.0012745990728338559
GNAT3,0.030548181,23,0.0013281817993392115
SKA2,0.030539509,18,0.0016966393838326137
SPTA1,0.030400202,19,0.0016000106146461085
CAMK2G,0.030384853,108,0.0002813412359467259
KITLG,0.03013758,43,0.000700873950886172
MED1,0.030035803,28,0.0010727072533752238
PHC1,0.030005062,25,0.0012002024799585343
CENPO,0.029912515,21,0.0014244054577180318
KLC3,0.029872784,20,0.0014936392195522784
NUP88,0.029857004,76,0.00039285531659659584
TLN1,0.029801264,51,0.0005843385177500107
BLM,0.029748978,37,0.0008040264349531483
CKAP5,0.029653678,32,0.0009266774286516011
CEP78,0.029641155,17,0.0017435973619713502
TAOK1,0.029604848,23,0.0012871673249680064
FSHB,0.029580856,31,0.0009542211529708677
SERPING1,0.029420532,16,0.0018387832678854465
VANGL1,0.029386275,24,0.0012244281048576038
PNMT,0.02938123,22,0.001335510476069017
CD3E,0.029329859,43,0.0006820897376814554
SPTBN5,0.029150283,18,0.0016194601646727985
MAT2B,0.029142626,33,0.0008831098675727844
SLC22A2,0.028985996,50,0.0005797199159860611
ITPR2,0.028906913,99,0.00029198902499194096
SCN5A,0.028887648,61,0.00047356800222006
MCM8,0.02879029,22,0.001308649524369023
CHMP4B,0.028769955,18,0.001598330835501353
UBE2D1,0.02876444,66,0.0004358248446475376
LCP2,0.028749507,30,0.0009583168973525365
ATP2B1,0.028708655,28,0.001025309120970113
POU2F1,0.028684566,20,0.0014342282898724078
RPL10L,0.028668826,25,0.0011467530578374862
DLL1,0.028664986,49,0.0005849997075844784
NME7,0.028596817,32,0.0008936505182646215
IDH3A,0.028539468,25,0.0011415787041187287
DYNC1I2,0.028498773,54,0.0005277550468842188
B4GALT1,0.02848081,38,0.0007494949784718061
ANAPC1,0.028456366,44,0.0006467355838553472
GOT2,0.028272491,48,0.0005890102280924717
PANK1,0.028233886,19,0.0014859939876355622
FZD1,0.028179267,56,0.0005032012039529425
MMP7,0.028139316,19,0.0014810166076609963
MAP3K2,0.028109726,21,0.0013385583602246783
MGST3,0.02809294,23,0.0012214321481144946
C1QA,0.028049244,20,0.0014024621807038784
BCL2,0.027933445,126,0.0002216940065698018
ENPP1,0.027871463,22,0.0012668847021731463
ASS1,0.027854629,33,0.0008440796624530445
CYP2C18,0.027824221,21,0.0013249629132804416
CBX4,0.027743975,26,0.0010670759500219272
CEP152,0.027712282,16,0.0017320176120847464
LPIN3,0.027560916,18,0.0015311619887749355
ACOX3,0.027470648,29,0.0009472637340940278
SHC3,0.027432637,54,0.0005080118016512306
KRAS,0.02742283,297,9.2332762499851e-05
FGF20,0.0273974,91,0.0003010703271234428
ACTN4,0.027378537,27,0.0010140198800298902
INHBB,0.027367044,17,0.001609826131778605
NDC80,0.027359389,20,0.0013679694384336472
CEP192,0.02735932,18,0.0015199622139334679
KTN1,0.027291026,19,0.001436369787705572
SLC3A1,0.027231745,35,0.0007780498691967555
ADCY8,0.027218085,112,0.000243018614128232
PTK2B,0.027124055,64,0.0004238133551552892
ADCY9,0.027122427,107,0.00025348062409418767
BCR,0.027100623,26,0.0010423316405369686
ACSL6,0.027099457,29,0.0009344640220033711
ZAP70,0.02696123,48,0.0005616922862827778
PTK2,0.026920708,149,0.00018067589192182425
AGPAT1,0.026883049,19,0.0014148973124591929
CCL4,0.026710007,38,0.0007028949299925252
FANCD2,0.026704883,19,0.0014055201685742329
TALDO1,0.026588326,17,0.0015640191952971852
BDKRB1,0.026579462,21,0.0012656886662755693
RAD50,0.026537385,47,0.0005646252093162942
MAN2A2,0.026530026,14,0.0018950018233486585
RASGRF2,0.026470501,30,0.0008823500325282414
TBP,0.026443243,51,0.000518494961308498
MALT1,0.026413579,33,0.0008004114709117196
LDHC,0.026404448,17,0.001553202814915601
MAN1A2,0.026388334,15,0.0017592222740252814
NCOR2,0.026388278,65,0.0004059735112465345
MYOD1,0.026215546,16,0.0016384716145694256
IL1RAP,0.026210766,30,0.0008736922095219295
PSMD5,0.02619303,25,0.0010477212071418763
NFKBIA,0.026178533,200,0.0001308926660567522
CXCL1,0.026151698,29,0.0009017826925063955
PPBP,0.026127005,20,0.0013063502497971057
NOD2,0.026034549,40,0.0006508637219667434
THEM4,0.025992343,20,0.0012996171601116658
TCF7L2,0.025971668,55,0.00047221214256503363
PLCG2,0.025952568,105,0.00024716731693063464
RUNX2,0.025925048,37,0.0007006769647469391
MYH9,0.02590394,34,0.000761880594141343
VPS52,0.025811622,4,0.0064529054798185825
CYP2S1,0.025752615,26,0.000990485199368917
TAB1,0.02574246,106,0.000242853396624889
PROC,0.025571289,22,0.0011623312973163345
GAL,0.02551113,15,0.0017007420460383098
C1S,0.025499884,17,0.0014999931787743287
DNMT3B,0.025472289,19,0.0013406467869093543
ALDH5A1,0.02547187,18,0.0014151038808955087
TFRC,0.025470238,40,0.0006367559544742107
PFKFB2,0.02532989,14,0.0018092778378299304
HSP90B1,0.025325347,28,0.000904476669217859
NDUFB6,0.025314609,19,0.0013323478204639333
DDX58,0.025280599,38,0.0006652789092377612
TNFRSF1A,0.025228633,76,0.0003319556922896912
CRADD,0.025178768,17,0.0014811039847486159
ECHS1,0.025177054,88,0.0002861028875816952
FDFT1,0.025044084,41,0.0006108313072018507
NCOA3,0.02498844,27,0.0009254978072864038
MAD2L1,0.0249755,34,0.0007345735040657661
LPIN2,0.0249156,18,0.0013842000108626154
CNOT1,0.024905927,11,0.00226417522538792
NR1D1,0.024903476,12,0.0020752896865208945
NR3C2,0.024861274,44,0.0005650289610705593
NDUFB1,0.024861071,19,0.0013084774346728075
GRIN2B,0.024840215,63,0.0003942891304928159
FRAT2,0.02480261,17,0.0014589770751840929
RPL27,0.024773372,27,0.0009175323087860037
LDLR,0.02476838,41,0.0006041068402005405
ITPR3,0.024729853,112,0.00022080226335674524
IFNAR2,0.02466713,47,0.0005248325698553247
TRAF1,0.024657039,30,0.0008219012990593911
IFNG,0.024588615,97,0.00025349087321881164
DMGDH,0.024400124,17,0.001435301430961665
DHFR,0.024397044,34,0.0007175601032726905
TIRAP,0.024377763,28,0.0008706344025475639
CEBPA,0.024262855,29,0.000836650166532089
ACSL3,0.02423059,39,0.0006212971817988616
POM121C,0.024206206,56,0.00043225368218762536
ARRB1,0.024186756,73,0.0003313254309843664
TOP2A,0.024185253,18,0.0013436251837346288
IL2,0.02414451,76,0.0003176909185161716
PRKAG2,0.024069352,65,0.00037029772423780884
MAP2K6,0.024064926,144,0.0001671175446568264
EDN1,0.024015665,50,0.00048031330108642576
CTDP1,0.023956921,25,0.0009582768380641938
ARHGAP35,0.023937425,40,0.000598435616120696
TCF7,0.023895426,52,0.0004595274177308266
KCNE2,0.023880312,54,0.0004422280040604097
GRIN3B,0.023710683,15,0.0015807121992111206
GPX7,0.023674347,15,0.0015782897671063742
AREG,0.023654515,54,0.0004380465726609583
CES2,0.023642745,17,0.0013907496981761035
SPDL1,0.023630666,18,0.0013128147564000553
AAMP,0.023477767,12,0.0019564805552363396
ARNT,0.023477057,30,0.0007825685665011406
ALOX5,0.023474121,85,0.0002761661348974004
CDH1,0.023447454,70,0.00033496362822396414
VPS37C,0.023426449,13,0.0018020345327945857
CRK,0.023425557,106,0.0002209958181066333
NOS3,0.023423012,78,0.00030029503007729846
TLR3,0.023422008,28,0.0008365002992962088
GSTT2,0.023418784,18,0.0013010435634189183
TGFA,0.023408411,78,0.00030010783423980075
PIP4K2C,0.023374232,28,0.0008347939832934312
COPA,0.023317527,33,0.0007065917280587283
H2AC1,0.02328121,19,0.0012253267984641226
CBL,0.023276553,104,0.0002238130053648582
STK24,0.023215786,4,0.005803946405649185
ADRB2,0.023169648,49,0.00047284995718878143
BLNK,0.023074653,19,0.0012144554210336584
BRIP1,0.0230705,26,0.0008873268961906433
SETD1A,0.022997182,11,0.002090652896599336
ACER1,0.022988005,15,0.001532533640662829
POLR3F,0.022987125,14,0.001641937531530857
ATRIP,0.02293932,27,0.0008496044686547032
PTH,0.022865564,23,0.0009941549404807713
THBS3,0.022831054,13,0.0017562349541829182
TIAM1,0.022682745,51,0.0004447597060717788
TMPRSS2,0.022680255,15,0.00151201697687308
TGOLN2,0.022664204,12,0.001888683686653773
KCNJ3,0.022561818,72,0.00031335858835114376
ADRA1B,0.02250675,29,0.0007760948019808736
KIF2A,0.022504373,27,0.0008334952786012933
CD86,0.02250045,52,0.0004327009575298199
RXFP2,0.02233024,17,0.0013135434950099273
HDAC7,0.022310626,40,0.000557765644043684
VEGFC,0.022298621,34,0.0006558417945223697
NINL,0.022267023,18,0.0012370568389693897
CAMK2D,0.022222027,108,0.00020575951094980592
RAB3IP,0.022198414,11,0.0020180376754565673
CDK5RAP2,0.022150347,16,0.001384396688081324
RYR2,0.022108696,77,0.00028712592728726276
AGL,0.022088055,17,0.0012992973275044385
FTH1,0.022086374,20,0.0011043187230825424
UGT2A1,0.0220643,15,0.0014709533502658208
PIP5K1B,0.022047473,36,0.0006124298088252544
KIF3B,0.022046851,13,0.0016959116149407167
BMP2,0.022019288,39,0.0005645971172131025
CALML5,0.021997238,50,0.00043994475156068803
CAB39,0.021915603,13,0.0016858156483906966
INCENP,0.021841366,22,0.0009927893565459685
SOD3,0.021826029,17,0.001283884048461914
ALMS1,0.021824542,17,0.001283796613707262
ALDH9A1,0.021773584,37,0.0005884752482981295
CHPT1,0.021742787,16,0.001358924200758338
ALDH7A1,0.021740697,50,0.0004348139464855194
IL11,0.02174054,25,0.0008696216344833374
MADD,0.021724902,17,0.0012779354172594408
SYK,0.02169314,96,0.0002259702111283938
