gene_i,gene_j,pair_importance,n_shared_pathways
ABCB8,EIF2S2,7.064435010306624e-07,2
CXCL1,CXCR1,7.06441909109623e-07,8
MAP3K4,PTK2B,7.064358555908257e-07,2
CACNA2D2,PRKCA,7.064330047171219e-07,20
ARF6,CDH2,7.064308583406629e-07,17
ABCB11,ACOT6,7.064234353038046e-07,2
PCTP,PLA2G2A,7.064201786732838e-07,25
BOC,CUL1,7.064011882801369e-07,12
CHURC1-FNTB,CNGB1,7.063978186462825e-07,9
SLC10A2,STARD3,7.063747710998249e-07,22
PLPP1,SPTSSA,7.063675111496082e-07,16
FYN,PTPRC,7.063130820325825e-07,2700
ALDH7A1,SLC16A12,7.062991773665317e-07,6
CYP2J2,GNB1,7.062771709698268e-07,2
CAMK2D,PPARGC1A,7.062277886304055e-07,60
SLC11A1,SLC13A3,7.06201627620473e-07,4
MMP9,TRIO,7.061880098558381e-07,156
KDM4C,NCOA2,7.06144038924942e-07,144
F2RL1,PLCB1,7.060890538923559e-07,1
NUP62,PANK2,7.06078655099418e-07,2
DPYSL4,GSK3B,7.060727370555853e-07,8
PLG,PTPN11,7.06070505808652e-07,14
FYB1,PLCG1,7.060552320581337e-07,1
PDE4C,PPP2R1B,7.06043604026263e-07,4
GUCY1A2,PRKG1,7.060413061768522e-07,28
CHST11,PTCH1,7.060288880755827e-07,16
MED24,PPARGC1A,7.059896378613928e-07,24
RHOF,STEAP3,7.05982813542505e-07,1
APP,CDH2,7.059721012034331e-07,204
PDE7A,PDE8A,7.059536136222455e-07,10
ADCY3,COL1A2,7.059526581087994e-07,2
PFKP,RPTOR,7.059252293828422e-07,4
RAB7A,TIAM1,7.0591873563286e-07,6
H4C8,PRMT6,7.05908984063885e-07,20
STAT5A,ZDHHC19,7.058960935155123e-07,6
MAPK8,NEO1,7.058758271227816e-07,2
DNAL4,MEF2A,7.058287514460915e-07,6
SEC23A,SEC61B,7.058204563037407e-07,4
PARK7,UVRAG,7.058098338563745e-07,8
BCAR1,NCL,7.057958947565002e-07,16
RGS9,TUBAL3,7.057922672970562e-07,6
PLD1,RXRG,7.05778565664635e-07,3
PLD1,PPP2R5D,7.057621473904874e-07,1
SULT2A1,TRRAP,7.057573441215936e-07,2
ENPP1,IGF2,7.057566816896788e-07,8
ETV5,GSK3B,7.057481831449289e-07,8
NCOR2,SCN1A,7.057183779579645e-07,1
CDKN2A,IGF1R,7.057038089453016e-07,4
PGM2,PTEN,7.056940643286653e-07,27
POLG,POLR1A,7.056547950412551e-07,2
F2,TLL2,7.056545427985839e-07,1
LCN9,SLC28A3,7.056071419005624e-07,6
CYB5B,CYP7B1,7.05595454064678e-07,2
C3,HDAC4,7.055900437258344e-07,6
ESR1,RET,7.055753670215381e-07,2
DDHD1,PTDSS2,7.055664637483577e-07,18
BAK1,ITGA6,7.055550854614956e-07,75
ARCN1,PLA2G2E,7.055530885714031e-07,33
FARP2,PTPRM,7.055234888753148e-07,10
COL24A1,COLGALT1,7.05518917731851e-07,4
GABRB2,SLC6A1,7.055126221788832e-07,10
RPA3,TP53,7.054922974703004e-07,6
ADCY7,SALL4,7.054756077096158e-07,6
ESR1,H2BC3,7.054411919060755e-07,2
H2BC3,MYH14,7.054371735648601e-07,1
FGF2,MMP13,7.054239564152631e-07,8
HSP90B1,PTPN11,7.053623996981982e-07,7
EGR2,KLF4,7.053569212989164e-07,80
ATP10A,PIK3C3,7.053567166257166e-07,24
ALPL,NRN1,7.05330525251994e-07,6
RNF14,RUNX2,7.052626950591426e-07,3
NCEH1,UGT1A1,7.052594981349358e-07,2
DAAM1,TCF7L1,7.05256164653297e-07,24
APC,PPARD,7.05238085846327e-07,8
H4C5,NUP85,7.051974728611299e-07,6
IL2RB,MAP2K1,7.050687217279183e-07,9
PFKP,PHKG2,7.050593353596923e-07,1
DVL3,KAT5,7.050522299323347e-07,1
AGXT2,GOT1,7.05051534918458e-07,36
CDK8,GLI2,7.050068742177803e-07,24
CLN5,LAPTM4A,7.049738131671899e-07,7
ABLIM2,FYN,7.049642512645167e-07,108
NFKB1,PAK5,7.049468422337668e-07,1
ACTN3,GJA1,7.04942515160345e-07,18
GFER,HSCB,7.049312387152895e-07,2
ANLN,DEPDC1B,7.049001465309068e-07,4
FGB,ITGAL,7.048296119428503e-07,36
ERBB4,RHOA,7.048183982461161e-07,60
RNF152,UBC,7.048075770185215e-07,8
PDE3B,STAT3,7.048001767392028e-07,3
ARSI,SPTSSA,7.047861812589048e-07,92
AXL,PIK3CD,7.047559620332322e-07,1
CDS2,MGLL,7.047543135740852e-07,1
DOCK1,NCF4,7.047513121046419e-07,48
ADCYAP1R1,RALGDS,7.047481219490948e-07,5
ARFGAP1,B4GALT5,7.047354391367187e-07,11
FIG4,PIP5K1B,7.04727819215989e-07,20
ADCYAP1R1,RAMP1,7.047120705205856e-07,10
CD14,NCK2,7.047050632665494e-07,6
ARRB2,MARK3,7.046968006907406e-07,18
GABRB2,HTR4,7.046776595132088e-07,5
LIPG,SLC1A5,7.046763877599819e-07,48
CBX6,SMARCD3,7.04674015139517e-07,4
ARHGAP35,VANGL2,7.046675882249609e-07,12
BST1,LYPD4,7.046547279644853e-07,7
KCND2,KCNIP4,7.045924797684696e-07,12
ABCA1,RXRG,7.045880446001876e-07,9
LRP12,PLB1,7.045755820965505e-07,72
GFI1,MYC,7.045502776747981e-07,4
FAS,MIR17HG,7.045460819199434e-07,2
BPNT2,MTR,7.045402981020743e-07,1
ARHGEF12,VAMP3,7.045212326861616e-07,16
MGST1,MTR,7.045149648850687e-07,3
FSHB,MAP2K1,7.045090590906966e-07,2
SNAI1,XPO1,7.044915703608652e-07,435
ELOVL4,THEM4,7.044843878626731e-07,6
LEF1,VCAN,7.044790777399612e-07,2
PDE1C,RRM1,7.044551324497661e-07,2
GABBR2,PDE4A,7.044505376067415e-07,9
KMT5C,NFKB1,7.04446415422666e-07,8
HIVEP2,NCOR2,7.04444460097875e-07,1
SOCS5,SOCS7,7.044344103035449e-07,2
ATG16L1,DYNC1I2,7.043670396148585e-07,120
COPB1,ENPP2,7.043431745993681e-07,6
CHST10,MAN2A1,7.04312775242754e-07,120
CCL2,SELENOS,7.043051969454247e-07,27
ATP1B2,CCKBR,7.042785910016391e-07,3
NT5E,TFF3,7.042613674457243e-07,1
HFE,PAK2,7.042533525236649e-07,1
COPZ2,SERPINA1,7.042468377349564e-07,4
FYB1,ITGAL,7.042246313994206e-07,9
CDH1,KRAS,7.04223396338816e-07,126
CES2,SMOX,7.042162994963519e-07,6
CCND1,ERRFI1,7.04214305550615e-07,108
SHANK2,SIPA1L1,7.042094869194919e-07,264
GNAI2,KCNJ2,7.041909013192923e-07,204
JAK1,PTPRE,7.041653458291405e-07,6
CACNA1A,PIK3R2,7.041577188005022e-07,4
GNG2,PTH,7.041490069544428e-07,6
DGKH,PLCB2,7.041319578762442e-07,18
GCK,SMAD3,7.041162142229496e-07,6
DHODH,NT5C3A,7.041142293477224e-07,12
COL24A1,COL25A1,7.040921001788547e-07,12
PCSK5,SCARB1,7.040896444309707e-07,11
BDNF,NFKB1,7.040706115901685e-07,4
H2BC11,PRKCB,7.040675863864373e-07,6
ADCY7,FKBP5,7.040491537916674e-07,6
GSK3B,IL6R,7.040055300944204e-07,8
PPP1R3B,PRKCE,7.04000613656793e-07,6
FNTB,HRAS,7.039821604271079e-07,8
INHBB,MAPK8,7.03977750760032e-07,2
TCF4,VCAN,7.039169673817014e-07,2
ANGPT2,MAPK1,7.039161856771392e-07,6
KIF25,KIFC1,7.038844965640001e-07,18
FGF21,TSC1,7.038157596481495e-07,18
VAMP3,YKT6,7.037902474138491e-07,12
PTEN,SMARCE1,7.037777649509604e-07,252
FANCD2,RMI2,7.037709242041501e-07,17
CCNA1,UBE2I,7.037632595643939e-07,12
H4-16,NUP85,7.037527787190356e-07,6
CALY,GNAI2,7.037317374021986e-07,3
FRS2,SMARCC1,7.036684905870061e-07,2
GRIA1,IGF1R,7.036636864819756e-07,8
CDKN2A,SMAD3,7.036597562404268e-07,7
RPL21,SPCS3,7.03638690761436e-07,30
BCO1,GPC1,7.036217826419893e-07,45
CCNE1,ITGA1,7.036160276641112e-07,4
ADGRE1,WNT3A,7.036092597445531e-07,1
COL11A2,COL4A2,7.03606050804495e-07,24
BDNF,CAMK2D,7.035881846473302e-07,10
GLDC,SLC16A7,7.035815134578035e-07,48
CASP1,HSPA6,7.035760513561331e-07,14
CDH2,GRIN2B,7.035598959618838e-07,102
ADH7,CYP2B6,7.03544247508218e-07,15
RBM22,ZCRB1,7.03543593161271e-07,2
GNG4,PPP2CA,7.034568252350937e-07,3
CD14,PTK2B,7.034410103301525e-07,2
CES2,UPP2,7.034239306591417e-07,2
PLXNB1,PREX1,7.034026561214546e-07,4
AGXT2,CBSL,7.034006386241742e-07,6
NFKB1,NRIP1,7.033921367100257e-07,23
RELN,VWF,7.033626427954687e-07,6
CACNA1A,CALML5,7.033179372228915e-07,1
CTPS1,POLG,7.033176530057972e-07,1
CREB3L2,EGFR,7.03312510785814e-07,18
IL10,PRKCA,7.033007172307926e-07,30
MAP2K1,SOCS7,7.032986779620387e-07,2
MMP15,PLG,7.03297259837162e-07,6
CSK,GSN,7.032864588474297e-07,4
MITF,WNT9A,7.032843427623447e-07,1
CKB,SLC38A3,7.032813300611451e-07,1
UGT1A5,UGT2A1,7.032475620068201e-07,24
ITGB8,SV2C,7.032388026573244e-07,15
COL9A1,MMP9,7.032371008927404e-07,52
HRAS,SDC2,7.032265075760519e-07,32
ACTB,KIF2B,7.032258105046004e-07,12
ESR1,SOCS7,7.032220289415747e-07,6
ADCY7,GLI3,7.032208131718059e-07,36
ATP1B2,SLC7A8,7.032045349596172e-07,29
H2BC13,UIMC1,7.030560311704903e-07,9
BRD2,CEBPA,7.030328935419251e-07,39
LAMB2,SV2C,7.030191634764075e-07,3
IL2RA,IL7,7.029926162539986e-07,360
MAP1LC3A,NFKB1,7.029801167846017e-07,1
NMT1,RPE65,7.029719052198402e-07,10
CDH1,FGB,7.029408709236778e-07,12
ERCC2,NEIL2,7.028483253179729e-07,3
CCNE1,CCNG1,7.028286993209648e-07,32
IQGAP1,ITGB3,7.028134234587924e-07,10
ATG7,C19orf12,7.027793458291853e-07,2
TCF12,TCF4,7.0277661734508e-07,1
PDE8B,SLC32A1,7.02765589721821e-07,2
ITGA8,TCF7,7.027321363584776e-07,12
EYA1,H2BC6,7.027258435589383e-07,69
TNF,VCAM1,7.0271667699123e-07,114
CAMKK2,MAPK10,7.027134074633068e-07,1
CHRM2,SYT9,7.026994806036413e-07,32
MAP2K1,VAV2,7.026397694787079e-07,5
GABRG2,HRAS,7.026397221693292e-07,64
BIN1,TACR1,7.026248596275764e-07,5
CLASP1,PKD2,7.026146455757498e-07,2
AGO1,PTEN,7.026007828456279e-07,18
FSTL3,IGFBP2,7.025856803011266e-07,1
CREB3L2,KCNMB1,7.025834249200594e-07,3
HNRNPU,PTBP2,7.025600723409298e-07,2
MYH8,TCAP,7.025581112429791e-07,2
SLC16A3,SLC5A11,7.025554964457115e-07,1
JAK1,SOCS1,7.025536844047127e-07,966
NBEA,TLE1,7.025524491104745e-07,78
MTAP,MTHFD1L,7.024902970442781e-07,2
PTPN11,SEMA3E,7.024834400590604e-07,21
ADCY2,MARCKS,7.024773331920642e-07,4
NFKB1,TH,7.024738113425855e-07,8
SV2A,THBS3,7.024606816230516e-07,1
ITPR1,PSEN2,7.024407680800149e-07,12
SLC28A3,SLC32A1,7.024042310751118e-07,12
MARK3,TRIM24,7.023995302925246e-07,16
CLEC7A,FBXW11,7.023846002596201e-07,3
HSPA6,TGFA,7.023824617091227e-07,28
BLM,NUP88,7.023801913419447e-07,2
ALDH18A1,MDH1,7.023702865242379e-07,12
FGF9,GSK3B,7.023545246801511e-07,12
EHMT2,PRKAG2,7.023438683972927e-07,1
NFATC2,RHOA,7.023348413959241e-07,8
C4BPA,SPP1,7.023264757266556e-07,4
FXYD4,RIPK1,7.023264177637619e-07,6
AKAP13,MAP2K1,7.023077159828972e-07,1
CREBBP,PIM1,7.023020884185105e-07,16
FMO3,GRIN1,7.02290861909205e-07,2
H19,WNT11,7.02284296198267e-07,12
ADCY2,NFKBIA,7.022320531823217e-07,153
DUSP6,EIF4E,7.022320467342524e-07,15
ABCA4,SAG,7.021891619274356e-07,3
ADAMTS18,SEMA5A,7.021848098531791e-07,6
AOC1,CYP3A7-CYP3A51P,7.021424189452655e-07,18
EIF4E,KAT5,7.021405963314464e-07,3
ENPEP,SEC11C,7.021381118145501e-07,30
EDEM2,SAR1A,7.021299097687006e-07,1
ARCN1,F5,7.021195917502702e-07,12
PDE8B,PLCB2,7.021113646032973e-07,2
CDKN2A,GLI2,7.021024570619261e-07,8
BCAR1,SPP1,7.020738429423345e-07,160
RAP1B,SYK,7.020244687853751e-07,14
LCE2D,SPRR2G,7.020072700925084e-07,2
DUSP6,RUNX1,7.019878746149767e-07,65
DHRS9,NMT1,7.019726036329906e-07,6
CDC27,H2BC11,7.01969469218966e-07,3
CRK,WIPF1,7.019692233878327e-07,5
ABL2,PAK2,7.019672833008528e-07,8
NUP62,SLC37A2,7.019567528724716e-07,3
ALOX5,CYP1A1,7.019427470389417e-07,12
ST3GAL1,ST3GAL6,7.019417460977136e-07,60
DVL3,SFRP5,7.019346112135949e-07,3
DSC3,KRT38,7.018996311058956e-07,10
FAF1,MCM3,7.018980644109737e-07,3
IL4R,WWOX,7.018925241894934e-07,99
CAPN14,MMP24,7.018805376901582e-07,2
CAMK2G,NOS2,7.018506174088191e-07,64
GBE1,PGM2L1,7.018179184308434e-07,30
ATF6B,CREB1,7.018078303500097e-07,12
NOG,SIRPA,7.018016326224933e-07,12
MAFB,PLCB1,7.017833872120198e-07,7
ACTB,KAT5,7.017820446153511e-07,2
DCK,SLC29A1,7.017803920206234e-07,3
CDKN1C,TLR4,7.017767910492504e-07,12
BLNK,VAV1,7.017726764702026e-07,18
PGM2,RRM1,7.017498736180036e-07,3
KAZN,LCE3A,7.017114879159791e-07,30
NFATC2,PLCB2,7.017089136470561e-07,4
UBC,WASL,7.017032999101502e-07,2
DIAPH1,PLD1,7.016984113761282e-07,1
FBN2,MAPK14,7.016851355512443e-07,8
GABRA4,PDE4D,7.016606427545646e-07,8
CNR1,DPF3,7.016445380259029e-07,4
ERP29,KCNA5,7.016384514199362e-07,11
AGA,CD68,7.016199627211487e-07,3
ADCY5,MAPK14,7.016110851465474e-07,10
PLB1,SDC2,7.016094197773159e-07,24
ABCB4,ABCB8,7.015819853961602e-07,4
COX6B1,FBXL17,7.01571614358798e-07,10
CCND1,FASLG,7.015658506631546e-07,192
ELMO1,RHOA,7.015622437378521e-07,40
NOS2,SEC61G,7.015619627928475e-07,96
SPHK2,SPTLC3,7.015511156889068e-07,12
ADCY10,NT5C3A,7.015331086416646e-07,6
ACOX2,OSBP,7.015241043628606e-07,12
CYP2F1,SLC5A8,7.015192666770531e-07,4
DGKQ,GPD2,7.015124916520676e-07,8
NFATC2,SH2D2A,7.014979566122292e-07,2
AQP9,SLC22A1,7.014566194328233e-07,52
MEF2C,PLCB2,7.014106699898548e-07,2
KMO,PTGS1,7.014025413809577e-07,1
IP6K3,PLCB2,7.013908809901335e-07,18
NF2,YWHAQ,7.013888974975763e-07,108
AKT3,THRA,7.013687736145968e-07,8
GNE,ST6GAL1,7.013641913170924e-07,9
ATP2B1,ATP8B2,7.013626373009174e-07,1
APOB,CUBN,7.013582758120997e-07,32
RPRM,THBS1,7.013581679539019e-07,56
GPX3,NFKB1,7.013485660552867e-07,38
CYP2J2,ITPR1,7.013389208646951e-07,6
ATP2B1,ATP8B1,7.012970542064068e-07,2
IGFBP5,LAMB2,7.012877505374604e-07,4
CYB5A,HLCS,7.012801575001504e-07,1
CXCL12,SLC2A1,7.012489979807413e-07,7
HIVEP3,PPARGC1A,7.01201900987769e-07,12
GNG12,RAPGEF4,7.011999958450588e-07,6
PRKN,TP53,7.011976736470693e-07,4
PLA2G4C,RAC2,7.011822511640861e-07,56
IP6K1,PLCH2,7.011727972128234e-07,4
ASCL1,GRB2,7.011325096062393e-07,2
FCGR3B,MAP2K1,7.011243863264127e-07,2
KIFAP3,STX18,7.01088964660812e-07,2
AKR1B1,SLC3A1,7.01060605123871e-07,4
CAMK2A,CBL,7.010549172639657e-07,12
RALBP1,VAV1,7.009973970681834e-07,36
ADAMTS3,LOXL4,7.009721988045688e-07,3
NCSTN,PLCB2,7.009505136323924e-07,2
B9D2,DYNLRB1,7.008966917965154e-07,1
ADCY2,PRKCE,7.008301782425915e-07,21
STAT3,TIE1,7.008001148278709e-07,3
CDK1,EXOC2,7.007963830717386e-07,76
ADAM15,BCAR1,7.007698457073275e-07,8
FBP1,NUP62,7.007548550319598e-07,2
ACTB,MAD1L1,7.007424486227265e-07,8
ANGPT2,STAT5B,7.007287135725923e-07,6
ALDH9A1,NOS2,7.007272496479031e-07,64
CRPPA,UGT2A1,7.007178055573604e-07,1
CTBP2,NFKB1,7.006972619905127e-07,4
COL11A1,LOXL1,7.006765120940027e-07,21
HMGB1,IRF6,7.006696165490212e-07,2
ADCY7,GABRG3,7.006646466356514e-07,36
CDH1,CPE,7.0066346099456e-07,36
CBX4,SMARCD3,7.006345938975755e-07,4
ACTB,CEBPA,7.006172608583471e-07,6
FBXL7,PPP2CA,7.005700837225959e-07,4
COPA,INPP5E,7.004628184148487e-07,4
CLASP1,KIF3B,7.004622943895811e-07,1
FYN,ZAP70,7.004603635980837e-07,270
ITPR1,KRT38,7.004534449336908e-07,3
CHEK2,GSK3B,7.004520493278377e-07,12
SHH,SLC16A10,7.00450849708069e-07,14
ANXA2,DYSF,7.004507532511658e-07,12
KCNJ5,PPP2R5C,7.004273925304005e-07,1
IL2,MRE11,7.004200760249743e-07,18
CDK6,H2BC4,7.004131887811127e-07,4
MYOD1,RUNX1,7.00376669361146e-07,13
FBXL7,NME7,7.003753275114377e-07,4
HIBADH,HMGCLL1,7.003651195852502e-07,21
SMAD2,SYNE3,7.00355817562226e-07,12
PDK4,SUCLA2,7.003443194264491e-07,3
SOCS2,TNFRSF11A,7.003285051136269e-07,3
CSNK2B,LRP5,7.003193426650493e-07,9
KMT5C,SETMAR,7.003053642358134e-07,32
PDE4D,PPP1R1B,7.002495316411894e-07,12
EIF2S2,RPTOR,7.00249131568853e-07,2
EDIL3,FGF2,7.002396329395394e-07,20
IFNAR1,ZAP70,7.002319221347438e-07,6
CYP3A4,RRM2,7.001935387052072e-07,1
ATP1B1,PRKD1,7.001908246857218e-07,7
HRAS,NCOR2,7.001886866211948e-07,24
SYK,TYK2,7.001834259309978e-07,56
ADCY8,PPP2R1A,7.001738552916709e-07,64
GTF2H4,SMUG1,7.001260087236005e-07,1
G6PC2,GALM,7.000794308709146e-07,6
CD9,ITGB1,7.000772741831234e-07,30
CCL2,CXCL6,7.000502325481427e-07,27
STEAP3,WHAMM,7.000057848927099e-07,1
PLD1,RASGRF1,7.00004771092555e-07,8
GNG12,MAPK8,6.999949402203276e-07,12
FUT1,ST3GAL1,6.999932113128012e-07,48
CAPN10,ITGA6,6.999851933642276e-07,10
TRAF6,VAV3,6.999738166035829e-07,6
ITPR3,PDE4D,6.999052502049923e-07,28
ACTN1,SLC8A1,6.998939890157096e-07,360
GABRB1,SLC32A1,6.998488031317862e-07,32
AP1M1,NUP160,6.9982016270842e-07,2
COG3,SAR1B,6.99817022498106e-07,4
PRKACG,PRKCH,6.998050707807124e-07,1
ANAPC10,PPP2R5E,6.998029766605877e-07,3
TGFBI,THBS1,6.997780011154531e-07,160
SDCCAG8,TRAF1,6.99749904242708e-07,2
CDT1,GINS3,6.9972799968121e-07,6
TCF7,TEAD1,6.997268080880895e-07,12
FDFT1,HSD17B12,6.997213297665894e-07,4
HSPG2,RGS9,6.997198142381459e-07,6
ACTR2,PIK3CD,6.997170360653923e-07,18
BTG1,CRY2,6.99714178153954e-07,1
PDK1,SOCS1,6.99652967993825e-07,46
CALM3,CYP1A2,6.995748247362599e-07,4
FBXL17,SOD3,6.995586186775427e-07,5
RAC2,TP53,6.995515588633696e-07,84
HRAS,TIRAP,6.995433482273605e-07,16
KCNK9,PLCB2,6.995402894162857e-07,30
PSMD5,TLE3,6.995358701391361e-07,11
DGKB,NUP93,6.995358319272782e-07,4
HMGB1,TLR3,6.994889218958633e-07,2
NPHS1,PDGFB,6.994680685926124e-07,25
DDR1,SDC3,6.994065643084469e-07,5
ATP6V0A1,CLCNKB,6.994040770028473e-07,7
SMAD2,YY1AP1,6.994013770356133e-07,4
ADH7,CYP4F8,6.99398298387166e-07,6
RRAGC,ULK3,6.993831599781212e-07,6
DOK4,GAB2,6.993746524130984e-07,1
IL6ST,PTK2B,6.993474457317461e-07,2
ANK1,ANK2,6.993376263271974e-07,15
ETS1,YWHAB,6.993305332363553e-07,98
ATP4A,NDUFV3,6.993141141720116e-07,1
PIK3CD,PLCE1,6.993122250165129e-07,6
BLNK,HRAS,6.992985422836148e-07,32
MAPK8,PPP1R12A,6.992624577151219e-07,2
ABCB11,MAPK3,6.992542214145914e-07,4
RHEB,TBC1D1,6.992218359869184e-07,4
INSR,MTRR,6.992184185428129e-07,10
SNRPC,TXNL4A,6.992182535053848e-07,24
CSNK2B,ITGA9,6.991895453722918e-07,2
CD2AP,PLCE1,6.991454450933077e-07,4
AAMP,NOD2,6.991350854690382e-07,10
ATG5,HSPA1L,6.991200847406009e-07,38
CAMK2D,PTK2,6.99112625035525e-07,20
PFKFB2,WNT4,6.991078862483846e-07,6
ENPP1,LMBRD1,6.990966312514502e-07,1
PRKCG,RXRA,6.99091422973197e-07,4
SLC16A10,SLC7A1,6.99053860959182e-07,14
PTK2,SHBG,6.990438805587473e-07,2
GABRG2,PTEN,6.990360171805888e-07,72
CACNA1E,CACNA2D2,6.990133424956204e-07,150
CDH1,PROC,6.989474012157141e-07,12
EIF4H,RPL18,6.989375087584904e-07,4
GSTA5,TRMT112,6.989360485931684e-07,1
GABRR1,GNB1,6.98917992520906e-07,3
PEX14,PEX2,6.988834753141049e-07,12
CCT8,GNG4,6.988794227780204e-07,3
GRB7,STMN2,6.988683017919439e-07,16
SCN2B,SPTBN1,6.988620135928159e-07,15
RAB3IP,TRAPPC9,6.988584146938592e-07,6
ATG16L1,UBC,6.988574435743781e-07,30
FLG,KRT25,6.988538252983289e-07,5
NT5E,PDGFB,6.988269227770072e-07,25
ATG5,TOMM7,6.988123584643055e-07,228
AKT3,KRT38,6.988102541072294e-07,2
POLN,UPP2,6.987878578001983e-07,1
IGFBP5,LGALS1,6.987849161532722e-07,4
MAPK3,XRCC5,6.987750822418093e-07,2
MRAS,PPP2CA,6.987509664213576e-07,1
NPY,PPARG,6.987382335887948e-07,42
CLASP2,RCC2,6.987205877946601e-07,16
PDLIM5,PTPRS,6.987057957985598e-07,5
CBL,SPRY1,6.987015633841409e-07,6
ACTB,ITGB4,6.986973690448206e-07,10
CACNA1C,GABBR2,6.986853806206783e-07,6
ATG4C,RRAGC,6.986850565660063e-07,30
CYP11A1,UGT2B10,6.986415144183411e-07,2
CEP290,ZNF423,6.986320973586165e-07,3
MEN1,TCF7L1,6.986224008187492e-07,2
MYC,PPP2R1B,6.985466289854969e-07,4
ADRA1D,GPR135,6.985182881003027e-07,10
SLC38A1,SLC7A6,6.985177272156307e-07,4
ARHGAP17,GARRE1,6.985124336722492e-07,4
PER3,RORC,6.985058007558109e-07,1
ACADL,CBR4,6.984897140682733e-07,2
EZH2,UBC,6.984871214754662e-07,4
LAMC1,PAK5,6.984682272559439e-07,1
MAPKAPK2,MAPKAPK3,6.984075818250545e-07,294
EARS2,HMOX1,6.984009246480127e-07,1
GSTO1,UPB1,6.983935350035608e-07,1
NTPCR,PDE8B,6.98391033893131e-07,1
THBS1,THSD7B,6.983846091620135e-07,12
FGG,KYNU,6.983808820137938e-07,4
H3C11,POLR2E,6.983637119212794e-07,54
CDKN2A,MCM6,6.983586073872061e-07,4
FGA,LY96,6.983520499659335e-07,12
RHOA,SH3GL2,6.98344874514728e-07,8
CDC37,SPEN,6.983300013807536e-07,4
DGKE,MTMR2,6.983276250593917e-07,2
DBH,MDH1,6.983115804122993e-07,3
DCTPP1,POLR2H,6.983074740674056e-07,1
GSN,KDM3A,6.982171837643936e-07,4
CALM1,CTDSP1,6.98214481786863e-07,4
NUP93,POLN,6.982086802054255e-07,1
FLT3,GABPA,6.982004476796533e-07,4
MRPL28,RPL38,6.98185571401666e-07,5
DYNC2H1,WDR19,6.981545878035714e-07,24
ERCC2,FAN1,6.981125579841319e-07,1
DOCK10,ITGB1,6.981119898885613e-07,10
TH,UGT2B15,6.981015601703611e-07,8
ETV6,MYF6,6.98077881130151e-07,6
CYP1A1,JUN,6.980646176657501e-07,2
BBS12,WDR19,6.979981890253839e-07,1
ABCB4,UGT2A1,6.9797692958673e-07,1
DGKE,ITPKB,6.979436497633884e-07,4
ADCY9,RRM2,6.979077685487223e-07,4
PC,VNN1,6.978982014516077e-07,1
PFKP,PPP2R5E,6.978960982451099e-07,1
GRB10,KRAS,6.978956134812824e-07,444
ARSJ,SGMS1,6.978822622745462e-07,14
FZD3,GNB1,6.978525454170992e-07,3
CTNNA2,TCF7,6.978351182740372e-07,12
DYNC1I1,VRK1,6.978120813035579e-07,3
FBP2,PFKL,6.977951835240859e-07,9
FOXO1,MAPK4,6.977867880545811e-07,3
CREB1,PLCB2,6.977853337399031e-07,30
CSNK2B,ULK1,6.977615660634188e-07,18
GSK3B,HLA-DRA,6.977357805528286e-07,72
ADAMTS3,LAMC2,6.977064739288608e-07,6
IL1RAP,PLA2G4A,6.97688616033143e-07,8
EVPL,SPRR2G,6.976730446695001e-07,2
APOB,PAPPA2,6.976405969583155e-07,8
PRKN,VWF,6.9762264735355e-07,6
GLI2,PSMD12,6.975810009635097e-07,4
BRIP1,RPA1,6.975665714122059e-07,30
IGFBP1,PIK3R1,6.975622142135762e-07,2
MGAT5,SAR1B,6.975325247774814e-07,12
LRRTM4,NTRK3,6.975152880046258e-07,28
PTPN11,RASGRF1,6.974959769857154e-07,56
CCNG1,SIAH1,6.974953570826337e-07,8
MRPS5,RPL3,6.974484448764878e-07,34
ANK2,CHST8,6.974482771069132e-07,9
POLR1A,UHRF1,6.974431175921225e-07,2
CASP2,PREX1,6.974381417945708e-07,8
ADRA1B,PRKAG2,6.974098905783895e-07,6
PTEN,RPRM,6.973482941142421e-07,126
NPY,TBC1D4,6.973346265968345e-07,21
CDC25B,PLK1,6.973110763253132e-07,9
ADCY8,KCNJ2,6.972959620938566e-07,1088
CCNH,FANCF,6.972801607219026e-07,6
NCOA3,PRL,6.972644087507465e-07,14
CDC42,CDH5,6.9725873193723e-07,6
CDH18,CDH5,6.972392338324531e-07,54
DOK5,GSK3B,6.972075069638928e-07,24
CEP290,KIF17,6.971915240683302e-07,1
F2,TNIP2,6.971747485540192e-07,5
TRAF6,VAV1,6.971249334834321e-07,12
NUP93,SLC38A1,6.971015573675743e-07,8
ETNPPL,PLA2G6,6.970955321132047e-07,6
EGR2,IGFBP3,6.970798103071718e-07,40
SERPINA1,YAP1,6.9707377292616e-07,2
ADCY3,CACNA1H,6.970558805718952e-07,12
CALY,PLCB2,6.970495292080159e-07,2
ACSF2,ALOX5AP,6.97028667673294e-07,1
NREP,REST,6.97025370755e-07,1
CYP4F12,HSD17B12,6.970066266376307e-07,8
ADCY2,CYP3A4,6.970033723519009e-07,1
SSR2,TUSC3,6.969899756607371e-07,24
SEC24D,SPTA1,6.969827666125639e-07,2
MTR,SERPINE1,6.969803223455528e-07,2
DYNC1LI1,WAPL,6.968802701567967e-07,6
PLPP1,YAP1,6.968470940282856e-07,2
ALMS1,CDC25B,6.968156611719678e-07,2
