gene,degree,importance_sum,importance_mean,n_nodes
AKT3,424,0.099080525,0.00046736098,2
CUL1,366,0.09864431,0.0008085598,3
DVL3,55,0.09777142,0.0017776622,1
JAG1,58,0.09749592,0.0016809641,1
GGT1,70,0.09742245,0.0013917492,1
AGTR1,240,0.09635259,0.0008029383,2
ADCY8,1792,0.09625986,0.00085946306,16
CYP4F3,118,0.09454937,0.0016025319,2
H3C11,71,0.09445241,0.0013303156,1
CCNE1,184,0.09428715,0.0010248603,2
CYP1A2,136,0.09399479,0.0013822763,2
CSNK2A2,165,0.0938597,0.0017065401,3
PTEN,1044,0.09354509,0.00080642314,9
ITPR3,784,0.093131706,0.0008315331,7
FOXO1,276,0.09305644,0.001011483,3
FAS,158,0.092183575,0.0011668807,2
MAP2K3,122,0.09118395,0.0007474095,1
PPP2R5E,55,0.091079146,0.0016559844,1
RXRA,88,0.09068377,0.0010304974,1
CCND3,50,0.090423144,0.0018084629,1
PRKCA,260,0.090276256,0.00034721638,1
CYP4A11,64,0.09014386,0.0014084978,1
CSNK2B,59,0.08902483,0.0015088954,1
ERBB2,97,0.08816068,0.000908873,1
ADCY2,119,0.087978184,0.0007393125,1
SHC2,54,0.08790037,0.0016277847,1
IQGAP1,58,0.087379254,0.0015065388,1
KAT5,56,0.08676516,0.0015493779,1
WNT3A,57,0.08655606,0.0015185274,1
FGF20,1274,0.08574826,0.00094228855,14
PLA2G4A,316,0.085273415,0.0010794103,4
PEDS1,54,0.08498216,0.0015737436,1
ACADM,57,0.08480873,0.0014878724,1
PIK3CG,249,0.08479476,0.0010216236,3
CSK,57,0.08477008,0.0014871944,1
H3-3A,67,0.08435906,0.0012590904,1
MAP2K4,405,0.08395546,0.0006218923,3
GRIN2A,721,0.08384334,0.00081401307,7
FGA,164,0.08361298,0.0010196704,2
GNAI3,84,0.08275643,0.0009851956,1
VEGFA,300,0.082686454,0.0008268645,3
ACAT2,50,0.082419395,0.0016483879,1
MAP3K7,3680,0.08096044,0.00050600275,23
YWHAQ,396,0.08075928,0.0012236255,6
IFNA2,52,0.08059428,0.00154989,1
PTGS2,230,0.08055203,0.0007004525,2
CXCL8,184,0.07966781,0.00086595444,2
DYNC1H1,58,0.079439886,0.0013696532,1
POLR2H,80,0.07886233,0.0009857791,1
PLCB1,178,0.07841812,0.00044055123,1
CAMK2D,540,0.07822416,0.0007242978,5
RHEB,54,0.07822171,0.0014485501,1
HMOX1,43,0.07814881,0.0018174142,1
GRIN2B,378,0.07783248,0.0012354362,6
PPP2CA,153,0.07762584,0.00050735846,1
CYP4F2,64,0.077474415,0.0012105377,1
RRM2,57,0.07719916,0.0013543712,1
SLC8A1,1404,0.07717195,0.000989384,18
IFNA5,51,0.076681525,0.0015035593,1
E2F3,583,0.07650045,0.0014434048,11
LTA4H,124,0.07628908,0.0012304691,2
GNG2,312,0.07579091,0.00072875875,3
ABAT,59,0.0753103,0.0012764457,1
IL2,1368,0.07302742,0.0009608871,18
GNG4,90,0.07224133,0.00080268143,1
DUSP6,230,0.07138491,0.0015518458,5
PPP2R5C,62,0.070947826,0.0011443198,1
IL12B,464,0.07084491,0.001221464,8
PC,50,0.070555426,0.0014111085,1
UBE2S,84,0.07030069,0.001673826,2
RPS6KA2,148,0.07023777,0.00094915903,2
PRKCB,418,0.07006646,0.0003352462,2
PSMD7,39,0.06994149,0.0017933715,1
RYR2,154,0.06937662,0.000900995,2
PARP1,52,0.06911519,0.0013291383,1
STAT5A,264,0.068657406,0.0005201319,2
NR3C2,220,0.06822547,0.0015505789,5
LEF1,69,0.06815583,0.0009877657,1
YWHAB,190,0.067775615,0.0007134275,2
UBE2I,204,0.0676263,0.0009945043,3
KITLG,172,0.06761365,0.0015724105,4
TNNT1,156,0.06737943,0.0012957583,3
GRM1,39,0.06727634,0.0017250344,1
SLC22A2,250,0.06721412,0.0013442824,5
PLG,55,0.06706114,0.0012192935,1
SLC7A6,37,0.066751376,0.0018040913,1
FGF6,316,0.066485666,0.0008415907,4
CYP1A1,45,0.06626487,0.0014725527,1
KCNK1,224,0.066102125,0.0011803951,4
MAPK10,154,0.06592416,0.00042807896,1
GNG12,214,0.065833196,0.00061526353,2
CHEK2,42,0.0653001,0.0015547642,1
PTGS1,73,0.06515505,0.00089253497,1
ACADSB,120,0.065049805,0.0016262451,3
GNAO1,46,0.06482457,0.0014092298,1
CDK8,174,0.064803325,0.0022345975,6
PPP2R1A,292,0.06465578,0.0004428478,2
TSC1,53,0.064152054,0.0012104161,1
GOT2,240,0.064092375,0.0013352578,5
TYK2,320,0.063829236,0.00079786545,4
KCNH2,171,0.06352907,0.0011145449,3
SEH1L,1400,0.06348595,0.0009069421,20
SERPINE1,42,0.06347037,0.0015111993,1
LMNA,38,0.06335425,0.001667217,1
GAB2,79,0.06330639,0.00080134673,1
STAT5B,378,0.063288376,0.00050228863,3
MRE11,51,0.062888704,0.0012331118,1
PRKCQ,1275,0.06278887,0.00073869247,15
ACTB,174,0.06250596,0.0007184593,2
CD3D,45,0.062250484,0.0013833441,1
CDC16,88,0.06190715,0.0014069807,2
BDNF,102,0.0618296,0.0012123451,2
FOXO3,192,0.06174124,0.0006431379,2
WNT11,176,0.061636474,0.001400829,4
AOX1,96,0.061333545,0.0012777823,2
MAPRE1,33,0.060728956,0.0018402714,1
THBS1,200,0.06069278,0.0012138557,4
GSS,30,0.060556687,0.0020185562,1
PCSK2,275,0.060447402,0.0010990438,5
MEF2A,162,0.060397517,0.0011184724,3
GUCY1B1,76,0.060245857,0.0015854172,2
DCTN2,33,0.060175292,0.0018234937,1
CDK9,46,0.05996593,0.0013036072,1
CFLAR,34,0.05993714,0.0017628571,1
MSMO1,72,0.05993165,0.0016647681,2
PSMD12,40,0.059868407,0.0014967101,1
TLR2,106,0.059597343,0.0011244782,2
ACE,47,0.05950996,0.0012661694,1
PML,46,0.059464056,0.0012926969,1
CYP4F8,61,0.059409115,0.00097391993,1
FGF9,294,0.05929346,0.00060503534,3
IFNA13,55,0.05927115,0.0010776572,1
HTR1A,938,0.05922526,0.0008839591,14
DYNC1I2,216,0.058854386,0.0010898961,4
BCAR1,520,0.058681857,0.0009027978,8
RFC5,124,0.058643155,0.0009458573,2
CACNA1A,86,0.058449052,0.00067964016,1
CREBBP,340,0.05824012,0.00034258893,2
SCN5A,122,0.057872277,0.00094872585,2
TPTEP2-CSNK1E,41,0.057555944,0.0014038035,1
SHH,88,0.057461232,0.0013059371,2
IL6ST,42,0.057438444,0.001367582,1
CCKBR,96,0.057201814,0.0017875567,3
KCNA5,572,0.057087276,0.0010978322,11
BAK1,810,0.056984857,0.0010552752,15
PPARGC1A,318,0.05690965,0.0010737671,6
CYP11A1,37,0.056906164,0.0015380044,1
FURIN,165,0.05664103,0.001029837,3
HSPB1,33,0.056534495,0.0017131665,1
CYP2C9,61,0.056451388,0.0009254326,1
POLR2E,711,0.056367602,0.00071351393,9
GAD1,41,0.056076113,0.0013677101,1
COPB1,33,0.055530395,0.0016827392,1
HMGCR,48,0.055372167,0.0011535868,1
GLUD1,53,0.05509823,0.0010395892,1
RBL1,35,0.054999165,0.0015714047,1
CCL4,190,0.054847937,0.0014433668,5
NTRK1,92,0.054705955,0.0011892599,2
F2,89,0.054685954,0.0006144489,1
HCN4,55,0.054400105,0.0009890929,1
SLC2A1,50,0.05434964,0.0010869928,1
TRAF3,66,0.054266475,0.0008222193,1
TAB2,612,0.054104965,0.0005304408,6
SMAD2,320,0.053975496,0.0006746937,4
RAB7A,45,0.05394468,0.0011987707,1
ITGAM,210,0.0538915,0.0015397571,6
VEGFC,238,0.053810187,0.0015826526,7
C3AR1,26,0.05370834,0.0020657054,1
TAT,58,0.053674236,0.0018508357,2
ST3GAL3,34,0.053049706,0.0015602855,1
FSHB,62,0.052614033,0.0016972269,2
HRH2,72,0.05242298,0.0014561939,2
TP73,32,0.052061044,0.0016269076,1
ACSL6,87,0.051964838,0.0017918911,3
PSMB1,288,0.05184413,0.0014401147,8
KCNJ4,132,0.051791362,0.0007847176,2
DLD,2231,0.05171613,0.000533156,23
BLM,74,0.0516159,0.0013950244,2
JUN,285,0.05148634,0.00018065382,1
IGF1R,74,0.05138564,0.0006944006,1
TUBB2B,28,0.05114574,0.0018266336,1
CXCR2,33,0.051114965,0.0015489383,1
HSD3B2,35,0.051107492,0.001460214,1
ITGA6,225,0.051085085,0.0011352241,5
HLA-F,352,0.05102162,0.0015944256,11
RUNX2,111,0.050935272,0.0013766289,3
DPYS,23,0.050657384,0.002202495,1
MCEE,35,0.050288975,0.0014368278,1
YAP1,33,0.05028479,0.0015237816,1
MED1,56,0.050203457,0.0017929807,2
AQP3,70,0.050165568,0.001433302,2
SMO,66,0.050119825,0.0015187825,2
EIF2S2,28,0.050066043,0.001788073,1
PLA2G4F,35,0.05001561,0.0014290174,1
HSD3B1,37,0.05001425,0.0013517365,1
FBXW11,186,0.049966633,0.00080591347,3
CYP2B6,92,0.0499503,0.00054293807,1
POLR2D,60,0.04975395,0.0008292325,1
SDHB,42,0.049714625,0.0011836815,1
MAT2B,99,0.04961316,0.001503429,3
HCK,49,0.049512625,0.0010104617,1
TRIO,136,0.0494674,0.0014549235,4
HSPA1B,34,0.049414944,0.0014533807,1
ADCY9,214,0.04938799,0.00046157005,2
PTGIR,28,0.04881308,0.0017433242,1
VAV2,92,0.048792794,0.0005303565,1
XPO1,1798,0.048526287,0.0007826821,29
KCNJ3,432,0.048200265,0.0006694481,6
KIF18A,26,0.048084307,0.0018493964,1
RPLP2,27,0.04808181,0.0017808079,1
NDUFA4,168,0.04805846,0.0017163736,6
PDHB,462,0.04804858,0.0011440138,11
NOD2,200,0.047910877,0.0011977719,5
ATP1A4,162,0.047827017,0.0002952285,1
LAMTOR2,27,0.047677785,0.001765844,1
DOCK1,392,0.047516614,0.0009697268,8
CDC42,161,0.047431357,0.00029460472,1
HLA-DRA,1044,0.04739095,0.0008170853,18
CAMK2A,240,0.047360316,0.0003946693,2
DDB2,51,0.04719591,0.00092541,1
IFNAR2,94,0.04718754,0.0010039902,2
F13B,32,0.047010556,0.0014690799,1
CSNK1A1,90,0.046827994,0.001040622,2
FASLG,4416,0.046776954,0.00050844514,48
PSMA1,33,0.046771504,0.0014173184,1
FGFR3,158,0.04648135,0.00058837153,2
HLA-G,231,0.046361916,0.0014049065,7
CLCNKA,31,0.046328623,0.0014944717,1
ALDH3A2,59,0.04627779,0.00078436936,1
DLL1,196,0.04623565,0.0009435848,4
KIF2A,81,0.04619485,0.0017109205,3
TSHB,31,0.045996726,0.0014837653,1
TP53,225,0.045979455,0.00020435313,1
PSMD1,38,0.0459786,0.0012099631,1
MYLK,80,0.04590972,0.00057387154,1
FGF4,300,0.045867592,0.00045867593,3
FOSL1,27,0.045291588,0.0016774662,1
IL10,870,0.045121815,0.00077796244,15
TCF7L2,330,0.045023385,0.000818607,6
BUB3,264,0.04493938,0.0013617994,8
RAC2,2044,0.044752378,0.0006130463,28
UGT1A1,44,0.044606894,0.001013793,1
PLD1,56,0.044558834,0.0007956935,1
VAV1,321,0.04453485,0.00041621356,3
SYK,672,0.044515334,0.00046370138,7
MAD2L1,102,0.044370387,0.0013050115,3
MCCC2,27,0.044362586,0.0016430587,1
TXNRD1,26,0.044251516,0.0017019814,1
CYP2S1,52,0.04416158,0.0016985224,2
NFATC1,67,0.044087067,0.00065801595,1
KCNJ5,71,0.043982495,0.0006194718,1
GADD45A,1536,0.043753058,0.0006836415,24
PDK1,27,0.043653224,0.0016167861,1
B4GALT1,76,0.043619007,0.0011478686,2
CEBPA,87,0.043404926,0.0014967216,3
IFNAR1,147,0.04339555,0.00088562333,3
ATF6B,30,0.043261208,0.0014420402,1
SIRT1,46,0.043215446,0.00093946623,1
H4C8,470,0.04308366,0.0004583368,5
CXCR1,128,0.04307501,0.0013460941,4
NOTCH4,558,0.043067392,0.0013892708,18
WASL,120,0.043057643,0.00071762735,2
CASP10,35,0.04293093,0.001226598,1
MMP2,47,0.042926956,0.0009133395,1
SLC38A4,43,0.042827446,0.0009959871,1
NELFE,52,0.04252466,0.0016355638,2
PMAIP1,224,0.04248852,0.0013277662,7
TGFA,312,0.04238744,0.00054342876,4
YES1,64,0.042375583,0.0006621185,1
PROC,44,0.042198073,0.0019180942,2
PRL,182,0.04213686,0.0016206485,7
ESR1,158,0.042102385,0.0005329416,2
PLA2G4E,34,0.04208417,0.0012377696,1
RPL31,26,0.042045668,0.0016171411,1
HMGB1,30,0.04198189,0.0013993963,1
PSEN2,152,0.04188538,0.0011022468,4
FDFT1,82,0.041821938,0.0010200473,2
GLI2,104,0.041732695,0.0016051037,4
IFNGR1,328,0.04169649,0.0010169876,8
BDKRB2,116,0.041647032,0.0014361045,4
STEAP3,24,0.041606814,0.0017336173,1
F13A1,175,0.041600622,0.0011885891,5
F5,92,0.041488316,0.0009019199,2
GMPR,23,0.041461077,0.0018026555,1
AKR1B1,86,0.0414398,0.0009637163,2
TUBB1,35,0.04134488,0.0011812823,1
UBE2D1,264,0.041337356,0.00062632357,4
MAP3K2,21,0.04130031,0.0019666816,1
FZD1,168,0.041200105,0.0007357162,3
GCDH,29,0.04119739,0.0014205996,1
RPLP1,26,0.041064736,0.001579413,1
PCK1,106,0.041059766,0.00077471253,2
BCL10,105,0.040963504,0.0011703857,3
CPS1,324,0.0408258,0.0011340498,9
HTR7,26,0.04068628,0.0015648569,1
GTF2F1,53,0.0406621,0.0007672094,1
CD3E,86,0.04055228,0.0009430762,2
IGF2,128,0.04054626,0.0012670706,4
ALDH4A1,31,0.040419407,0.0013038518,1
IL2RA,1980,0.040267598,0.00073213805,36
ADRB2,196,0.040190976,0.000820224,4
EPS15,23,0.040157836,0.0017459929,1
KRAS,891,0.040032312,0.00013478893,3
ARC,26,0.039962158,0.0030740122,2
HLA-DQA2,1118,0.039919615,0.0009283632,26
CYP26B1,120,0.039916914,0.0016632049,5
YWHAZ,415,0.039902303,0.00048075066,5
INSR,70,0.039724935,0.0005674991,1
RPL23,27,0.039675374,0.0014694583,1
UGT1A10,99,0.03967351,0.0012022275,3
HDAC2,88,0.039632317,0.00045036722,1
CEP290,23,0.039627776,0.0017229468,1
KAT2A,45,0.03956838,0.0008792973,1
DERL1,16,0.039542086,0.0024713804,1
COL4A3,36,0.039540965,0.0010983602,1
CALCA,312,0.039525054,0.0016468772,13
CDH1,420,0.039522897,0.00056461286,6
OPRM1,462,0.039481495,0.0005127467,6
SLC12A3,33,0.03939713,0.0011938525,1
VWF,123,0.03922746,0.0009567674,3
HLA-DQB1,1118,0.03919405,0.00091148965,26
CACNA1H,126,0.03906621,0.00062009855,2
SDC3,25,0.03899967,0.0015599867,1
PIK3C3,342,0.03895649,0.0006834472,6
DYNC1I1,123,0.038908437,0.0009489863,3
VKORC1,30,0.038874142,0.0012958047,1
PTGIS,142,0.03885138,0.00054720254,2
EDN1,250,0.038813807,0.0007762761,5
FUS,210,0.038763434,0.0009229388,5
MGST1,84,0.038707074,0.0013823955,3
TFAP2A,200,0.038681924,0.0015472769,8
GRB7,104,0.03856382,0.0014832239,4
CSF1R,57,0.038449943,0.00067456043,1
IL10RB,44,0.038387626,0.0017448921,2
ADCY10,37,0.038186755,0.0010320744,1
ASS1,99,0.03805193,0.0011530888,3
SH3GL3,22,0.03802643,0.001728474,1
MCM3,75,0.03800146,0.0015200583,3
APOB,424,0.03791327,0.00071534474,8
CENPO,21,0.037810195,0.0018004855,1
ARF6,27,0.037797187,0.0013998958,1
FTH1,40,0.03777162,0.001888581,2
GRK6,20,0.037734225,0.0018867112,1
NCOA1,112,0.03770949,0.00067338377,2
CXCR4,162,0.03753825,0.00069515273,3
PLCG2,210,0.037520718,0.00035734018,2
GNA14,42,0.037399277,0.000890459,1
PTH,46,0.037387714,0.0016255528,2
TFRC,120,0.0373072,0.00093268,3
CTDP1,75,0.03724478,0.0014897914,3
WNT9A,33,0.03718746,0.0011268927,1
RMI2,391,0.037160456,0.001615672,17
HLA-A,1166,0.03713423,0.00070064585,22
WNT4,330,0.037126455,0.0006750265,6
NRG3,1012,0.037067845,0.00084245106,23
C3,165,0.037052173,0.0006736759,3
MAVS,90,0.037004586,0.0012334863,3
ABCB11,34,0.036950495,0.0021735586,2
APC,64,0.03694614,0.00057728344,1
SAA1,19,0.036894877,0.0019418356,1
MEF2C,81,0.036893792,0.0004554789,1
AMPD1,23,0.036835942,0.0016015627,1
NOS2,1856,0.036796756,0.00063442683,32
SULT1A1,25,0.036793493,0.0014717397,1
TNFRSF1A,380,0.036680147,0.00048263354,5
CSF2,385,0.036660396,0.00066655263,7
IL11,50,0.03660857,0.0014643427,2
TRAF1,60,0.03658338,0.001219446,2
KLC3,20,0.03654668,0.001827334,1
INCENP,44,0.036420222,0.0016554646,2
IL1RAP,60,0.036317393,0.0012105799,2
SLC3A1,70,0.03620877,0.0010345363,2
LMAN1,69,0.036191206,0.0015735308,3
SLC1A5,396,0.03617309,0.0010961542,12
SOCS2,22,0.03608458,0.0016402082,1
EHMT2,24,0.03606858,0.0015028575,1
CD14,106,0.036052857,0.00068024255,2
TAOK1,23,0.03574848,0.0015542818,1
PDE10A,120,0.035698544,0.0011899514,4
PPP1R12A,27,0.03565801,0.001320667,1
PLA2G6,28,0.035581727,0.0012707759,1
PDGFB,1900,0.03547113,0.00046672538,25
ST3GAL1,372,0.035381105,0.0011413259,12
BRK1,29,0.035280574,0.0012165715,1
SYT1,192,0.035089094,0.0014620456,8
SLC1A1,1066,0.035042178,0.00085468724,26
MALT1,99,0.034893557,0.0010573805,3
KIAA1549,37,0.034864195,0.0009422755,1
PIP4K2C,56,0.034863364,0.0012451202,2
RBPJ,1485,0.034863174,0.0007747373,33
CDC37,152,0.034856983,0.00091728894,4
ANGPT4,12,0.034744788,0.002895399,1
CYP2C18,21,0.034714546,0.0016530736,1
MMP13,42,0.03471385,0.0016530405,2
HLA-E,2016,0.034619477,0.00096165214,56
ANAPC1,88,0.03458815,0.00078609434,2
IL15,96,0.034585074,0.0014410447,4
LRRC7,54,0.03458093,0.0019211628,3
SCN10A,122,0.034434553,0.00056450086,2
IL4,354,0.034265082,0.00058076414,6
C1S,17,0.034252744,0.0020148673,1
KCND3,56,0.03421656,0.00061101,1
ANPEP,20,0.034191232,0.0017095616,1
PTPRJ,36,0.03417994,0.0018988855,2
POM121C,112,0.0339014,0.0006053822,2
MOV10L1,4,0.033832163,0.008458041,1
IL2RB,396,0.03376539,0.0007673952,9
GRIA1,180,0.033694927,0.00074877613,4
LBP,21,0.033599835,0.0015999922,1
GNG7,182,0.033590972,0.00036913157,2
H2AC1,19,0.033590246,0.0017679076,1
CDK5RAP2,16,0.033580776,0.0020987985,1
INHBB,17,0.033543553,0.0019731503,1
FGFR2,946,0.033492774,0.00038945087,11
IVD,26,0.03349012,0.0012880816,1
EGR2,110,0.033442598,0.0015201181,5
ACLY,21,0.03341328,0.0015911085,1
LAMB2,32,0.033412497,0.0010441405,1
POLR2A,136,0.033401452,0.0004911978,2
MYC,177,0.033384956,0.00018861557,1
HSPG2,56,0.033240132,0.0011871475,2
DNMT3B,38,0.033155695,0.0017450363,2
NME7,32,0.033154942,0.0010360919,1
BCL2,630,0.033038907,0.00026221355,5
OGDH,32,0.033001006,0.0010312814,1
ATP2B1,28,0.03300057,0.0011785917,1
CD40,1050,0.032950416,0.0009414405,30
PNMT,22,0.032892525,0.0014951148,1
DBH,22,0.03283207,0.0014923669,1
KLC1,22,0.032748487,0.0014885676,1
LDHC,17,0.03269245,0.0019230853,1
NCSTN,44,0.03267999,0.000742727,1
IL1R1,736,0.032663442,0.00071007485,16
RRAS2,21,0.03261637,0.0015531605,1
HLA-DRB1,378,0.03259988,0.0006037015,7
MEN1,21,0.032530624,0.0015490773,1
TOP2A,18,0.03241808,0.0018010044,1
NR3C1,275,0.03240778,0.0005892323,5
ADRA1B,87,0.03237785,0.0011164775,3
KCNE1,55,0.032355867,0.0005882885,1
WIPF1,24,0.03235076,0.0013479483,1
TALDO1,17,0.0323427,0.0019025117,1
MAN1A2,15,0.03232514,0.0021550094,1
CAMK2G,216,0.03232201,0.00029927786,2
ALDH9A1,37,0.03221224,0.00087060104,1
C1QA,20,0.032198865,0.0016099432,1
TLN1,51,0.03219624,0.0006312988,1
BDKRB1,21,0.03218606,0.0015326695,1
GUCY1A2,152,0.032181583,0.0008468838,4
STK11,210,0.032143567,0.0009183876,6
LCP2,30,0.032135487,0.0010711829,1
MAD1L1,104,0.03213258,0.0012358684,4
UPB1,24,0.032072492,0.0013363538,1
MCM6,24,0.03206552,0.0013360633,1
GTF2H4,50,0.0320154,0.00064030796,1
BMP2,78,0.031844534,0.0008165265,2
CSF1,124,0.031795453,0.0010256597,4
BSG,18,0.03179529,0.001766405,1
VAMP3,104,0.031784814,0.0012224929,4
CLASP1,37,0.031773884,0.0008587536,1
CALCB,126,0.031663876,0.0015078037,6
HSPA1L,22,0.03166321,0.0014392368,1
MAPKAPK2,1701,0.03163877,0.0003906021,21
RIPK1,93,0.031496886,0.00033867618,1
EDNRA,30,0.03148789,0.0010495964,1
DMGDH,17,0.031307865,0.0018416392,1
FANCD2,19,0.03130702,0.0016477378,1
SULT2A1,38,0.031231776,0.0016437776,2
HIPK2,22,0.031211453,0.0014187024,1
DIAPH1,34,0.03112477,0.00091543444,1
TNFSF11,175,0.031055963,0.0012422384,7
ALK,64,0.03105281,0.0009704003,2
HLA-DPA1,1161,0.030971225,0.0007202611,27
KLB,34,0.030929679,0.00090969645,1
LYN,2147,0.030918768,0.0002736174,19
AGPAT1,19,0.030854458,0.0016239189,1
TBP,102,0.030694243,0.0006018479,2
FGF10,73,0.030691009,0.00042042477,1
LPIN3,18,0.03066241,0.0017034672,1
ABCC1,37,0.030631363,0.0008278747,1
AOC1,180,0.030560195,0.0010186732,6
PTGDR,168,0.030527934,0.0014537112,8
CBX4,26,0.030491564,0.0011727525,1
SYNJ1,26,0.030453123,0.001171274,1
IL6,284,0.03045218,0.00021445198,2
RPL10L,50,0.030431312,0.0012172525,2
MUC13,16,0.030376557,0.0018985348,1
PYGL,22,0.030318273,0.0013781033,1
GBP2,6,0.030267136,0.0050445227,1
PHC1,25,0.03023351,0.0012093404,1
COL4A1,84,0.030226687,0.000719683,2
LEP,29,0.0302113,0.0010417689,1
ACTN4,27,0.030149426,0.0011166454,1
NDUFB6,19,0.030146327,0.0015866488,1
CDKN1C,18,0.030142488,0.0016745827,1
ITPR2,396,0.030091545,0.000303955,4
CTSC,32,0.030028798,0.0018767999,2
FGF2,250,0.029948372,0.00023958698,2
HLA-B,1406,0.029914416,0.0008084978,38
VDAC1,140,0.029874403,0.00085355435,4
TNRC6A,32,0.02984482,0.00093265064,1
KCNQ1,65,0.029791204,0.00045832622,1
SKA2,18,0.029744966,0.0016524981,1
MAML2,74,0.029690776,0.0008024534,2
TCF7L1,112,0.029652629,0.00052951125,2
BCR,26,0.02965068,0.0011404108,1
TNKS,180,0.029642612,0.0014821306,9
KCNE2,162,0.029607832,0.00054829323,3
TNPO1,14,0.029554453,0.0021110324,1
SLC32A1,38,0.029509868,0.001553151,2
RAB4A,19,0.02950905,0.001553108,1
JAK1,468,0.029491635,0.00018904895,3
TH,116,0.029490028,0.0010168974,4
ACOX3,29,0.029344087,0.0010118651,1
MAP4K4,300,0.029261135,0.0014630568,15
NDUFB1,19,0.029258238,0.0015399073,1
DRD2,162,0.029204262,0.0010816393,6
DCN,51,0.029194845,0.0017173438,3
CDKN2A,81,0.029164137,0.00036005108,1
CHRM2,600,0.029162386,0.00038883183,8
GHRHR,34,0.029147992,0.0017145878,2
TCF7,156,0.029144386,0.00056046894,3
COX7C,135,0.029058913,0.001076256,5
GHRH,21,0.02904768,0.0013832229,1
SOCS1,2576,0.02898181,0.00051753235,46
CKB,24,0.028932124,0.0012055052,1
HLA-C,828,0.0289166,0.0008032389,23
CYP4F12,44,0.028878136,0.0013126426,2
RAD50,47,0.028819775,0.0006131867,1
DHFR,68,0.028768592,0.000846135,2
