gene,degree,importance_sum,importance_mean,n_nodes
TLL1,40,0.012724021,0.0015905027,5
SDC4,124,0.012700005,0.00040967762,4
EXOC6,40,0.012694553,0.0015868191,5
C4BPB,7,0.012691295,0.0018130421,1
SV2B,45,0.012684283,0.0014093646,5
SLC16A10,77,0.012683818,0.0011530744,7
SEPHS2,64,0.012679567,0.0015849458,8
ACOT12,12,0.012672241,0.00105602,1
SNAI1,240,0.0126549285,0.00079093303,15
PHGDH,34,0.012645389,0.0007438464,2
GCNT3,24,0.012627599,0.0015784499,3
PRKCE,201,0.012606818,0.00018816146,3
TUBGCP2,10,0.012599118,0.0012599118,1
GLP1R,21,0.012588605,0.0005994574,1
TAC1,32,0.012574908,0.00078593177,2
SLC25A13,11,0.0125659555,0.0011423596,1
DEK,40,0.012561981,0.0012561982,4
PARVA,36,0.012545509,0.0013939455,4
SPRED2,456,0.012543297,0.0010452748,38
BBS4,9,0.012542464,0.0013936071,1
RGS18,130,0.012532446,0.00096403435,10
BRD7,7,0.0125237005,0.0017891001,1
POLR1A,32,0.012512546,0.0007820341,2
PRC1,7,0.012508882,0.0017869832,1
TUBGCP5,11,0.012498746,0.0011362496,1
CAMKK2,36,0.012497005,0.00034713902,1
JAK3,77,0.012479731,0.00016207443,1
PRCP,8,0.012477023,0.0015596278,1
ARCN1,93,0.012475087,0.00040242216,3
TENT4A,8,0.012473219,0.0015591524,1
SPEN,10,0.012449338,0.0012449338,1
PPCDC,8,0.012440472,0.001555059,1
WDR19,9,0.01243001,0.0013811123,1
MGAT4C,9,0.0124291405,0.0013810156,1
CXXC4,8,0.012427107,0.0015533884,1
ZDHHC21,7,0.012417222,0.001773889,1
SLC38A1,36,0.012408049,0.00068933604,2
DHRS3,42,0.012407102,0.0008862216,3
PLEKHG4,7,0.012400393,0.0017714847,1
IRF6,22,0.012392935,0.0011266305,2
TCF12,13,0.012390531,0.00095311773,1
TNFRSF8,6,0.012365581,0.00206093,1
POFUT1,7,0.012364259,0.0017663228,1
DGKH,117,0.012351119,0.00095008605,9
CAP1,15,0.012350148,0.0008233432,1
RTF1,20,0.012336393,0.0012336393,2
PLEKHG3,27,0.012330388,0.0013700431,3
GSTA3,34,0.012283632,0.00072256656,2
SEC23A,64,0.012281212,0.00076757575,4
RIPK2,300,0.012261071,0.00020435119,5
ADRA1A,152,0.012252877,0.00016122207,2
SPP1,188,0.012193309,0.0002594321,4
RHOF,8,0.012190828,0.0015238535,1
ATF3,16,0.012189581,0.0007618488,1
MAP2K5,76,0.012189026,0.00032076385,2
ADAM17,58,0.012166832,0.00020977296,1
DGKI,13,0.012109643,0.000931511,1
EFNB2,11,0.012104218,0.0011003835,1
VANGL2,56,0.012100698,0.00086433557,4
ACSBG1,18,0.012084892,0.0006713829,1
SUCLA2,9,0.012044392,0.0013382657,1
SIKE1,7,0.01203933,0.0017199042,1
SLC28A1,10,0.012030271,0.0012030271,1
RNF123,8,0.0120135695,0.0015016962,1
UROC1,7,0.012002889,0.0017146984,1
RASSF1,12,0.011997861,0.0009998217,1
CDH3,90,0.0119978385,0.0013330932,10
DHCR7,57,0.011990431,0.0006310753,3
STK38,8,0.011962423,0.0014953029,1
SMUG1,11,0.011962026,0.0010874569,1
CLDN16,10,0.011958587,0.0011958587,1
USP13,9,0.011937776,0.0013264195,1
CHMP4C,18,0.011935357,0.00066307536,1
TNFRSF10B,41,0.011927921,0.00029092492,1
SEMA6D,112,0.011918098,0.0014897622,14
CHP1,9,0.011912246,0.001323583,1
RALBP1,78,0.01191095,0.00045811347,3
FCN2,8,0.011904304,0.001488038,1
RAB32,7,0.011898529,0.0016997898,1
TYRP1,80,0.011892857,0.0014866071,10
PPP1R14A,11,0.011878761,0.0010798874,1
GABPA,8,0.011874341,0.0014842927,1
VAMP1,8,0.011855283,0.0014819104,1
ORAI1,24,0.011851039,0.0004937933,1
ANXA2,22,0.011849096,0.0010771906,2
SAMHD1,16,0.011841428,0.0014801784,2
PIP5K1C,43,0.01183712,0.00027528187,1
UCK2,20,0.011833385,0.0011833385,2
PCDH7,80,0.011828144,0.0011828144,8
CTSF,5,0.011821827,0.0023643654,1
LCN9,4,0.0118197715,0.0029549429,1
SDC2,80,0.011790008,0.0002947502,2
PTPRC,800,0.011769587,0.0003677996,25
MRPS23,12,0.011766214,0.0019610357,2
SLC22A11,12,0.011754081,0.0019590133,2
TGFBR3,135,0.01172181,0.0013024234,15
CTSH,99,0.0117097115,0.001301079,11
FOSL2,40,0.011697458,0.0014621823,5
SLC1A7,11,0.011679288,0.0010617535,1
CRY2,5,0.011670489,0.0023340979,1
FGFBP3,6,0.01166706,0.0019445099,1
CYFIP2,31,0.011659493,0.00037611267,1
SIRT5,7,0.011657797,0.0016653995,1
PER2,8,0.011656024,0.001457003,1
C7,51,0.011636089,0.0006844758,3
SLC1A2,30,0.01162325,0.0007748834,2
TSHR,150,0.011622322,0.00046489286,6
IL1F10,7,0.011617676,0.001659668,1
SLC2A9,21,0.0115921125,0.001656016,3
WNT2,129,0.01158994,0.00026953346,3
NCAM1,23,0.01158988,0.00050390785,1
GUCA1B,14,0.011574037,0.001653434,2
H1-3,9,0.011570594,0.0012856215,1
DAB2IP,9,0.011568546,0.0012853941,1
MRPS21,7,0.011530945,0.0016472779,1
LAMC1,40,0.011521197,0.00028802993,1
CNDP1,12,0.011517504,0.000959792,1
PLA2G4C,37,0.011508477,0.0003110399,1
STAB2,16,0.011499096,0.001437387,2
SRGAP1,14,0.011486593,0.0008204709,1
TUFM,6,0.0114689935,0.001911499,1
DLC1,24,0.011439993,0.00095333275,2
SLC26A4,8,0.011436329,0.0014295412,1
RPN1,11,0.011431039,0.0010391854,1
OR1M1,3,0.01142762,0.003809207,1
CACNA1C,206,0.011420513,0.00011087877,2
CD2BP2,6,0.011396908,0.0018994847,1
XCL1,48,0.011383763,0.0009486468,4
MAG,17,0.0113824615,0.00066955655,1
PHIP,6,0.011375857,0.0018959761,1
ASCL1,11,0.011374845,0.0010340768,1
MMP10,9,0.011358516,0.0012620573,1
ARAP2,154,0.011358153,0.0008112967,11
OTUB1,5,0.01134295,0.00226859,1
CDC25B,25,0.01131689,0.0004526756,1
HAO1,8,0.011316199,0.0014145249,1
SPAM1,7,0.0113120675,0.0016160096,1
ASB4,7,0.011308137,0.0016154482,1
FAH,21,0.011297523,0.00053797726,1
SUMO3,23,0.011283894,0.0004906041,1
ITPKB,44,0.011273197,0.0010248361,4
SLC5A12,32,0.011267638,0.0014084547,4
SMURF1,78,0.011257993,0.00028866652,2
SLC6A9,35,0.011257576,0.0016082252,5
GUCA1A,9,0.011253043,0.0012503382,1
HEYL,16,0.011248653,0.0007030408,1
CYB5A,7,0.0112257395,0.001603677,1
MCOLN2,5,0.011210596,0.0022421193,1
MUC4,9,0.011208021,0.0012453357,1
SLC27A3,14,0.011200328,0.0016000469,2
ATP6V1G3,696,0.011198703,0.00046661266,29
FXYD4,33,0.011184582,0.0010167802,3
GRIA4,48,0.011182124,0.00046592182,2
AKAP13,22,0.01117671,0.0005080323,1
STX1B,10,0.011165888,0.0011165888,1
KLHL11,7,0.011146579,0.0015923685,1
RSPO4,5,0.011132255,0.002226451,1
KYNU,56,0.011131306,0.0007950933,4
FBXW7,114,0.011117954,0.00029257775,3
FERMT3,6,0.011105989,0.0018509981,1
AVPR1A,28,0.01110522,0.00079323,2
ITGB8,110,0.011101066,0.00050459395,5
MAPK11,176,0.011100363,6.307024e-05,1
ERBB4,624,0.011090924,0.000213287,12
TP63,243,0.0110806115,0.000410393,9
EIF3H,112,0.011079268,0.0006924542,7
CD109,14,0.011077355,0.0015824793,2
SLC5A11,7,0.011072879,0.0015818399,1
TAP2,90,0.011069381,0.00073795876,6
TPST2,7,0.011066829,0.0015809756,1
CNGB1,48,0.011056553,0.00069103454,3
ELOC,49,0.011037409,0.00022525326,1
PLK2,45,0.011032912,0.0007355274,3
SYT9,14,0.011026647,0.0015752353,2
RING1,135,0.011025685,0.00040835873,5
IL9,168,0.011020967,0.00052480795,8
CDCA8,19,0.011020767,0.00058004033,1
UBE3C,10,0.011006633,0.0022013267,2
GALNT18,48,0.011003043,0.0013753803,6
CLEC4E,12,0.011002559,0.0018337597,2
HRH1,14,0.010983699,0.0007845499,1
SSTR2,15,0.010979983,0.0007319989,1
REST,21,0.010970718,0.00052241515,1
KIF6,8,0.010943687,0.0013679608,1
CCT8,14,0.010939196,0.00078137114,1
DCTPP1,5,0.01093702,0.002187404,1
GMNN,9,0.0109156715,0.0012128524,1
B3GNT2,1066,0.010882465,0.0008371127,82
RGS4,104,0.010874304,0.0008364849,8
MTTP,9,0.010861899,0.0012068776,1
TFF3,7,0.010859503,0.0015513577,1
B4GALNT1,40,0.010854589,0.0013568236,5
ATP8B1,14,0.010837202,0.0015481717,2
HTR2A,147,0.010814831,0.00051499193,7
GREB1,14,0.010812778,0.0015446825,2
XYLT1,84,0.010784817,0.0007703441,6
SEPSECS,14,0.01077898,0.0015398543,2
IFNGR2,108,0.010774241,0.00029928447,3
SOAT1,33,0.010773983,0.00032648433,1
NMB,8,0.010768775,0.0013460969,1
COL11A1,70,0.0107666915,0.0010766691,7
ALDH18A1,32,0.010755412,0.0013444265,4
BNIP3,18,0.0107513,0.0011945888,2
CD2,280,0.010747215,0.0013434018,35
GALNT12,16,0.010728424,0.001341053,2
POU4F2,8,0.010716971,0.0013396214,1
CDC42EP1,11,0.010699457,0.0009726779,1
CHRNA5,10,0.010672295,0.0010672294,1
AP4B1,6,0.010669614,0.0017782691,1
ARHGAP23,12,0.010658968,0.0017764946,2
PPP6R3,39,0.010650794,0.00081929186,3
PROK1,7,0.010642918,0.0015204168,1
JARID2,119,0.010640373,0.0015200534,17
DNAJC7,7,0.0106286425,0.0015183775,1
DOK5,42,0.010607869,0.0015154099,6
HTR3B,5,0.010602444,0.0021204888,1
IL18RAP,132,0.01057658,0.0008813817,11
BBS5,8,0.010575481,0.0013219351,1
SEMA3A,32,0.01057326,0.0013216574,4
UTS2B,8,0.010565401,0.0013206751,1
KIR2DL1,12,0.0105539635,0.0017589938,2
RORC,12,0.010552787,0.00087939895,1
NTN4,8,0.010546819,0.0013183524,1
CNTN1,13,0.010545473,0.0008111902,1
CTPS1,18,0.010537324,0.00058540684,1
CDH10,6,0.010537155,0.0017561925,1
EIF4E,210,0.010523826,0.00015034038,3
SLC2A10,14,0.01051403,0.0015020043,2
ME1,44,0.010503265,0.00047742113,2
COLEC11,11,0.010495733,0.0009541575,1
RPTOR,112,0.010492261,0.00018736179,2
KDM3A,13,0.010456297,0.0008043305,1
TFDP1,57,0.010455506,0.00018342993,1
TNR,30,0.010442577,0.0010442578,3
SALL4,20,0.010440543,0.0010440544,2
IGFBP4,7,0.010431451,0.0014902073,1
MAP3K9,36,0.01042552,0.0008687933,3
AK3,56,0.010417975,0.000744141,4
PAG1,75,0.01041764,0.00069450936,5
HCAR1,9,0.0104140295,0.0011571144,1
PANK2,18,0.010404397,0.0011560441,2
C2,18,0.010402039,0.000577891,1
HCRTR1,22,0.010401004,0.0009455458,2
TLR10,21,0.010398491,0.0014854987,3
NDUFS2,21,0.010398104,0.0004951478,1
AKR1D1,74,0.010388441,0.0002807687,2
GFRA1,19,0.0103854565,0.000546603,1
CNEP1R1,12,0.010385406,0.001730901,2
PPP5C,32,0.010384677,0.0006490423,2
ARHGAP42,10,0.010378677,0.0010378677,1
CASP2,31,0.010365969,0.00033438607,1
SLC23A2,5,0.01036389,0.002072778,1
HTR3E,10,0.010359156,0.0020718311,2
SLC38A3,11,0.010353733,0.00094124844,1
IL5,600,0.010339528,0.00020679056,12
SLC24A4,20,0.010333232,0.0020666462,4
UGGT1,9,0.010326633,0.0011474037,1
CDC42EP5,126,0.010309506,0.0014727867,18
MCOLN3,5,0.010302281,0.0020604562,1
NUBPL,6,0.010300639,0.0017167731,1
LPIN1,20,0.010294709,0.00051473547,1
CHST12,10,0.010291758,0.0010291758,1
ERBIN,58,0.010287862,0.00035475387,2
ALDH1L2,6,0.010281903,0.0017136504,1
TOM1,5,0.010281023,0.0020562045,1
PRKD1,140,0.010266016,0.0005133008,7
WDR77,7,0.010265744,0.0014665349,1
CNOT6,10,0.010244582,0.0010244582,1
ITGAL,306,0.010239905,0.00030117368,9
PTPN2,612,0.010225706,0.0005680948,34
CYP3A7-CYP3A51P,25,0.010221809,0.00040887238,1
FSTL1,24,0.01020719,0.0012758988,3
RPS6KA1,206,0.010177783,9.881343e-05,2
DLK1,18,0.010171747,0.001130194,2
SEC16B,24,0.010162094,0.0012702617,3
H4C4,94,0.01015911,0.000108075634,1
H2BC5,176,0.010131042,0.000115125484,2
ELOVL4,30,0.010125122,0.0010125121,3
PTPRB,6,0.010117931,0.0016863219,1
ANK2,42,0.010106838,0.000721917,3
GABRA6,52,0.010102502,0.0007771156,4
SLC2A11,7,0.010097973,0.0014425676,1
AGA,21,0.010085263,0.0014407518,3
LCK,114,0.01008191,8.84378e-05,1
IL37,16,0.010070395,0.0012587993,2
FANCI,22,0.010065747,0.00091506797,2
GGA3,8,0.010062418,0.0012578022,1
SLC6A5,7,0.01004574,0.0014351057,1
ID4,70,0.010028792,0.0010028791,7
IRAK3,7,0.0100251045,0.0014321578,1
IFNL1,10,0.010021383,0.0010021382,1
SLC5A9,7,0.010003658,0.001429094,1
CHST1,7,0.010003196,0.001429028,1
SLC36A4,8,0.010000279,0.0012500349,1
NPFFR2,20,0.009995754,0.0009995754,2
SNTB1,357,0.009988195,0.00019584697,7
COL9A1,26,0.009974812,0.00038364663,1
MAF,187,0.009960079,0.00058588694,11
SLC19A2,9,0.009959458,0.0011066064,1
ALDH1A1,35,0.009958126,0.00028451788,1
FCHO2,4,0.009957117,0.0024892793,1
PTPRF,33,0.009955802,0.000905073,3
MAPK13,97,0.009942893,0.00010250405,1
SEMA3E,24,0.009942878,0.0012428598,3
MRPS11,7,0.009938715,0.0014198164,1
CIITA,90,0.009938497,0.0009938496,9
OR52K1,3,0.009934131,0.003311377,1
CRK,106,0.009925193,9.36339e-05,1
TCF4,20,0.009910956,0.0004955478,1
NIPSNAP2,6,0.009904397,0.0016507328,1
PIK3C2G,22,0.009882729,0.00044921495,1
ABCG8,18,0.009881752,0.0005489862,1
HPGDS,18,0.009875198,0.0005486221,1
MX1,13,0.00986825,0.0007590962,1
RAPGEF4,20,0.009857688,0.0004928844,1
S100A7,7,0.009853516,0.0014076451,1
SLC26A3,504,0.00985111,0.00046910046,24
KEAP1,208,0.009843806,0.00037860792,8
DOCK4,39,0.009841267,0.0007570206,3
SLC19A1,10,0.009838075,0.0009838075,1
MAP3K20,4,0.009835455,0.0024588637,1
SEMA7A,6,0.009824926,0.0016374877,1
PLEKHG1,12,0.009820698,0.0016367831,2
PHF20,10,0.009807074,0.0009807075,1
SLC1A3,112,0.009794673,0.00061216706,7
ECHS1,88,0.009792329,0.000111276466,1
POLD1,52,0.009791863,0.00018830506,1
KIF20B,9,0.009776022,0.0010862247,1
HSPA4L,5,0.009756986,0.0019513972,1
ARHGAP40,12,0.009755953,0.0016259922,2
S100A7A,5,0.009744133,0.0019488266,1
IL20,40,0.009734809,0.0012168512,5
IL36G,14,0.0097264545,0.0013894935,2
GNRHR,22,0.009715823,0.00088325667,2
FGF5,84,0.009712449,0.000115624396,1
CHRM5,18,0.009711705,0.00053953915,1
LMBRD1,5,0.009697912,0.0019395824,1
ESD,6,0.009683459,0.0016139098,1
IL15RA,320,0.009683042,0.0006051901,20
SLC19A3,21,0.009673681,0.0013819545,3
CD33,6,0.009667056,0.001611176,1
ABCG2,78,0.009656479,0.00037140303,3
PPM1B,35,0.009647275,0.0013781822,5
F7,42,0.0096437,0.0002296119,1
BABAM2,17,0.009638615,0.00056697737,1
HMGCLL1,30,0.009633259,0.0009633259,3
TTC21B,9,0.009624137,0.0010693485,1
GSTA4,34,0.009619537,0.0005658551,2
SNX5,6,0.009617067,0.0016028445,1
KPNA7,15,0.009578126,0.001915625,3
CPSF6,14,0.0095684985,0.0013669283,2
AGT,81,0.009557858,0.00011799825,1
PLEK,273,0.009552291,0.001364613,39
CLASP2,46,0.009551825,0.00041529676,2
MMP11,5,0.009548701,0.0019097403,1
CDH8,189,0.009546311,0.0013637587,27
CRP,40,0.009545765,0.0009545765,4
AGXT2,15,0.009545196,0.0006363464,1
HACD4,7,0.009540994,0.0013629991,1
CLDN24,6,0.009539464,0.0015899106,1
RAB23,7,0.009537532,0.0013625046,1
DNAJC6,7,0.009529257,0.0013613225,1
APH1B,37,0.009526675,0.0002574777,1
LYZ,7,0.0095260935,0.0013608705,1
SLC2A12,8,0.009523812,0.0011904765,1
ARHGAP45,10,0.009505036,0.0009505036,1
DPYSL4,5,0.00950432,0.0019008641,1
MRPL42,6,0.009496648,0.0015827747,1
ANG,24,0.00947757,0.0011846962,3
LCLAT1,10,0.009467918,0.00094679184,1
IRS2,704,0.009465945,0.000107567554,8
ASB13,7,0.009464033,0.0013520047,1
RNLS,78,0.009462119,0.0015770198,13
CD46,16,0.0094618555,0.0011827319,2
TACC3,18,0.009452843,0.0010503159,2
ABO,32,0.009449534,0.0011811918,4
GLO1,39,0.009431927,0.0007255329,3
LIFR,48,0.00942615,0.00039275625,2
TUBGCP3,20,0.009422784,0.00094227836,2
IL3,141,0.009403384,0.000200072,3
ASB2,14,0.009401079,0.0013430113,2
CACNA1B,20,0.009397531,0.00046987654,1
HLA-DOB,493,0.009394711,0.00032395555,17
NUP210,162,0.00936969,0.00011567518,2
HLA-DOA,1247,0.009369347,0.00032308092,43
DEFB124,5,0.009363517,0.0018727034,1
CYLD,72,0.00936124,0.00039005163,3
FA2H,12,0.009359974,0.0015599956,2
SLC7A5,132,0.009328811,0.00021201844,3
CPNE8,8,0.009323298,0.0011654122,1
KCNIP4,24,0.0093224,0.0023306,6
CRYBA4,7,0.009316182,0.0013308831,1
IL36A,12,0.009309941,0.0015516568,2
TRPM7,9,0.009300584,0.0010333982,1
SLC2A2,98,0.009300341,0.00018980287,2
RNF144B,24,0.009280925,0.0015468207,4
SCNN1A,210,0.009280808,0.00026516596,6
FOLR2,9,0.009274977,0.001030553,1
EVC2,8,0.0092574945,0.0011571868,1
ITSN2,7,0.009256756,0.0013223937,1
KDM4C,176,0.009245254,0.00084047765,16
HGF,142,0.009223915,0.00012991429,2
PHLDA1,20,0.0092095975,0.0018419195,4
SH2B2,32,0.009203068,0.00057519175,2
ATP10A,32,0.009201866,0.0011502332,4
UBE2V1,285,0.009180022,0.00016105302,5
VAC14,12,0.009179617,0.0007649681,1
PDE8B,11,0.009174458,0.0008340416,1
FGF1,105,0.009167688,8.731132e-05,1
LRP5,108,0.0091522075,0.00025422798,3
IDUA,11,0.009141871,0.00083107915,1
PLPPR3,6,0.009137344,0.0015228906,1
OR8B3,3,0.009132582,0.0030441938,1
PRKCI,86,0.009132404,0.00021238148,2
HS3ST4,168,0.00912258,0.0011403225,21
PGM2L1,16,0.009120628,0.00057003926,1
NR2F2,30,0.00911132,0.0015185534,5
RARS1,22,0.0091090975,0.0008280998,2
RAET1E,4,0.00907903,0.0022697574,1
DAB2,32,0.009068118,0.0005667574,2
SOCS5,22,0.009065358,0.0008241235,2
CDK5R1,38,0.009059754,0.00023841458,1
ADAMTS3,21,0.009039861,0.0012914088,3
CDH18,54,0.009035047,0.001505841,9
ANO6,42,0.009034209,0.0015057015,7
SLU7,18,0.009017814,0.0010019793,2
EDEM2,7,0.009007189,0.0012867413,1
SLC16A7,96,0.009006276,0.0011257845,12
TRAPPC4,14,0.008999659,0.0006428328,1
ST6GALNAC5,16,0.008999608,0.001124951,2
TARS1,28,0.008997477,0.0012853539,4
PTCD3,12,0.008994989,0.0014991647,2
KLK8,4,0.008991906,0.0022479766,1
TTC8,16,0.0089758,0.001121975,2
OAZ1,6,0.008969451,0.0014949086,1
CYP1B1,38,0.008969264,0.00023603327,1
EIF3B,15,0.008967212,0.00059781416,1
EVL,15,0.008960234,0.00059734896,1
WHAMM,6,0.0089588,0.0014931333,1
TRAPPC11,20,0.008946736,0.0017893472,4
LGR5,10,0.008938921,0.0017877842,2
IL17RC,4,0.008935718,0.0022339295,1
UNC13B,13,0.008934111,0.00068723934,1
CDC5L,5,0.008926657,0.0017853314,1
EGR4,8,0.008920737,0.0011150921,1
GLP2R,15,0.0089160325,0.00059440214,1
MRM1,8,0.008911721,0.0022279304,2
STIM1,16,0.008907277,0.0005567048,1
DEFB136,5,0.008907117,0.0017814233,1
DOK4,5,0.008899018,0.0017798037,1
SLC17A1,8,0.008894648,0.002223662,2
KIFC1,48,0.008891728,0.001111466,6
PPT1,8,0.008885631,0.0011107039,1
ZNF154,4,0.008868841,0.0022172104,1
TLL2,8,0.008862421,0.0011078026,1
NCOA2,147,0.008848212,0.00018057576,3
YKT6,21,0.00883014,0.0004204829,1
MCM7,27,0.008820823,0.00032669716,1
PEMT,45,0.008816461,0.000587764,3
HTR3D,10,0.008802667,0.0017605333,2
STX18,7,0.008799847,0.001257121,1
ZNF25,4,0.008788167,0.0021970416,1
CHRNA1,13,0.008787346,0.0006759497,1
CD34,6,0.008781528,0.001463588,1
FAM20B,14,0.008771523,0.00062653737,1
CCN1,13,0.008770585,0.0006746604,1
SLC25A20,16,0.008766647,0.00054791546,1
CBLIF,6,0.008748129,0.0014580215,1
GALNT14,16,0.008747753,0.0010934691,2
LEPR,120,0.008738498,0.00043692495,6
LGALS1,6,0.008726264,0.0014543774,1
EPAS1,38,0.008721323,0.000459017,2
KCNK2,120,0.008718739,0.0008718739,12
ULBP3,8,0.00871728,0.00217932,2
PSAP,20,0.008704972,0.00043524863,1
OR10A4,4,0.008700731,0.0021751828,1
NCEH1,16,0.008699938,0.0010874922,2
CCR4,391,0.008691965,0.000511292,23
SLC39A6,9,0.008674697,0.00096385524,1
CFH,8,0.00867203,0.0010840037,1
NAGLU,16,0.008671325,0.0010839156,2
NKD1,96,0.00866921,0.00072243414,8
PPIF,143,0.0086517865,0.00078652607,13
CADM1,184,0.008643639,0.0010804549,23
CFB,13,0.008639651,0.0006645886,1
RGS1,720,0.0086370995,0.0005758066,48
BATF3,5,0.008636605,0.001727321,1
NCR2,18,0.008631875,0.001438646,3
BRD4,5,0.008620752,0.0017241504,1
TRIM27,45,0.008616154,0.00057441025,3
NAT8B,3,0.008602256,0.0028674186,1
DLL3,22,0.008583882,0.00039017646,1
DNM2,48,0.008580875,0.00017876823,1
PTPN5,4,0.008580396,0.002145099,1
ABCA4,6,0.008567146,0.0014278577,1
ACVR2A,220,0.008561066,0.0004280533,11
OR52M1,3,0.008557956,0.002852652,1
ACSL3,39,0.008555444,0.00021937035,1
TERF2IP,23,0.008546429,0.00037158385,1
LEMD2,10,0.008543306,0.0008543306,1
KCTD3,25,0.008543119,0.001708624,5
ZNF563,4,0.008534726,0.0021336814,1
IGFBP1,18,0.008532432,0.00047402398,1
FBXL19,7,0.008531462,0.0012187803,1
NARS2,16,0.008527098,0.0010658873,2
UGT2B7,35,0.008511909,0.00024319741,1
IL12RB1,48,0.008510121,0.00035458838,2
PLEC,28,0.008499351,0.00060709653,2
KCNK9,135,0.0084970435,0.0009441159,15
ENTPD5,32,0.008497,0.00026553124,1
NMT1,26,0.008490501,0.00065311545,2
NMS,24,0.008490496,0.001061312,3
PDP2,6,0.008483702,0.0014139503,1
SLC44A5,18,0.008482511,0.00094250124,2
NOD1,39,0.008481573,0.00021747623,1
UTS2,296,0.008475536,0.001059442,37
KRR1,12,0.008473445,0.0021183612,3
SLC2A13,112,0.008471081,0.0012101544,16
BAIAP2L1,10,0.008469684,0.0008469684,1
SERPINA4,4,0.008469672,0.002117418,1
IFT74,5,0.008462418,0.0016924836,1
ETV6,60,0.008446739,0.00084467395,6
SULT1B1,6,0.008441843,0.0014069738,1
MTDH,6,0.008436658,0.0028122198,2
CCR3,900,0.00843451,0.00028115034,30
RYR3,21,0.008432222,0.00040153437,1
PI3,6,0.00840836,0.0014013933,1
MTMR6,8,0.008408073,0.0010510092,1
ACOT13,4,0.008404233,0.0021010581,1
MED24,24,0.0084015615,0.0014002603,4
GATAD2A,22,0.008401551,0.0003818887,1
MARCKS,32,0.008399964,0.0010499955,4
HARS1,10,0.008386939,0.0008386939,1
SLC11A1,48,0.008377214,0.0006981012,4
RNF43,6,0.008376513,0.0013960855,1
DNAL4,16,0.008370863,0.0010463579,2
MAPKAPK5,48,0.008370671,0.00034877798,2
IQCE,6,0.008368196,0.0013946993,1
PAX5,20,0.008362148,0.00083621475,2
PTPN22,6,0.008360093,0.0013933489,1
PDE4A,126,0.008357568,0.00059696916,9
FRAT1,26,0.008352392,0.00032124587,1
AK5,22,0.008337536,0.0007579578,2
MYH10,42,0.008335216,0.00039691504,2
EEA1,15,0.008327196,0.0016654391,3
ACTR5,4,0.008324211,0.0020810529,1
PDE2A,17,0.008323954,0.00048964436,1
MLLT3,90,0.008322809,0.0013871348,15
MYLK4,20,0.008318294,0.0008318294,2
IL26,12,0.008314586,0.0013857645,2
MT1X,7,0.00831013,0.0011871614,1
IVL,20,0.0083011715,0.0016602342,4
FOLH1,7,0.008296114,0.0011851592,1
RAG2,6,0.008291292,0.001381882,1
DEFB1,7,0.008284376,0.0011834822,1
LCE2B,8,0.008276758,0.0020691894,2
FBP1,30,0.00827016,0.000275672,1
ISG20,12,0.008268078,0.0020670195,3
ZNF423,21,0.008260756,0.001180108,3
CNR1,40,0.008232037,0.0004116018,2
PPARD,120,0.008224383,0.00027414612,4
UBE2D2,32,0.0082199,0.00025687186,1
LMX1B,5,0.008217835,0.001643567,1
CDC27,44,0.008212039,0.00018663726,1
DIO3,22,0.008207291,0.0007461173,2
ITGA1,92,0.008200062,0.00017826223,2
RAB44,12,0.008196941,0.0013661569,2
WDR11,45,0.008191597,0.0016383193,9
CLCA2,14,0.008180105,0.0011685865,2
SLC39A8,176,0.008173485,0.00074304413,16
SEMA5A,10,0.008167851,0.0008167851,1
IYD,6,0.008159014,0.0013598357,1
KIR3DL2,18,0.008118257,0.0013530428,3
DDHD1,15,0.008103005,0.0016206009,3
IRF4,756,0.008096822,0.0004498234,42
CD8A,19,0.008087018,0.0004256325,1
DDO,12,0.0080853235,0.00067377696,1
MTF2,150,0.008082967,0.0013471612,25
CCRL2,24,0.008081547,0.0010101934,3
IL12RB2,480,0.008077012,0.0004038506,24
NDC1,56,0.008073451,0.00014416876,1
CDH9,60,0.0080682095,0.0013447015,10
ENPP1,22,0.008054919,0.00036613268,1
RPA1,86,0.008054025,9.365145e-05,1
CDK6,74,0.008044916,0.00010871508,1
ANKRD27,4,0.008041204,0.002010301,1
CDK12,30,0.00803803,0.0016076058,6
WWC1,14,0.008037537,0.0011482197,2
PTPRZ1,32,0.008035933,0.0010044916,4
ALOX5AP,14,0.008033925,0.00057385175,1
AHCYL1,24,0.008032766,0.0006693972,2
UTP20,8,0.008010692,0.002002673,2
ECE1,10,0.008004886,0.00080048863,1
THBS2,20,0.008003586,0.0004001793,1
CYTH1,12,0.007999971,0.0006666642,1
ST8SIA2,60,0.007999163,0.0005332775,4
PAX8,6,0.007994399,0.0013323999,1
LY96,120,0.007986293,0.00019965733,3
CFHR1,10,0.007986078,0.0015972155,2
KLF5,14,0.007979384,0.0011399119,2
ABCB4,9,0.00797473,0.0008860811,1
YY1AP1,5,0.007973113,0.0015946226,1
GLYATL3,7,0.007961001,0.0011372858,1
SLC44A1,36,0.007956311,0.00066302594,3
MTHFD1L,15,0.007942356,0.0005294904,1
MYF6,4,0.0079393955,0.0019848489,1
MYL7,8,0.007939283,0.0009924104,1
NCK2,126,0.007930729,0.00018882689,3
CYB5B,4,0.007929026,0.0019822565,1
SLC44A4,9,0.007925581,0.00088062015,1
GPC1,130,0.007922907,0.00030472723,5
PDCD1LG2,18,0.007922906,0.0013204844,3
