gene,GenNet_experiment_105,GenNet_experiment_143,GenNet_experiment_144,GenNet_experiment_145,GenNet_experiment_146,mean,std,cv,n_seeds,mean_rank
BDNF,0.058413967,0.06151424,0.05624216,0.063199796,0.0618296,0.0602399526,0.002838486800685852,0.047119671881777875,5,209.2
HTR1A,0.06651079,0.060363982,0.053587846,0.060144607,0.05922526,0.059966496999999994,0.0045895018585120975,0.07653443319378983,5,211.0
PML,0.062731944,0.054276273,0.061195157,0.060996193,0.059464056,0.059732724599999995,0.003262492329932485,0.05461817373608445,5,211.8
GUCY1B1,0.056528423,0.056640983,0.06869331,0.05641422,0.060245857,0.0597045586,0.005277080551734952,0.08838656001277183,5,213.8
CD3D,0.061121453,0.059436146,0.058740694,0.056880206,0.062250484,0.05968579659999999,0.002089594082590874,0.035009905230801164,5,210.0
SCN5A,0.056663364,0.05320279,0.06563449,0.06297352,0.057872277,0.05926928819999999,0.004994547247312035,0.08426872329659656,5,218.2
SMAD2,0.07237553,0.05381547,0.05514061,0.060938604,0.053975496,0.059249142,0.007895766468619623,0.1332638111218492,5,220.8
GAB2,0.05269155,0.06546829,0.05990099,0.053647377,0.06330639,0.0590029194,0.005693035769790297,0.09648735736608818,5,216.6
THBS1,0.061681427,0.060054634,0.05701179,0.05508613,0.06069278,0.058905352200000004,0.0027565546479918013,0.04679633590225442,5,212.2
BCAR1,0.057518374,0.06109874,0.060031984,0.056673408,0.058681857,0.0588008726,0.0018014510029064894,0.030636467168796564,5,216.4
IL6ST,0.05727468,0.05510455,0.06198786,0.062036805,0.057438444,0.0587684678,0.003101256726533486,0.05277076028402915,5,218.6
ACAT2,0.05549366,0.04755182,0.05559389,0.052301466,0.082419395,0.058672046199999994,0.013672577319955161,0.23303392680985383,5,234.2
FGF9,0.065792195,0.06463804,0.05700941,0.04623804,0.05929346,0.05859422900000001,0.007810479303453788,0.133297757078667,5,225.8
NTRK1,0.052397184,0.05889327,0.052848134,0.07375198,0.054705955,0.0585193046,0.008893233688445827,0.1519709393205234,5,224.0
PSMD12,0.06514107,0.06735544,0.05357491,0.045600805,0.059868407,0.05830812640000001,0.008872102792185022,0.15215894147106435,5,227.8
HRH2,0.057255607,0.061544888,0.0585611,0.057866614,0.05242298,0.05753023780000001,0.0032959348584144063,0.057290478615306645,5,225.2
MEF2A,0.05767772,0.049042594,0.05865124,0.06086262,0.060397517,0.05732633820000001,0.004807199811497041,0.08385673954484399,5,229.0
FGFR3,0.051913023,0.050659213,0.08294765,0.054138042,0.04648135,0.0572278556,0.01464527795779586,0.2559117025135546,5,242.2
PPARGC1A,0.057641465,0.056468416,0.061167065,0.053293686,0.05690965,0.0570960564,0.0028176799870947553,0.04934981791657953,5,229.8
FURIN,0.059404325,0.05803527,0.056032732,0.05346312,0.05664103,0.0567152954,0.0022372564734146586,0.03944714485987952,5,230.0
CCL4,0.059012543,0.060019545,0.054802753,0.05467642,0.054847937,0.05667183960000001,0.002621441809606461,0.04625651519536098,5,229.0
DLD,0.06421126,0.055994816,0.051426306,0.059414722,0.05171613,0.05655264680000001,0.0054043563574565695,0.09556327887833835,5,231.4
CYP2C9,0.057361975,0.05649619,0.049240693,0.057047397,0.056451388,0.0553195286,0.0034196124235078592,0.06181564648235016,5,238.6
JUN,0.06899498,0.0595584,0.04438678,0.052149672,0.05148634,0.0553152344,0.009344145589582645,0.1689253546683451,5,245.2
CFLAR,0.052972574,0.05958328,0.057379927,0.046688225,0.05993714,0.05531222920000001,0.00556224963330411,0.10056093767604125,5,243.0
AOX1,0.05175107,0.054709375,0.05306675,0.055292383,0.061333545,0.0552306246,0.0036847932829777983,0.06671648763099083,5,237.6
GAD1,0.05175745,0.055628844,0.0482605,0.0643614,0.056076113,0.0552168614,0.006018494835578809,0.10899740917868993,5,241.6
CREBBP,0.072811715,0.05634422,0.034226485,0.05432014,0.05824012,0.055188535999999996,0.013796611017043008,0.24999052370302066,5,264.2
CYP11A1,0.049316328,0.050894998,0.06917857,0.049401935,0.056906164,0.055139599,0.008441880264544207,0.1531001388774011,5,248.2
VEGFC,0.056544933,0.052528795,0.055833686,0.056916676,0.053810187,0.055126855399999994,0.0018839814804363904,0.03417538451569996,5,242.6
HCN4,0.053199284,0.048894364,0.05663312,0.062254965,0.054400105,0.055076367599999995,0.004902899170953682,0.0890200168348372,5,243.8
DCTN2,0.0590188,0.050459843,0.048894893,0.05353101,0.060175292,0.054415967600000004,0.005031704984153314,0.09246743568248732,5,244.8
HSD3B1,0.05067037,0.054574206,0.049908284,0.06603529,0.05001425,0.05424048,0.006866650267535691,0.126596414108719,5,248.8
SYNJ1,0.048441377,0.030817721,0.10339078,0.057979643,0.030453123,0.0542165288,0.02990745747114255,0.5516298836000462,5,346.2
TAB2,0.061497536,0.059597064,0.04446602,0.05096918,0.054104965,0.054126953,0.00684750407693146,0.1265082125892337,5,250.0
PSMA1,0.059421614,0.051266715,0.056689065,0.054236945,0.046771504,0.053677168600000005,0.004895968050890375,0.09121136935099766,5,251.8
GSS,0.04471056,0.04828515,0.061712734,0.05140517,0.060556687,0.0533340602,0.0075157398147089405,0.14091820098686095,5,260.0
POLR2D,0.06155196,0.05467426,0.044014804,0.05593262,0.04975395,0.0531855188,0.006626423018656991,0.12459073763245854,5,256.4
COPB1,0.049183965,0.055234127,0.056109402,0.049761157,0.055530395,0.0531638092,0.003390452142989516,0.06377368728856088,5,256.8
SLC2A1,0.058429226,0.054446507,0.044804696,0.05371403,0.05434964,0.053148819800000004,0.0050237564485820976,0.0945224459825559,5,254.8
MAPRE1,0.058702424,0.053828254,0.04547595,0.04678089,0.060728956,0.0531032948,0.00685885765871936,0.12916067985143853,5,259.6
WNT4,0.043601304,0.039263695,0.10683945,0.038632948,0.037126455,0.0530927704,0.030141526670683462,0.5677143317931561,5,340.8
VAV2,0.04802214,0.057327338,0.055010777,0.05621474,0.048792794,0.053073557800000004,0.00434615491940591,0.08188927028000957,5,257.0
POLR2E,0.062301055,0.050184514,0.04435153,0.05189763,0.056367602,0.053020466200000005,0.006741410968608739,0.1271473348268812,5,260.0
SHH,0.05650238,0.051380873,0.04896334,0.05065533,0.057461232,0.052992631,0.0037610722778899106,0.07097349587888759,5,256.2
TPTEP2-CSNK1E,0.051712796,0.049147878,0.058176182,0.047220662,0.057555944,0.0527626924,0.004928600133453596,0.09341070194237465,5,260.8
CCKBR,0.04887111,0.051426142,0.054960657,0.04896688,0.057201814,0.0522853206,0.003699202688046006,0.0707503109017181,5,264.0
ITGA6,0.0515771,0.05063671,0.058163963,0.049715213,0.051085085,0.0522356142,0.003384213155810918,0.06478746747101363,5,263.8
HCK,0.054007422,0.046416316,0.059855435,0.050442263,0.049512625,0.052046812199999994,0.005136091684798247,0.09868215684491524,5,268.0
PPP2R5C,0.06816135,0.04394667,0.03691821,0.039886765,0.070947826,0.051972164200000004,0.016273079346332955,0.31311144334322244,5,298.2
TAT,0.053368665,0.05384425,0.051621467,0.046436086,0.053674236,0.051788940799999995,0.0031207076293039214,0.06025818603542325,5,266.8
ITGAM,0.048627738,0.053341065,0.050900277,0.05062456,0.0538915,0.051477027999999994,0.0021495409909605134,0.041757286200759566,5,267.6
HMGCR,0.045303542,0.04735027,0.05605285,0.05271008,0.055372167,0.05135778179999999,0.0048140844077923265,0.09373622144623714,5,274.2
IFNAR1,0.043563563,0.06282926,0.033347964,0.073521174,0.04339555,0.051331502200000004,0.016365419578684932,0.31881824761179367,5,307.4
AQP3,0.052540626,0.052957367,0.05138079,0.04916004,0.050165568,0.05124087819999999,0.0015922808402345976,0.031074425266868235,5,269.0
F2,0.05708654,0.04751513,0.046078257,0.050748065,0.054685954,0.051222789199999993,0.004658738972155093,0.0909505133343089,5,271.8
HLA-F,0.054450333,0.04658575,0.052843723,0.050819185,0.05102162,0.051144122199999996,0.002946142427823151,0.057604711960882016,5,270.2
CDC42,0.05682404,0.06288939,0.04315072,0.04443043,0.047431357,0.0509451874,0.008555227550346853,0.16793004377773382,5,282.2
DDB2,0.06825611,0.0465779,0.04192406,0.050207905,0.04719591,0.050832377,0.01018158896602318,0.20029732164646127,5,283.2
FGF4,0.04149514,0.05425081,0.07031683,0.041643735,0.045867592,0.0507148214,0.012119454638965806,0.23897263767088422,5,299.2
CYP4F8,0.04926207,0.04787998,0.043398786,0.053348083,0.059409115,0.0506596068,0.006045261594095385,0.1193310010865577,5,277.8
IL10,0.050770767,0.046640154,0.06691062,0.043141887,0.045121815,0.0505170486,0.009583128693667706,0.18970088236048901,5,286.4
MMP2,0.06097466,0.050409712,0.049350005,0.04842106,0.042926956,0.0504164786,0.006570526051367865,0.1303249698079442,5,279.6
HSPB1,0.045211967,0.045249227,0.052569047,0.052449934,0.056534495,0.050402933999999996,0.004999628212738121,0.09919319801379264,5,282.4
TCF7L2,0.042725835,0.047103465,0.043872517,0.07308421,0.045023385,0.05036188239999999,0.01280470707585608,0.254253940989626,5,297.0
RBL1,0.0471219,0.056128684,0.04543247,0.04735237,0.054999165,0.05020691780000001,0.004962209132964288,0.09883516755064155,5,280.8
PLA2G4F,0.0368528,0.06155708,0.055899285,0.04652831,0.05001561,0.050170616999999994,0.009395794987684385,0.18727684747597156,5,298.4
KCNA5,0.06141844,0.04247662,0.04029184,0.049038492,0.057087276,0.0500625336,0.009115437670816953,0.1820810297706737,5,291.4
BLM,0.048685886,0.048498027,0.046337005,0.054858558,0.0516159,0.0499990752,0.0033021608546843543,0.06604443865162439,5,276.8
CYP2B6,0.06312296,0.049941197,0.037126746,0.049761772,0.0499503,0.049980595,0.009192300384054908,0.183917386018612,5,292.6
PDHB,0.051892374,0.048181273,0.050365448,0.051256895,0.04804858,0.049948914,0.0017604811599072846,0.035245634367691854,5,278.4
PSMB1,0.050211214,0.05254925,0.04715107,0.04775048,0.05184413,0.049901228799999996,0.0024016695234122445,0.04812846459228364,5,278.6
FASLG,0.053439524,0.050644632,0.044676643,0.053211506,0.046776954,0.0497498518,0.003904258290885247,0.07847778736268009,5,281.8
MAT2B,0.05090661,0.049422693,0.047676712,0.050651256,0.04961316,0.0496540862,0.0012775357111717838,0.02572871255803684,5,280.8
CXCR2,0.05744523,0.050817207,0.041126046,0.047727197,0.051114965,0.049646129000000004,0.005929354805387641,0.11943236914579262,5,285.8
FSHB,0.049169112,0.04423872,0.05045551,0.050570194,0.052614033,0.049409513800000006,0.003142655383104261,0.06360425637510038,5,284.8
MCEE,0.055619508,0.04754315,0.04490418,0.048535228,0.050288975,0.049378208199999996,0.003996195124954385,0.08093033892133787,5,285.6
DLL1,0.05320607,0.049039915,0.050755177,0.046962023,0.04623565,0.049239767000000004,0.002840809939833972,0.05769340744106226,5,286.2
SYK,0.05032135,0.04996515,0.04792921,0.05344527,0.044515334,0.0492352628,0.003294692062554438,0.06691732460001083,5,284.4
SIRT1,0.04690154,0.05108132,0.051209588,0.05331692,0.043215446,0.0491449628,0.004049984525962439,0.0824089447873677,5,287.8
TUBB1,0.051401757,0.048388865,0.04978982,0.054483507,0.04134488,0.049081765799999996,0.004883697915280869,0.09950126764348949,5,287.8
RUNX2,0.048008103,0.044994522,0.05243577,0.048998658,0.050935272,0.049074465,0.0028526208779741462,0.05812841521500329,5,290.2
PLD1,0.047585554,0.04219284,0.04970857,0.059410013,0.044558834,0.048691162200000006,0.006641829160020542,0.13640728337391259,5,296.6
TSHB,0.058201894,0.050217994,0.042978942,0.045582816,0.045996726,0.0485956744,0.005964287620191769,0.12273289122605055,5,298.6
HLA-DRA,0.046504762,0.044350088,0.052483987,0.052096594,0.04739095,0.04856527619999999,0.0035783750534446788,0.0736817605794792,5,295.2
IFNAR2,0.049370088,0.026881617,0.025764018,0.09249075,0.04718754,0.0483388026,0.027026908480124134,0.5591141490154358,5,409.6
YES1,0.042027827,0.053994402,0.04905196,0.05423625,0.042375583,0.0483372044,0.005972074014457314,0.12355025675538062,5,299.0
CAMK2A,0.051576592,0.05319116,0.044460446,0.04464629,0.047360316,0.048246960799999995,0.00398811400286065,0.08266041915868513,5,298.4
CASP10,0.047891166,0.050862253,0.046346117,0.052833483,0.04293093,0.0481727898,0.003868087804539952,0.08029611364837234,5,296.0
XPO1,0.052753966,0.047363404,0.046205908,0.045816142,0.048526287,0.0481331414,0.0027920330365792246,0.05800645782448815,5,296.0
ST3GAL3,0.04627263,0.048014127,0.047340233,0.045451935,0.053049706,0.0480257262,0.0029752376345069825,0.061950914018807327,5,298.8
NOD2,0.045382068,0.05163589,0.046590716,0.04749374,0.047910877,0.0478026582,0.002352066570485027,0.049203677348742654,5,299.4
ATF6B,0.061622467,0.046345714,0.04388205,0.043518737,0.043261208,0.0477260352,0.007864927934740133,0.1647932391991391,5,307.0
KCNJ5,0.05894714,0.05339238,0.040059384,0.04206756,0.043982495,0.047689791800000006,0.008105924744366692,0.16997190464494102,5,310.2
DOCK1,0.049648218,0.04831803,0.046688844,0.045168154,0.047516614,0.047467972000000004,0.0016863155503606072,0.03552533380529944,5,301.6
HSPA1B,0.049026877,0.053285386,0.043388966,0.041902352,0.049414944,0.047403705,0.004681264655816738,0.09875313872231586,5,308.4
KCNJ3,0.0556296,0.04575467,0.040927555,0.04577812,0.048200265,0.047258042,0.005373456282569211,0.11370458984672303,5,309.2
KAT2A,0.044120036,0.048767947,0.04836004,0.05333044,0.03956838,0.0468293686,0.0052064241347198935,0.11117861056789678,5,314.2
FZD1,0.05273828,0.0432528,0.04481097,0.051700663,0.041200105,0.04674056360000001,0.005175898375201864,0.11073675575452119,5,312.6
GLUD1,0.045368813,0.048775148,0.040088,0.044354513,0.05509823,0.0467369408,0.005608511285034087,0.1200016772393046,5,316.2
RAC2,0.04859281,0.046114694,0.047681186,0.0463868,0.044752378,0.0467055736,0.001481486512437018,0.03171969420876608,5,309.0
HLA-G,0.046715405,0.045166284,0.046597652,0.047774352,0.046361916,0.0465231218,0.0009320811014295906,0.02003479270880723,5,310.4
TGFA,0.055833958,0.0450323,0.046574812,0.04256414,0.04238744,0.046478530000000004,0.005515531501129517,0.11866837228134187,5,316.8
PRKCB,0.047178775,0.04450366,0.03419211,0.036115658,0.07006646,0.0464113326,0.014309992586596395,0.30832970709822705,5,347.4
NCOA1,0.05870785,0.048206102,0.04475869,0.04258751,0.03770949,0.04639392839999999,0.007866049426357097,0.16954911337831652,5,324.4
KCNJ4,0.05912151,0.045903705,0.03875252,0.0360319,0.051791362,0.046320199400000005,0.009448538470363648,0.2039831130425498,5,331.2
SMO,0.04309328,0.042977996,0.044799164,0.05054829,0.050119825,0.046307711,0.00374866663263193,0.08095124012136834,5,318.0
TRIO,0.04896504,0.045914426,0.040748995,0.045776624,0.0494674,0.046174497,0.0034746349521723855,0.07525008777404517,5,318.4
SDHB,0.04183802,0.03628029,0.048774682,0.05363962,0.049714625,0.0460494474,0.00692177194824084,0.15031172661239883,5,329.8
ESR1,0.044363305,0.04951589,0.04371538,0.050454788,0.042102385,0.0460303496,0.003717918600561113,0.0807710267870986,5,319.8
IGF1R,0.04954036,0.046281423,0.043291543,0.03959037,0.05138564,0.04601786719999999,0.004744364180733252,0.1030983065797811,5,323.2
F13B,0.04461205,0.056861572,0.039780285,0.041789483,0.047010556,0.046010789200000006,0.0066583425301863,0.144712634709302,5,326.2
GTF2H4,0.037220277,0.031149007,0.095186494,0.034213495,0.0320154,0.04595693459999999,0.02761986687688073,0.6009945423313925,5,431.6
B4GALT1,0.0482181,0.043432243,0.04729376,0.047216844,0.043619007,0.0459559908,0.0022542909914544515,0.049053256217782414,5,316.4
ACSL6,0.044272855,0.040224373,0.053207535,0.039686788,0.051964838,0.0458712778,0.0063961423719634085,0.13943676040268074,5,330.6
PLA2G4E,0.04371194,0.04198723,0.053908944,0.047041543,0.04208417,0.0457467654,0.004999670849871,0.109290149940765,5,327.0
PPP1R12A,0.046086974,0.05264131,0.046740156,0.046995077,0.03565801,0.045624305399999995,0.006162458866613132,0.13506964791212214,5,331.4
EIF2S2,0.046834815,0.0467153,0.047875084,0.03528892,0.050066043,0.0453560324,0.005785995577173413,0.1275683800149462,5,332.4
BUB3,0.04586377,0.04527069,0.044222087,0.04582327,0.04493938,0.0452238394,0.000681074191426161,0.015060070097147943,5,325.8
VAV1,0.051139105,0.04504453,0.036582507,0.04876962,0.04453485,0.0452141224,0.005539448054250649,0.1225158813267301,5,331.8
UGT1A1,0.051369578,0.038148582,0.043824274,0.047927186,0.044606894,0.045175302800000004,0.004936220188141853,0.1092681151467977,5,330.2
RPLP2,0.047569275,0.046284042,0.037710495,0.046132565,0.04808181,0.045155637400000004,0.0042439946507490224,0.0939859316601967,5,330.0
MYC,0.04470754,0.05921385,0.032699805,0.055553734,0.033384956,0.045111977,0.012243791446424715,0.27140888652307826,5,360.8
LAMTOR2,0.05156397,0.03277022,0.044108424,0.049149804,0.047677785,0.0450540406,0.007379446669389838,0.16379100678019629,5,342.0
MED1,0.041927025,0.043065704,0.04700621,0.04255064,0.050203457,0.044950607200000006,0.0035451616975580532,0.07886793790758966,5,332.2
TXNRD1,0.039398093,0.04574686,0.049390092,0.045308635,0.044251516,0.0448190392,0.0035952683999428588,0.08021743580667519,5,336.6
VKORC1,0.04568269,0.05132537,0.039816268,0.047576655,0.038874142,0.044655025,0.00526587355509245,0.11792342642496449,5,338.4
GADD45A,0.047055718,0.043631405,0.043317005,0.04412869,0.043753058,0.044377175199999994,0.0015252862640798635,0.034370963388401156,5,335.6
OPRM1,0.043065246,0.04655063,0.04234494,0.049992923,0.039481495,0.0442870468,0.004063211052634937,0.0917471664115327,5,342.2
CDKN2A,0.04134522,0.043451488,0.028905371,0.077928685,0.029164137,0.0441589802,0.020039515152407122,0.453803848314575,5,415.0
ASS1,0.041017767,0.044895828,0.051885862,0.044744838,0.03805193,0.044119244999999994,0.005190044905295522,0.11763675705002483,5,350.2
TUBB2B,0.041079856,0.043702647,0.037373245,0.046936147,0.05114574,0.044047526999999996,0.005296244114746176,0.1202393068456755,5,347.0
NFATC1,0.047336094,0.03840694,0.04913358,0.041160554,0.044087067,0.044024847000000006,0.00438270562378983,0.09955072924591492,5,343.0
MAD2L1,0.045272823,0.041704804,0.048558693,0.04018544,0.044370387,0.0440184294,0.0032540759535327835,0.0739253080559204,5,342.6
TP73,0.038809475,0.04274848,0.04742408,0.03868957,0.052061044,0.0439465298,0.005774923760878164,0.1314079584249258,5,353.0
CSNK1A1,0.04277873,0.049099877,0.036932126,0.043771498,0.046827994,0.043882045,0.004621560478502363,0.10531780090245026,5,346.6
CYP2S1,0.044231612,0.043933086,0.045356885,0.041373294,0.04416158,0.0438112914,0.0014702802737430035,0.03355939135231708,5,343.0
NOTCH4,0.043939333,0.044228464,0.045176655,0.042267386,0.043067392,0.043735846,0.0011139137701467307,0.025469125946408596,5,343.4
DYNC1I1,0.045080453,0.042945165,0.044402655,0.047231603,0.038908437,0.043713662599999994,0.003098367021950563,0.07087868729513787,5,346.6
WNT9A,0.044305768,0.044699427,0.050130982,0.04135331,0.03718746,0.0435353894,0.004756784277272178,0.10926247227438785,5,352.4
TFRC,0.04177792,0.045932338,0.046743456,0.04584852,0.0373072,0.0435218868,0.003976988727885359,0.09137905133022309,5,351.4
EDN1,0.050611746,0.04498912,0.0392619,0.043726023,0.038813807,0.043480519200000005,0.004815742281176672,0.11075631960661296,5,351.6
YAP1,0.047244836,0.044440683,0.030933533,0.04447144,0.05028479,0.043475056399999996,0.0074128053754511395,0.17050709048536486,5,360.4
PTGIR,0.043997783,0.03524637,0.046117447,0.042822346,0.04881308,0.0433994052,0.005095553511420002,0.11741067620484352,5,354.8
NDUFA4,0.04632704,0.04421936,0.039871726,0.03815707,0.04805846,0.043326731199999996,0.004208632627157803,0.09713709090423611,5,354.4
STAT1,0.03517633,0.04711549,0.07605876,0.030988151,0.027225066,0.0433127594,0.019771650473837,0.45648558872093015,5,435.0
FOSL1,0.041077357,0.043245006,0.045557573,0.041349772,0.045291588,0.0433042592,0.00211006655141602,0.04872653615134513,5,352.2
RIPK1,0.0537043,0.045693472,0.038051292,0.04740979,0.031496886,0.043271148,0.008627381035482669,0.19937952733499625,5,366.8
PSEN2,0.04445093,0.042393204,0.04202161,0.045562077,0.04188538,0.0432626402,0.0016501790181420318,0.03814328044967611,5,350.2
FDFT1,0.041472077,0.049499147,0.04085862,0.042319547,0.041821938,0.0431942658,0.003564446628922321,0.08252129218787002,5,353.0
